Date,CANADA IMI
1994-05-31,163.17925569285669
1994-06-30,152.88890357630032
1994-07-29,158.29377163306182
1994-08-31,165.8002710075618
1994-09-30,170.3586043231289
1994-10-31,167.42530249425633
1994-11-30,157.7079505458787
1994-12-30,159.53490969819654
1995-01-31,151.7934080981019
1995-02-28,158.36816307746744
1995-03-31,164.6392090304882
1995-04-28,168.4776994091519
1995-05-31,175.10364955882014
1995-06-30,177.5518561616089
1995-07-31,181.97389141058906
1995-08-31,181.98963322127318
1995-09-29,181.8878653194571
1995-10-31,179.07090090652952
1995-11-30,185.46454465718557
1995-12-29,187.8540391320741
1996-01-31,195.87933314306346
1996-02-29,196.10454098798382
1996-03-29,199.5139409007989
1996-04-30,207.64079782471487
1996-05-31,210.90236874825723
1996-06-28,204.24728420219822
1996-07-31,197.77216462000493
1996-08-30,207.67793642696702
1996-09-30,214.78681117806525
1996-10-31,230.48551361685867
1996-11-29,244.64699031399292
1996-12-31,238.68969999550166
1997-01-01,238.68969999550166
1997-01-02,237.29318214823545
1997-01-03,237.63503967958547
1997-01-06,238.665674425538
1997-01-07,241.85267869605627
1997-01-08,241.90888783597094
1997-01-09,243.9230541738883
1997-01-10,245.55840237114342
1997-01-13,246.2207241441208
1997-01-14,247.84771982592866
1997-01-15,249.76751321756538
1997-01-16,252.07081338431897
1997-01-17,253.43103005250484
1997-01-20,253.16222897137138
1997-01-21,251.337303903941
1997-01-22,251.01393067481348
1997-01-23,249.59689861524302
1997-01-24,248.1364313898936
1997-01-27,248.55876793691203
1997-01-28,250.03233227470034
1997-01-29,250.2586815981304
1997-01-30,250.31641494573577
1997-01-31,251.4294368494841
1997-02-03,253.28425847671656
1997-02-04,253.65753232031273
1997-02-05,252.1750871039198
1997-02-06,250.2058470782084
1997-02-07,251.06933423671796
1997-02-10,249.94017522331583
1997-02-11,250.8355220771664
1997-02-12,252.08413391220577
1997-02-13,255.14135871942406
1997-02-14,255.23485893814674
1997-02-17,255.15630015728476
1997-02-18,255.25579703680788
1997-02-19,255.97923965016082
1997-02-20,254.16444437026013
1997-02-21,254.44442331244312
1997-02-24,254.89849370963037
1997-02-25,255.20961805176958
1997-02-26,252.61346522803524
1997-02-27,252.03528006733615
1997-02-28,251.21688418561948
1997-03-03,250.65028449771506
1997-03-04,250.92645807417358
1997-03-05,252.7857881966643
1997-03-06,253.85772478094665
1997-03-07,255.20074935952263
1997-03-10,256.9859433528625
1997-03-11,257.0760817941201
1997-03-12,255.90326606792536
1997-03-13,252.6555485381003
1997-03-14,253.87193325943417
1997-03-17,251.14478805529018
1997-03-18,249.92016449654267
1997-03-19,247.42317129620415
1997-03-20,245.9229724130796
1997-03-21,246.2042771231596
1997-03-24,249.1416009731753
1997-03-25,248.93751703053059
1997-03-26,248.45866863627913
1997-03-27,241.07293516537715
1997-03-28,240.4386461419297
1997-03-31,237.01340615350094
1997-04-01,237.8410570751902
1997-04-02,235.86913625736804
1997-04-03,235.07054507354442
1997-04-04,234.15809728073958
1997-04-07,235.05536388512908
1997-04-08,234.6105858801862
1997-04-09,233.89578026218567
1997-04-10,233.01955343529596
1997-04-11,228.39464632656728
1997-04-14,228.06455613481768
1997-04-15,230.99474399813587
1997-04-16,232.18151018447108
1997-04-17,233.73009413011107
1997-04-18,233.61504884632848
1997-04-21,232.82425565279513
1997-04-22,235.221013017114
1997-04-23,236.16306156631853
1997-04-24,236.20780435325617
1997-04-25,234.34015994045188
1997-04-28,234.00652081306612
1997-04-29,236.95832934748577
1997-04-30,239.90970979575923
1997-05-01,241.7754114170188
1997-05-02,247.2813206493492
1997-05-05,248.84109193221673
1997-05-06,248.76351692042695
1997-05-07,248.10019240712577
1997-05-08,248.92025769283057
1997-05-09,250.51924053071366
1997-05-12,252.01310177570213
1997-05-13,251.8992845277718
1997-05-14,252.20861479331802
1997-05-15,253.65507721885635
1997-05-16,255.46875270596814
1997-05-19,255.18731198473222
1997-05-20,255.55139134058598
1997-05-21,258.67450659875624
1997-05-22,258.79400912318397
1997-05-23,261.53989977260994
1997-05-26,263.21244535747013
1997-05-27,261.0333483351236
1997-05-28,258.75494914393914
1997-05-29,258.7152859625681
1997-05-30,259.48981192820025
1997-06-02,261.0354115214246
1997-06-03,262.6686453894598
1997-06-04,262.6188658877991
1997-06-05,263.46812067010563
1997-06-06,263.51257870346444
1997-06-09,262.32197392752187
1997-06-10,262.2995839571092
1997-06-11,262.3163575459906
1997-06-12,265.72295526640914
1997-06-13,267.85864152711133
1997-06-16,267.0838175039454
1997-06-17,266.04528612700545
1997-06-18,264.57171726732776
1997-06-19,264.6996559783708
1997-06-20,264.166363487922
1997-06-23,261.64661696870604
1997-06-24,263.12049306468987
1997-06-25,263.12440563520414
1997-06-26,264.08710025923256
1997-06-27,262.8496138727562
1997-06-30,264.3781705048179
1997-07-01,264.21890927411033
1997-07-02,269.21138543609027
1997-07-03,271.44877013157424
