Date,SPAIN IMI
1994-05-31,152.4337385633373
1994-06-30,145.31607475436948
1994-07-29,153.4689443409056
1994-08-31,153.04424136074635
1994-09-30,148.54767443426022
1994-10-31,152.70542914634248
1994-11-30,149.56609025753644
1994-12-30,141.63514271422073
1995-01-31,140.00983848754964
1995-02-28,143.1424477110915
1995-03-31,140.4342407099078
1995-04-28,151.64692795966363
1995-05-31,157.98303481763168
1995-06-30,160.17244407930284
1995-07-31,170.94127630430017
1995-08-31,164.06991913569576
1995-09-29,164.6043428936919
1995-10-31,161.27877863796215
1995-11-30,169.0240572025727
1995-12-29,176.23470184969747
1996-01-31,175.91279288389862
1996-02-29,186.3524761706642
1996-03-29,183.84723585365256
1996-04-30,188.07357631982777
1996-05-31,186.99972180694624
1996-06-28,195.0582164856801
1996-07-31,187.75522519008905
1996-08-30,190.93167316015885
1996-09-30,193.25385977316859
1996-10-31,199.30140436405708
1996-11-29,210.54852487078728
1996-12-31,230.76569872959945
1997-01-01,230.76569872959945
1997-01-02,225.9233712817253
1997-01-03,228.98478583325513
1997-01-06,228.35422273347757
1997-01-07,229.43708643133652
1997-01-08,231.05092608073468
1997-01-09,231.0022628421146
1997-01-10,232.87105024111895
1997-01-13,235.71557064867494
1997-01-14,234.91355152960915
1997-01-15,234.4694964765793
1997-01-16,236.85629405402287
1997-01-17,237.99550818923453
1997-01-20,237.1305652315239
1997-01-21,237.726535818799
1997-01-22,233.08083734508205
1997-01-23,231.902737432943
1997-01-24,228.12467356573052
1997-01-27,224.247130889338
1997-01-28,225.6356564582112
1997-01-29,223.53779333857364
1997-01-30,223.61591038144485
1997-01-31,226.47102497972088
1997-02-03,223.3311577138368
1997-02-04,224.25463573960658
1997-02-05,226.50864129356276
1997-02-06,227.81420145507153
1997-02-07,226.20100620608838
1997-02-10,228.48413513284052
1997-02-11,225.4514217800495
1997-02-12,224.26854846836878
1997-02-13,224.89236065651627
1997-02-14,226.41785090240055
1997-02-17,225.4327090466164
1997-02-18,225.8057505293992
1997-02-19,224.4305555740159
1997-02-20,223.4523719107816
1997-02-21,221.98353175782682
1997-02-24,221.30381663076273
1997-02-25,221.813278390623
1997-02-26,219.2672773130171
1997-02-27,220.5259233453899
1997-02-28,218.55737118060586
1997-03-03,216.97806870195853
1997-03-04,217.87150851808218
1997-03-05,216.89939292652775
1997-03-06,219.23809647741373
1997-03-07,222.6063433851046
1997-03-10,228.0311963330885
1997-03-11,227.00953617170964
1997-03-12,225.4794016963086
1997-03-13,226.39853632860974
1997-03-14,226.34841504447857
1997-03-17,224.0770546425146
1997-03-18,224.08604228594086
1997-03-19,224.3374015878898
1997-03-20,220.8304738656568
1997-03-21,221.15168984942076
1997-03-24,220.45929568288344
1997-03-25,223.2167536091332
1997-03-26,226.1936643407415
1997-03-27,228.43809127051236
1997-03-28,228.4863290598987
1997-03-31,225.5885605822655
1997-04-01,222.51466908373192
1997-04-02,222.14302307472252
1997-04-03,221.38427517415653
1997-04-04,222.97721842129448
1997-04-07,222.90823150782774
1997-04-08,223.55886534229896
1997-04-09,224.3341829013942
1997-04-10,223.28104845162002
1997-04-11,221.3955114671397
1997-04-14,222.03591366653652
1997-04-15,225.26297970428845
1997-04-16,225.89268740045702
1997-04-17,227.7177864779386
1997-04-18,229.26536142313446
1997-04-21,231.98402663216962
1997-04-22,232.83957780454787
1997-04-23,235.75073246760553
1997-04-24,234.06389211823785
1997-04-25,232.11447533229
1997-04-28,232.4872441063327
1997-04-29,235.5111902160595
1997-04-30,237.31363949110406
1997-05-01,238.66976411348423
1997-05-02,238.38339593694408
1997-05-05,243.07667840526906
1997-05-06,243.26694518213606
1997-05-07,244.0888706938945
1997-05-08,246.41891907575334
1997-05-09,250.76417528597753
1997-05-12,255.80346224478168
1997-05-13,258.1580496617826
1997-05-14,257.4225089958709
1997-05-15,258.5214791815529
1997-05-16,257.2548618987535
1997-05-19,254.89138094111462
1997-05-20,259.36861234122017
1997-05-21,264.77477495758484
1997-05-22,263.27149534946733
1997-05-23,264.6941219203971
1997-05-26,269.87412126961743
1997-05-27,271.851408620261
1997-05-28,266.05334724541683
1997-05-29,262.2834714961848
1997-05-30,256.7376836652659
1997-06-02,253.6276263207671
1997-06-03,257.9937249340229
1997-06-04,257.9470506807978
1997-06-05,261.79810928251635
1997-06-06,265.15983945435886
1997-06-09,264.555328208906
1997-06-10,263.13675941150035
1997-06-11,265.88221116175015
1997-06-12,268.6660518050206
1997-06-13,267.758997570485
1997-06-16,267.0071620988415
1997-06-17,263.70258596703104
1997-06-18,267.5886152711778
1997-06-19,270.11111552199503
1997-06-20,272.3634882453982
1997-06-23,274.99769371231525
1997-06-24,274.5272788758042
1997-06-25,278.94066479857327
1997-06-26,278.64237010790384
1997-06-27,277.8963964388276
1997-06-30,275.68152404587795
1997-07-01,279.2460790228446
1997-07-02,282.18825315632495
1997-07-03,285.4410811059624
1997-07-04,284.72780077054654
1997-07-07,287.82339774944563
1997-07-08,283.5238634417354
1997-07-09,284.49128343043867
1997-07-10,283.7594562877346
1997-07-11,282.01153888802924
1997-07-14,281.2382895623848
1997-07-15,276.33085372400967
1997-07-16,279.4472428889904
1997-07-17,276.7255591844721
1997-07-18,270.59201443678614
1997-07-21,266.9738095807378
1997-07-22,271.5359027950663
1997-07-23,269.1562406070836
1997-07-24,261.98636807700586
1997-07-25,263.0641377870485
1997-07-28,261.2231223038763
1997-07-29,258.9248252857354
1997-07-30,263.03588586964
1997-07-31,261.4738299337707
1997-08-01,256.2644778373496
1997-08-04,251.5008296118564
1997-08-05,250.47661245028021
1997-08-06,256.6611541508115
1997-08-07,258.37697525835176
1997-08-08,258.6526720764923
1997-08-11,258.17447013510247
1997-08-12,258.3547184580992
1997-08-13,259.0736743372244
1997-08-14,256.5994176467859
1997-08-15,260.040852974711
1997-08-18,254.19258560205645
1997-08-19,256.41723123408855
1997-08-20,256.96694940193413
1997-08-21,256.67634396212793
1997-08-22,256.825637139864
1997-08-25,258.38773993234946
1997-08-26,258.642472523333
1997-08-27,256.50962483771866
1997-08-28,257.96923650440453
1997-08-29,256.8574774628624
1997-09-01,257.84169922340413
1997-09-02,258.2147926017509
1997-09-03,259.68229033533134
1997-09-04,259.7098248426742
1997-09-05,263.27630405974253
1997-09-08,264.22397176677805
1997-09-09,264.35009940680726
1997-09-10,263.6739975433651
1997-09-11,263.70156319417754
1997-09-12,265.8254990945603
1997-09-15,270.13200988136214
1997-09-16,272.9710445387403
1997-09-17,273.30968832812016
1997-09-18,275.7456437185978
1997-09-19,276.572503492239
1997-09-22,278.61323573828014
1997-09-23,278.0044180288329
1997-09-24,285.0315555048436
1997-09-25,283.16169533450955
1997-09-26,286.3618720425236
1997-09-29,287.82406735815937
1997-09-30,288.4149172247139
1997-10-01,289.00161019338384
1997-10-02,287.61098356599035
1997-10-03,288.22169908476207
1997-10-06,283.13140612324844
1997-10-07,285.41579927667027
1997-10-08,281.32029257203953
1997-10-09,275.41700982446935
1997-10-10,275.797105692469
1997-10-13,277.23577491134705
1997-10-14,275.13178558210416
1997-10-15,273.04172684336464
1997-10-16,274.38096901242153
1997-10-17,267.007574308223
1997-10-20,266.90611643504116
1997-10-21,271.1738116586485
1997-10-22,270.7642106457578
1997-10-23,265.5760100840306
1997-10-24,263.52924265923355
1997-10-27,255.1253172064494
1997-10-28,248.1030582377493
1997-10-29,260.2438503800305
1997-10-30,264.81558773370654
1997-10-31,262.9072745110658
1997-11-03,263.24719760425927
1997-11-04,265.85801467821784
1997-11-05,267.79307485479234
1997-11-06,266.9832794538078
1997-11-07,263.0125705208416
1997-11-10,260.95794626167907
1997-11-11,259.1197624165067
1997-11-12,254.6425173735172
1997-11-13,257.93150338212365
1997-11-14,259.4383187609591
1997-11-17,266.5666416798795
1997-11-18,268.6603642519132
