Date,NORWAY IMI
1994-05-31,163.9027341751156
1994-06-30,157.84053846645364
1994-07-29,172.0546688503929
1994-08-31,171.7115366927138
1994-09-30,162.0902283882766
1994-10-31,171.93076055520137
1994-11-30,168.92579414484504
1994-12-30,178.99466144405346
1995-01-31,181.52437924521527
1995-02-28,178.90414437761504
1995-03-31,180.20317207854555
1995-04-28,192.88043841493717
1995-05-31,194.98510047717517
1995-06-30,204.27266811016327
1995-07-31,211.060842405098
1995-08-31,201.3371327585839
1995-09-29,210.09614233292297
1995-10-31,202.378057258747
1995-11-30,200.62102985099645
1995-12-29,205.93981605891474
1996-01-31,203.76407660237228
1996-02-29,211.1347157026854
1996-03-29,211.57912387260347
1996-04-30,221.30864155035698
1996-05-31,225.05757739857663
1996-06-28,225.973158023673
1996-07-31,220.97444892509756
1996-08-30,225.39367822938468
1996-09-30,226.88740577100612
1996-10-31,236.75977662243127
1996-11-29,253.55358848856156
1996-12-31,265.71036094055523
1997-01-01,265.71036094055523
1997-01-02,265.20009496661106
1997-01-03,266.81483693634107
1997-01-06,269.4900002572396
1997-01-07,269.74240243576367
1997-01-08,272.47623785021045
1997-01-09,274.616520902269
1997-01-10,275.241529151082
1997-01-13,279.02450689865645
1997-01-14,278.2736210108654
1997-01-15,279.8098640296148
1997-01-16,283.00699892886234
1997-01-17,283.0229199600897
1997-01-20,284.89838503912017
1997-01-21,280.2804367489817
1997-01-22,278.6964406697959
1997-01-23,278.42741336198196
1997-01-24,280.74997741564016
1997-01-27,280.4361472694242
1997-01-28,279.77026858327855
1997-01-29,278.8773117706086
1997-01-30,282.2946451818243
1997-01-31,285.4000153106925
1997-02-03,286.634213236432
1997-02-04,288.6621487480022
1997-02-05,287.17549340449307
1997-02-06,287.2847382033971
1997-02-07,285.4615174432759
1997-02-10,285.3057450818184
1997-02-11,279.92224108213964
1997-02-12,281.15350479451274
1997-02-13,281.3778954731809
1997-02-14,282.6979453903527
1997-02-17,281.6955393751721
1997-02-18,284.9734241029382
1997-02-19,288.2260807157995
1997-02-20,287.5122018784933
1997-02-21,289.290932375967
1997-02-24,284.4578903044653
1997-02-25,283.4248289810273
1997-02-26,278.03908717549785
1997-02-27,275.3690823665187
1997-02-28,272.4199566462227
1997-03-03,266.3404756664898
1997-03-04,266.3272737667155
1997-03-05,267.70834150373554
1997-03-06,271.04543428629717
1997-03-07,271.4176157183829
1997-03-10,276.9831981150079
1997-03-11,278.7463003853799
1997-03-12,277.94569454097046
1997-03-13,276.0442818692619
1997-03-14,276.3477380130254
1997-03-17,274.7432373893642
1997-03-18,273.5546888647294
1997-03-19,272.9125639517193
1997-03-20,267.24525305456757
1997-03-21,272.48960719103235
1997-03-24,271.3802306496226
1997-03-25,274.61552927224744
1997-03-26,274.5701525120844
1997-03-27,276.97528554402504
1997-03-28,277.10061939874424
1997-03-31,278.43616551142856
1997-04-01,264.9168205756246
1997-04-02,261.3875137678948
1997-04-03,260.46739588094107
1997-04-04,260.3688498176248
1997-04-07,261.3766677420835
1997-04-08,262.692871210252
1997-04-09,263.5347304220784
1997-04-10,263.4142431612054
1997-04-11,260.53344600948014
1997-04-14,258.934012495421
1997-04-15,258.40507082684053
1997-04-16,256.38527509262025
1997-04-17,254.89611982264728
1997-04-18,256.047864445749
1997-04-21,261.4226528451286
1997-04-22,262.09352682171567
1997-04-23,263.3800748736807
1997-04-24,261.5232810815222
1997-04-25,259.0094532217079
1997-04-28,257.5491217494418
1997-04-29,260.28071775452173
1997-04-30,258.59886501986824
1997-05-01,260.02383363116434
1997-05-02,258.32215103364746
1997-05-05,258.56207122396137
1997-05-06,260.212190953765
1997-05-07,260.98496400444606
1997-05-08,262.4254857640098
1997-05-09,264.6568691778947
1997-05-12,264.1874745952544
1997-05-13,267.6727749770529
1997-05-14,266.90481347866694
1997-05-15,265.6400340160382
1997-05-16,267.8645860624731
1997-05-19,265.61397163007945
1997-05-20,267.4304012576042
1997-05-21,272.31354943047126
1997-05-22,273.8662846543146
1997-05-23,275.2600679915371
1997-05-26,277.3811242107348
1997-05-27,275.6248886120389
1997-05-28,276.6930597685787
1997-05-29,276.4947177365818
1997-05-30,272.31341992184184
1997-06-02,274.29049059450176
1997-06-03,276.61144408780666
1997-06-04,275.67510576105695
1997-06-05,272.6285866031119
1997-06-06,275.1914191462953
1997-06-09,280.31294520561084
1997-06-10,276.88528050835384
1997-06-11,275.79724788023043
1997-06-12,274.37656072332766
1997-06-13,273.22781691719615
1997-06-16,270.3474616858106
1997-06-17,271.15127310259527
1997-06-18,270.8157816421878
1997-06-19,271.75317574608243
1997-06-20,271.7475632578779
1997-06-23,273.09319807355405
1997-06-24,274.31928465721415
1997-06-25,274.44058917089677
1997-06-26,274.9074251275814
1997-06-27,274.3856330449118
1997-06-30,274.0398699949966
1997-07-01,276.5463933631944
1997-07-02,278.4307669908237
1997-07-03,281.86285166449994
1997-07-04,282.64741389934966
1997-07-07,283.66489621986557
1997-07-08,281.5872000788653
1997-07-09,280.96585050053204
1997-07-10,280.6733122320075
1997-07-11,280.1890180773968
1997-07-14,277.5344298921906
1997-07-15,276.8545080167437
1997-07-16,283.5822693135277
1997-07-17,284.97626166790997
1997-07-18,282.32528785872273
1997-07-21,278.47463213606574
1997-07-22,278.80038916220525
1997-07-23,283.1059345883517
1997-07-24,281.3017597285851
1997-07-25,279.4670336805872
1997-07-28,278.7213625554544
1997-07-29,278.85691187961476
1997-07-30,280.3043741503094
1997-07-31,282.3650855579838
1997-08-01,279.4665766108308
1997-08-04,280.4056744333125
1997-08-05,280.69819580315084
1997-08-06,285.17148466544694
1997-08-07,288.2478084961953
1997-08-08,290.01941180979105
1997-08-11,288.397344809466
1997-08-12,288.3014998905953
1997-08-13,287.05633679507264
1997-08-14,283.72992452629495
1997-08-15,284.45434761700824
1997-08-18,279.23816942029583
1997-08-19,280.8858477936408
1997-08-20,278.24431815665884
1997-08-21,279.9755615712008
1997-08-22,279.5906415562154
1997-08-25,279.0692135878224
1997-08-26,280.5561210004282
1997-08-27,280.7872527375607
1997-08-28,284.3200757146116
1997-08-29,285.98340111103073
1997-09-01,287.77663276456394
1997-09-02,287.80151670119545
1997-09-03,289.6277762954756
1997-09-04,290.9497158556733
1997-09-05,295.849100563142
1997-09-08,295.24631424511483
1997-09-09,295.46514684942497
1997-09-10,294.9350623887246
1997-09-11,295.9233007241191
1997-09-12,297.09104819410635
1997-09-15,297.016359062185
1997-09-16,295.5771394057348
1997-09-17,301.95821447187905
1997-09-18,301.836231194237
1997-09-19,301.18732010480363
1997-09-22,299.84067535999117
1997-09-23,299.2020412705818
1997-09-24,302.58377734153976
1997-09-25,304.8387950387338
1997-09-26,305.863128943386
1997-09-29,309.3128462190468
1997-09-30,311.0796239983475
1997-10-01,310.0392829396309
1997-10-02,312.14103081662785
1997-10-03,319.63220711512747
1997-10-06,319.5962079827074
1997-10-07,321.8320343270701
1997-10-08,319.50671171881794
1997-10-09,320.41235918157224
1997-10-10,321.30425210585474
1997-10-13,323.7490116638536
1997-10-14,320.60021594020117
1997-10-15,319.3927687487075
1997-10-16,326.4757981105081
1997-10-17,319.82749381395297
1997-10-20,318.69203769669605
1997-10-21,319.05256727195115
1997-10-22,318.6728098262911
1997-10-23,316.7602645214972
1997-10-24,318.86562313871326
1997-10-27,314.53888924259513
1997-10-28,298.9644273240332
1997-10-29,312.517787330853
1997-10-30,308.91993079306934
1997-10-31,308.91518535475063
1997-11-03,309.244666023864
1997-11-04,308.3172189676839
1997-11-05,310.1705814683758
1997-11-06,311.39663092724055
1997-11-07,311.76330644128825
1997-11-10,309.7234420261205
1997-11-11,307.24226787025293
1997-11-12,299.6453099820378
1997-11-13,300.2862269159287
1997-11-14,296.4384180903818
1997-11-17,298.4315166075796
1997-11-18,302.45814535892293
1997-11-19,299.61172310920966
1997-11-20,299.94666357304914
1997-11-21,298.32298680624723
1997-11-24,294.85505958263013
1997-11-25,287.49264459902986
1997-11-26,284.2778030791256
1997-11-27,286.4140243402308
1997-11-28,288.50580154764594
1997-12-01,287.1599098143346
1997-12-02,288.43919443843816
1997-12-03,288.3058962688812
1997-12-04,291.1713693833344
1997-12-05,290.6249844069652
1997-12-08,295.0172550861433
1997-12-09,294.86540188980626
1997-12-10,294.0720442020725
1997-12-11,290.81453900471126
1997-12-12,290.0791834533323
1997-12-15,286.9479024725656
1997-12-16,284.0212071400853
1997-12-17,284.9433014781829
1997-12-18,281.54821629972594
1997-12-19,277.44940513525927
1997-12-22,272.5699864299187
1997-12-23,276.09787561203325
