Date,ISRAEL IMI
1994-05-31,297.604098517649
1994-06-30,259.4248532638272
1994-07-29,289.1323544844731
1994-08-31,297.00247638939095
1994-09-30,307.37117751033276
1994-10-31,318.00404956364713
1994-11-30,282.9089554572657
1994-12-30,285.8140127399357
1995-01-31,290.6750289704213
1995-02-28,251.8229930801257
1995-03-31,288.6923938316045
1995-04-28,299.95318530692083
1995-05-31,305.1072694606124
1995-06-30,320.8709391499167
1995-07-31,324.7979773108188
1995-08-31,341.32956502665553
1995-09-29,346.24061127997163
1995-10-31,329.14382105821545
1995-11-30,328.5772875274146
1995-12-29,342.2311366134879
1996-01-31,341.1278828118727
1996-02-29,355.35742387670956
1996-03-29,326.5386927957799
1996-04-30,344.0948415189378
1996-05-31,336.5760785255661
1996-06-28,328.4685949902461
1996-07-31,298.903288471121
1996-08-30,310.2147702643322
1996-09-30,315.38002067242644
1996-10-31,307.37057234370815
1996-11-29,329.03178766929955
1996-12-31,346.8539429865503
1997-01-01,346.8539429865503
1997-01-02,351.15115629463565
1997-01-03,353.1667779553892
1997-01-06,368.11588115711135
1997-01-07,375.39293775817794
1997-01-08,376.7241746085282
1997-01-09,374.0322560349488
1997-01-10,373.0267900206546
1997-01-13,383.0789554103056
1997-01-14,382.26190453931923
1997-01-15,385.5273808922013
1997-01-16,390.1595460175829
1997-01-17,390.0072569675169
1997-01-20,393.85204155938214
1997-01-21,397.152315097801
1997-01-22,394.3779420832831
1997-01-23,391.02411120188077
1997-01-24,391.0326660412312
1997-01-27,384.47183044927243
1997-01-28,384.13349967299007
1997-01-29,389.9962344034283
1997-01-30,392.0856264797152
1997-01-31,392.0353488450139
1997-02-03,408.9790005517361
1997-02-04,405.3561492745641
1997-02-05,412.69784422277434
1997-02-06,409.71214968241185
1997-02-07,408.5296149263428
1997-02-10,408.69549105997874
1997-02-11,404.9737026238261
1997-02-12,402.1823841252585
1997-02-13,399.54746575909365
1997-02-14,400.25497882292404
1997-02-17,415.2076444472601
1997-02-18,423.52108082446165
1997-02-19,420.1969787569453
1997-02-20,418.9235620490824
1997-02-21,417.2672765331635
1997-02-24,411.24283806135264
1997-02-25,400.6427257153575
1997-02-26,400.9409192471817
1997-02-27,398.21731385856566
1997-02-28,396.6260885005009
1997-03-03,388.2939022750166
1997-03-04,398.18450153669846
1997-03-05,399.4755348880994
1997-03-06,400.59718905325855
1997-03-07,401.0651923567104
1997-03-10,399.52531155371156
1997-03-11,392.1805057157168
1997-03-12,388.1076370656631
1997-03-13,383.9316203912475
1997-03-14,385.28898616542233
1997-03-17,383.3722252116214
1997-03-18,376.88811114952654
1997-03-19,374.3092405768359
1997-03-20,377.67245186407104
1997-03-21,377.8238921775231
1997-03-24,373.6191922343247
1997-03-25,377.0299519963217
1997-03-26,376.5326870244362
1997-03-27,376.9569595859907
1997-03-28,377.0424793707931
1997-03-31,378.0228039155645
1997-04-01,377.15416709035964
1997-04-02,383.2037897915648
1997-04-03,385.4796483632305
1997-04-04,387.9260884698424
1997-04-07,392.40006755002895
1997-04-08,393.43899434409957
1997-04-09,386.8323470923041
1997-04-10,387.3973210861841
1997-04-11,383.57338228021626
1997-04-14,388.0671233303564
1997-04-15,388.87184227787765
1997-04-16,385.06149587257136
1997-04-17,379.53866624767164
1997-04-18,379.22607915879166
1997-04-21,377.49820739720064
1997-04-22,375.99199332011364
1997-04-23,380.75641551232303
1997-04-24,382.5405247241015
1997-04-25,380.6210416434347
1997-04-28,380.9648087143709
1997-04-29,383.00145890914445
1997-04-30,387.6628770380734
1997-05-01,388.7911743161921
1997-05-02,390.10040688266577
1997-05-05,397.8951031688643
1997-05-06,397.1861719631185
1997-05-07,396.4919296875516
1997-05-08,399.1045513965909
1997-05-09,399.4952915894591
1997-05-12,400.13364177722485
1997-05-13,401.7332719906014
1997-05-14,402.1910477319421
1997-05-15,403.75163690999545
1997-05-16,404.2679245215961
1997-05-19,402.89769280390163
1997-05-20,405.97724207416434
1997-05-21,407.4138491409815
1997-05-22,409.09141775227977
1997-05-23,410.5890853639407
1997-05-26,412.53473906372835
1997-05-27,412.3599807502023
1997-05-28,417.35460602363867
1997-05-29,415.64129516008563
1997-05-30,414.569500700607
1997-06-02,423.0771622685823
1997-06-03,425.2394963585199
1997-06-04,425.63888551567123
1997-06-05,429.01231449177635
1997-06-06,429.57312365314493
1997-06-09,440.9346759080174
1997-06-10,439.533199446255
1997-06-11,439.73043566668275
1997-06-12,435.4879061098759
1997-06-13,434.9321005949089
1997-06-16,445.0462815107874
1997-06-17,445.55289762142235
1997-06-18,448.5050812361006
1997-06-19,452.2442093187258
1997-06-20,450.47150884845587
1997-06-23,441.3892841710611
1997-06-24,431.8284446050068
1997-06-25,425.94843042913004
1997-06-26,421.4964260609489
1997-06-27,419.4956748714986
1997-06-30,420.23261055601245
1997-07-01,431.4210383678438
1997-07-02,435.9925473069877
1997-07-03,436.6981078927731
1997-07-04,434.5272525532717
1997-07-07,441.8331779731014
1997-07-08,446.4176162196858
1997-07-09,447.709905306012
1997-07-10,443.1068908814767
1997-07-11,442.46950441991214
1997-07-14,446.4349752605093
1997-07-15,446.55064514701513
1997-07-16,445.2001054879956
1997-07-17,447.6309234226961
1997-07-18,446.9784882010349
1997-07-21,443.65132276357355
1997-07-22,442.6735127892296
1997-07-23,446.6255261416299
1997-07-24,446.9654361786928
1997-07-25,447.82623920807214
1997-07-28,452.14825653384815
1997-07-29,456.191067199235
1997-07-30,450.4579179200005
1997-07-31,458.5023276353511
1997-08-01,458.09276170853923
1997-08-04,465.55109004518687
1997-08-05,464.6714332420017
1997-08-06,467.8717475131537
1997-08-07,465.60330124113744
1997-08-08,466.1095223952438
1997-08-11,453.7058330872183
1997-08-12,452.4584376863879
1997-08-13,447.656751779715
1997-08-14,452.79611261158243
1997-08-15,454.25155602235577
1997-08-18,444.430205658579
1997-08-19,445.6193840936215
1997-08-20,448.18115218271674
1997-08-21,446.29048652893135
1997-08-22,446.54159057586907
1997-08-25,435.5498863424553
1997-08-26,431.90561537000104
1997-08-27,434.2989122702185
1997-08-28,434.50947385364816
1997-08-29,434.00576874897337
1997-09-01,425.178245363405
1997-09-02,430.6653714785123
1997-09-03,436.2750032594228
1997-09-04,432.45363042052804
1997-09-05,434.12364327965577
1997-09-08,435.1528802786772
1997-09-09,443.75617696794893
1997-09-10,441.7991437791544
1997-09-11,438.62655390412436
1997-09-12,439.48012361964606
1997-09-15,438.01116967045994
1997-09-16,434.15250071948003
1997-09-17,433.2972590973337
1997-09-18,430.5247255094349
1997-09-19,432.60155877697593
1997-09-22,433.85663313354485
1997-09-23,438.39201316876665
1997-09-24,435.54325490225057
1997-09-25,436.21199388478294
1997-09-26,436.5671885294786
1997-09-29,445.82961981873757
1997-09-30,451.7134161702553
