Date,PERU IMI
1998-12-31,172.09354192859684
1999-01-01,172.09354192859684
1999-01-04,172.089420025941
1999-01-05,173.67812467469022
1999-01-06,177.39650860687948
1999-01-07,176.38583261110287
1999-01-08,179.11824415149258
1999-01-11,177.05482156321358
1999-01-12,174.2887194327044
1999-01-13,160.55897499990527
1999-01-14,155.68045611577682
1999-01-15,166.55192119947617
1999-01-18,168.9305626211534
1999-01-19,166.97474800329283
1999-01-20,170.89536744947952
1999-01-21,167.1035327671801
1999-01-22,164.52749389396544
1999-01-25,165.05895393818156
1999-01-26,164.1158009663459
1999-01-27,164.34634934092185
1999-01-28,166.92717360312326
1999-01-29,168.5974205138774
1999-02-01,169.74992488367215
1999-02-02,172.37543092051175
1999-02-03,172.28801857626132
1999-02-04,173.30028923196974
1999-02-05,172.6541597306795
1999-02-08,173.92479969697095
1999-02-09,173.43687648942603
1999-02-10,172.87643619897167
1999-02-11,174.19610082415454
1999-02-12,174.73299884539233
1999-02-15,175.88959905973277
1999-02-16,177.5459465979948
1999-02-17,177.44794444377277
1999-02-18,178.1190387882743
1999-02-19,180.73466840634148
1999-02-22,180.50863888527857
1999-02-23,181.2725459076643
1999-02-24,181.994887981731
1999-02-25,177.6887310710124
1999-02-26,182.27119872835917
1999-03-01,182.30475333795584
1999-03-02,181.84965126356525
1999-03-03,185.19432004612625
1999-03-04,186.68580650484202
1999-03-05,188.1272550634931
1999-03-08,186.73896837557191
1999-03-09,186.16581449562557
1999-03-10,186.5517099112093
1999-03-11,191.9934309238191
1999-03-12,190.21810369407802
1999-03-15,191.60527185914916
1999-03-16,190.1536035743941
1999-03-17,187.91532478235274
1999-03-18,190.43676730982696
1999-03-19,192.2775821345646
1999-03-22,190.98702191999192
1999-03-23,189.60367191807183
1999-03-24,188.73945010810831
1999-03-25,190.6997966501324
1999-03-26,193.26584931654554
1999-03-29,193.317872256554
1999-03-30,193.9983326625062
1999-03-31,195.61300673238688
1999-04-01,195.33256446217908
1999-04-02,195.76713980837536
1999-04-05,195.84549575838452
1999-04-06,196.12199705729995
1999-04-07,195.74029827273063
1999-04-08,197.75701236466088
1999-04-09,199.00920737230496
1999-04-12,195.66551467695723
1999-04-13,197.8435915344606
1999-04-14,197.39679796225838
1999-04-15,200.20277426672104
1999-04-16,210.94895438834894
1999-04-19,220.35091944346453
1999-04-20,217.71340392598054
1999-04-21,218.05377828309713
1999-04-22,220.04859091411186
1999-04-23,219.5095023539844
1999-04-26,219.43440905885453
1999-04-27,219.07275871379298
1999-04-28,218.47144386518653
1999-04-29,219.53826873730097
1999-04-30,220.61384552629912
1999-05-03,221.34538936167004
1999-05-04,221.127694888603
1999-05-05,220.03989702744286
1999-05-06,223.77967845721733
1999-05-07,224.02764105245495
1999-05-10,225.9275336194307
1999-05-11,229.26690556232057
1999-05-12,226.40499220337563
1999-05-13,227.40005601660462
1999-05-14,227.0912707655185
1999-05-17,225.92588543564642
1999-05-18,226.89820015677344
1999-05-19,222.8962841041805
1999-05-20,224.87724591224398
1999-05-21,224.9152429949016
1999-05-24,224.1687951542253
1999-05-25,220.80645467510334
1999-05-26,224.40509825376432
1999-05-27,222.45045734895018
1999-05-28,223.64904152006577
1999-05-31,225.13399051558292
1999-06-01,222.97502334481226
1999-06-02,225.02939707620857
1999-06-03,227.86461741151942
1999-06-04,229.7991852130856
1999-06-07,230.59454802925336
1999-06-08,228.02250629850622
1999-06-09,228.73311279466625
1999-06-10,224.68495447929453
1999-06-11,223.78872747749094
1999-06-14,225.68769857496858
1999-06-15,226.3328912758016
1999-06-16,227.96124390282503
1999-06-17,226.58306123357107
1999-06-18,224.5903347599121
1999-06-21,225.97225715800852
1999-06-22,225.83345398290433
1999-06-23,224.56066082901785
1999-06-24,224.04050378535933
1999-06-25,221.4082230645325
1999-06-28,224.16155426819412
1999-06-29,224.92050511698608
