Date,THAILAND IMI
1998-12-31,456.6995495978206
1999-01-01,456.6995495978206
1999-01-04,456.51724795253784
1999-01-05,489.4637249206787
1999-01-06,523.9393678051517
1999-01-07,528.590207111714
1999-01-08,523.9136065161649
1999-01-11,526.5492083233677
1999-01-12,523.293694538727
1999-01-13,488.8983418109745
1999-01-14,491.3685599578303
1999-01-15,495.76592567652295
1999-01-18,508.69569400978725
1999-01-19,506.36769478505084
1999-01-20,519.2951849594361
1999-01-21,507.7912313760776
1999-01-22,486.36118922505113
1999-01-25,473.28878330140225
1999-01-26,477.5732903513247
1999-01-27,488.20043808514464
1999-01-28,478.7097568370942
1999-01-29,472.2466698537743
1999-02-01,470.7648101328681
1999-02-02,453.4352728415482
1999-02-03,443.07926829780416
1999-02-04,445.22286768832794
1999-02-05,443.1415624691615
1999-02-08,431.3393845758223
1999-02-09,413.62521151325825
1999-02-10,409.5892601340868
1999-02-11,408.60869923675386
1999-02-12,451.05146281763643
1999-02-15,456.00973913041656
1999-02-16,460.71919268869436
1999-02-17,441.58869240126313
1999-02-18,440.6215978221909
1999-02-19,440.6420805797239
1999-02-22,438.53387681755106
1999-02-23,440.4092030955369
1999-02-24,440.1592488368247
1999-02-25,433.82849560961574
1999-02-26,449.6928752050776
1999-03-01,451.7446797778056
1999-03-02,450.9613244235424
1999-03-03,452.2003983694596
1999-03-04,450.26086482872864
1999-03-05,450.7852967267952
1999-03-08,457.0544650361671
1999-03-09,444.26320851406615
1999-03-10,445.73515430936203
1999-03-11,467.3203763468804
1999-03-12,468.16535429902143
1999-03-15,488.17249784388275
1999-03-16,484.0353046215032
1999-03-17,482.5581726417206
1999-03-18,488.86678733540356
1999-03-19,498.36382273051805
1999-03-22,496.60440580855055
1999-03-23,496.682163361808
1999-03-24,487.57838197355585
1999-03-25,496.2554640981192
1999-03-26,502.1399460876572
1999-03-29,498.30300823633655
1999-03-30,493.7123934205833
1999-03-31,478.9587559337712
1999-04-01,488.10368507164196
1999-04-02,489.2593229655616
1999-04-05,483.7174638542617
1999-04-06,480.7317134379123
1999-04-07,497.0050762483087
1999-04-08,502.4952832887128
1999-04-09,509.50641626799063
1999-04-12,504.1591001196777
1999-04-13,507.668445527249
1999-04-14,510.34292395677613
1999-04-15,514.8628051848875
1999-04-16,581.6421349404741
1999-04-19,601.9425974709397
1999-04-20,581.9853923199217
1999-04-21,572.4861193720016
1999-04-22,575.0240519695931
1999-04-23,574.3203717889606
1999-04-26,604.7817493069521
1999-04-27,612.1419182839934
1999-04-28,609.0226596444978
1999-04-29,621.1093718244119
1999-04-30,672.1953684779444
1999-05-03,675.6894787907901
1999-05-04,764.2915094819987
1999-05-05,759.0752181398531
1999-05-06,748.0050442827006
1999-05-07,706.5855449215582
1999-05-10,707.1347767763593
1999-05-11,716.811779129171
1999-05-12,706.8289875067297
1999-05-13,683.9406585933783
1999-05-14,676.3099541900225
1999-05-17,665.1796624010561
1999-05-18,693.5458951186038
1999-05-19,691.0024060335156
1999-05-20,688.4372406890474
1999-05-21,689.8929489409969
1999-05-24,674.7269761125775
1999-05-25,659.7428719606156
1999-05-26,665.9513315582784
1999-05-27,672.6388327263393
1999-05-28,654.700257476998
1999-05-31,657.3429285292082
1999-06-01,666.420222451428
1999-06-02,690.7946606670743
1999-06-03,689.1045370850552
1999-06-04,693.6941391110817
1999-06-07,703.617069630716
1999-06-08,714.8870618437397
1999-06-09,749.42992393833
1999-06-10,743.827642982803
1999-06-11,735.5035111604572
1999-06-14,745.6574583891522
1999-06-15,739.3948105106115
1999-06-16,749.9626136042655
1999-06-17,765.1629569823742
1999-06-18,754.2517052932998
1999-06-21,785.5269606259353
1999-06-22,807.4760524209072
1999-06-23,792.9340795795683
1999-06-24,789.2001657911552
1999-06-25,779.7110313422021
1999-06-28,767.0889261121694
1999-06-29,749.6501021566617
1999-06-30,750.9852506391428
1999-07-01,757.1571646507873
1999-07-02,771.8583382889522
1999-07-05,777.6226966370185
1999-07-06,768.3769921856932
1999-07-07,744.2512131682115
