Date,CHINA IMI
1998-12-31,450.6563951217428
1999-01-01,450.6563951217428
1999-01-04,441.505178446485
1999-01-05,435.55976832815014
1999-01-06,450.5893383182946
1999-01-07,466.0387775761666
1999-01-08,464.6900980257173
1999-01-11,453.4027438331783
1999-01-12,433.8616136969562
1999-01-13,388.41811315530543
1999-01-14,382.48079718901147
1999-01-15,395.7004823194764
1999-01-18,399.0729091074254
1999-01-19,392.7107327749526
1999-01-20,376.3906922285494
1999-01-21,366.69213229741297
1999-01-22,348.78090337984224
1999-01-25,347.75934231841137
1999-01-26,358.2633648193164
1999-01-27,382.22281304296183
1999-01-28,383.0873245339319
1999-01-29,380.7896273843299
1999-02-01,376.74441260202104
1999-02-02,365.06751346013465
1999-02-03,358.34874665786634
1999-02-04,361.87823140855534
1999-02-05,357.1389890439869
1999-02-08,358.51373557107235
1999-02-09,369.13041800148227
1999-02-10,362.3841114181581
1999-02-11,364.89472095692406
1999-02-12,371.70306317909115
1999-02-15,371.9969522278138
1999-02-16,373.8895418941913
1999-02-17,371.2338435530699
1999-02-18,370.88360774014546
1999-02-19,366.9158778155994
1999-02-22,360.45726540888484
1999-02-23,360.66426444572915
1999-02-24,367.5594689384953
1999-02-25,363.5979551049468
1999-02-26,378.1371092715059
1999-03-01,390.9013967944339
1999-03-02,384.3867100405199
1999-03-03,394.14272964285686
1999-03-04,397.0627994928379
1999-03-05,395.88974507510386
1999-03-08,399.0090733096067
1999-03-09,394.04019603352396
1999-03-10,390.51411439034314
1999-03-11,397.39874067516763
1999-03-12,393.32204825508984
1999-03-15,392.14155480707456
1999-03-16,395.5081733890486
1999-03-17,411.7853460558684
1999-03-18,429.745410863324
1999-03-19,436.80832588492575
1999-03-22,456.078620603793
1999-03-23,463.26246533433243
1999-03-24,460.481817538523
1999-03-25,456.4744535168528
1999-03-26,457.2197792531251
1999-03-29,449.0584399188259
1999-03-30,442.69078203500794
1999-03-31,441.5309864437918
1999-04-01,447.66959239765833
1999-04-02,448.3818168448641
1999-04-05,452.5056498218901
1999-04-06,450.67691203092437
1999-04-07,464.0222976379649
1999-04-08,473.6314894522954
1999-04-09,495.0153701160211
1999-04-12,500.2098743100212
1999-04-13,494.5565613029842
1999-04-14,477.86087799587074
1999-04-15,483.40072194105625
1999-04-16,497.0984530567683
1999-04-19,514.2214545888737
1999-04-20,523.958836273785
1999-04-21,536.6335642785615
1999-04-22,547.6028304247395
1999-04-23,540.8888100054821
1999-04-26,540.4060236771151
1999-04-27,544.8216953826917
1999-04-28,535.3515997446132
1999-04-29,535.4330432470549
1999-04-30,545.0562051184786
1999-05-03,546.9301699280572
1999-05-04,552.2121067250254
1999-05-05,552.238376160011
1999-05-06,568.8106868572547
1999-05-07,573.5281027626896
1999-05-10,556.9136558246539
1999-05-11,558.51838065858
1999-05-12,561.9211824704192
1999-05-13,566.8242233903701
1999-05-14,563.3116138804601
1999-05-17,550.883386641096
1999-05-18,555.3363555165495
1999-05-19,557.5475550488693
1999-05-20,551.137413672138
1999-05-21,541.4777241986717
1999-05-24,543.3226766049789
1999-05-25,541.242062267105
1999-05-26,541.414503099891
1999-05-27,527.6523669178781
1999-05-28,514.0642482325508
1999-05-31,531.6035004726835
1999-06-01,549.560028792221
1999-06-02,549.7501385511382
1999-06-03,544.1923519775864
1999-06-04,544.3162854138442
1999-06-07,549.3782460306081
1999-06-08,544.2413115603217
1999-06-09,547.5680508075592
1999-06-10,577.8491150894146
1999-06-11,615.0292237211047
1999-06-14,633.0723232427623
1999-06-15,613.5041599702187
1999-06-16,631.212554879253
1999-06-17,649.9326832230529
1999-06-18,643.045781171862
1999-06-21,679.7298016327214
1999-06-22,711.1694826836144
1999-06-23,736.0938375893035
1999-06-24,725.750193545989
1999-06-25,710.131945875616
1999-06-28,740.8366078918602
1999-06-29,780.3760554328225
1999-06-30,796.781616827837
1999-07-01,790.2132820899784
1999-07-02,793.7458989877555
1999-07-05,805.3369064556396
1999-07-06,785.3477395813181
1999-07-07,753.1996536179481
1999-07-08,764.7878912048149
1999-07-09,778.7912760436847
1999-07-12,794.5894401846236
1999-07-13,778.4502612933
1999-07-14,750.3213338026032
1999-07-15,743.438924668007
1999-07-16,732.8025542308096
1999-07-19,709.3652559085145
1999-07-20,705.0913857909304
1999-07-21,700.3708707597655
1999-07-22,689.7918937930395
1999-07-23,683.7362399577326
1999-07-26,640.3809898297691
1999-07-27,641.3334420219829
1999-07-28,649.8476905275777
1999-07-29,648.4429016005603
1999-07-30,662.5494752508602
1999-08-02,679.6434295569662
1999-08-03,686.5072236588185
1999-08-04,667.0151430789998
1999-08-05,649.7102482633459
1999-08-06,631.4892857044124
1999-08-09,609.5021241019583
1999-08-10,574.6777417632644
1999-08-11,558.048584697092
1999-08-12,589.5537135531221
1999-08-13,591.7306647388441
1999-08-16,596.6168263575112
1999-08-17,609.4729472889336
1999-08-18,624.8687621060495
1999-08-19,651.2762763237562
1999-08-20,665.0967932950806
1999-08-23,670.7465654385896
1999-08-24,685.6408763271991
1999-08-25,691.933584289192
1999-08-26,688.3724133459576
1999-08-27,676.2391201387277
1999-08-30,675.6510213126364
1999-08-31,671.0579701200745
1999-09-01,666.0076611780692
1999-09-02,665.6489199739498
1999-09-03,674.5690367312799
1999-09-06,690.1301593281812
1999-09-07,688.9118428002536
1999-09-08,684.5565266410997
1999-09-09,702.967663342256
1999-09-10,727.9297644643385
1999-09-13,734.3519860465098
1999-09-14,724.9995615639743
1999-09-15,712.4166341364394
1999-09-16,711.2220661353324
1999-09-17,698.2561548733524
1999-09-20,715.3745290575916
1999-09-21,708.6470147965408
1999-09-22,684.7073094659773
1999-09-23,688.4640646050551
1999-09-24,672.4421243555194
1999-09-27,662.3444879110044
1999-09-28,664.6536261708465
1999-09-29,668.050145018611
1999-09-30,671.5462407961933
1999-10-01,668.1535436295968
1999-10-04,663.1350739185451
1999-10-05,660.277051161346
1999-10-06,654.9109999432137
1999-10-07,645.73154457466
1999-10-08,641.6571411709093
1999-10-11,630.806437679967
1999-10-12,606.1953129020014
1999-10-13,583.8505127785334
1999-10-14,601.6779946459333
1999-10-15,588.4397833686148
1999-10-18,580.1327375844861
1999-10-19,568.0060397608852
1999-10-20,580.8693181150168
1999-10-21,576.9330847316841
1999-10-22,600.5317324600818
1999-10-25,596.2739754290488
1999-10-26,590.2288376463977
1999-10-27,601.2268613347949
1999-10-28,601.1114030923166
1999-10-29,608.5702333125787
1999-11-01,602.416581793377
1999-11-02,597.4490315214906
1999-11-03,592.6070149757254
1999-11-04,618.2063143049679
1999-11-05,622.8286829140459
1999-11-08,621.0953998673709
1999-11-09,620.4543473816011
1999-11-10,631.9424222879775
1999-11-11,633.8286508494051
1999-11-12,629.8037398536062
1999-11-15,670.9389612452708
1999-11-16,677.9053222935709
1999-11-17,670.2613895483868
1999-11-18,661.1846022357241
1999-11-19,656.9180643236058
1999-11-22,646.7039197692491
1999-11-23,639.5573507736617
1999-11-24,623.7578540321726
1999-11-25,608.2248759960609
1999-11-26,613.6427654688089
1999-11-29,609.3277646850163
1999-11-30,623.4312447341844
1999-12-01,614.6261148282721
1999-12-02,621.8111228673847
1999-12-03,623.3636512967587
1999-12-06,612.571155549322
1999-12-07,601.613343128767
1999-12-08,602.7098421672715
1999-12-09,597.112224327156
1999-12-10,587.3744942636256
1999-12-13,595.7335949139151
1999-12-14,597.4555973743734
1999-12-15,589.3472584717745
1999-12-16,585.3834636433664
