Date,CZECH REPUBLIC IMI
1998-12-31,133.33075537662182
1999-01-01,133.33075537662182
1999-01-04,134.56472250337
1999-01-05,136.1286115586639
1999-01-06,141.1102254646356
1999-01-07,139.71481716101025
1999-01-08,140.54865914179913
1999-01-11,138.17025024986233
1999-01-12,137.04057740163012
1999-01-13,129.10185480716117
1999-01-14,130.50746708720462
1999-01-15,128.5628759717741
1999-01-18,130.7958692616129
1999-01-19,131.02032044294168
1999-01-20,131.95989263534608
1999-01-21,131.3180160359245
1999-01-22,129.8988018381703
1999-01-25,130.03206186569034
1999-01-26,128.42249448138597
1999-01-27,128.61309142039144
1999-01-28,128.20670605823602
1999-01-29,127.63008819905005
1999-02-01,125.93636527940637
1999-02-02,123.84486488641765
1999-02-03,123.49472850936853
1999-02-04,124.20726055404603
1999-02-05,122.4020113341789
1999-02-08,119.61927090379801
1999-02-09,116.24827826934646
1999-02-10,116.8345581265105
1999-02-11,118.17609754268167
1999-02-12,118.09695161781491
1999-02-15,117.24936668468955
1999-02-16,117.88359677341886
1999-02-17,117.01033384745905
1999-02-18,115.40384053392654
1999-02-19,114.39453601601511
1999-02-22,113.90382868062082
1999-02-23,109.50871764345172
1999-02-24,107.89045314160576
1999-02-25,108.85644178238601
1999-02-26,107.5578215693983
1999-03-01,106.51634544233697
1999-03-02,107.88634547796343
1999-03-03,110.4291330343874
1999-03-04,111.05016864362088
1999-03-05,112.24298367294602
1999-03-08,110.93940599644358
1999-03-09,111.58666762905473
1999-03-10,113.62794592839373
1999-03-11,117.17528983229252
1999-03-12,116.44806729592374
1999-03-15,115.56828482246713
1999-03-16,118.36013288878789
1999-03-17,118.99514363322992
1999-03-18,118.0586822181112
1999-03-19,119.79733483266945
1999-03-22,119.29067330515068
1999-03-23,116.3369246460618
1999-03-24,113.64312023981203
1999-03-25,116.66545937879279
1999-03-26,115.74049414215209
1999-03-29,115.96415155426678
1999-03-30,119.07911713652302
1999-03-31,120.83778759575974
1999-04-01,122.39451716641251
1999-04-02,124.14114708753202
1999-04-05,124.9172954111447
1999-04-06,126.42641174306075
1999-04-07,127.80966059347138
1999-04-08,129.46754332866698
1999-04-09,127.81692976417524
1999-04-12,125.22624687599959
1999-04-13,125.51508808934943
1999-04-14,126.42859317853825
1999-04-15,126.6372276578086
1999-04-16,124.81046741713462
1999-04-19,127.26809853080321
1999-04-20,126.5851571301268
1999-04-21,127.01540822730615
1999-04-22,127.51278588076765
1999-04-23,128.34573007300344
1999-04-26,129.7472784246352
1999-04-27,130.4682229124773
1999-04-28,130.09319040339045
1999-04-29,129.8454598026772
1999-04-30,131.2044730243754
1999-05-03,132.90456262771144
1999-05-04,133.892568004374
1999-05-05,133.799208662516
1999-05-06,135.7688238643136
1999-05-07,135.5632243554144
1999-05-10,137.66183818905492
1999-05-11,146.48845161323408
1999-05-12,141.55387258570386
1999-05-13,145.87647367318368
1999-05-14,146.9564166701793
1999-05-17,145.8675445358719
1999-05-18,147.90186292479135
1999-05-19,154.87080060879168
1999-05-20,156.97361695265576
1999-05-21,160.62470995326228
1999-05-24,165.52315195929765
1999-05-25,166.9092594496064
1999-05-26,162.74525236786843
1999-05-27,157.10003421796583
1999-05-28,159.6694664406367
1999-05-31,163.87784513594409
1999-06-01,164.26429163803095
1999-06-02,160.85156684342476
1999-06-03,161.76353193227067
1999-06-04,160.76180374969294
1999-06-07,159.20252042659635
1999-06-08,158.33265851410678
1999-06-09,158.41767031851936
1999-06-10,155.4108540209278
1999-06-11,158.72718205827698
1999-06-14,161.79298754148158
1999-06-15,164.73969130331182
1999-06-16,164.55835885976552
1999-06-17,163.32178223181222
1999-06-18,161.90653570222617
1999-06-21,163.45727429664265
1999-06-22,162.28723097469123
1999-06-23,160.83637714335714
1999-06-24,162.5290081700168
1999-06-25,161.40803422702803
1999-06-28,162.03057396299076
1999-06-29,160.49783476387552
1999-06-30,162.2165718833708
1999-07-01,162.6639312500266
1999-07-02,160.4600928635196
1999-07-05,160.48703897745312
1999-07-06,160.51768519638523
1999-07-07,161.98309739016062
1999-07-08,162.34565937872904
1999-07-09,162.40002934195653
1999-07-12,161.85765774032373
1999-07-13,157.82741770392877
1999-07-14,159.06365953145814
1999-07-15,160.7079248286506
1999-07-16,161.04337460117645
1999-07-19,164.47980175287643
1999-07-20,166.89752443511932
1999-07-21,165.3862736969644
1999-07-22,168.95744586470028
1999-07-23,170.58141967129072
1999-07-26,167.47634579253858
1999-07-27,167.7565447814465
1999-07-28,169.2911031883406
1999-07-29,167.64313522645872
1999-07-30,170.2315052226051
1999-08-02,170.34226075310832
1999-08-03,174.0560785335476
1999-08-04,177.1049656471056
1999-08-05,173.7031275673561
1999-08-06,174.3271451615492
1999-08-09,174.3183848024172
1999-08-10,170.17810017288036
1999-08-11,171.29760943291632
1999-08-12,172.1048956370475
1999-08-13,173.1340675778048
1999-08-16,172.5638859103513
1999-08-17,172.93495153538328
1999-08-18,173.08502135255503
1999-08-19,173.04582230848732
1999-08-20,173.07629933224462
1999-08-23,173.00794236839207
1999-08-24,173.36740397219327
1999-08-25,174.3307320903807
1999-08-26,172.40655757536348
1999-08-27,171.30396701302166
1999-08-30,170.69152733763292
1999-08-31,168.6489472033051
1999-09-01,166.9360710938354
1999-09-02,165.3513010286801
1999-09-03,168.5949111051257
1999-09-06,171.20016335561638
1999-09-07,169.7940579966398
1999-09-08,169.13591917648134
1999-09-09,168.1969385006514
1999-09-10,167.88308110011553
1999-09-13,167.12182193078786
1999-09-14,169.6369662993892
1999-09-15,169.92297258117696
1999-09-16,169.3483044070373
1999-09-17,169.47399748348215
1999-09-20,170.71852551650724
1999-09-21,169.3671261758024
1999-09-22,168.54945951989623
1999-09-23,170.02557846102457
1999-09-24,167.20709435318693
1999-09-27,170.70438237894842
1999-09-28,170.33702021349887
1999-09-29,168.9715105109534
1999-09-30,168.33123035761875
1999-10-01,164.8438146952121
1999-10-04,162.0721576285773
1999-10-05,162.94466331764588
1999-10-06,166.7179693862768
1999-10-07,163.521486242813
1999-10-08,164.31253130992573
1999-10-11,163.88188002001178
1999-10-12,161.66444252988526
1999-10-13,157.00356410830372
1999-10-14,158.21488820120243
1999-10-15,154.70103177551823
1999-10-18,155.21129112755784
1999-10-19,158.36606761572398
1999-10-20,158.29574138679038
1999-10-21,157.87673721990222
1999-10-22,160.40122391681504
1999-10-25,159.68576056126
1999-10-26,160.4964147849579
1999-10-27,161.61243582742708
1999-10-28,161.48379716657516
1999-10-29,162.69873466509284
1999-11-01,159.47279768762792
1999-11-02,157.7801143316516
1999-11-03,158.81224128723778
1999-11-04,158.32746160127587
1999-11-05,158.36206809257092
1999-11-08,158.12917349637138
1999-11-09,158.38818262254392
1999-11-10,158.65941442091375
1999-11-11,158.84764055759751
1999-11-12,158.55183427053447
1999-11-15,158.84454593710828
1999-11-16,159.3135370248488
1999-11-17,159.13287304700543
1999-11-18,158.01409088929995
1999-11-19,157.26898069019387
1999-11-22,156.50201202043917
1999-11-23,155.46999497207895
1999-11-24,154.90601068082154
1999-11-25,156.57895900169527
1999-11-26,157.19530235450574
1999-11-29,156.85719147067155
1999-11-30,157.57618175450799
1999-12-01,156.34144323680707
1999-12-02,156.81907335789563
1999-12-03,155.9439375108914
1999-12-06,155.9796280714676
1999-12-07,156.76929830463087
1999-12-08,157.2671111873682
1999-12-09,158.15809995675764
1999-12-10,160.5750562770624
1999-12-13,157.85732007588032
1999-12-14,158.85706449201854
1999-12-15,159.86536698317528
1999-12-16,158.58488728015945
1999-12-17,156.49071830903472
1999-12-20,155.20785553797847
1999-12-21,152.913859415683
1999-12-22,153.9944268904279
1999-12-23,158.09676836705106
1999-12-24,158.09676836705106
1999-12-27,160.56869104691705
1999-12-28,162.5499261694887
1999-12-29,162.26796734950182
1999-12-30,164.7213142521959
1999-12-31,164.7213142521959
2000-01-03,164.23814656197175
2000-01-04,163.21565988866098
2000-01-05,161.90939028269435
2000-01-06,164.49813065148672
2000-01-07,167.53798983603266
2000-01-10,170.09847349939113
2000-01-11,170.28470855910678
2000-01-12,168.5599711452161
2000-01-13,169.44477495080113
2000-01-14,173.69151654508076
2000-01-17,175.92600680155508
2000-01-18,175.66398319123536
2000-01-19,177.24702677496285
2000-01-20,181.17246468995634
2000-01-21,184.305843311378
2000-01-24,184.51675124891383
2000-01-25,181.10547922705433
2000-01-26,184.26198912790093
2000-01-27,187.92676685767873
2000-01-28,188.46351460736219
2000-01-31,188.27848587830852
2000-02-01,194.01111794050527
2000-02-02,197.18542276378224
2000-02-03,198.28936841364694
2000-02-04,198.3771892876054
2000-02-07,200.85543173941818
2000-02-08,204.44911924709857
2000-02-09,204.01881076879874
2000-02-10,207.5814355953896
2000-02-11,214.9787560835865
2000-02-14,213.95381955410326
2000-02-15,212.7551133798027
2000-02-16,213.8768614128635
2000-02-17,218.5595058133854
2000-02-18,216.29287673968534
2000-02-21,213.52968814724883
2000-02-22,215.1557462993234
2000-02-23,217.4406600210053
2000-02-24,221.6239661354232
2000-02-25,217.85011752233777
2000-02-28,215.82794935795656
2000-02-29,218.8738891792128
2000-03-01,218.5637236538081
