Date,CHILE IMI
1998-12-31,252.58250443736966
1999-01-01,252.67881899771163
1999-01-04,254.28275790729114
1999-01-05,254.97993101552686
1999-01-06,257.478693068284
1999-01-07,255.0760322311396
1999-01-08,258.05393448372
1999-01-11,252.41008814382485
1999-01-12,246.79797138264493
1999-01-13,233.11891832369025
1999-01-14,229.1484068456783
1999-01-15,235.05468783268344
1999-01-18,235.99459588684272
1999-01-19,234.74698911728078
1999-01-20,238.8256779376619
1999-01-21,238.22610493414825
1999-01-22,238.29667946156994
1999-01-25,245.87883937635212
1999-01-26,247.622096479878
1999-01-27,250.06791679548016
1999-01-28,250.68854273820344
1999-01-29,251.35713421795205
1999-02-01,253.7910302639979
1999-02-02,251.3302111424908
1999-02-03,252.49027514651632
1999-02-04,255.0291862463663
1999-02-05,256.05109593993706
1999-02-08,258.33054397641024
1999-02-09,259.41882778104144
1999-02-10,261.00915464130924
1999-02-11,266.00691411374476
1999-02-12,265.5996101490158
1999-02-15,265.81033673447774
1999-02-16,268.66311815027365
1999-02-17,267.50004015764057
1999-02-18,270.555926311955
1999-02-19,277.6597673999389
1999-02-22,278.760417230613
1999-02-23,277.51516859463294
1999-02-24,282.01870716319655
1999-02-25,276.360544567251
1999-02-26,274.7716742832063
1999-03-01,275.4833321813132
1999-03-02,273.30126689293445
1999-03-03,278.4449199479577
1999-03-04,285.55853087153184
1999-03-05,285.11804740784777
1999-03-08,287.4379162304902
1999-03-09,287.0734640616983
1999-03-10,287.7408645725039
1999-03-11,292.74223547868337
1999-03-12,291.9400447649696
1999-03-15,292.53153892878936
1999-03-16,294.27438921127253
1999-03-17,291.98877010985086
1999-03-18,293.2460794999912
1999-03-19,296.6963639732233
1999-03-22,297.64610083396525
1999-03-23,296.0669537369961
1999-03-24,295.6420740558795
1999-03-25,301.0821711498171
1999-03-26,306.6929489886807
1999-03-29,307.3936561930688
1999-03-30,307.7820192224155
1999-03-31,309.30208883984227
1999-04-01,311.06013221214823
1999-04-02,311.9233745982714
1999-04-05,317.0592797338992
1999-04-06,317.3914843927252
1999-04-07,318.8146163044075
1999-04-08,324.1816497622535
1999-04-09,328.4412706983586
1999-04-12,326.893508957437
1999-04-13,331.77176312409256
1999-04-14,337.30958539807096
1999-04-15,345.7617516055396
1999-04-16,348.3191548456986
1999-04-19,358.58702908786313
1999-04-20,358.9031889797306
1999-04-21,357.998831165974
1999-04-22,350.4226734049738
1999-04-23,342.47743724376
1999-04-26,340.86166719031183
1999-04-27,332.80020112875275
