Date,KUWAIT IMI
2002-05-31,407.28222169379796
2002-06-03,418.5860836469409
2002-06-04,412.5238326771338
2002-06-05,416.82416897169145
2002-06-06,413.8760607815665
2002-06-07,413.85651680206826
2002-06-10,418.00482695449807
2002-06-11,417.5393227974336
2002-06-12,413.59957321945996
2002-06-13,414.10989651712214
2002-06-14,413.17840863480063
2002-06-17,414.34718619062727
2002-06-18,413.05142006663885
2002-06-19,409.48461632825996
2002-06-20,405.92736417991955
2002-06-21,404.55880705151986
2002-06-24,404.85154282030453
2002-06-25,405.36070877669266
2002-06-26,398.1807314080408
2002-06-27,400.6125471272544
2002-06-28,399.0508234471815
2002-07-01,397.82406993858484
2002-07-02,400.21908442153466
2002-07-03,404.1166233108298
2002-07-04,404.62734305628857
2002-07-05,406.83136844631827
2002-07-08,405.5140436130758
2002-07-09,406.11801196306806
2002-07-10,409.2941039528095
2002-07-11,408.79994264182073
2002-07-12,408.94462132115194
2002-07-15,401.9927870455012
2002-07-16,398.6502147085474
2002-07-17,398.460068363068
2002-07-18,398.1763912984128
2002-07-19,396.067048301468
2002-07-22,399.66971044229746
2002-07-23,401.2195910447589
2002-07-24,394.5745443590371
2002-07-25,391.5645462377962
2002-07-26,395.84979973855707
2002-07-29,390.00930232910696
2002-07-30,387.2761744183184
2002-07-31,391.17647444938115
2002-08-01,390.54931785459456
2002-08-02,389.69770267447814
2002-08-05,390.8262943184563
2002-08-06,392.462341931377
2002-08-07,392.78491329588456
2002-08-08,393.5553183080269
2002-08-09,392.25240268098844
2002-08-12,384.47016413352827
2002-08-13,386.66244521764423
2002-08-14,383.7441911245372
2002-08-15,386.11123302816287
2002-08-16,384.51197123898675
2002-08-19,386.8996217560293
2002-08-20,383.9066377745005
2002-08-21,383.69703936461906
2002-08-22,386.6273179694428
2002-08-23,386.400059719794
2002-08-26,391.7254060529373
2002-08-27,395.19434111089504
2002-08-28,395.3426633397449
2002-08-29,394.2378492305185
2002-08-30,395.45348375130584
2002-09-02,391.94512356704496
2002-09-03,386.9328415768332
2002-09-04,386.61486434775185
2002-09-05,387.3749964161911
2002-09-06,389.81026561369265
2002-09-09,382.13485160888837
2002-09-10,381.3231248202872
2002-09-11,385.22540539564653
2002-09-12,383.68396577525186
2002-09-13,382.80175339673843
2002-09-16,385.270286753086
2002-09-17,390.4024838611716
2002-09-18,387.0157012123667
2002-09-19,385.18339136428807
2002-09-20,384.6545296151588
2002-09-23,382.83518686122744
2002-09-24,383.2034887754431
2002-09-25,383.2547638192546
