Date,MALAYSIA IMI
1998-12-31,255.09677615789843
1999-01-01,255.09677615789843
1999-01-04,245.83280509406606
1999-01-05,249.76065286420652
1999-01-06,259.45170042851663
1999-01-07,259.84070461117375
1999-01-08,266.5044416644837
1999-01-11,271.8897528129939
1999-01-12,268.8712405602353
1999-01-13,264.7252760098986
1999-01-14,263.8958799122228
1999-01-15,268.8182975245075
1999-01-18,268.6560376225784
1999-01-19,268.4361408098085
1999-01-20,269.2713424924629
1999-01-21,276.5325415887636
1999-01-22,279.0445060684953
1999-01-25,276.113003117717
1999-01-26,273.9383595477481
1999-01-27,274.8139974117298
1999-01-28,272.3278541652009
1999-01-29,272.4514648899647
1999-02-01,273.7047247576526
1999-02-02,265.6851736562397
1999-02-03,260.36045469834556
1999-02-04,266.25344177001176
1999-02-05,257.9930575860194
1999-02-08,242.9619152904198
1999-02-09,252.8308970586363
1999-02-10,250.4341429236414
1999-02-11,258.07343854673746
1999-02-12,262.62710616888364
1999-02-15,263.597072342159
1999-02-16,264.92920423726923
1999-02-17,263.67920443093294
1999-02-18,261.10064640455863
1999-02-19,263.4760538048413
1999-02-22,262.9968525289484
1999-02-23,263.97217845013205
1999-02-24,259.58580993990563
1999-02-25,256.543565051883
1999-02-26,310.058782673191
1999-03-01,304.4632972235439
1999-03-02,301.5714061924252
1999-03-03,294.5002801762325
1999-03-04,297.81596759687926
1999-03-05,296.6555495854533
1999-03-08,297.193421608946
1999-03-09,303.34452623483736
1999-03-10,299.38854422139855
1999-03-11,299.54779563209013
1999-03-12,299.2379688562114
1999-03-15,294.4699311320316
1999-03-16,291.77231840837413
1999-03-17,288.6993966873548
1999-03-18,290.773252246923
1999-03-19,291.08332749103283
1999-03-22,286.74587500318313
1999-03-23,283.9963671594027
1999-03-24,278.2780870686708
1999-03-25,283.604509407252
1999-03-26,286.9072779399033
1999-03-29,287.3623888594683
1999-03-30,285.61265966020216
1999-03-31,287.81169312920986
1999-04-01,302.2281196917205
1999-04-02,311.253462316832
1999-04-05,309.1071420290161
1999-04-06,318.5987686681294
1999-04-07,316.2205878233063
1999-04-08,314.6697215663193
1999-04-09,322.9048069394062
1999-04-12,322.79058506578974
1999-04-13,332.4463065572503
1999-04-14,328.1690610248252
1999-04-15,334.9014252808387
1999-04-16,347.5583639096496
1999-04-19,359.23879603782575
1999-04-20,358.99892070800286
1999-04-21,356.97561258462355
1999-04-22,370.11077818010955
1999-04-23,374.13069313688885
1999-04-26,392.0040346845378
1999-04-27,386.747442769862
1999-04-28,384.94085924536216
1999-04-29,391.7971382869931
1999-04-30,395.9335977018916
1999-05-03,394.9980278245928
1999-05-04,403.79241642697247
1999-05-05,409.40122401431205
1999-05-06,409.8111000730654
1999-05-07,396.9437547174161
1999-05-10,404.06266153287646
1999-05-11,416.60181662912004
1999-05-12,417.77961327731697
1999-05-13,424.40897263745956
1999-05-14,439.6661010818511
1999-05-17,440.76928139662965
1999-05-18,453.68639403089196
1999-05-19,453.0909720575977
1999-05-20,458.37586191019375
1999-05-21,456.5891977877347
1999-05-24,437.0074015718709
1999-05-25,445.32297254192747
1999-05-26,448.013449791444
1999-05-27,452.1500155945027
1999-05-28,444.32361955256494
1999-05-31,439.40073084953286
1999-06-01,450.38913151447196
1999-06-02,447.32658288759245
1999-06-03,445.09769055588004
1999-06-04,444.0874451530481
1999-06-07,439.14202861462735
1999-06-08,450.49528960332594
1999-06-09,451.009288999343
1999-06-10,455.9643622767452
1999-06-11,461.1144194978179
1999-06-14,473.3364248648894
1999-06-15,471.9987145281245
1999-06-16,484.60114315081694
1999-06-17,482.1344187171521
1999-06-18,477.44249056776164
1999-06-21,479.48821659693243
1999-06-22,485.3521390084796
1999-06-23,487.1961029205697
1999-06-24,489.14536961819095
1999-06-25,486.7936757711398
1999-06-28,502.4685586439597
1999-06-29,511.9157081448435
1999-06-30,504.80449717924455
1999-07-01,524.4668895063866
1999-07-02,533.6453349112046
1999-07-05,535.5401554379831
1999-07-06,536.5866190112871
1999-07-07,531.5173405741133
1999-07-08,540.7677966766189
1999-07-09,543.6865884379403
1999-07-12,550.8798906642913
1999-07-13,541.9419505674215
1999-07-14,550.1176796630305
1999-07-15,547.059042867516
1999-07-16,543.8914930577963
1999-07-19,538.935932615008
1999-07-20,524.913867213163
1999-07-21,526.5989265686039
1999-07-22,519.2064388432113
1999-07-23,506.9129345355999
1999-07-26,472.17063957974943
1999-07-27,490.54573709523225
1999-07-28,480.4152840396184
1999-07-29,471.81900414640364
1999-07-30,469.02704959478024
1999-08-02,443.77911934488054
1999-08-03,453.6877032474079
1999-08-04,430.75519761885226
1999-08-05,420.1806092536719
1999-08-06,418.9800369669157
1999-08-09,395.0815272634246
1999-08-10,407.8948103768324
1999-08-11,412.3161048593548
1999-08-12,443.18955361301084
1999-08-13,471.62691120506906
1999-08-16,466.89378188534977
1999-08-17,457.58462052141175
1999-08-18,463.8607909819711
1999-08-19,456.95745713055305
1999-08-20,461.0217731542484
1999-08-23,470.7050992890747
1999-08-24,477.9776934242508
1999-08-25,476.2453131814799
1999-08-26,472.7619005156458
1999-08-27,475.5725576890862
1999-08-30,561.3556341132777
1999-08-31,555.2957127111422
1999-09-01,543.7871038261749
1999-09-02,525.1049079186463
1999-09-03,538.5760677893703
1999-09-06,543.5658818875814
1999-09-07,541.306671861593
1999-09-08,541.9607419448688
1999-09-09,540.0735137441045
1999-09-10,537.7719849507567
1999-09-13,541.6057430858962
1999-09-14,533.3531115743109
1999-09-15,528.1527906542254
1999-09-16,526.0435177729232
1999-09-17,526.5607337913808
1999-09-20,522.2134193718249
1999-09-21,540.373778219579
1999-09-22,526.0333880559195
1999-09-23,519.2658347570374
1999-09-24,508.50213470652835
1999-09-27,499.5719777576321
1999-09-28,496.6222271736631
1999-09-29,494.43501651331854
1999-09-30,485.63978128905285
1999-10-01,486.1158903353673
1999-10-04,487.4726379922589
1999-10-05,508.6184048630222
1999-10-06,510.3463583103468
1999-10-07,524.2885568295276
1999-10-08,536.2044203536873
1999-10-11,541.4013830204826
1999-10-12,533.8121869489507
1999-10-13,525.9092941786441
1999-10-14,526.5513472724398
1999-10-15,507.84032970308857
1999-10-18,504.4174525993333
1999-10-19,522.2103777291825
1999-10-20,521.0532514639888
1999-10-21,520.2156875624016
1999-10-22,526.9895518827423
1999-10-25,528.6315477331374
1999-10-26,530.4991829857618
1999-10-27,534.576912326843
1999-10-28,544.1241918641399
1999-10-29,539.4918924716799
1999-11-01,531.5670308993392
1999-11-02,527.61475140736
1999-11-03,530.1367915999817
1999-11-04,528.5874871968927
1999-11-05,527.689740412033
1999-11-08,529.7759734149637
1999-11-09,521.4993010716618
1999-11-10,532.2902652368982
1999-11-11,529.9149536367395
1999-11-12,532.8916810111683
1999-11-15,538.8828223587715
1999-11-16,531.6191252715582
1999-11-17,526.5811797647137
1999-11-18,532.892073391238
1999-11-19,542.0731080642711
1999-11-22,545.4350008577568
1999-11-23,549.2494044901333
1999-11-24,553.9798787221715
1999-11-25,552.0654426852601
1999-11-26,561.7635134816189
1999-11-29,564.7264844343872
1999-11-30,555.2747738148787
1999-12-01,551.36462342597
1999-12-02,553.3276915135918
1999-12-03,548.6283938145158
1999-12-06,538.1530077868098
1999-12-07,542.5265694977626
1999-12-08,540.3830159534954
1999-12-09,549.2108802809045
1999-12-10,554.893740891109
1999-12-13,574.8808535016609
1999-12-14,577.5773126845039
1999-12-15,575.740646590574
1999-12-16,567.4693788484369
1999-12-17,581.4927225162832
1999-12-20,589.1632968913632
1999-12-21,590.4621834680377
1999-12-22,589.6459326613704
1999-12-23,583.0576108511311
1999-12-24,583.9021873748549
1999-12-27,587.9802429770797
1999-12-28,599.0084401897943
1999-12-29,605.8910422433756
1999-12-30,612.1445346906062
1999-12-31,612.1445346906062
2000-01-03,627.1604133874092
2000-01-04,616.9158831721007
2000-01-05,604.1773355424323
2000-01-06,601.722711112217
2000-01-07,605.2316393527392
2000-01-10,606.6762469969635
2000-01-11,627.4390874845418
2000-01-12,645.7064320277881
2000-01-13,656.936958856862
2000-01-14,689.5002053145671
2000-01-17,712.6101341342733
2000-01-18,710.8346566808508
2000-01-19,700.5283192782125
2000-01-20,718.1277010486092
2000-01-21,719.7082390757785
2000-01-24,721.7055912619988
2000-01-25,717.7759867115296
2000-01-26,712.3415977435814
2000-01-27,721.5710426687021
2000-01-28,723.0563878694423
2000-01-31,712.9687259198448
2000-02-01,716.999489133659
2000-02-02,737.0546502976331
2000-02-03,740.0911406929077
2000-02-04,743.4209564323686
2000-02-07,744.5989389333604
2000-02-08,755.8519245034983
2000-02-09,767.6017251720206
2000-02-10,776.9469862633924
2000-02-11,780.9025627174959
2000-02-14,785.890863003887
2000-02-15,774.8036205689594
2000-02-16,778.9801991214699
2000-02-17,785.0946127887041
2000-02-18,791.317780523347
2000-02-21,788.9381890766597
2000-02-22,769.2759358748852
2000-02-23,778.9184727427668
2000-02-24,792.2130096532084
2000-02-25,798.0569846923805
2000-02-28,786.7864551409556
2000-02-29,787.5875552431489
2000-03-01,775.1883794112741
2000-03-02,749.3991750705874
2000-03-03,762.2266433379306
2000-03-06,753.4777643298053
2000-03-07,743.3022940730136
2000-03-08,746.6913056841724
2000-03-09,732.5066425626294
2000-03-10,759.3630543456904
2000-03-13,748.6322834434889
2000-03-14,747.8978338235617
2000-03-15,735.8300292768124
2000-03-16,732.6166326220377
2000-03-17,744.6082563163986
2000-03-20,737.5610775980296
2000-03-21,744.4070002843658
2000-03-22,760.408019501477
2000-03-23,772.889728356979
2000-03-24,772.3848390129637
2000-03-27,789.4160205961234
2000-03-28,789.2059088960161
2000-03-29,803.2869457590167
2000-03-30,786.5768669373348
2000-03-31,788.2925884260449
2000-04-03,781.2602837698157
2000-04-04,777.9047962294829
2000-04-05,761.2170199490662
2000-04-06,766.4555709439715
2000-04-07,763.5411402071348
2000-04-10,755.6168758193461
2000-04-11,749.2020701852697
2000-04-12,757.8291395146703
2000-04-13,752.6293381192103
2000-04-14,751.0411721495367
2000-04-17,702.1187503770551
2000-04-18,712.3108424005158
2000-04-19,731.3291997130252
2000-04-20,727.5693894329075
2000-04-21,729.1635172304874
2000-04-24,718.8419913645579
2000-04-25,734.0932355370188
2000-04-26,742.1839757141722
2000-04-27,755.5292684756469
2000-04-28,755.3155930447296
2000-05-01,757.6853084126043
2000-05-02,758.1656235299038
2000-05-03,776.9898157123152
2000-05-04,778.7298165843953
2000-05-05,795.1973880075876
2000-05-08,798.8902472876547
2000-05-09,788.7107183328686
2000-05-10,783.0061348192062
2000-05-11,776.9268881918805
2000-05-12,769.2807178560329
2000-05-15,759.0478619258797
2000-05-16,774.6462583363743
2000-05-17,789.9562766847613
2000-05-18,787.5695683011112
2000-05-19,808.6284891379181
2000-05-22,784.5563860295894
2000-05-23,767.4536639593546
2000-05-24,757.9060414311521
2000-05-25,751.9273957617314
2000-05-26,722.7996388771439
2000-05-29,737.1720195755811
2000-05-30,728.8701707051839
2000-05-31,742.5151365344125
2000-06-01,730.9162020635667
2000-06-02,711.9611498769672
2000-06-05,703.9061303002859
2000-06-06,685.8741210681135
2000-06-07,672.7490837960371
2000-06-08,662.8308596696257
2000-06-09,680.1028783319061
2000-06-12,673.4353084588939
2000-06-13,672.9737952748319
2000-06-14,671.9351677000659
2000-06-15,676.4142652382722
2000-06-16,652.3769218554046
2000-06-19,631.9118979472584
2000-06-20,633.4016334497185
2000-06-21,657.9406100577887
2000-06-22,651.1795282672616
2000-06-23,647.8056044093946
2000-06-26,639.9117202597303
2000-06-27,645.6454740423457
2000-06-28,663.161070742575
2000-06-29,649.6399295358021
2000-06-30,646.2922222779954
2000-07-03,624.6967339555881
2000-07-04,635.8732266136182
2000-07-05,638.4940799003356
2000-07-06,637.389041017265
2000-07-07,646.485390073454
2000-07-10,660.5647203090601
2000-07-11,669.8140767552126
2000-07-12,687.67865014804
2000-07-13,694.3868804336295
2000-07-14,687.2503514300828
2000-07-17,683.1481494213302
2000-07-18,676.8902246672386
2000-07-19,687.8449260327333
2000-07-20,682.490312645749
2000-07-21,672.4447417110613
2000-07-24,663.7569314709671
2000-07-25,656.3368300111051
2000-07-26,651.0894304235457
2000-07-27,646.5956532696455
2000-07-28,648.6918458047356
2000-07-31,646.1821309153182
2000-08-01,652.3109289815171
2000-08-02,659.2351149405425
2000-08-03,672.5415186870067
2000-08-04,672.8260941672193
2000-08-07,669.3850069649417
2000-08-08,683.2899189330122
2000-08-09,679.7620743882168
2000-08-10,664.1333956624628
2000-08-11,662.3364546015077
2000-08-14,661.2204223499049
2000-08-15,659.6974420867862
2000-08-16,663.9492320625997
2000-08-17,672.5817174883955
2000-08-18,673.3423478866328
2000-08-21,669.7424987163273
2000-08-22,671.4296973601009
2000-08-23,675.3905703799521
2000-08-24,664.1371560094415
2000-08-25,658.8469835546163
2000-08-28,659.2955229781453
2000-08-29,662.986295274521
2000-08-30,662.7411221008149
2000-08-31,665.9838237274259
2000-09-01,636.8185312109059
2000-09-04,619.2726191581925
2000-09-05,635.5182584268483
2000-09-06,637.8995971332155
2000-09-07,637.3332882073777
2000-09-08,636.7625425873902
2000-09-11,628.1480817959145
2000-09-12,630.4476958430821
2000-09-13,643.3471869089545
2000-09-14,646.6862148574667
2000-09-15,648.722634724953
2000-09-18,644.8269892580636
2000-09-19,643.7467496317324
2000-09-20,653.2595920216122
2000-09-21,646.5576281658078
2000-09-22,614.6659685698936
2000-09-25,619.5052987456929
2000-09-26,613.6554988314142
2000-09-27,605.6255601327392
2000-09-28,598.7516793310863
