Date,INDIA DOMESTIC IMI
2015-03-23,1841.193062170276
2015-03-24,1843.0464529883886
2015-03-25,1823.2795802372266
2015-03-26,1787.8658623378126
2015-03-27,1800.557333952226
2015-03-30,1836.6192176183206
2015-03-31,1855.5104303505022
2015-04-01,1874.2369702491103
2015-04-02,1852.7949759650758
2015-04-03,1852.794975965076
2015-04-06,1856.4207063689082
2015-04-07,1887.0569168945244
2015-04-08,1911.6747973680892
2015-04-09,1943.5983990597483
2015-04-10,1953.1651854181498
2015-04-13,1968.4229431628246
2015-04-14,1945.9676999007863
2015-04-15,1943.5912363306606
2015-04-16,1920.0455327403022
2015-04-17,1879.1665099775853
2015-04-20,1832.31359063876
2015-04-21,1819.4309849358028
2015-04-22,1832.2257249148274
2015-04-23,1803.691091224411
2015-04-24,1758.1068828402115
2015-04-27,1731.1636144937422
2015-04-28,1744.7234522542017
2015-04-29,1709.0827391729104
2015-04-30,1685.6101150228665
2015-05-01,1683.0567292393614
2015-05-04,1721.9329116321494
2015-05-05,1720.0168005425278
2015-05-06,1644.488279175361
2015-05-07,1625.4733739230517
2015-05-08,1669.5102459174504
2015-05-11,1709.4372507502806
2015-05-12,1650.3177368874262
2015-05-13,1662.1500438538856
2015-05-14,1668.09135008407
2015-05-15,1671.3523724191814
2015-05-18,1700.9366494175108
2015-05-19,1734.99093817429
2015-05-20,1745.3973118651595
2015-05-21,1747.0943661619776
2015-05-22,1773.4837684065064
2015-05-25,1758.3431605203325
2015-05-26,1760.1035337830847
2015-05-27,1758.5808872431253
2015-05-28,1754.1681914041308
2015-05-29,1768.3422531515646
2015-06-01,1781.4786405955053
2015-06-02,1699.004746042017
2015-06-03,1657.263646934973
2015-06-04,1654.8198775218086
2015-06-05,1683.0761614048363
2015-06-08,1642.9853553678793
2015-06-09,1637.2229555571757
2015-06-10,1651.7069168688452
2015-06-11,1626.6430884660551
2015-06-12,1620.3621014958344
2015-06-15,1630.615419926757
2015-06-16,1636.0416127574997
2015-06-17,1652.0736069148732
2015-06-18,1652.533368732595
2015-06-19,1678.7207911988207
2015-06-22,1696.4759165924827
2015-06-23,1731.4859770224832
2015-06-24,1724.5639788514673
2015-06-25,1731.6909009816372
2015-06-26,1737.288069129703
2015-06-29,1711.9032948061488
2015-06-30,1730.732987476891
2015-07-01,1758.0430699913945
2015-07-02,1762.9673118856792
2015-07-03,1770.9403100937775
2015-07-06,1783.7579280231746
2015-07-07,1806.9519094844602
2015-07-08,1752.5554054032257
2015-07-09,1753.8420735941647
2015-07-10,1741.537990917298
2015-07-13,1785.6869362339628
2015-07-14,1788.9574303999666
2015-07-15,1810.1300241402087
2015-07-16,1835.094067415701
2015-07-17,1847.8571625129891
2015-07-20,1842.4676327096806
2015-07-21,1814.5552528134301
2015-07-22,1841.5435091495792
2015-07-23,1815.5276430660988
2015-07-24,1797.8120234991225
2015-07-27,1739.9044691496838
2015-07-28,1750.87519381162
2015-07-29,1764.8048400508108
2015-07-30,1788.9192028406198
2015-07-31,1787.8565309260403
2015-08-03,1807.1040930021916
2015-08-04,1816.2544761223987
2015-08-05,1846.190833242744
2015-08-06,1841.6675827999672
2015-08-07,1830.2573913874728
2015-08-10,1816.6811248606084
2015-08-11,1781.5389699546406
2015-08-12,1717.5707592729289
2015-08-13,1717.15970153616
2015-08-14,1758.2613078037411
2015-08-17,1751.1206187979678
2015-08-18,1759.1864777871824
2015-08-19,1765.7228651350113
2015-08-20,1706.2952805082978
2015-08-21,1666.4099898521838
2015-08-24,1503.8685716732048
2015-08-25,1560.4505020703953
2015-08-26,1541.9291974706882
2015-08-27,1606.132699600891
2015-08-28,1611.3669065878585
2015-08-31,1599.4249921655007
2015-09-01,1561.9960947970505
2015-09-02,1555.601543966607
2015-09-03,1594.6579651426673
2015-09-04,1551.4201259414908
2015-09-07,1514.0535290160644
2015-09-08,1538.8123788635546
2015-09-09,1571.5626013976355
2015-09-10,1557.5020368605628
2015-09-11,1547.5600036639607
2015-09-14,1569.7504364275649
2015-09-15,1560.7873786800146
2015-09-16,1565.1426885112273
2015-09-17,1562.2382572419535
2015-09-18,1585.9513401190598
2015-09-21,1614.853716951124
2015-09-22,1589.8825714842487
2015-09-23,1590.2996337587892
2015-09-24,1570.9831047180498
2015-09-25,1587.151991552307
2015-09-28,1574.3988347131926
2015-09-29,1583.2007906759561
2015-09-30,1620.14064792765
2015-10-01,1617.692364399299
2015-10-02,1607.4342823581883
2015-10-05,1656.6727729491988
2015-10-06,1653.4211504506736
2015-10-07,1669.5694630973828
2015-10-08,1651.1888936154812
2015-10-09,1657.9891498526886
2015-10-12,1647.4183549395482
2015-10-13,1635.6514108803128
2015-10-14,1627.1469365162739
2015-10-15,1651.833828121262
2015-10-16,1662.0573028239216
2015-10-19,1682.8631270500393
2015-10-20,1671.9564266530779
2015-10-21,1662.978801416447
2015-10-22,1691.8859191508484
2015-10-23,1723.1633187458795
2015-10-26,1713.063830638425
2015-10-27,1708.4952094182734
2015-10-28,1695.1848955061719
2015-10-29,1692.8225397521712
2015-10-30,1669.872216376137
2015-11-02,1663.1305101730338
2015-11-03,1676.6087772440158
2015-11-04,1690.4022800143089
2015-11-05,1663.5482102115914
2015-11-06,1678.590736938028
2015-11-09,1658.8639292564537
2015-11-10,1640.5980787411647
2015-11-11,1646.9182086125584
2015-11-12,1642.9366312799134
2015-11-13,1638.7818914840818
2015-11-16,1650.9226105951582
2015-11-17,1667.5767919917607
2015-11-18,1641.684132921154
2015-11-19,1653.6115114007562
2015-11-20,1670.0296891942523
2015-11-23,1670.9182932123633
2015-11-24,1667.5647894547283
2015-11-25,1673.6203680619726
2015-11-26,1673.4261732289642
2015-11-27,1684.6802553503246
2015-11-30,1690.8819779382816
2015-12-01,1691.737784725375
2015-12-02,1691.50729182848
2015-12-03,1634.1591533567134
2015-12-04,1610.1482088404343
2015-12-07,1616.6838200575594
2015-12-08,1598.1544937700144
2015-12-09,1560.1362069186016
2015-12-10,1581.0323156386773
2015-12-11,1555.2526813521201
2015-12-14,1552.8327592226171
2015-12-15,1582.8864774236758
2015-12-16,1592.1270805157797
2015-12-17,1637.4084114411316
2015-12-18,1623.4397345409097
2015-12-21,1627.7341584059848
2015-12-22,1613.0371235261102
2015-12-23,1643.5871593052682
2015-12-24,1631.947380082708
2015-12-25,1631.947380082708
2015-12-28,1642.2895566115621
2015-12-29,1648.98051308625
2015-12-30,1642.9761403494194
2015-12-31,1666.6689995739162
2016-01-01,1673.256933983536
2016-01-04,1639.3585538384764
2016-01-05,1652.337018751289
2016-01-06,1635.5554947955688
2016-01-07,1581.5269778150953
2016-01-08,1586.2913386956848
2016-01-11,1581.5804054553212
2016-01-12,1571.0602697072522
2016-01-13,1573.3827689779664
2016-01-14,1556.235697907096
2016-01-15,1503.5167750429594
2016-01-18,1487.4955118083803
2016-01-19,1505.0758535614798
2016-01-20,1472.1380228990695
2016-01-21,1478.1865488243418
2016-01-22,1514.0705644837587
2016-01-25,1514.6225283433248
2016-01-26,1512.3886747733852
2016-01-27,1505.0327970878523
2016-01-28,1488.3267166252242
2016-01-29,1540.3890233467123
2016-02-01,1530.9155127675565
2016-02-02,1505.7048019118042
2016-02-03,1461.621200966707
2016-02-04,1460.2166179712651
2016-02-05,1483.6006533905343
2016-02-08,1462.5984277602686
2016-02-09,1420.456233264871
2016-02-10,1420.53821815921
2016-02-11,1344.3416792460184
2016-02-12,1357.8746948824148
2016-02-15,1410.825332363469
2016-02-16,1378.1782945145617
2016-02-17,1388.850860071598
2016-02-18,1405.5156382853302
2016-02-19,1407.8951024590003
2016-02-22,1422.5589764415886
2016-02-23,1401.2659162404668
2016-02-24,1383.6350951659404
2016-02-25,1367.8241415698494
2016-02-26,1390.6244692944579
2016-02-29,1399.0817279222147
2016-03-01,1455.7513719144038
2016-03-02,1496.9285327463722
2016-03-03,1508.1382450481717
2016-03-04,1506.459865621321
2016-03-07,1509.683046469147
2016-03-08,1495.2748551308403
2016-03-09,1512.8659088375598
2016-03-10,1490.9052195212892
2016-03-11,1491.9447166879527
2016-03-14,1506.4638003986001
2016-03-15,1483.8130365843288
2016-03-16,1497.0831616309702
2016-03-17,1481.0877585457263
2016-03-18,1504.4714032431255
2016-03-21,1531.2513535666678
2016-03-22,1533.115752639487
2016-03-23,1541.8735775421703
2016-03-24,1543.461927624289
2016-03-25,1543.461927624289
2016-03-28,1518.1656491901927
2016-03-29,1521.361870980188
2016-03-30,1527.8756699349874
2016-03-31,1531.19146267514
2016-04-01,1534.6642975240152
2016-04-04,1538.505800353792
2016-04-05,1504.2558795311527
2016-04-06,1503.5869130717165
2016-04-07,1494.493842594056
2016-04-08,1494.1666814028556
2016-04-11,1511.3405090751708
