Date,SOUTH AFRICA IMI
1998-12-31,224.55060995913263
1999-01-01,224.55060995913263
1999-01-04,222.68318639794037
1999-01-05,228.15963544108465
1999-01-06,244.24042711479376
1999-01-07,240.0333221570278
1999-01-08,248.6396175952262
1999-01-11,243.9717425339587
1999-01-12,240.3932415876734
1999-01-13,223.1674413169321
1999-01-14,222.09687248733061
1999-01-15,225.41848100466586
1999-01-18,235.0767944198971
1999-01-19,233.1260150962961
1999-01-20,234.4383770507652
1999-01-21,229.60711319795266
1999-01-22,227.57062128489807
1999-01-25,226.56750003212824
1999-01-26,226.80520060164068
1999-01-27,234.35447502900465
1999-01-28,237.72619471583917
1999-01-29,240.46786765461806
1999-02-01,243.9007305072321
1999-02-02,242.35937358279227
1999-02-03,241.37979252120883
1999-02-04,243.17264741509825
1999-02-05,248.2318056978808
1999-02-08,253.53455762129062
1999-02-09,245.27833086811196
1999-02-10,242.1685136451885
1999-02-11,246.15676252096682
1999-02-12,246.7651333638681
1999-02-15,244.98130906194586
1999-02-16,245.43222470784886
1999-02-17,243.23989353453138
1999-02-18,244.10387578316042
1999-02-19,242.38968584131564
1999-02-22,246.89969885478692
1999-02-23,249.9158304422138
1999-02-24,251.64618415649423
1999-02-25,249.86573769130075
1999-02-26,249.75427088743416
1999-03-01,251.46249931234746
1999-03-02,251.59161528445102
1999-03-03,256.76539015797397
1999-03-04,260.75336614432774
1999-03-05,265.53424267765763
1999-03-08,267.72047104533607
1999-03-09,270.17644971844265
1999-03-10,268.7899734306877
1999-03-11,276.9909633040233
1999-03-12,274.6225527391125
1999-03-15,272.09598301850616
1999-03-16,274.97379201089745
1999-03-17,274.8972386378898
1999-03-18,272.6455678238118
1999-03-19,281.02152483368525
1999-03-22,282.4406428670456
1999-03-23,278.67703787253123
1999-03-24,275.504710065183
1999-03-25,278.63879977458225
1999-03-26,278.3626852251206
1999-03-29,278.0344982304234
1999-03-30,276.77135752057836
1999-03-31,275.34111691206476
1999-04-01,276.64399726084037
1999-04-02,277.0797272338732
1999-04-05,279.2362744706717
1999-04-06,277.91982302040185
1999-04-07,276.81342242098486
1999-04-08,273.67106162518843
1999-04-09,279.48827824401894
1999-04-12,279.3792505482496
1999-04-13,287.98688714107726
1999-04-14,292.68413925805004
1999-04-15,298.9838803924026
1999-04-16,305.4419689382013
1999-04-19,313.1953173690809
1999-04-20,308.67072457544384
1999-04-21,304.1081885677581
1999-04-22,301.5568485367768
1999-04-23,301.2816156409358
1999-04-26,305.5613096784027
1999-04-27,304.21451300539735
1999-04-28,309.93520373940186
1999-04-29,312.1902537161621
1999-04-30,314.25465114683806
1999-05-03,314.5722099886408
1999-05-04,314.5395298157107
1999-05-05,305.5260265241385
1999-05-06,306.43153833887953
1999-05-07,301.3103822141969
1999-05-10,298.71717135921284
1999-05-11,301.0139203939501
1999-05-12,295.47553857193196
1999-05-13,296.4329332917726
1999-05-14,293.08045303061476
1999-05-17,289.44542221116
1999-05-18,291.796194302506
1999-05-19,289.06890348623114
1999-05-20,288.9709052216476
1999-05-21,294.1666530160298
1999-05-24,291.74983318717415
1999-05-25,286.62802675180274
1999-05-26,286.1031496084033
1999-05-27,283.59785691238005
1999-05-28,286.10612382908226
1999-05-31,289.174906408848
1999-06-01,296.74896687986103
1999-06-02,300.17879247927
1999-06-03,305.07918103058245
1999-06-04,308.62059736625196
1999-06-07,317.89800848356475
1999-06-08,315.61023257564267
1999-06-09,315.1472215215868
1999-06-10,312.42386976641757
1999-06-11,317.18327883058123
1999-06-14,318.3073827651129
1999-06-15,318.427269888832
1999-06-16,322.27220058114455
1999-06-17,322.10002717254616
1999-06-18,323.90991352682613
1999-06-21,330.3641646918156
1999-06-22,331.9178373836533
1999-06-23,327.1359512273812
1999-06-24,322.0213208556868
1999-06-25,317.3329926979918
1999-06-28,321.73997346818356
1999-06-29,323.39184511274516
1999-06-30,327.928197086455
1999-07-01,336.69790286548715
1999-07-02,340.6380903570406
1999-07-05,346.57018653747485
1999-07-06,342.1400161302026
1999-07-07,339.3177673375708
1999-07-08,339.2882785936107
1999-07-09,336.83619970995085
1999-07-12,339.19932361009523
1999-07-13,330.1719462813237
1999-07-14,332.5016062439711
1999-07-15,330.43809277813426
1999-07-16,329.50295848783463
1999-07-19,331.17667687075846
1999-07-20,322.73548696229216
1999-07-21,317.77319631359165
1999-07-22,318.5058842381356
1999-07-23,319.46303281442874
1999-07-26,308.8585756975031
1999-07-27,310.82517357484926
1999-07-28,310.89631218157297
1999-07-29,305.8732236308474
1999-07-30,308.1980766678065
1999-08-02,306.5077955875841
