Date,QATAR IMI
2002-05-31,389.23924704957716
2002-06-03,386.98022986434114
2002-06-04,385.2060098488097
2002-06-05,388.844485974286
2002-06-06,387.73854189087643
2002-06-07,387.57131099920855
2002-06-10,388.4458336883532
2002-06-11,389.3355518017997
2002-06-12,390.8691480665562
2002-06-13,391.78627366515354
2002-06-14,390.7121509135013
2002-06-17,393.98224585503357
2002-06-18,391.8769301320728
2002-06-19,388.83715877336437
2002-06-20,384.832371850715
2002-06-21,382.9658921564801
2002-06-24,379.4471554621759
2002-06-25,383.62589534332096
2002-06-26,377.16571293750565
2002-06-27,383.22565095355327
2002-06-28,381.7212221775818
2002-07-01,389.1122299867314
2002-07-02,394.1374202873896
2002-07-03,397.7224888041632
2002-07-04,399.339277514632
2002-07-05,401.769366084401
2002-07-08,403.5000786454469
2002-07-09,410.72677934935706
2002-07-10,422.02428940436175
2002-07-11,426.6499195594946
2002-07-12,426.8009155368906
2002-07-15,419.98080331237185
2002-07-16,414.4986167504666
2002-07-17,413.04885950002074
2002-07-18,406.7733077468089
2002-07-19,404.13605201681787
2002-07-22,406.67659287810255
2002-07-23,412.97583970068814
2002-07-24,410.22234363666996
2002-07-25,410.3526608144927
2002-07-26,415.6083927870069
2002-07-29,432.26893334319504
2002-07-30,427.7792163737667
2002-07-31,430.55829347767656
2002-08-01,430.1679735175414
2002-08-02,428.9570677274313
2002-08-05,427.40353381645855
2002-08-06,436.91835880716417
2002-08-07,434.76819861034187
2002-08-08,435.92334203511194
2002-08-09,434.2765743581836
2002-08-12,429.8173555568217
2002-08-13,435.0408466198827
2002-08-14,428.8078808130264
2002-08-15,433.9205223901244
2002-08-16,431.98596306198175
2002-08-19,451.2735891812363
2002-08-20,458.3895775911194
2002-08-21,459.0711653887344
2002-08-22,465.6088187692703
2002-08-23,465.4763573887541
2002-08-26,464.36958310209394
2002-08-27,462.4363644719633
2002-08-28,461.81177207566344
2002-08-29,460.5275301320684
2002-08-30,462.0879657593541
2002-09-02,460.56328075089925
2002-09-03,454.9024166670198
2002-09-04,449.276272116457
2002-09-05,450.8790546963033
2002-09-06,454.0147687169842
2002-09-09,453.4984048370911
2002-09-10,457.1665592208331
2002-09-11,449.0767829695285
2002-09-12,440.66540402421793
2002-09-13,439.7125615249688
2002-09-16,429.80285317086924
2002-09-17,431.5152119936344
2002-09-18,445.3812506556993
