Date,PHILIPPINES IMI
1998-12-31,827.1192106404053
1999-01-01,827.0378638711773
1999-01-04,829.2729733577503
1999-01-05,856.4771469241663
1999-01-06,879.7983808092093
1999-01-07,906.3961296546431
1999-01-08,922.9957143327341
1999-01-11,932.0946572160447
1999-01-12,925.820077118026
1999-01-13,896.9727749601332
1999-01-14,863.5322975692447
1999-01-15,860.5908219949874
1999-01-18,905.8451390206214
1999-01-19,901.4818890924668
1999-01-20,915.94599924474
1999-01-21,915.2745192718623
1999-01-22,870.9834327411038
1999-01-25,823.7369045285504
1999-01-26,843.9076198966495
1999-01-27,851.0521727710044
1999-01-28,861.3021331592981
1999-01-29,852.9008388961851
1999-02-01,863.8479793714482
1999-02-02,863.842830292389
1999-02-03,874.7722664385575
1999-02-04,868.2336087210663
1999-02-05,866.9056162317372
1999-02-08,847.9213338417279
1999-02-09,828.9099891860462
1999-02-10,822.3630211454657
1999-02-11,832.9890432320377
1999-02-12,842.8612290192035
1999-02-15,837.6797648528252
1999-02-16,850.159848406378
1999-02-17,841.6998428631304
1999-02-18,845.9689191542158
1999-02-19,854.2049840760837
1999-02-22,856.6339839042021
1999-02-23,873.5485766363594
1999-02-24,864.75377206553
1999-02-25,864.5121802081934
1999-02-26,880.522044716923
1999-03-01,884.716667304084
1999-03-02,884.2263906619783
1999-03-03,901.0696321944071
1999-03-04,901.0219738904128
1999-03-05,907.3491141462518
1999-03-08,914.3491569348837
1999-03-09,896.3514485492728
1999-03-10,886.8778231341116
1999-03-11,885.7381912973511
1999-03-12,874.4471903534871
1999-03-15,874.6978347938415
1999-03-16,893.8466728929726
1999-03-17,886.8149888921502
1999-03-18,906.8570301677279
1999-03-19,908.4951343276026
1999-03-22,919.7861303863975
1999-03-23,930.6906870430659
1999-03-24,924.0574799077879
1999-03-25,919.3099682511553
1999-03-26,938.2449193854549
1999-03-29,931.8696773999378
1999-03-30,927.4050732728787
1999-03-31,930.9126119738135
1999-04-01,928.9786600268544
1999-04-02,931.6998790387684
1999-04-05,950.4641792121805
1999-04-06,955.412398203996
1999-04-07,964.4785401524406
1999-04-08,981.0022783558532
1999-04-09,986.3645961998096
1999-04-12,1005.3962870258297
1999-04-13,1021.6350948670104
1999-04-14,1032.4908450709668
1999-04-15,1039.394526646756
1999-04-16,1063.6742566585729
1999-04-19,1139.9359073118974
1999-04-20,1137.2491975718074
1999-04-21,1121.3567852491421
1999-04-22,1133.5590711122736
1999-04-23,1153.4988813667194
1999-04-26,1164.0729799375392
1999-04-27,1163.8699158183522
1999-04-28,1177.5278738311672
1999-04-29,1171.994435379329
1999-04-30,1173.4423633898896
1999-05-03,1183.1088710178265
1999-05-04,1188.0284993539124
1999-05-05,1171.0622204791946
1999-05-06,1197.9871359247413
1999-05-07,1205.2592432932418
1999-05-10,1232.0357713947553
1999-05-11,1227.7474231442984
1999-05-12,1249.9755049405937
1999-05-13,1237.061046066404
1999-05-14,1224.6030796065918
1999-05-17,1192.8494997248963
1999-05-18,1200.9235965564842
1999-05-19,1165.6915775610898
1999-05-20,1155.5811695622556
1999-05-21,1167.3968980209277
1999-05-24,1177.162252235682
1999-05-25,1160.8782121383058
1999-05-26,1173.942260745245
1999-05-27,1179.5605501752977
1999-05-28,1180.1068382866831
1999-05-31,1198.7972744045414
1999-06-01,1205.4338310145392
1999-06-02,1206.7975590852657
1999-06-03,1194.8591080766598
1999-06-04,1185.9715301030142
1999-06-07,1212.2005044737155
1999-06-08,1211.815210879156
1999-06-09,1194.451530947818
1999-06-10,1188.243288871881
1999-06-11,1178.1069922628167
1999-06-14,1194.062484913653
1999-06-15,1191.9363683551417
1999-06-16,1213.404273140971
1999-06-17,1231.0374835851849
1999-06-18,1231.8036431303726
1999-06-21,1248.2537182158148
1999-06-22,1274.6792489901404
1999-06-23,1272.0542222382146
1999-06-24,1287.4817611163498
1999-06-25,1262.8299382548191
1999-06-28,1277.876701248703
1999-06-29,1293.6560127043704
1999-06-30,1301.7758921615398
1999-07-01,1326.5745830225674
1999-07-02,1335.3820007134498
1999-07-05,1364.8465268207108
1999-07-06,1365.2565870216922
1999-07-07,1364.3509186686215
1999-07-08,1376.8953545911102
1999-07-09,1362.094510894272
1999-07-12,1376.383769692857
1999-07-13,1364.3085881394063
1999-07-14,1350.4661377699204
1999-07-15,1360.7247773905028
1999-07-16,1361.374972379366
1999-07-19,1349.3871657740287
1999-07-20,1315.5362516015703
1999-07-21,1283.2573594695668
1999-07-22,1268.8577143189814
1999-07-23,1250.0361545698154
1999-07-26,1200.6294823954515
1999-07-27,1151.019659274905
