Date,UNITED ARAB EMIRATES IMI
2002-05-31,221.08484945362545
2002-06-03,217.75190788887446
2002-06-04,215.26284975844712
2002-06-05,217.3867135727752
2002-06-06,217.2297265959047
2002-06-07,217.18375934698219
2002-06-10,215.33989745443395
2002-06-11,216.0090192792427
2002-06-12,215.18953897437856
2002-06-13,214.9146242367701
2002-06-14,214.25329975500296
2002-06-17,216.92432412107007
2002-06-18,216.48679277790055
2002-06-19,212.99630737383677
2002-06-20,210.96414406357403
2002-06-21,209.9466605069163
2002-06-24,204.459507895084
2002-06-25,206.19529365393174
2002-06-26,202.80951663487608
2002-06-27,203.41836358969215
2002-06-28,202.89960607476436
2002-07-01,204.77319492785855
2002-07-02,208.33252529687016
2002-07-03,209.52529693278805
2002-07-04,208.12363147489316
2002-07-05,209.39587230016224
2002-07-08,208.86096979360443
2002-07-09,207.6354169529176
2002-07-10,208.65470348450614
2002-07-11,207.55974846731218
2002-07-12,207.669195412194
2002-07-15,204.7247221186102
2002-07-16,205.09959617145728
2002-07-17,206.350317159116
2002-07-18,205.28026542860067
2002-07-19,203.96051596189224
2002-07-22,207.39975919273772
2002-07-23,211.07823750562025
2002-07-24,211.0032253209235
2002-07-25,211.09029216336975
2002-07-26,215.53547619806685
2002-07-29,220.2506495951682
2002-07-30,218.60388445664464
2002-07-31,219.3442637659446
2002-08-01,218.98650572231927
2002-08-02,220.11825975499553
2002-08-05,223.33860472612577
2002-08-06,230.53040363168586
2002-08-07,229.04654178175238
2002-08-08,229.48954338072738
2002-08-09,228.61633142010552
2002-08-12,233.4118739853598
2002-08-13,233.45962356322204
2002-08-14,233.3239874558622
2002-08-15,234.1180576899819
2002-08-16,232.201852924871
2002-08-19,230.16229553464865
2002-08-20,230.36078448091965
2002-08-21,227.59757742698304
2002-08-22,237.96083187236582
2002-08-23,237.92978414190475
2002-08-26,239.55411296925598
2002-08-27,237.13955046820283
2002-08-28,237.5140713781852
2002-08-29,236.26881595495817
2002-08-30,237.06943834373152
2002-09-02,237.57015412169147
2002-09-03,234.80911679698642
2002-09-04,239.16065382655148
2002-09-05,239.97507207500348
2002-09-06,232.17799802589974
2002-09-09,240.13150691094373
2002-09-10,238.3956346777437
2002-09-11,241.2163886639153
2002-09-12,238.47728500284808
2002-09-13,236.70813592650185
2002-09-16,233.86243120543122
2002-09-17,234.14856278682038
2002-09-18,238.3161888616298
2002-09-19,233.42456122414794
2002-09-20,232.53987094466825
2002-09-23,229.61693124125352
2002-09-24,230.32249042491304
2002-09-25,229.23279871661987
2002-09-26,225.47242298164142
2002-09-27,226.40170427347562
2002-09-30,223.48214046194005
2002-10-01,224.32505391826064
2002-10-02,223.15305102029805
2002-10-03,223.0938969620667
2002-10-04,224.29349355087948
2002-10-07,227.0496037552322
2002-10-08,227.57377612217022
2002-10-09,224.84585520188023
2002-10-10,225.39715214132553
2002-10-11,225.24853360927855
2002-10-14,223.9931671703557
2002-10-15,224.65110647070404
2002-10-16,224.6686936663728
2002-10-17,226.2858004455047
2002-10-18,226.4573748207558
2002-10-21,227.45544587257046
2002-10-22,226.72173495165455
2002-10-23,226.73141630915592
2002-10-24,226.99835788619103
2002-10-25,226.2121362567329
2002-10-28,224.96975610664322
2002-10-29,223.9789159728735
2002-10-30,225.06118921300603
2002-10-31,223.58001979345238
2002-11-01,222.75603590455296
2002-11-04,224.19297262127034
2002-11-05,223.18859394156857
2002-11-06,224.07760747340706
2002-11-07,221.72898331513167
2002-11-08,220.4885849395527
2002-11-11,222.79063616212653
2002-11-12,223.12361803734197
2002-11-13,224.3347927223088
2002-11-14,225.6967331639154
2002-11-15,226.54559166436428
2002-11-18,227.14964238778052
2002-11-19,225.66407781847062
2002-11-20,227.3042811062491
2002-11-21,228.15020105473795
2002-11-22,228.47820661080735
2002-11-25,227.5035374697086
2002-11-26,227.925218011989
2002-11-27,229.04395963316898
2002-11-28,227.78470014972572
2002-11-29,227.66784586238663
2002-12-02,229.395150096886
2002-12-03,228.6852129112884
2002-12-04,228.06776283642793
2002-12-05,227.94239451944222
2002-12-06,225.59507931831124
2002-12-09,224.45181045740583
2002-12-10,224.7825783606126
2002-12-11,226.04066390522038
2002-12-12,224.96681027135216
2002-12-13,224.21885535187147
2002-12-16,225.47111995302964
2002-12-17,223.8213975033633
2002-12-18,224.63601743861548
2002-12-19,225.03340974608193
2002-12-20,224.70776091133135
2002-12-23,224.02465874413787
2002-12-24,223.7463066784876
2002-12-25,221.25906977656376
2002-12-26,220.70853306995647
2002-12-27,219.22251865914515
2002-12-30,219.44178897517224
2002-12-31,218.82770854799227
2003-01-01,218.82770854799227
2003-01-02,221.67380068923094
2003-01-03,220.16515949014615
2003-01-06,217.76157660394423
2003-01-07,219.06851906924575
2003-01-08,219.67424158549778
2003-01-09,217.78913333038008
2003-01-10,216.73917644970868
2003-01-13,217.25445940051205
2003-01-14,216.49540227135066
2003-01-15,216.18916008400944
2003-01-16,216.539663738943
2003-01-17,215.03419264278006
2003-01-20,215.58625499817398
2003-01-21,215.07702081325039
2003-01-22,214.47689992135042
2003-01-23,213.63217560370393
2003-01-24,212.30145995540863
2003-01-27,211.60705771257062
2003-01-28,211.50675742692928
2003-01-29,210.57245840409982
2003-01-30,213.11598000052672
2003-01-31,213.40531418590407
2003-02-03,213.06329966095745
2003-02-04,211.26931943533907
2003-02-05,211.95919743020136
2003-02-06,211.91605182725124
2003-02-07,212.11337645060948
2003-02-10,213.63525589880575
2003-02-11,214.80195329145695
2003-02-12,214.33589925003875
2003-02-13,212.47537893149567
2003-02-14,213.18001794210292
2003-02-17,213.99638195576188
2003-02-18,214.05852343570598
2003-02-19,212.99231628517902
2003-02-20,211.30582049801225
2003-02-21,211.99557029948298
2003-02-24,213.15364327120582
2003-02-25,213.5186711532622
2003-02-26,212.43565351636093
2003-02-27,213.05828139557872
2003-02-28,212.43969293502312
2003-03-03,212.081032986178
2003-03-04,210.64760104946453
2003-03-05,210.55546442387325
2003-03-06,210.54506107914554
2003-03-07,209.39504522227864
2003-03-10,203.86456587515138
2003-03-11,203.86367192765346
2003-03-12,202.91918883929947
2003-03-13,206.9123254997184
2003-03-14,209.2162994737473
2003-03-17,209.3350007485006
2003-03-18,208.5394321760343
2003-03-19,207.1527667517372
2003-03-20,207.02710395381297
2003-03-21,208.343776980926
2003-03-24,208.87928622394566
2003-03-25,209.5743706844643
2003-03-26,208.91000131479353
2003-03-27,212.56415701496525
2003-03-28,212.07170387046736
2003-03-31,207.2685275679667
2003-04-01,207.46533824370832
2003-04-02,209.21452912313327
2003-04-03,210.44832818893235
2003-04-04,211.87475531375952
2003-04-07,215.7431399312735
2003-04-08,216.71458420851906
2003-04-09,215.35132582093823
2003-04-10,212.99369680729305
2003-04-11,217.15984250503598
2003-04-14,214.8253821391766
2003-04-15,213.4960724157372
2003-04-16,213.97074657075362
2003-04-17,211.74096269384697
2003-04-18,213.60105059887803
2003-04-21,213.82139023451106
2003-04-22,212.1406065106769
2003-04-23,212.2251803978963
2003-04-24,211.11936784365528
2003-04-25,211.94062324835355
2003-04-28,211.71511722565126
2003-04-29,212.2347763056719
2003-04-30,209.7690153478857
2003-05-01,207.6923041069962
2003-05-02,208.27614662683223
2003-05-05,206.5291946483413
2003-05-06,205.82337251467658
2003-05-07,205.48967504363387
2003-05-08,203.76016883749907
2003-05-09,203.1039364096811
2003-05-12,201.48575332023023
2003-05-13,201.81373004566754
2003-05-14,202.20878911353145
