Date,GREECE IMI
1998-12-31,591.6931789972189
1999-01-01,591.6931789972189
1999-01-04,633.3423577925026
1999-01-05,635.7288137992083
1999-01-06,635.4344489134016
1999-01-07,660.8552802410478
1999-01-08,665.846238799854
1999-01-11,661.6438678716607
1999-01-12,661.2296366266306
1999-01-13,616.1566015860257
1999-01-14,638.7338635779305
1999-01-15,636.2240507856538
1999-01-18,664.389650346888
1999-01-19,658.6861193819449
1999-01-20,667.6462655427765
1999-01-21,669.1071977132207
1999-01-22,664.8060618458582
1999-01-25,648.1947759730236
1999-01-26,670.3595682443341
1999-01-27,673.5136458732536
1999-01-28,683.9177784892707
1999-01-29,699.5943393588079
1999-02-01,715.1666184313408
1999-02-02,726.5522752637165
1999-02-03,730.1206258288269
1999-02-04,722.6104655339991
1999-02-05,724.4183542054883
1999-02-08,729.9513727351643
1999-02-09,709.26421655316
1999-02-10,711.8823737906521
1999-02-11,732.5003600959753
1999-02-12,744.8338233123462
1999-02-15,757.4148588011627
1999-02-16,741.9064337194579
1999-02-17,748.1179881537464
1999-02-18,731.8419254784075
1999-02-19,711.5733484432033
1999-02-22,711.5729566078783
1999-02-23,671.4369821739834
1999-02-24,714.9675588694115
1999-02-25,731.5426866184605
1999-02-26,729.6517672699739
1999-03-01,735.3367692742213
1999-03-02,719.8881616634455
1999-03-03,723.2398698809067
1999-03-04,698.3074420948266
1999-03-05,699.440039364074
1999-03-08,715.6272706278659
1999-03-09,737.7224667346641
1999-03-10,744.0189021891796
1999-03-11,746.4456951156468
1999-03-12,759.6442019858573
1999-03-15,770.9297636998433
1999-03-16,766.9177745817503
1999-03-17,770.2858175269889
1999-03-18,774.4504391421382
1999-03-19,792.8402182296825
1999-03-22,786.0599120665122
1999-03-23,758.6844866294336
1999-03-24,720.2332622044446
1999-03-25,720.532565466607
1999-03-26,731.803423301876
1999-03-29,717.0710154398888
1999-03-30,724.6388315647115
1999-03-31,698.6172889929092
1999-04-01,646.6930780939459
1999-04-02,681.5376980927095
1999-04-05,663.5311229644551
1999-04-06,679.3988846692442
1999-04-07,723.6661548304443
1999-04-08,743.2229386237666
1999-04-09,743.8486657933619
1999-04-12,743.1632932785683
1999-04-13,760.7494793586234
1999-04-14,763.1955900977857
1999-04-15,745.1188426832563
1999-04-16,728.1784700589689
1999-04-19,691.9640491537157
1999-04-20,686.0478603060594
1999-04-21,681.7565163807252
1999-04-22,670.0362722501795
1999-04-23,679.98039016959
1999-04-26,670.2932764227597
1999-04-27,704.638190607977
1999-04-28,723.8523563108556
1999-04-29,718.6896707515381
1999-04-30,742.2976708769105
1999-05-03,765.2552234856205
1999-05-04,764.2464879670093
1999-05-05,781.6922624679834
1999-05-06,812.9631335212174
1999-05-07,819.2587948590426
1999-05-10,814.2181809988405
1999-05-11,833.4872680884124
1999-05-12,832.8015928171158
1999-05-13,816.0769268037757
1999-05-14,823.8095943674529
1999-05-17,800.989319203406
1999-05-18,837.3583364165296
1999-05-19,841.6834533336257
1999-05-20,851.2507059748634
1999-05-21,855.3468838335491
1999-05-24,851.2417609642042
1999-05-25,838.8320692651329
1999-05-26,810.3042007246385
1999-05-27,804.602804476268
1999-05-28,798.9921162561131
1999-05-31,800.4132463145966
1999-06-01,839.298275900583
1999-06-02,835.3791552157282
1999-06-03,845.9094237349934
1999-06-04,838.6337642324793
1999-06-07,847.0641415462501
1999-06-08,839.9745714242118
1999-06-09,843.8194298429677
1999-06-10,832.8356624476154
1999-06-11,833.1379599945757
1999-06-14,835.4703745495085
1999-06-15,832.1184072498245
1999-06-16,833.8124655905638
1999-06-17,827.9674789194448
1999-06-18,828.7089004730316
1999-06-21,835.6147453060156
1999-06-22,828.1607363851687
1999-06-23,815.3073029673668
1999-06-24,820.7317084852319
1999-06-25,822.9978762644881
1999-06-28,830.7336169534552
1999-06-29,832.6016425975901
1999-06-30,836.7041834723559
1999-07-01,854.9947160471719
1999-07-02,859.8389038465637
1999-07-05,896.0074499496259
1999-07-06,893.9178387166578
1999-07-07,890.9750991909596
1999-07-08,885.2071678065703
1999-07-09,884.8541280114302
1999-07-12,893.300836838297
