Date,TAIWAN IMI
1998-12-31,1043.4248608205303
1999-01-01,1043.4248608205303
1999-01-04,1040.608592775682
1999-01-05,998.3605548933446
1999-01-06,1011.7695567495687
1999-01-07,1051.115421054488
1999-01-08,1063.3365379296497
1999-01-11,1062.4329024984677
1999-01-12,1053.306626575097
1999-01-13,1031.3417489307215
1999-01-14,1016.0209047468428
1999-01-15,1062.4095560931312
1999-01-18,1047.3686883241276
1999-01-19,1039.6795980236761
1999-01-20,1038.8601731905326
1999-01-21,1041.137998842442
1999-01-22,1023.1469005228018
1999-01-25,992.4017323212744
1999-01-26,1004.8486816687694
1999-01-27,1014.7982591283525
1999-01-28,1009.7489481586159
1999-01-29,1002.3052239656126
1999-02-01,986.7723774394656
1999-02-02,962.7649566432392
1999-02-03,964.141353868414
1999-02-04,930.4154370326803
1999-02-05,924.7306458608836
1999-02-08,985.0243873153014
1999-02-09,963.0249859064223
1999-02-10,972.7543292570111
1999-02-11,974.5191046366257
1999-02-12,976.506307739249
1999-02-15,980.1128588691541
1999-02-16,985.0660231380368
1999-02-17,978.902914751672
1999-02-18,979.8889742368106
1999-02-19,987.2460001547776
1999-02-22,1055.0482074347312
1999-02-23,1039.8982321470091
1999-02-24,1048.478396322681
1999-02-25,1046.5590983576012
1999-02-26,1060.7931347455972
1999-03-01,1066.7440124809384
1999-03-02,1056.8454358164188
1999-03-03,1079.646038854481
1999-03-04,1083.611476385737
1999-03-05,1079.0484469021324
1999-03-08,1085.7807978854398
1999-03-09,1094.937006480974
1999-03-10,1089.4859287570416
1999-03-11,1093.6311992454346
1999-03-12,1086.3899039858345
1999-03-15,1109.5852738958943
1999-03-16,1125.7065976398655
1999-03-17,1127.717509210302
1999-03-18,1154.232241904537
1999-03-19,1178.1748955396356
1999-03-22,1187.866931698631
1999-03-23,1171.596209355904
1999-03-24,1160.7488203989117
1999-03-25,1173.5900194867393
1999-03-26,1204.0680153902663
1999-03-29,1182.4646331075342
1999-03-30,1177.0136161841167
1999-03-31,1170.7409081922979
1999-04-01,1193.2514912615752
1999-04-02,1230.8909542334966
1999-04-05,1230.6072582376003
1999-04-06,1222.3080411597773
1999-04-07,1214.041371783244
1999-04-08,1233.2522368938894
1999-04-09,1239.3875388439212
1999-04-12,1231.6389533338336
1999-04-13,1254.035342210206
1999-04-14,1263.283369471051
1999-04-15,1292.2477367745917
1999-04-16,1289.9214244256123
1999-04-19,1332.5572236242872
1999-04-20,1327.6830673869108
1999-04-21,1305.5760027697977
1999-04-22,1308.586124336901
1999-04-23,1325.8257429568434
1999-04-26,1336.1764419836393
1999-04-27,1317.1592189271116
1999-04-28,1309.9791094617544
1999-04-29,1279.0448905445458
1999-04-30,1294.1238637911933
1999-05-03,1297.5248201656786
1999-05-04,1326.0088085080781
1999-05-05,1314.3312611243234
1999-05-06,1299.3487044625153
1999-05-07,1282.1424664252556
1999-05-10,1281.9172199766374
1999-05-11,1291.0666429822634
1999-05-12,1293.541483440766
1999-05-13,1292.8756659962294
1999-05-14,1312.536305121907
1999-05-17,1316.0758936670766
1999-05-18,1315.2005815461011
1999-05-19,1319.9277000791262
1999-05-20,1321.9348112660325
1999-05-21,1331.0132940050157
1999-05-24,1326.408639697099
1999-05-25,1293.9415844892828
1999-05-26,1311.4325496684523
1999-05-27,1321.9032945494482
1999-05-28,1308.9456316221317
1999-05-31,1301.2339784049725
1999-06-01,1309.5329649649932
1999-06-02,1339.4746781105612
1999-06-03,1354.6458050786157
1999-06-04,1365.1592843587885
1999-06-07,1408.5753340574786
1999-06-08,1408.9786131374478
1999-06-09,1422.073280530667
1999-06-10,1422.040336883006
1999-06-11,1419.9402605248345
1999-06-14,1428.022397386325
1999-06-15,1427.927145344629
1999-06-16,1459.2513951832045
1999-06-17,1498.4036688036003
1999-06-18,1488.7506966954506
1999-06-21,1523.3253449520494
1999-06-22,1560.4053858267712
1999-06-23,1537.021894798595
1999-06-24,1549.7999570206118
1999-06-25,1473.9659419588313
1999-06-28,1489.9280559142471
1999-06-29,1539.5397944657561
1999-06-30,1534.8084346192604
1999-07-01,1544.2295020951422
1999-07-02,1569.4043052954755
1999-07-05,1570.161287572118
1999-07-06,1541.928963699982
1999-07-07,1547.7632051164362
1999-07-08,1573.245892224789
1999-07-09,1562.993382448338
1999-07-12,1556.683556247965
1999-07-13,1500.720496305172
1999-07-14,1438.528177148919
1999-07-15,1437.4831533603835
1999-07-16,1345.050527901776
1999-07-19,1346.8855315417468
1999-07-20,1393.231934342891
1999-07-21,1376.5129948617534
1999-07-22,1357.4123495045815
1999-07-23,1369.0728035325478
1999-07-26,1321.2386425023117
1999-07-27,1284.7694524141832
1999-07-28,1306.4117754767526
1999-07-29,1273.2897424699306
1999-07-30,1283.2742534749032
1999-08-02,1250.635288485664
1999-08-03,1246.436143520069
1999-08-04,1226.6438668282954
1999-08-05,1196.3262219504745
1999-08-06,1173.6553004793686
1999-08-09,1217.5930163461635
1999-08-10,1256.025431344118
1999-08-11,1257.1902452168988
1999-08-12,1274.2116385336706
1999-08-13,1336.8377557981137
1999-08-16,1409.8088996304973
1999-08-17,1430.5320330938707
1999-08-18,1410.7293891343184
1999-08-19,1394.549304320663
1999-08-20,1418.4279519563963
1999-08-23,1429.9518481869266
1999-08-24,1413.7654006827097
1999-08-25,1448.5129105038643
1999-08-26,1447.3245151310957
1999-08-27,1436.761470000279
