Date,INDIA IMI
1998-12-31,177.9131629820129
1999-01-01,177.9131629820129
1999-01-04,180.93604803104535
1999-01-05,182.70165276556844
1999-01-06,186.53870325122713
1999-01-07,190.68733977171988
1999-01-08,197.64120836724925
1999-01-11,201.5578235332579
1999-01-12,197.84815713030574
1999-01-13,193.2859536086292
1999-01-14,191.72440746825072
1999-01-15,187.6267247808875
1999-01-18,190.85079426141303
1999-01-19,187.59112887096228
1999-01-20,188.17479255354772
1999-01-21,194.04246896856492
1999-01-22,192.8924832272128
1999-01-25,194.10649773585016
1999-01-26,193.91362395316023
1999-01-27,198.41251259673817
1999-01-28,195.59943415363952
1999-01-29,196.77879999038765
1999-02-01,194.36122510211086
1999-02-02,190.942442042631
1999-02-03,193.53304176219166
1999-02-04,191.80663610288224
1999-02-05,189.93417490889163
1999-02-08,189.67051874558717
1999-02-09,189.41835526977258
1999-02-10,192.80068854782007
1999-02-11,195.6291739164182
1999-02-12,197.43503201677845
1999-02-15,197.04764289135832
1999-02-16,199.81359505725658
1999-02-17,199.84360136390904
1999-02-18,200.62969485468662
1999-02-19,202.28680789392072
1999-02-22,201.06350910397637
1999-02-23,200.10050086555648
1999-02-24,201.09054534992703
1999-02-25,199.12848777558207
1999-02-26,197.3917967123374
1999-03-01,212.74970439394056
1999-03-02,212.86651960568744
1999-03-03,220.16393781953502
1999-03-04,218.5074489739248
1999-03-05,219.71910201276282
1999-03-08,222.94663241237072
1999-03-09,224.29340789837673
1999-03-10,223.2200632354021
1999-03-11,220.89885201610673
1999-03-12,219.8272263122412
1999-03-15,224.99353683822486
1999-03-16,224.9017428866802
1999-03-17,219.27532547128612
1999-03-18,219.7044356972573
1999-03-19,221.92834301048245
1999-03-22,226.82998126966407
1999-03-23,228.65155856040272
1999-03-24,223.18757187411742
1999-03-25,224.1831660094032
1999-03-26,221.52599975405434
1999-03-29,221.87739865260983
1999-03-30,224.96222105883302
1999-03-31,228.4828052569536
1999-04-01,226.07095712029954
1999-04-02,226.57391915699827
1999-04-05,217.6143849692731
1999-04-06,216.46632423176328
1999-04-07,216.4306321481982
1999-04-08,212.83623894699858
1999-04-09,207.65365795489402
1999-04-12,206.59197820378353
1999-04-13,206.0233650543693
1999-04-14,205.63270008502192
1999-04-15,200.36091523199198
1999-04-16,213.25374815003462
1999-04-19,207.598750672286
1999-04-20,206.99063393032282
1999-04-21,210.5395594577005
1999-04-22,207.59155201479604
1999-04-23,205.15953605387753
1999-04-26,195.625692521263
1999-04-27,194.86245478515548
1999-04-28,197.17734998326404
1999-04-29,202.3778719629328
1999-04-30,202.70441398287625
1999-05-03,207.1544235653697
1999-05-04,213.65062930935895
1999-05-05,217.16227340169957
1999-05-06,220.23734055712362
1999-05-07,224.2941777138625
1999-05-10,230.19138825301624
1999-05-11,237.15984145518763
