Date,ACWI ex JAPAN EQUAL WEIGHTED
1998-12-31,1000.0
1999-01-01,1000.0000669490556
1999-01-04,1016.3478334295935
1999-01-05,1025.5144828541427
1999-01-06,1045.6812433341806
1999-01-07,1046.6404448311953
1999-01-08,1047.3197822500524
1999-01-11,1045.3466364126596
1999-01-12,1030.9644908264213
1999-01-13,1002.263283710198
1999-01-14,988.9912101982317
1999-01-15,1000.4681351423163
1999-01-18,1009.4955993054316
1999-01-19,1005.7947925808052
1999-01-20,1006.4892433886812
1999-01-21,995.3388401569786
1999-01-22,978.8580076562444
1999-01-25,969.0713610333696
1999-01-26,973.9795421641885
1999-01-27,978.9291434064066
1999-01-28,978.963017739391
1999-01-29,982.6516989194503
1999-02-01,988.3729488599723
1999-02-02,986.9278487383843
1999-02-03,985.5741694448791
1999-02-04,981.5187379910144
1999-02-05,979.1217046864086
1999-02-08,978.5523802787419
1999-02-09,968.0718529135875
1999-02-10,967.1057963061713
1999-02-11,975.4061464721069
1999-02-12,979.1413004480044
1999-02-15,980.0428547162859
1999-02-16,980.7094459729608
1999-02-17,976.7523309495742
1999-02-18,976.6311213797724
1999-02-19,973.2176996989476
1999-02-22,977.3757148093825
1999-02-23,974.0397230538193
1999-02-24,972.0554812254287
1999-02-25,970.1359945984545
1999-02-26,971.9700056080536
1999-03-01,972.1025966554623
1999-03-02,970.6558663168628
1999-03-03,972.9230859209658
1999-03-04,973.5372033234668
1999-03-05,986.241822441107
1999-03-08,994.9844663521509
1999-03-09,997.6767210718303
1999-03-10,1003.5394786520359
1999-03-11,1006.3857057464714
1999-03-12,1013.3149670665566
1999-03-15,1018.2407805353471
1999-03-16,1018.2411229811761
1999-03-17,1023.3022822800561
1999-03-18,1026.304615722566
1999-03-19,1033.4813335784215
1999-03-22,1033.8819179654924
1999-03-23,1026.7973335429683
1999-03-24,1021.4964621491089
1999-03-25,1031.7678423480183
1999-03-26,1027.441097158129
1999-03-29,1031.8938566811898
1999-03-30,1033.9545188804836
1999-03-31,1036.808609382393
1999-04-01,1040.3039860709416
1999-04-02,1043.604622590879
1999-04-05,1044.816848843201
1999-04-06,1051.4901771759069
1999-04-07,1058.1201653308774
1999-04-08,1065.0917574552589
1999-04-09,1068.8260333183057
1999-04-12,1070.6914322152845
1999-04-13,1075.5477384754429
1999-04-14,1086.6911448680262
1999-04-15,1098.8722138860207
1999-04-16,1117.2225099290083
1999-04-19,1132.5406866309438
1999-04-20,1129.1463569410307
1999-04-21,1129.0045443874228
1999-04-22,1134.4540807208077
1999-04-23,1138.557448254104
1999-04-26,1141.3499318504098
1999-04-27,1152.3038576144231
1999-04-28,1158.4577698762114
1999-04-29,1161.5343885053594
1999-04-30,1170.9960831984793
1999-05-03,1188.1287553000159
1999-05-04,1203.197611670103
1999-05-05,1210.2275478290346
1999-05-06,1227.2582189792927
1999-05-07,1226.3696445740295
1999-05-10,1231.6713389167637
1999-05-11,1233.2399841811275
1999-05-12,1226.9457543447502
1999-05-13,1226.1400543600457
1999-05-14,1224.88279851257
1999-05-17,1207.8615364676589
1999-05-18,1212.2175856797585
1999-05-19,1216.5802896260711
1999-05-20,1214.5464693099857
1999-05-21,1206.9355807818745
1999-05-24,1205.6923429138656
1999-05-25,1196.4263439785395
1999-05-26,1194.544438546365
1999-05-27,1187.2007973331013
1999-05-28,1183.6359569226909
1999-05-31,1186.4245384571093
1999-06-01,1191.446757450196
1999-06-02,1189.8458557032532
1999-06-03,1196.890611409092
1999-06-04,1206.2858594866802
1999-06-07,1219.0251005603614
1999-06-08,1229.4856650564427
1999-06-09,1226.688763388916
1999-06-10,1233.4492919362663
1999-06-11,1239.4927603591325
1999-06-14,1239.6507312153535
1999-06-15,1236.2962777047692
1999-06-16,1243.2183703129083
1999-06-17,1253.4316721527462
1999-06-18,1260.83815097208
1999-06-21,1271.408839414822
1999-06-22,1275.133997478073
1999-06-23,1271.7713037400588
1999-06-24,1266.0771203520383
1999-06-25,1265.155705586253
1999-06-28,1271.529364371256
1999-06-29,1276.3089129051955
1999-06-30,1275.8060640161598
1999-07-01,1284.7204652229066
1999-07-02,1293.2290121560807
1999-07-05,1307.3787351001042
1999-07-06,1308.0839399116226
1999-07-07,1302.8251654023293
1999-07-08,1301.4477816440121
1999-07-09,1309.0740335766197
1999-07-12,1307.6824133870564
1999-07-13,1295.1066099774066
1999-07-14,1292.8190678429999
1999-07-15,1301.0144050984736
1999-07-16,1297.9135937976228
1999-07-19,1295.8866646514234
1999-07-20,1295.040766830922
1999-07-21,1289.9883384486743
1999-07-22,1284.9757719835084
1999-07-23,1269.677622130377
1999-07-26,1257.808915283001
1999-07-27,1258.8705740855892
1999-07-28,1268.6617376778925
1999-07-29,1266.9942257261955
1999-07-30,1267.7261267006186
1999-08-02,1258.7894298399713
1999-08-03,1261.51671047098
1999-08-04,1264.1323753104245
1999-08-05,1249.8037013973135
1999-08-06,1243.7741665967508
1999-08-09,1244.1368183932507
1999-08-10,1232.4795600148882
1999-08-11,1227.699646960649
1999-08-12,1238.3385595535756
1999-08-13,1241.241017391112
1999-08-16,1250.8982025377318
1999-08-17,1246.1437721032469
1999-08-18,1249.4927524807404
1999-08-19,1252.6901512230706
1999-08-20,1263.1202182181396
1999-08-23,1276.5838693509
1999-08-24,1272.2356245074184
1999-08-25,1275.9463222691434
1999-08-26,1270.214886114643
1999-08-27,1267.9662717224921
1999-08-30,1263.1562169107144
1999-08-31,1259.2585208151665
1999-09-01,1262.2025462489696
1999-09-02,1256.0735959373706
1999-09-03,1261.669975399419
1999-09-06,1268.5079839115049
1999-09-07,1266.5918814245724
1999-09-08,1260.335939381428
1999-09-09,1267.6410611822241
1999-09-10,1274.3621021197
1999-09-13,1272.415522666861
1999-09-14,1269.0661619236837
1999-09-15,1257.0381227255166
1999-09-16,1248.6269606198828
1999-09-17,1252.08830340951
1999-09-20,1253.9242262809555
1999-09-21,1243.1278912711643
1999-09-22,1238.1044500090043
1999-09-23,1229.4030347040239
1999-09-24,1221.6263701582598
1999-09-27,1222.7773817652228
1999-09-28,1221.1669561653268
1999-09-29,1221.8869121028697
1999-09-30,1225.778648424581
1999-10-01,1228.6171173632902
1999-10-04,1238.3684182207028
1999-10-05,1238.5716508722346
1999-10-06,1246.825959165767
1999-10-07,1254.6974187955168
1999-10-08,1251.0032902065195
1999-10-11,1252.4716329666155
1999-10-12,1250.749376952592
1999-10-13,1236.942066214827
1999-10-14,1235.107957006006
1999-10-15,1220.1207808500458
1999-10-18,1207.334765738573
1999-10-19,1212.5441771513938
1999-10-20,1223.502984971686
1999-10-21,1224.3684570207677
1999-10-22,1229.9766788277307
1999-10-25,1227.0994626186737
1999-10-26,1222.4875106331583
1999-10-27,1216.1435521087506
1999-10-28,1227.6769999829246
1999-10-29,1242.9187333462119
1999-11-01,1245.3901594102101
1999-11-02,1249.5217921564908
1999-11-03,1252.304626182219
1999-11-04,1258.2891893703622
1999-11-05,1262.1808287136655
1999-11-08,1261.0557083252688
1999-11-09,1266.0174280898964
1999-11-10,1271.012563671644
1999-11-11,1274.1085191790103
1999-11-12,1275.9664265945123
1999-11-15,1283.05372667958
1999-11-16,1288.5053109077928
1999-11-17,1286.1651163347367
1999-11-18,1288.2021667430017
1999-11-19,1290.3890594810025
1999-11-22,1291.3694310454196
1999-11-23,1285.1632204986527
1999-11-24,1275.6652730558646
1999-11-25,1279.3484932920776
1999-11-26,1271.9207306849605
1999-11-29,1268.491343830363
1999-11-30,1266.41734613952
1999-12-01,1273.6080639860104
1999-12-02,1282.910035791916
1999-12-03,1294.4632465725854
1999-12-06,1303.1926455519947
