Date,AC ASIA PACIFIC ex JAPAN EQUAL WEIGHTED
1999-08-05,1553.282620528341
1999-08-06,1538.9399957501812
1999-08-09,1537.2063493632945
1999-08-10,1518.1882420518489
1999-08-11,1475.2238739417958
1999-08-12,1498.1154877477056
1999-08-13,1485.0340549808705
1999-08-16,1515.2722871607668
1999-08-17,1498.138809200729
1999-08-18,1520.4108116542568
1999-08-19,1534.5331486128082
1999-08-20,1548.2436625435319
1999-08-23,1572.794685889451
1999-08-24,1574.3065065836693
1999-08-25,1580.1624049890243
1999-08-26,1580.606350542367
1999-08-27,1571.3228990292696
1999-08-30,1561.910719058442
1999-08-31,1560.1481513338829
1999-09-01,1543.7245046895712
1999-09-02,1524.6342488248158
1999-09-03,1512.6560165838418
1999-09-06,1518.6944245163484
1999-09-07,1517.2736338978727
1999-09-08,1496.9093919139177
1999-09-09,1513.6512549960428
1999-09-10,1539.5881118290934
1999-09-13,1555.503558597636
1999-09-14,1546.969799902772
1999-09-15,1523.0408206914187
1999-09-16,1501.9775727781441
1999-09-17,1501.5135811808934
1999-09-20,1503.0371175323812
1999-09-21,1499.042810235987
1999-09-22,1489.7960321223168
1999-09-23,1479.8532704980435
1999-09-24,1472.1463890178952
1999-09-27,1458.2457526615865
1999-09-28,1454.0033787960156
1999-09-29,1450.9191072363171
1999-09-30,1446.7507276028305
1999-10-01,1462.6059425231267
1999-10-04,1466.6903453976608
1999-10-05,1466.9419059204708
1999-10-06,1479.0587588667554
1999-10-07,1498.2662563184285
1999-10-08,1492.0683937864792
1999-10-11,1494.548951671582
1999-10-12,1501.6544801101898
1999-10-13,1485.1872852721606
1999-10-14,1483.386533602699
1999-10-15,1469.28049461117
1999-10-18,1453.791991474162
1999-10-19,1454.3095193465426
1999-10-20,1478.6095741444096
1999-10-21,1492.6169938401008
1999-10-22,1491.629729618695
1999-10-25,1484.7115914424373
1999-10-26,1478.820678658003
1999-10-27,1465.0868073747556
1999-10-28,1465.6874167794197
1999-10-29,1478.1990729652164
1999-11-01,1489.7624456757333
1999-11-02,1502.974494059478
1999-11-03,1498.637310124045
1999-11-04,1508.068211542191
1999-11-05,1510.3971318934575
1999-11-08,1506.5319174947342
1999-11-09,1515.7207270526892
1999-11-10,1518.0797450444218
1999-11-11,1522.1357543245701
1999-11-12,1523.089663616665
1999-11-15,1530.066030821095
1999-11-16,1529.4156525141466
1999-11-17,1512.829682869233
1999-11-18,1518.3780331716753
1999-11-19,1525.7045379863932
1999-11-22,1533.094858874478
1999-11-23,1518.7783752617802
1999-11-24,1502.0446782339748
1999-11-25,1490.9963962304885
1999-11-26,1472.2769425989845
1999-11-29,1472.94659477557
1999-11-30,1482.3652160277272
1999-12-01,1490.0228184014893
1999-12-02,1502.5975569495085
1999-12-03,1511.0026173301576
1999-12-06,1519.0833368116625
1999-12-07,1508.5725053812312
1999-12-08,1510.0516958285484
1999-12-09,1510.9830556258391
1999-12-10,1523.6303522961146
1999-12-13,1538.480931316865
1999-12-14,1536.4139201613136
1999-12-15,1529.892006573091
1999-12-16,1524.3118494268087
1999-12-17,1516.858317769438
1999-12-20,1528.141509099933
1999-12-21,1517.9991983808263
1999-12-22,1528.3898817439053
1999-12-23,1532.2714489586185
1999-12-24,1533.8648704486209
1999-12-27,1532.2859529513153
1999-12-28,1534.4643373081758
1999-12-29,1534.8307218266375
1999-12-30,1548.8858213993599
1999-12-31,1550.6921431254204
2000-01-03,1575.3943861061837
2000-01-04,1610.4924660763277
2000-01-05,1565.8021242804145
2000-01-06,1553.273615814074
2000-01-07,1572.4289117522937
2000-01-10,1598.610342333364
2000-01-11,1581.1659369081196
2000-01-12,1588.9714407386764
2000-01-13,1588.4964069001746
2000-01-14,1598.8632681650524
2000-01-17,1609.5898895160178
2000-01-18,1604.1794023403766
2000-01-19,1581.5832622465637
2000-01-20,1585.0899491669031
2000-01-21,1589.1702974852926
2000-01-24,1591.4571592039013
2000-01-25,1568.5844478573429
2000-01-26,1574.1278393023533
2000-01-27,1590.1908962402022
2000-01-28,1590.2129957601137
2000-01-31,1584.349634754499
2000-02-01,1579.4056433897476
2000-02-02,1585.74965777945
2000-02-03,1592.0536548559471
2000-02-04,1598.3410965078392
2000-02-07,1605.8623754658527
2000-02-08,1598.8130880291014
2000-02-09,1605.6342923857028
2000-02-10,1610.2626810353127
2000-02-11,1603.4286433823543
2000-02-14,1586.5081257482311
2000-02-15,1570.4475663827752
2000-02-16,1571.6991021340918
2000-02-17,1589.9616661960183
2000-02-18,1586.9059647377435
2000-02-21,1578.9034272183624
2000-02-22,1548.750468308061
2000-02-23,1553.4413940449379
2000-02-24,1538.297304994349
2000-02-25,1528.585428556155
2000-02-28,1512.7089019052248
2000-02-29,1496.2642241274252
2000-03-01,1501.1237461357696
2000-03-02,1507.321544946894
2000-03-03,1494.37977442313
2000-03-06,1512.5195206732633
2000-03-07,1511.8669980136717
2000-03-08,1509.3307622163018
2000-03-09,1511.0226614447936
2000-03-10,1510.8974984692036
2000-03-13,1489.674108025965
2000-03-14,1492.3650307388493
2000-03-15,1473.8346973379018
2000-03-16,1468.2674933680776
2000-03-17,1491.6972705206701
2000-03-20,1486.5321903391446
2000-03-21,1495.1894047863357
2000-03-22,1512.6886267289867
2000-03-23,1519.5465229421477
2000-03-24,1519.0258692104394
2000-03-27,1534.4403161311484
2000-03-28,1543.267614267392
2000-03-29,1535.1021485256895
2000-03-30,1523.5240837045128
2000-03-31,1521.8475727176594
2000-04-03,1510.8650800594944
2000-04-04,1493.4244079467599
2000-04-05,1490.8274813589414
2000-04-06,1488.8169665074854
2000-04-07,1507.601363651707
2000-04-10,1524.714457839884
2000-04-11,1515.8465805620053
2000-04-12,1516.515233716171
2000-04-13,1506.120753525967
2000-04-14,1509.809984002122
2000-04-17,1427.3967509939127
2000-04-18,1459.0918762583235
2000-04-19,1460.9799389207883
2000-04-20,1455.7308635163206
2000-04-21,1462.4638832905066
2000-04-24,1449.6980903802153
2000-04-25,1445.2729992337831
2000-04-26,1428.4047051518464
2000-04-27,1416.461322844888
2000-04-28,1419.7201019557979
2000-05-01,1415.7268251441371
2000-05-02,1406.5143147466874
2000-05-03,1400.7577025371409
2000-05-04,1402.1149536268667
2000-05-05,1415.2261299988452
2000-05-08,1397.9844166384792
2000-05-09,1385.3053430516584
2000-05-10,1373.3918075694316
2000-05-11,1348.36872681129
2000-05-12,1349.765398910942
2000-05-15,1337.4898748690543
2000-05-16,1345.4972243898178
2000-05-17,1338.5680806920109
2000-05-18,1322.1921669512726
2000-05-19,1318.699964517128
2000-05-22,1281.4743161215308
2000-05-23,1268.0925651617224
2000-05-24,1260.7241478357705
2000-05-25,1270.5423814543044
2000-05-26,1241.56630859627
2000-05-29,1252.1557006625062
2000-05-30,1261.2721991217898
2000-05-31,1276.966617551879
2000-06-01,1269.6554722548976
2000-06-02,1295.151521045885
2000-06-05,1323.29523684563
2000-06-06,1322.4895179206578
2000-06-07,1326.3817745394526
2000-06-08,1324.75054577671
2000-06-09,1328.809644409433
2000-06-12,1331.7561669995578
2000-06-13,1319.8731956693377
2000-06-14,1325.600850324191
2000-06-15,1314.3519327441568
2000-06-16,1321.2209523907563
2000-06-19,1312.2314944753202
2000-06-20,1321.5936471520165
2000-06-21,1322.6593746758426
2000-06-22,1320.8115487498196
2000-06-23,1317.4176079668484
2000-06-26,1316.980122963505
2000-06-27,1319.5186691779504
2000-06-28,1328.172355948645
2000-06-29,1318.263034642865
2000-06-30,1327.073906972289
2000-07-03,1327.1581639782023
2000-07-04,1321.7895196290929
2000-07-05,1327.3407862413846
2000-07-06,1328.789592333009
2000-07-07,1336.0708065763206
2000-07-10,1348.1040244492103
2000-07-11,1348.6461449493668
2000-07-12,1357.280562361808
2000-07-13,1348.6609165089735
2000-07-14,1345.5637954197205
2000-07-17,1350.0500792700589
2000-07-18,1333.9318111139962
2000-07-19,1333.5049297306448
2000-07-20,1329.614611107175
2000-07-21,1331.624279275116
2000-07-24,1305.423146714414
2000-07-25,1301.1716627190929
2000-07-26,1295.3502237723937
2000-07-27,1290.327931487346
2000-07-28,1280.8986456897264
2000-07-31,1278.0125636975517
2000-08-01,1289.6055959055634
2000-08-02,1298.1321738692388
2000-08-03,1301.4452819474004
2000-08-04,1298.9452469643522
2000-08-07,1285.8201872079935
2000-08-08,1286.7029531577532
2000-08-09,1295.8421499601557
2000-08-10,1300.133644672354
2000-08-11,1301.314605074606
2000-08-14,1305.8764707047137
2000-08-15,1307.156628868984
2000-08-16,1322.0007750427444
2000-08-17,1323.9757087339888
2000-08-18,1318.313057773354
2000-08-21,1315.6790559468134
2000-08-22,1320.0269501354574
2000-08-23,1301.0380095591947
2000-08-24,1291.0223058455306
2000-08-25,1288.5781804493613
2000-08-28,1285.3852351415012
2000-08-29,1282.2671142310658
2000-08-30,1272.8641288728038
2000-08-31,1271.2557884438877
2000-09-01,1265.3806373349391
2000-09-04,1279.8153560709984
2000-09-05,1278.8982465908991
2000-09-06,1268.2807103313658
2000-09-07,1253.086056333538
2000-09-08,1252.8764116520106
2000-09-11,1239.127045486362
2000-09-12,1230.3883620135803
2000-09-13,1226.8026913473454
2000-09-14,1213.5136485945247
2000-09-15,1201.3381116539563
2000-09-18,1146.906328100333
2000-09-19,1137.1579986788024
2000-09-20,1146.9605060174574
2000-09-21,1138.781163706358
2000-09-22,1105.8523857405953
2000-09-25,1131.7567477537802
2000-09-26,1130.617665987521
2000-09-27,1133.9663506844563
2000-09-28,1128.5676582427627
2000-09-29,1130.1502633367938
2000-10-02,1116.6639726685917
2000-10-03,1121.9768424437898
2000-10-04,1116.6505864660041
2000-10-05,1119.7290070277804
2000-10-06,1126.426551037757
2000-10-09,1108.526051173004
2000-10-10,1103.0678990807694
2000-10-11,1082.5560510160417
2000-10-12,1075.0408431046674
2000-10-13,1062.0081847719023
2000-10-16,1073.3450957760015
2000-10-17,1060.5749235118265
2000-10-18,1050.2458071560573
2000-10-19,1047.7593481548333
2000-10-20,1071.744933451541
2000-10-23,1067.269463453982
2000-10-24,1071.7349838320322
2000-10-25,1070.9957370580632
2000-10-26,1065.414228284458
2000-10-27,1063.1634775950981
2000-10-30,1047.147020542066
2000-10-31,1046.4605189258634
2000-11-01,1067.6062791357256
2000-11-02,1074.8673843411777
2000-11-03,1090.8754938273048
2000-11-06,1102.0917707411431
2000-11-07,1099.2750962810896
2000-11-08,1103.266989428304
2000-11-09,1099.9920978974467
2000-11-10,1095.6873162336988
2000-11-13,1064.73744572368
2000-11-14,1078.234663626491
2000-11-15,1079.1883606833496
2000-11-16,1067.5078596915598
2000-11-17,1063.2592167790337
2000-11-20,1046.7983800521738
2000-11-21,1043.2996685153755
2000-11-22,1037.7391095587323
2000-11-23,1030.9046815085048
2000-11-24,1040.92631119385
2000-11-27,1051.1546541547305
2000-11-28,1045.715237745342
2000-11-29,1032.5100766966782
2000-11-30,1024.4290239762288
2000-12-01,1033.5777285650577
2000-12-04,1032.8998393184904
2000-12-05,1043.0128140451675
2000-12-06,1047.07171257723
2000-12-07,1049.6938986415382
2000-12-08,1057.3623822570733
2000-12-11,1069.271193125944
2000-12-12,1062.8737799091455
2000-12-13,1066.958822875159
2000-12-14,1060.5390511543808
2000-12-15,1043.6152435070503
2000-12-18,1039.4016664694352
2000-12-19,1036.4949180961114
2000-12-20,1025.0799081830241
2000-12-21,1015.1113957906819
2000-12-22,1008.2147503270154
2000-12-25,1008.2248408278699
2000-12-26,1002.4652381281795
2000-12-27,1002.0983088114244
2000-12-28,1008.9298694328854
2000-12-29,1012.9496801532424
2001-01-01,1015.2020715035607
2001-01-02,1017.8804451946543
2001-01-03,1016.2406185352362
2001-01-04,1043.5915176640342
2001-01-05,1067.7028577274887
2001-01-08,1074.3973232150909
2001-01-09,1081.7222256187536
2001-01-10,1070.173674490768
2001-01-11,1063.514452644452
2001-01-12,1072.5125679430346
2001-01-15,1079.0626350037653
2001-01-16,1084.244145250851
2001-01-17,1079.4753612743339
2001-01-18,1087.9916297992766
2001-01-19,1110.8303717297078
2001-01-22,1137.3547335790902
2001-01-23,1138.525084384913
2001-01-24,1139.1631924228402
2001-01-25,1142.6523152076481
2001-01-26,1134.5490467887992
2001-01-29,1133.9360693424671
2001-01-30,1136.5025557430731
2001-01-31,1159.2540948978844
2001-02-01,1154.461286989158
2001-02-02,1165.6379462725827
2001-02-05,1148.647740224473
2001-02-06,1151.442783430788
2001-02-07,1138.4612232078123
2001-02-08,1144.4238668255396
2001-02-09,1153.0289124037283
2001-02-12,1157.5526493620334
2001-02-13,1159.5882944017833
2001-02-14,1154.821630110646
2001-02-15,1162.1018786172797
2001-02-16,1158.8750145968497
2001-02-19,1153.6745453565093
2001-02-20,1167.5569200862174
2001-02-21,1156.2455916813783
2001-02-22,1142.5329995062632
2001-02-23,1142.938726368127
2001-02-26,1145.0875370690726
2001-02-27,1140.4918970444342
2001-02-28,1135.6518694194247
2001-03-01,1123.2473900353095
2001-03-02,1107.1362857403103
2001-03-05,1103.521050114814
2001-03-06,1107.772320517105
2001-03-07,1107.5908173736204
2001-03-08,1103.8183387866281
2001-03-09,1086.263187033546
2001-03-12,1056.9445345528366
2001-03-13,1030.9498976349773
2001-03-14,1038.8962476460936
2001-03-15,1038.3534940760849
2001-03-16,1030.5317216839019
2001-03-19,1022.542748497631
2001-03-20,1019.648174271171
2001-03-21,1019.50359970409
2001-03-22,1009.0465273546698
2001-03-23,1013.6867144690201
2001-03-26,1023.490499717621
2001-03-27,1017.8940032476099
2001-03-28,1014.5379897564019
2001-03-29,1005.502552606384
2001-03-30,998.3446246448376
2001-04-02,986.2593874636001
2001-04-03,976.1287943320556
2001-04-04,960.804249196383
2001-04-05,963.457592870692
2001-04-06,970.7819793146252
2001-04-09,959.9695153302296
2001-04-10,961.8162110853139
2001-04-11,969.6430513718291
2001-04-12,975.2773370899388
2001-04-13,980.1943952841737
2001-04-16,976.4336955288904
2001-04-17,971.5594820210758
2001-04-18,989.6522593700819
2001-04-19,1003.0360893651235
2001-04-20,999.8709428199171
2001-04-23,1000.1290091545537
2001-04-24,999.5312424401927
2001-04-25,998.836290494396
2001-04-26,997.9389339161255
2001-04-27,992.9005473884883
2001-04-30,1004.9038117401283
2001-05-01,1009.244844245246
2001-05-02,1026.886962267974
2001-05-03,1027.913044540508
2001-05-04,1021.338878055047
2001-05-07,1026.9871185224808
2001-05-08,1020.6027746845095
2001-05-09,1020.6416308551323
2001-05-10,1021.0127427002858
2001-05-11,1026.5426005961504
2001-05-14,1020.0496783587446
2001-05-15,1020.6568824103965
2001-05-16,1020.9586927902141
2001-05-17,1037.3297608430332
2001-05-18,1034.340033826854
2001-05-21,1039.0882857349302
2001-05-22,1042.0984065060481
2001-05-23,1057.2449309329431
2001-05-24,1063.500301782172
2001-05-25,1060.3632545971175
2001-05-28,1060.6110467397828
2001-05-29,1063.9156611690123
2001-05-30,1057.2421602303637
2001-05-31,1053.1920153403316
2001-06-01,1044.4975458290821
2001-06-04,1048.3734854430581
2001-06-05,1047.4620094074628
2001-06-06,1050.2767828133176
2001-06-07,1052.7348954246038
2001-06-08,1064.7922272973253
2001-06-11,1064.842892571869
2001-06-12,1062.643989743179
2001-06-13,1067.1964321887858
2001-06-14,1057.4658163625859
2001-06-15,1054.857737760752
2001-06-18,1043.3710104467043
2001-06-19,1039.7166342392354
2001-06-20,1036.4043054864173
2001-06-21,1039.3938348180395
2001-06-22,1036.1814526641967
2001-06-25,1034.3845171904559
2001-06-26,1034.3013072326953
2001-06-27,1033.9003213891106
2001-06-28,1024.7674891572028
2001-06-29,1035.288952565638
2001-07-02,1029.4677606478635
2001-07-03,1027.268384533143
2001-07-04,1025.3202407438246
2001-07-05,1024.727043352194
2001-07-06,1016.7214382248347
2001-07-09,1005.9950254417722
2001-07-10,1007.2664331469938
2001-07-11,994.5576136863037
2001-07-12,1006.0104977676098
2001-07-13,1001.372221560535
2001-07-16,999.3567236679648
2001-07-17,994.3355902772687
2001-07-18,992.5678656172423
2001-07-19,996.0870334253212
2001-07-20,993.2669187213553
2001-07-23,988.004864438236
2001-07-24,988.0804771850495
2001-07-25,986.5690952918432
2001-07-26,993.2566602550289
2001-07-27,1000.785299348008
2001-07-30,1004.8959542098198
2001-07-31,1007.2912217051166
2001-08-01,1016.670062885705
2001-08-02,1024.970071915678
2001-08-03,1027.7707553874914
2001-08-06,1021.1358237391489
2001-08-07,1020.7691628157452
2001-08-08,1027.1029910895677
2001-08-09,1015.2326212749019
2001-08-10,1018.2885690237108
2001-08-13,1024.6133643427925
2001-08-14,1040.314177410205
2001-08-15,1039.7354731934488
2001-08-16,1043.0221788064584
2001-08-17,1043.5499674490104
2001-08-20,1033.7027463560166
2001-08-21,1036.8075815225848
2001-08-22,1038.9733349044152
2001-08-23,1037.7343807576399
2001-08-24,1039.2897478149855
2001-08-27,1047.5217746967244
2001-08-28,1038.7861994060556
2001-08-29,1037.4576441863924
2001-08-30,1036.4872906309274
2001-08-31,1026.810451819658
2001-09-03,1019.8766908833733
2001-09-04,1024.2489430046394
2001-09-05,1019.1140516247655
2001-09-06,1017.2378413517226
2001-09-07,1013.0746592438662
2001-09-10,1005.8050898967296
2001-09-11,1000.1984800224855
2001-09-12,956.7316035140243
2001-09-13,940.648315482344
2001-09-14,901.7149465678646
2001-09-17,852.4479653349132
2001-09-18,863.8664729552934
2001-09-19,882.1291514471918
2001-09-20,870.5837569035159
2001-09-21,849.0930400118303
2001-09-24,854.8476752530802
2001-09-25,851.4525465081765
2001-09-26,853.7894448242936
2001-09-27,859.8153840193694
2001-09-28,872.7432132407183
2001-10-01,867.3479723003074
2001-10-02,863.0021761746874
2001-10-03,862.7275776869803
2001-10-04,880.3384307356782
2001-10-05,883.8853879600715
2001-10-08,865.2572172240406
2001-10-09,884.9758093964601
2001-10-10,881.9975936749197
2001-10-11,895.6001655387302
2001-10-12,896.6705505304003
2001-10-15,901.3220328575102
2001-10-16,907.8800018449273
2001-10-17,918.26128721877
2001-10-18,909.5258849985222
2001-10-19,906.1487576702303
2001-10-22,912.6121883594883
2001-10-23,922.047371169927
2001-10-24,926.3120797146051
2001-10-25,925.5416621895529
2001-10-26,929.3236634335154
2001-10-29,927.188683149284
2001-10-30,917.083112705057
2001-10-31,918.2767241103008
2001-11-01,922.1545145568613
2001-11-02,925.4891146799486
2001-11-05,931.171959640808
2001-11-06,934.3188851197854
2001-11-07,930.7586855192117
2001-11-08,941.9427458955423
2001-11-09,946.3155277071072
2001-11-12,956.2459917760832
2001-11-13,953.4522520660315
2001-11-14,965.0371083896083
2001-11-15,981.8820695518608
2001-11-16,983.5096353840829
2001-11-19,996.9390351139151
2001-11-20,991.7806956292239
2001-11-21,997.6349837381478
2001-11-22,1002.3874897597894
2001-11-23,1017.7966353557116
2001-11-26,1035.076269901772
2001-11-27,1033.3979679029424
2001-11-28,1014.2092731729224
2001-11-29,1015.256258701311
2001-11-30,1020.3249168658676
2001-12-03,1030.1755024312467
2001-12-04,1038.4660391552318
2001-12-05,1057.9868798990249
2001-12-06,1073.365090599574
2001-12-07,1086.2099877089736
2001-12-10,1086.981743728391
2001-12-11,1078.8808920076167
2001-12-12,1091.8696829104936
2001-12-13,1076.8923781259743
2001-12-14,1075.8094423963637
2001-12-17,1069.7495493401857
2001-12-18,1057.0943727896274
2001-12-19,1049.992411449899
2001-12-20,1055.7473640858757
2001-12-21,1039.8191547950591
2001-12-24,1043.1378770946712
2001-12-25,1051.1084146224284
2001-12-26,1052.2869725755945
2001-12-27,1049.1730852473445
2001-12-28,1062.1972541507937
2001-12-31,1076.654576453388
2002-01-01,1076.528939919136
2002-01-02,1087.8507447293794
2002-01-03,1095.2174179790718
2002-01-04,1113.9812820043687
2002-01-07,1133.0366867123196
2002-01-08,1127.0874425455695
2002-01-09,1132.1321827437005
2002-01-10,1133.7661183898713
2002-01-11,1124.0345820885577
2002-01-14,1124.2395344785284
2002-01-15,1114.4219225850604
2002-01-16,1108.2219091865754
2002-01-17,1111.935005914515
2002-01-18,1112.6294169214793
2002-01-21,1126.7222178175869
2002-01-22,1125.0483241983368
2002-01-23,1134.2412927546259
2002-01-24,1141.1083736634082
2002-01-25,1160.5826460228202
2002-01-28,1173.1558108984536
2002-01-29,1169.3123251787988
2002-01-30,1156.5382144526977
2002-01-31,1170.3373675853093
2002-02-01,1166.1932694475909
2002-02-04,1159.4899485014873
2002-02-05,1160.3342065209274
2002-02-06,1170.4848225607927
2002-02-07,1158.8834423411115
2002-02-08,1168.2850769525483
2002-02-11,1174.815506748769
2002-02-12,1173.8856574225883
2002-02-13,1174.0669394436352
2002-02-14,1195.3440543292822
2002-02-15,1201.4033339322593
2002-02-18,1211.1747849409662
2002-02-19,1203.2459235504305
2002-02-20,1195.7234611549407
2002-02-21,1190.5617089939562
2002-02-22,1180.7241148331518
2002-02-25,1170.1653425492855
2002-02-26,1175.3489140738773
2002-02-27,1192.995551344613
2002-02-28,1190.440161333581
2002-03-01,1197.4481750840896
2002-03-04,1220.8417076606393
2002-03-05,1226.0922537543922
2002-03-06,1235.8404724132972
2002-03-07,1244.4479610598355
2002-03-08,1245.7990721982167
2002-03-11,1254.8449699642783
2002-03-12,1252.6433532204376
2002-03-13,1251.9692716325276
2002-03-14,1255.2973855095304
2002-03-15,1253.6412612883303
2002-03-18,1259.099765378844
2002-03-19,1260.1826119922787
2002-03-20,1266.9438335297248
2002-03-21,1266.3216393114333
2002-03-22,1275.3242442363521
2002-03-25,1270.945567486548
2002-03-26,1265.8257867932518
2002-03-27,1270.0113702082072
2002-03-28,1275.30608614313
2002-03-29,1271.013871208648
2002-04-01,1264.2787066257124
2002-04-02,1268.8234419829191
2002-04-03,1272.420132283505
2002-04-04,1278.2551996564075
2002-04-05,1284.8414657478645
2002-04-08,1286.587493806698
2002-04-09,1276.1963539009637
2002-04-10,1271.3829885914274
2002-04-11,1279.2328199877318
2002-04-12,1286.4161867853618
2002-04-15,1295.9536503241993
2002-04-16,1302.5896165504687
2002-04-17,1327.1509106718497
2002-04-18,1328.5733946455803
2002-04-19,1329.1325862929439
2002-04-22,1330.5172796474012
2002-04-23,1321.7889778759193
2002-04-24,1318.311666633627
2002-04-25,1305.1689580021352
2002-04-26,1306.2413414111215
2002-04-29,1287.5760542759833
2002-04-30,1283.5584774905863
2002-05-01,1285.0416459003368
2002-05-02,1291.5509399437892
2002-05-03,1299.3101639444365
2002-05-06,1284.2942466050656
2002-05-07,1282.863769761791
2002-05-08,1292.96353413968
2002-05-09,1292.4889931589287
2002-05-10,1289.0193305983842
2002-05-13,1285.8757600206502
2002-05-14,1285.6000180086055
2002-05-15,1300.9859267672396
2002-05-16,1297.8037839427548
2002-05-17,1308.3361996348983
2002-05-20,1291.5960429297556
2002-05-21,1271.6799853768855
2002-05-22,1277.0034603539523
2002-05-23,1267.9998814750672
2002-05-24,1285.432021846996
2002-05-27,1285.619230431872
2002-05-28,1283.2299442418775
