Date,AC ASIA ex JAPAN EQUAL WEIGHTED
2003-03-03,1087.863757398956
2003-03-04,1079.666602042534
2003-03-05,1062.289427365353
2003-03-06,1048.8708424936594
2003-03-07,1033.6682100580847
2003-03-10,1017.1814608072182
2003-03-11,1013.6101714030394
2003-03-12,1020.7251709748108
2003-03-13,1019.5659641635633
2003-03-14,1032.4954272439747
2003-03-17,1008.4213514625652
2003-03-18,1033.7383727625295
2003-03-19,1037.342519959706
2003-03-20,1063.2009822128703
2003-03-21,1066.1591534937907
2003-03-24,1058.6667285007334
2003-03-25,1049.6045218872312
2003-03-26,1054.8571951067438
2003-03-27,1051.2838689849082
2003-03-28,1052.7968677482409
2003-03-31,1028.7734405070073
2003-04-01,1028.1214940773166
2003-04-02,1036.4236759381968
2003-04-03,1040.737648524394
2003-04-04,1060.1664854141657
2003-04-07,1082.2253100263256
2003-04-08,1080.6560468402627
2003-04-09,1068.9792766414118
2003-04-10,1074.3932897838504
2003-04-11,1079.9456080911525
2003-04-14,1076.6056777513786
2003-04-15,1084.5718043768454
2003-04-16,1099.597756149551
2003-04-17,1095.9129411638728
2003-04-18,1104.1084541767864
2003-04-21,1103.4254691879523
2003-04-22,1084.6949072546208
2003-04-23,1072.7000384522696
2003-04-24,1051.5758574091647
2003-04-25,1028.8080542285063
2003-04-28,1029.1816752159857
2003-04-29,1055.6350428638893
2003-04-30,1054.474422879442
2003-05-01,1054.8557653713176
2003-05-02,1060.2583096601938
2003-05-05,1073.7802800488637
2003-05-06,1079.6216285427815
2003-05-07,1090.3891530107908
2003-05-08,1085.2384993886767
2003-05-09,1089.1644429360892
2003-05-12,1101.8157805151766
2003-05-13,1101.2611492165724
2003-05-14,1103.143681692605
2003-05-15,1111.1490207507495
2003-05-16,1107.0176244749796
2003-05-19,1099.5780057331774
2003-05-20,1105.4583563803772
2003-05-21,1108.8126279396763
2003-05-22,1115.8739989447943
2003-05-23,1137.9595835200214
2003-05-26,1161.7215664816233
2003-05-27,1159.3148756629323
2003-05-28,1169.4143034110468
2003-05-29,1171.8615333431997
2003-05-30,1170.3534380581602
2003-06-02,1189.2255699287
2003-06-03,1187.1575770136249
2003-06-04,1195.5725944853946
2003-06-05,1207.275432675575
2003-06-06,1209.3514754797789
2003-06-09,1222.40314049505
2003-06-10,1223.7598748838795
2003-06-11,1225.9801160110717
2003-06-12,1240.178484439188
2003-06-13,1250.829072460468
2003-06-16,1249.5396216512902
2003-06-17,1270.007791325232
2003-06-18,1271.6604127186329
2003-06-19,1280.5658015931092
2003-06-20,1277.1856821024176
2003-06-23,1260.3601821410748
2003-06-24,1247.1795562316038
2003-06-25,1259.4231549174483
2003-06-26,1253.114579812791
2003-06-27,1261.6895385553844
2003-06-30,1256.2081562217388
2003-07-01,1269.3905195589418
2003-07-02,1288.9619760228609
2003-07-03,1304.0248955646855
2003-07-04,1312.0296760026815
2003-07-07,1334.9162523217478
2003-07-08,1343.1100283523451
2003-07-09,1344.3490683440696
2003-07-10,1339.0778901085807
2003-07-11,1339.0062241952378
2003-07-14,1362.2244249011555
2003-07-15,1359.532630317628
2003-07-16,1365.5494904943419
2003-07-17,1344.9617971189289
2003-07-18,1338.6835095193692
2003-07-21,1328.2139406169586
2003-07-22,1323.546760773187
2003-07-23,1318.1495685810019
2003-07-24,1332.1100084119673
2003-07-25,1339.2371124308038
2003-07-28,1351.8346400969244
2003-07-29,1346.525800886223
2003-07-30,1347.7402733126846
2003-07-31,1351.4806167250838
2003-08-01,1364.115364666973
2003-08-04,1361.5819510614506
2003-08-05,1343.4536960886178
2003-08-06,1331.2799431722851
2003-08-07,1341.9346907934541
2003-08-08,1346.953617726796
2003-08-11,1357.6931283963625
2003-08-12,1366.6209780201766
2003-08-13,1388.3085385456718
2003-08-14,1394.2731428506336
2003-08-15,1397.6134420530439
2003-08-18,1410.9769391302743
2003-08-19,1412.0844266530019
2003-08-20,1413.9449217267027
2003-08-21,1435.5142838750528
2003-08-22,1443.4033988167948
2003-08-25,1435.2763302458093
2003-08-26,1425.8242747121292
2003-08-27,1426.9411140383627
2003-08-28,1425.7327865321815
2003-08-29,1441.252674967009
2003-09-01,1454.1211335238445
2003-09-02,1457.1412011126145
2003-09-03,1464.8858851507493
2003-09-04,1466.0123559359693
2003-09-05,1469.889289938349
2003-09-08,1475.6848327549228
2003-09-09,1463.8158002673167
2003-09-10,1452.9976703860993
2003-09-11,1458.9949888375968
2003-09-12,1460.6824633663698
2003-09-15,1454.1260592909175
2003-09-16,1466.8160178606472
2003-09-17,1467.7038974084664
2003-09-18,1457.6728925303685
2003-09-19,1458.3577000863152
2003-09-22,1446.1773958133815
2003-09-23,1457.6035692144962
2003-09-24,1485.5512674170561
2003-09-25,1474.8587671360085
2003-09-26,1470.7875214875316
2003-09-29,1467.5194311795005
2003-09-30,1469.8269386406055
2003-10-01,1470.7118809307422
2003-10-02,1490.5918553461106
2003-10-03,1501.7804457267305
2003-10-06,1516.618469870095
2003-10-07,1521.879393314044
2003-10-08,1525.427017633744
2003-10-09,1552.8731945435538
2003-10-10,1571.480404764287
2003-10-13,1582.1628086262212
2003-10-14,1562.2300731353057
2003-10-15,1572.6736450451663
2003-10-16,1594.0030220926596
2003-10-17,1588.2672395047093
2003-10-20,1592.9356839395493
2003-10-21,1590.0177944474096
2003-10-22,1592.3364405787522
2003-10-23,1555.9802646437124
2003-10-24,1558.1172128323049
2003-10-27,1563.4768793534815
2003-10-28,1581.9201552184493
2003-10-29,1585.3166818332836
2003-10-30,1593.1968327828902
2003-10-31,1597.9486385771595
2003-11-03,1615.731539560784
2003-11-04,1629.032026507343
2003-11-05,1638.8698080275144
2003-11-06,1619.6170563349383
2003-11-07,1626.1419607921462
2003-11-10,1618.8381977595077
2003-11-11,1605.60559358074
2003-11-12,1603.9699619579276
2003-11-13,1616.1350318278107
2003-11-14,1613.0832726860046
2003-11-17,1591.5667215841459
2003-11-18,1587.0980976089866
2003-11-19,1555.6487488010612
2003-11-20,1547.002743778846
2003-11-21,1549.8102039039786
2003-11-24,1543.2053585761614
2003-11-25,1556.9130867413558
2003-11-26,1569.5256932261993
2003-11-27,1567.397755875584
2003-11-28,1588.1654902079265
2003-12-01,1619.664296891381
2003-12-02,1624.92829797408
2003-12-03,1629.6602819561838
2003-12-04,1630.3831167779724
2003-12-05,1622.2972098346145
2003-12-08,1621.0436883059965
2003-12-09,1635.2638705132927
2003-12-10,1638.9456427899472
2003-12-11,1644.0229171037765
2003-12-12,1655.433048836161
2003-12-15,1662.2140481375106
2003-12-16,1648.0263161654877
2003-12-17,1630.6905320605556
2003-12-18,1637.0231621228036
2003-12-19,1647.9497819319593
2003-12-22,1657.4078910135015
2003-12-23,1660.1047876874145
2003-12-24,1661.55670407033
2003-12-25,1661.9569891062183
2003-12-26,1668.2501308183519
2003-12-29,1682.4197369800886
2003-12-30,1694.731174205069
2003-12-31,1703.4769884016066
2004-01-01,1707.3096494652193
2004-01-02,1734.49489740913
2004-01-05,1767.4633566862394
2004-01-06,1762.2428771038644
2004-01-07,1761.9577414732853
2004-01-08,1778.6252020912218
2004-01-09,1802.8730953320298
2004-01-12,1798.7474925738793
2004-01-13,1798.74717977768
2004-01-14,1805.3525906736616
2004-01-15,1784.444184574117
2004-01-16,1777.751920119375
2004-01-19,1789.0298588204635
2004-01-20,1800.4415413943502
2004-01-21,1802.3493883382155
2004-01-22,1798.053884194373
2004-01-23,1806.7009092900923
2004-01-26,1797.684120969949
2004-01-27,1815.067280112531
2004-01-28,1797.5252860138305
2004-01-29,1778.7924940563707
2004-01-30,1778.3890881886193
2004-02-02,1762.2826799192276
2004-02-03,1756.6163518211793
2004-02-04,1760.000813184441
2004-02-05,1765.5207092741796
2004-02-06,1788.0640167171837
2004-02-09,1820.944670278203
2004-02-10,1821.703591835809
2004-02-11,1825.3070903470832
2004-02-12,1825.976445837371
2004-02-13,1844.1975713066956
2004-02-16,1846.253465102169
2004-02-17,1857.9859992979827
2004-02-18,1863.8914165974263
2004-02-19,1855.7972436306095
2004-02-20,1852.5998448664507
2004-02-23,1838.8656593377189
2004-02-24,1833.1733024373643
2004-02-25,1827.7297338867143
2004-02-26,1835.5919664559813
2004-02-27,1846.4609277744705
2004-03-01,1856.698333955882
2004-03-02,1868.6230522501564
2004-03-03,1854.5201581927918
2004-03-04,1863.7276603011244
2004-03-05,1865.6027185902453
2004-03-08,1864.2555373959542
2004-03-09,1863.3644351466112
2004-03-10,1838.7538724573828
2004-03-11,1822.7311389499669
2004-03-12,1805.2132308936598
2004-03-15,1793.9346685289718
2004-03-16,1786.3639484137875
2004-03-17,1803.040299034322
2004-03-18,1816.9096178620516
2004-03-19,1823.0311663495077
2004-03-22,1779.4829090235557
2004-03-23,1766.300729705667
2004-03-24,1775.6616579994547
2004-03-25,1755.3229018888203
2004-03-26,1760.6970083595324
2004-03-29,1778.7527724464474
2004-03-30,1789.2378838607697
2004-03-31,1805.2566011061551
2004-04-01,1820.2670927675017
2004-04-02,1837.257485959628
2004-04-05,1853.5879705051323
2004-04-06,1863.3632413948055
2004-04-07,1866.333832581152
2004-04-08,1867.3276281087421
2004-04-09,1861.6075208712323
2004-04-12,1874.3136816368444
2004-04-13,1880.7496175649017
2004-04-14,1862.6687428870139
2004-04-15,1841.7820908952692
2004-04-16,1846.3832633135264
2004-04-19,1840.8216511982127
2004-04-20,1843.6556519405303
2004-04-21,1834.4790922943414
2004-04-22,1830.7775184247848
2004-04-23,1846.6444750822363
2004-04-26,1822.4985693693734
2004-04-27,1810.697386128474
2004-04-28,1796.6382874779438
2004-04-29,1745.0281534985445
2004-04-30,1720.0278690667767
2004-05-03,1710.776451078361
2004-05-04,1735.6278745471436
2004-05-05,1720.5926511418932
2004-05-06,1713.4945964939998
2004-05-07,1704.6959630941165
2004-05-10,1626.1853352155822
2004-05-11,1623.601594663341
2004-05-12,1648.4890782583159
2004-05-13,1618.177921612538
2004-05-14,1576.0322607518153
2004-05-17,1499.2242392706369
2004-05-18,1528.242440533805
2004-05-19,1594.2041446033775
2004-05-20,1578.6454383528144
2004-05-21,1612.8697082425383
2004-05-24,1627.0337293313826
2004-05-25,1617.8693781782624
2004-05-26,1623.9836659406926
2004-05-27,1645.5170153089748
2004-05-28,1653.4980400191314
2004-05-31,1639.7284587065292
2004-06-01,1637.0290668047985
2004-06-02,1628.9703882621907
2004-06-03,1589.4177697244018
2004-06-04,1598.5831498458292
2004-06-07,1641.0199365035355
2004-06-08,1644.5257656436604
2004-06-09,1642.1755312219793
2004-06-10,1631.3219372289805
2004-06-11,1613.55404872886
2004-06-14,1583.9386274548694
2004-06-15,1593.177516022119
2004-06-16,1590.2324660530958
2004-06-17,1590.7703918318055
2004-06-18,1570.0928380802031
2004-06-21,1570.040621859289
2004-06-22,1566.1255521720968
2004-06-23,1572.1701908701539
2004-06-24,1601.9151832102584
2004-06-25,1614.562625576057
2004-06-28,1615.176537868661
2004-06-29,1619.173514290242
2004-06-30,1630.7626673814425
2004-07-01,1639.5238951108167
2004-07-02,1634.1086833503186
2004-07-05,1635.5120980747486
2004-07-06,1654.5634802983727
2004-07-07,1664.0483102279286
2004-07-08,1641.8717535236703
2004-07-09,1653.0039441452766
2004-07-12,1649.0700963172487
2004-07-13,1639.2188251452371
2004-07-14,1616.7093989127377
2004-07-15,1606.7036571271942
2004-07-16,1616.7043086348556
2004-07-19,1622.229856192896
2004-07-20,1606.075376205438
2004-07-21,1624.9938323377278
2004-07-22,1614.9349605221867
2004-07-23,1610.6218332046487
2004-07-26,1601.9270171853184
2004-07-27,1605.7936327676293
2004-07-28,1607.5760572586921
2004-07-29,1599.7061343603013
2004-07-30,1609.0197247804774
2004-08-02,1593.763571019189
2004-08-03,1593.763465500978
2004-08-04,1586.3213457158965
2004-08-05,1607.3322182681904
2004-08-06,1594.8689577639436
2004-08-09,1597.2386921550813
2004-08-10,1596.377677045753
2004-08-11,1584.6598277591295
2004-08-12,1587.00367019192
2004-08-13,1585.029682200567
2004-08-16,1576.6961223933815
2004-08-17,1576.8562086237973
2004-08-18,1583.702528657122
2004-08-19,1610.2155569996298
2004-08-20,1608.7332337230932
2004-08-23,1609.2921262310017
2004-08-24,1611.7459760181603
2004-08-25,1621.2115077416074
2004-08-26,1643.994978682864
2004-08-27,1645.0589161343607
2004-08-30,1647.138868334032
2004-08-31,1651.5607669531166
2004-09-01,1674.9803257795982
2004-09-02,1682.9581336734398
2004-09-03,1675.6442063900313
2004-09-06,1679.7901210823438
2004-09-07,1687.5858428878546
2004-09-08,1695.0910502249837
2004-09-09,1694.7323235740807
2004-09-10,1702.3114175992591
2004-09-13,1719.159830590603
2004-09-14,1723.492538543082
2004-09-15,1722.3730007652894
2004-09-16,1739.001035931413
2004-09-17,1735.635869420772
2004-09-20,1746.5542418521798
2004-09-21,1751.446215307345
2004-09-22,1739.460824076928
2004-09-23,1729.9073383757702
2004-09-24,1725.1096965500137
2004-09-27,1715.5051212459903
2004-09-28,1704.2397112181018
2004-09-29,1706.1671567328856
2004-09-30,1722.3567727718855
2004-10-01,1744.5502459268475
2004-10-04,1785.3144164406895
2004-10-05,1784.3054711994093
2004-10-06,1777.4194878862738
2004-10-07,1782.7907395594982
2004-10-08,1786.170599819468
2004-10-11,1783.7018480620086
2004-10-12,1755.4210373439687
2004-10-13,1750.3662155212428
2004-10-14,1730.0612996319414
2004-10-15,1728.9478513456634
2004-10-18,1724.4932833625198
2004-10-19,1740.0653409597655
2004-10-20,1720.3628993815814
2004-10-21,1713.353793255874
2004-10-22,1721.7553829883893
2004-10-25,1707.397355314914
2004-10-26,1703.7486522763738
2004-10-27,1703.4266310219577
2004-10-28,1725.6132169458363
2004-10-29,1728.301400728366
2004-11-01,1727.26406966706
2004-11-02,1750.164301004943
2004-11-03,1770.249380754015
2004-11-04,1768.6998525257395
2004-11-05,1785.7038764958418
2004-11-08,1783.10830262891
2004-11-09,1787.6704596154443
2004-11-10,1797.2722902240696
2004-11-11,1795.0621215115898
2004-11-12,1812.9056904837482
2004-11-15,1823.6771835384832
2004-11-16,1820.8869229936763
2004-11-17,1847.2225501923867
2004-11-18,1849.3305744124316
2004-11-19,1845.42936580157
2004-11-22,1826.3643239626833
2004-11-23,1848.8442374856813
2004-11-24,1861.6555428562392
2004-11-25,1859.911396424094
2004-11-26,1855.7453938453368
2004-11-29,1869.1612640940311
2004-11-30,1884.3301266971116
2004-12-01,1879.9772088079285
2004-12-02,1904.9274860161772
2004-12-03,1898.0246785680913
2004-12-06,1904.3570549679896
2004-12-07,1895.3700069247325
2004-12-08,1875.2180696370838
2004-12-09,1869.1039598168009
2004-12-10,1846.3702730416737
2004-12-13,1851.890509371772
2004-12-14,1862.0099205328313
2004-12-15,1886.347608688835
2004-12-16,1895.8369747256904
2004-12-17,1897.2739795066993
2004-12-20,1906.5703424877322
2004-12-21,1908.6364434804605
2004-12-22,1908.445349720277
2004-12-23,1911.438049861341
2004-12-24,1919.6454588063737
2004-12-27,1917.8176324682001
2004-12-28,1924.6971689807262
2004-12-29,1935.3023565742815
2004-12-30,1941.343261096833
2004-12-31,1956.0731639441215
2005-01-03,1957.6569690080569
2005-01-04,1952.722944493068
2005-01-05,1929.6711954488096
2005-01-06,1922.605547394085
2005-01-07,1921.490012434148
2005-01-10,1914.8328735969958
2005-01-11,1926.7483106797947
2005-01-12,1916.0195403678883
2005-01-13,1927.2826460325996
2005-01-14,1926.0221395928675
2005-01-17,1944.5347245937307
2005-01-18,1946.407374523183
2005-01-19,1953.8358699312694
2005-01-20,1942.9921913378228
2005-01-21,1935.501283121022
2005-01-24,1930.6317062419878
2005-01-25,1929.5152487735381
2005-01-26,1945.4673630611421
2005-01-27,1947.6576329618854
2005-01-28,1960.2634463173401
2005-01-31,1978.246772764914
2005-02-01,1971.172983718737
2005-02-02,1980.801707200881
2005-02-03,1993.1791173963381
2005-02-04,1997.1613702519194
2005-02-07,2010.2000892304347
2005-02-08,2010.31404898007
2005-02-09,2010.8811632760749
2005-02-10,2009.8228040658944
2005-02-11,2014.8096953994018
2005-02-14,2039.9817224301298
2005-02-15,2044.8336547875397
2005-02-16,2046.2726153553986
2005-02-17,2040.0207744594672
2005-02-18,2053.001622662248
2005-02-21,2055.4700092370076
2005-02-22,2059.0156505758614
2005-02-23,2057.205490870859
2005-02-24,2066.893751651232
2005-02-25,2072.853550982034
2005-02-28,2089.3442009636447
2005-03-01,2090.9479793265946
2005-03-02,2078.383838154133
2005-03-03,2085.9130495103145
2005-03-04,2084.086532498192
2005-03-07,2093.1335422319607
2005-03-08,2094.5520834887975
2005-03-09,2110.695479117107
2005-03-10,2102.34751041103
2005-03-11,2109.78755892156
2005-03-14,2103.3882571291756
2005-03-15,2074.708646583387
2005-03-16,2080.195285332338
2005-03-17,2065.281764113872
2005-03-18,2057.8094595953476
2005-03-21,2050.065204810762
2005-03-22,2030.7051192139907
2005-03-23,2010.8819626074985
2005-03-24,1997.5107455049579
2005-03-25,2003.2810746812036
2005-03-28,1996.978120534495
2005-03-29,1967.3750174576126
2005-03-30,1964.6214359300534
2005-03-31,1983.0008836839777
2005-04-01,2001.526427217105
2005-04-04,1993.8261987801789
2005-04-05,1989.8696226018653
2005-04-06,1993.325241090649
2005-04-07,1994.6942476345348
2005-04-08,1998.8240412628527
2005-04-11,1993.2790700700402
2005-04-12,1993.0879321574344
2005-04-13,2004.862595590121
2005-04-14,1985.653524853658
2005-04-15,1962.501864992392
2005-04-18,1916.4118549313796
2005-04-19,1928.8854334797682
2005-04-20,1936.6741952290245
2005-04-21,1936.9350696704623
2005-04-22,1946.8575298899332
2005-04-25,1943.1373046622
2005-04-26,1950.323754382297
2005-04-27,1941.8262214457145
2005-04-28,1942.8064154189158
2005-04-29,1943.7004089629233
2005-05-02,1943.9704938457644
2005-05-03,1951.9780520035047
2005-05-04,1972.097977311272
2005-05-05,1991.2821468571337
2005-05-06,1999.8503195128174
2005-05-09,1997.2003236877792
2005-05-10,1993.0387211221678
2005-05-11,1981.7270065001512
2005-05-12,1977.1107497162889
2005-05-13,1972.980046108557
2005-05-16,1961.3809508554975
2005-05-17,1952.5111993207718
2005-05-18,1950.0829922256473
2005-05-19,1966.6290036222174
2005-05-20,1962.3891000850992
2005-05-23,1955.934957444632
2005-05-24,1964.451362046819
2005-05-25,1951.2626031016036
2005-05-26,1953.0242096521702
2005-05-27,1967.8647643054178
2005-05-30,1974.8621115519336
2005-05-31,1966.957499168008
2005-06-01,1962.8329056393845
2005-06-02,1972.3551932488278
2005-06-03,1991.424158231842
2005-06-06,2003.9969452741816
2005-06-07,2006.0930612507107
2005-06-08,2016.3092209499691
2005-06-09,2011.3560481321483
2005-06-10,2020.0132219248699
2005-06-13,2018.7705580781403
2005-06-14,2013.6829423418378
2005-06-15,2031.4853694726614
2005-06-16,2029.3679656574052
2005-06-17,2034.1432529067104
2005-06-20,2030.2376725129368
2005-06-21,2026.6800661205518
2005-06-22,2047.9842951230644
2005-06-23,2055.6871464012656
2005-06-24,2048.757458761317
2005-06-27,2035.9199611245901
2005-06-28,2031.4995116620626
2005-06-29,2028.3673527913254
2005-06-30,2024.9750938227114
2005-07-01,2030.7829598530159
2005-07-04,2023.5798003650773
2005-07-05,2012.548844539679
2005-07-06,2019.9354103529372
2005-07-07,2004.031192292184
2005-07-08,2003.9243489605317
2005-07-11,2032.1243541202787
2005-07-12,2046.6065540299433
2005-07-13,2053.630981934293
2005-07-14,2068.309405023286
2005-07-15,2065.5255827215497
2005-07-18,2070.340603691536
2005-07-19,2076.2971924727144
2005-07-20,2089.5813631388082
2005-07-21,2100.451182935128
2005-07-22,2119.2819665608263
2005-07-25,2128.518338702384
2005-07-26,2120.995502627917
2005-07-27,2120.6170742285476
2005-07-28,2133.0132592116674
2005-07-29,2132.056952086912
2005-08-01,2138.9262140987494
2005-08-02,2155.688334914084
2005-08-03,2174.270397684772
2005-08-04,2171.6068008280813
2005-08-05,2162.681985082787
2005-08-08,2154.29754590977
2005-08-09,2155.3758752174053
2005-08-10,2162.6568315269847
2005-08-11,2165.223750093695
2005-08-12,2166.065847079083
2005-08-15,2145.7931738899524
2005-08-16,2137.613731918732
2005-08-17,2135.2125236912448
2005-08-18,2116.9674626046453
2005-08-19,2110.4046145714324
2005-08-22,2126.980748790547
2005-08-23,2113.19076903886
2005-08-24,2088.636024774121
2005-08-25,2088.2897202550676
2005-08-26,2091.95482426944
2005-08-29,2055.7495403866124
2005-08-30,2067.5967973182583
2005-08-31,2069.8930983447535
2005-09-01,2092.4849585266134
2005-09-02,2107.0593261879176
2005-09-05,2109.4705182603807
2005-09-06,2109.1262216407613
2005-09-07,2120.9616609014984
2005-09-08,2125.1586019522947
2005-09-09,2126.1004759940815
2005-09-12,2141.1242503846483
2005-09-13,2136.1732733569766
2005-09-14,2140.7954219780986
2005-09-15,2133.7008837970766
2005-09-16,2132.3528138237966
2005-09-19,2132.5823052792707
2005-09-20,2149.4975328423643
2005-09-21,2145.4164654851998
2005-09-22,2130.7514786576935
2005-09-23,2116.2947783505033
2005-09-26,2132.3251901762314
2005-09-27,2134.9689789858626
2005-09-28,2138.038007881462
2005-09-29,2159.5498945379204
2005-09-30,2173.352101998407
2005-10-03,2174.9185306925315
2005-10-04,2188.5605679040846
2005-10-05,2183.798980573977
2005-10-06,2157.3363968708527
2005-10-07,2157.6143486761066
2005-10-10,2166.0176274749815
2005-10-11,2168.2489364567086
2005-10-12,2144.4629471546073
2005-10-13,2127.368447995331
2005-10-14,2115.510420544672
2005-10-17,2096.89742125728
2005-10-18,2093.5265568439972
2005-10-19,2051.0235804497734
2005-10-20,2049.1800573836467
2005-10-21,2056.0172265941846
2005-10-24,2044.1995201206748
2005-10-25,2043.8285819872617
2005-10-26,2043.0876053597506
2005-10-27,2030.0530740713607
2005-10-28,2013.3575938289355
2005-10-31,2040.1626527648684
2005-11-01,2062.338824899944
2005-11-02,2087.007011958073
2005-11-03,2092.058872193505
2005-11-04,2091.4325188282846
2005-11-07,2084.2983142333887
2005-11-08,2089.3974607437854
2005-11-09,2107.408162858641
2005-11-10,2111.200081150641
2005-11-11,2130.6741434486257
2005-11-14,2124.09489960103
2005-11-15,2120.808616584093
2005-11-16,2124.712829020381
2005-11-17,2131.1153026925217
2005-11-18,2150.1845166288435
2005-11-21,2151.2443381800667
2005-11-22,2139.108633895465
2005-11-23,2165.9665068925756
2005-11-24,2173.9739635366327
2005-11-25,2176.4885946013846
2005-11-28,2184.101143134681
2005-11-29,2176.935750604011
2005-11-30,2184.515411428742
2005-12-01,2183.310105767293
2005-12-02,2195.242979478763
2005-12-05,2202.935999325463
2005-12-06,2205.249708478173
2005-12-07,2220.8532849589296
2005-12-08,2217.7652250304204
2005-12-09,2226.9112075129765
2005-12-12,2234.5111283715937
2005-12-13,2240.883506414237
2005-12-14,2246.1346706123395
2005-12-15,2247.5694539572833
2005-12-16,2247.618391434832
2005-12-19,2267.3909630959843
2005-12-20,2268.1249292137313
2005-12-21,2274.8876758849146
2005-12-22,2269.7598868790756
2005-12-23,2280.2956731372174
2005-12-26,2276.421557101932
2005-12-27,2286.044133477271
2005-12-28,2285.054391382684
2005-12-29,2301.554064974751
2005-12-30,2304.0613058554804
2006-01-02,2297.955513634582
2006-01-03,2332.0316364494015
2006-01-04,2371.0305298118355
2006-01-05,2402.951873827819
2006-01-06,2419.4145645841663
2006-01-09,2453.4811303401793
2006-01-10,2438.7664591715893
2006-01-11,2441.055615813318
2006-01-12,2454.3018744532365
2006-01-13,2450.2244072171325
2006-01-16,2447.962032908264
2006-01-17,2421.4149998678777
2006-01-18,2384.5660199591916
2006-01-19,2415.3751156423286
2006-01-20,2403.3288929597397
2006-01-23,2378.9497725517904
2006-01-24,2401.0096802796884
2006-01-25,2429.9216858744467
2006-01-26,2436.515942658335
2006-01-27,2462.3463041304644
2006-01-30,2460.319456074132
2006-01-31,2470.0459751454555
2006-02-01,2468.8985347192524
2006-02-02,2459.067483704389
2006-02-03,2456.5231507683334
2006-02-06,2490.0506041821454
2006-02-07,2493.834959462764
2006-02-08,2464.291105691903
2006-02-09,2470.207129742535
2006-02-10,2484.645210260426
2006-02-13,2475.710493522706
2006-02-14,2480.4869409174235
2006-02-15,2474.751876394955
2006-02-16,2479.485595281928
2006-02-17,2481.670849351535
2006-02-20,2491.9464024979793
2006-02-21,2486.583307322219
2006-02-22,2477.320080739023
2006-02-23,2491.055231632341
2006-02-24,2498.8864480036473
2006-02-27,2512.606479713992
2006-02-28,2509.787069633959
2006-03-01,2527.8264350155864
2006-03-02,2539.467524035763
2006-03-03,2523.7203216181724
2006-03-06,2526.667755139993
2006-03-07,2491.9550295622516
2006-03-08,2463.5556051227722
2006-03-09,2478.3835553534072
2006-03-10,2484.512490657382
2006-03-13,2496.7433445088313
2006-03-14,2492.0561784730285
2006-03-15,2508.40842073087
2006-03-16,2520.4539267140763
2006-03-17,2531.602200095465
2006-03-20,2542.828647029643
2006-03-21,2535.046695588442
2006-03-22,2510.0802341403564
2006-03-23,2517.3233429152597
2006-03-24,2529.349818009133
2006-03-27,2548.0340057031794
2006-03-28,2546.8538460901736
2006-03-29,2553.247026669077
2006-03-30,2569.949510587957
2006-03-31,2588.567733734231
2006-04-03,2617.726587732968
2006-04-04,2634.7220596928664
2006-04-05,2657.3940157220395
2006-04-06,2687.5886680202248
2006-04-07,2688.751515995877
2006-04-10,2685.5577497047784
2006-04-11,2680.4774090202336
2006-04-12,2661.128999494896
2006-04-13,2669.175513703272
2006-04-14,2684.175591865056
2006-04-17,2703.13295417465
2006-04-18,2722.591094105111
2006-04-19,2746.555339050433
2006-04-20,2758.0435454200133
2006-04-21,2757.3281327496306
2006-04-24,2746.4642953436855
2006-04-25,2727.923285327609
2006-04-26,2760.061113415958
2006-04-27,2767.9382341735964
2006-04-28,2752.9546153550677
2006-05-01,2762.9419958774297
2006-05-02,2797.2822326514993
2006-05-03,2825.2866624119206
2006-05-04,2830.7486902393116
2006-05-05,2843.690400376272
2006-05-08,2895.7893699015367
2006-05-09,2882.6845092914014
2006-05-10,2883.9008483749376
2006-05-11,2876.207970951711
2006-05-12,2852.439104822514
2006-05-15,2753.194657945352
2006-05-16,2718.2834822497225
2006-05-17,2760.264288013503
2006-05-18,2665.2901941722703
2006-05-19,2652.1421541456284
2006-05-22,2558.2810849143484
2006-05-23,2571.4758354889045
2006-05-24,2559.098403773845
2006-05-25,2528.4590872519025
2006-05-26,2566.7045388943334
2006-05-29,2564.0461603740896
2006-05-30,2549.431507452439
2006-05-31,2527.7831827331047
2006-06-01,2501.4119283917767
2006-06-02,2537.521856906826
2006-06-05,2511.9379137426868
2006-06-06,2490.3106337794065
2006-06-07,2424.50749166276
2006-06-08,2331.346781660933
2006-06-09,2367.822963606
2006-06-12,2355.7649192369686
2006-06-13,2285.4688303958487
2006-06-14,2279.2067393517405
2006-06-15,2311.3734640803914
2006-06-16,2396.5686834525145
2006-06-19,2382.496135307928
2006-06-20,2341.1447934507714
2006-06-21,2345.8717506214653
2006-06-22,2382.9543451374902
2006-06-23,2371.6512480367046
2006-06-26,2362.817241293579
2006-06-27,2375.762443469815
2006-06-28,2371.4323095091067
2006-06-29,2403.3764780962683
2006-06-30,2477.5675859749567
2006-07-03,2485.374743410372
2006-07-04,2501.756824309649
2006-07-05,2481.579815168315
2006-07-06,2476.7955099510395
2006-07-07,2485.755136083528
2006-07-10,2497.669919583228
2006-07-11,2487.7340339572747
2006-07-12,2492.2334253471645
2006-07-13,2469.1735151748157
2006-07-14,2418.9272218344563
2006-07-17,2369.6105008240174
2006-07-18,2368.3987242771877
2006-07-19,2361.0570060651758
2006-07-20,2424.233872050069
2006-07-21,2421.7721837058307
2006-07-24,2411.1953495673424
2006-07-25,2437.1672585104734
2006-07-26,2447.774539036413
