Date,AC EUROPE EQUAL WEIGHTED
1999-06-24,1090.4874782115637
1999-06-25,1095.869879728192
1999-06-28,1088.1134239063579
1999-06-29,1084.8969832099656
1999-06-30,1084.1538793166983
1999-07-01,1094.4060316660443
1999-07-02,1091.912697284398
1999-07-05,1108.2478977267815
1999-07-06,1107.1276997723596
1999-07-07,1101.8264914254096
1999-07-08,1099.5194356471873
1999-07-09,1104.6587107381426
1999-07-12,1106.4354114450687
1999-07-13,1096.349504821179
1999-07-14,1103.6282938220966
1999-07-15,1116.4694658793812
1999-07-16,1111.27805790908
1999-07-19,1109.5332477169125
1999-07-20,1119.5988534094274
1999-07-21,1116.7631447218703
1999-07-22,1114.3303958946337
1999-07-23,1106.7183973947706
1999-07-26,1116.0191643609598
1999-07-27,1114.1712731650707
1999-07-28,1114.2736363789043
1999-07-29,1112.5657710192168
1999-07-30,1124.1097437085039
1999-08-02,1115.7014795054038
1999-08-03,1116.174391821071
1999-08-04,1125.550535022079
1999-08-05,1115.7484032510672
1999-08-06,1116.6286210539704
1999-08-09,1119.3488969008085
1999-08-10,1114.3930547986201
1999-08-11,1114.6717744978994
1999-08-12,1127.1575869364742
1999-08-13,1132.415305836437
1999-08-16,1137.141779155729
1999-08-17,1131.9575679339944
1999-08-18,1136.0629102553676
1999-08-19,1138.929406993804
1999-08-20,1149.0178076388502
1999-08-23,1155.9955664202162
1999-08-24,1148.4389211900166
1999-08-25,1150.1945438932278
1999-08-26,1144.3541968221432
1999-08-27,1150.3606867306162
1999-08-30,1153.418772696559
1999-08-31,1149.57118882781
1999-09-01,1161.9200265178606
1999-09-02,1164.4631979371006
1999-09-03,1169.8319798584776
1999-09-06,1181.3748053136742
1999-09-07,1181.8645454342118
1999-09-08,1184.1658689939668
1999-09-09,1187.0013330079396
1999-09-10,1182.994651698798
1999-09-13,1169.3147686994942
1999-09-14,1167.2391270275018
1999-09-15,1158.869077821923
1999-09-16,1156.4480849437075
1999-09-17,1158.214249719442
1999-09-20,1160.5769468974268
1999-09-21,1150.8274232036324
1999-09-22,1145.3213507160192
1999-09-23,1141.990322945711
1999-09-24,1128.9565640725261
1999-09-27,1130.2577569565676
1999-09-28,1130.880487265479
1999-09-29,1134.6199984147058
1999-09-30,1143.2487891797466
1999-10-01,1144.5896102219128
1999-10-04,1153.7005940273666
1999-10-05,1158.1778640692182
1999-10-06,1164.9339041919727
1999-10-07,1173.1733545795273
1999-10-08,1162.2006059320584
1999-10-11,1163.1780676390654
1999-10-12,1166.1657038488172
1999-10-13,1158.5125580457184
1999-10-14,1156.257736664151
1999-10-15,1150.7244240138227
1999-10-18,1132.2233532571868
1999-10-19,1138.6127381671652
1999-10-20,1141.3325372959332
1999-10-21,1137.477984804635
1999-10-22,1137.0509392444442
1999-10-25,1134.965878987849
1999-10-26,1132.3136133514784
1999-10-27,1120.3127427816275
1999-10-28,1126.0295975274194
1999-10-29,1137.8957622383118
1999-11-01,1138.7615984728727
1999-11-02,1140.2685454969924
1999-11-03,1143.8430163616003
1999-11-04,1148.0786162844265
1999-11-05,1147.6304466036465
1999-11-08,1145.6556387793812
1999-11-09,1153.1680367178817
1999-11-10,1160.832554431037
1999-11-11,1163.971143647904
1999-11-12,1159.4902174429258
1999-11-15,1166.9143631383038
1999-11-16,1170.2642951119285
1999-11-17,1179.7371592799489
1999-11-18,1176.0442274242523
1999-11-19,1175.6759365596047
1999-11-22,1177.8979823720813
1999-11-23,1174.8676175892647
1999-11-24,1156.9462274850382
1999-11-25,1170.2707299085346
1999-11-26,1159.858431643617
1999-11-29,1156.5775321223969
1999-11-30,1152.402697835367
1999-12-01,1162.3568739294478
1999-12-02,1169.39790094567
1999-12-03,1181.0888786979356
1999-12-06,1200.8642474447947
1999-12-07,1199.400495887602
1999-12-08,1198.649643731475
1999-12-09,1197.8352111784616
1999-12-10,1205.3306035821222
1999-12-13,1213.507612536741
1999-12-14,1206.1770662144552
1999-12-15,1205.2278687817363
1999-12-16,1227.291580388129
1999-12-17,1228.0600627100898
1999-12-20,1235.4639671759192
1999-12-21,1236.5725763988983
1999-12-22,1247.8409126306087
1999-12-23,1262.9889037029297
1999-12-24,1273.1439063937455
1999-12-27,1283.1057274766108
1999-12-28,1275.1680212213764
1999-12-29,1277.35875619455
1999-12-30,1286.9456671605983
1999-12-31,1289.1147478984847
2000-01-03,1310.0609743875473
2000-01-04,1312.0894798995105
2000-01-05,1295.7405010646162
2000-01-06,1309.4126429730402
2000-01-07,1322.7155755138629
2000-01-10,1338.1368022615627
2000-01-11,1340.1853975017566
2000-01-12,1338.1206890518058
2000-01-13,1355.3570348106562
2000-01-14,1362.8318061419252
2000-01-17,1358.0664759900808
2000-01-18,1353.3610917617293
2000-01-19,1331.8234946766843
2000-01-20,1327.9056812592348
2000-01-21,1315.304530761951
2000-01-24,1313.665394686827
2000-01-25,1295.4369023088632
2000-01-26,1300.9803240314368
2000-01-27,1294.607007810482
2000-01-28,1284.2111141041362
2000-01-31,1252.5127573231885
2000-02-01,1252.0540554688855
2000-02-02,1255.110857683915
2000-02-03,1280.115257707811
2000-02-04,1288.229900050063
2000-02-07,1280.551000525363
2000-02-08,1301.8829899234258
2000-02-09,1301.5836933191283
2000-02-10,1292.1733029528152
2000-02-11,1290.825673038385
2000-02-14,1274.6821930697195
2000-02-15,1277.0404425064667
2000-02-16,1285.666059894937
2000-02-17,1286.9575909029943
2000-02-18,1286.0161175534852
2000-02-21,1270.533138319392
2000-02-22,1281.9334652792754
2000-02-23,1287.5117784112208
2000-02-24,1291.6827250027636
2000-02-25,1288.0935094690624
2000-02-28,1259.381370584857
2000-02-29,1270.5161449015002
2000-03-01,1299.2111094555323
2000-03-02,1309.3227906436562
2000-03-03,1307.8805925656195
2000-03-06,1312.1014146435443
2000-03-07,1300.9492374052606
2000-03-08,1288.4262885115627
2000-03-09,1310.5433870061413
2000-03-10,1307.2412030925284
2000-03-13,1294.0462393692287
2000-03-14,1293.4230183445504
2000-03-15,1291.294181730833
2000-03-16,1321.745216755994
2000-03-17,1319.692690810342
2000-03-20,1322.32660822435
2000-03-21,1323.37834690125
2000-03-22,1315.125192578237
2000-03-23,1323.1096764968402
2000-03-24,1341.9640673184174
2000-03-27,1343.3133728435578
2000-03-28,1340.2285986302766
2000-03-29,1325.1025875547668
2000-03-30,1307.9838321230525
2000-03-31,1317.0656412145017
2000-04-03,1310.9975014195552
2000-04-04,1313.9922089995607
2000-04-05,1302.5929484829435
2000-04-06,1315.9809967025296
2000-04-07,1322.3791974242802
2000-04-10,1325.0085564544597
2000-04-11,1314.221347559632
2000-04-12,1315.0248366213864
2000-04-13,1313.1554652736336
2000-04-14,1296.9676819068898
2000-04-17,1257.9961680060435
2000-04-18,1258.6096890611586
2000-04-19,1261.305432382239
2000-04-20,1268.5364565610698
2000-04-21,1271.480702905403
2000-04-24,1270.2888452969103
2000-04-25,1269.972132522584
2000-04-26,1276.552137162838
2000-04-27,1255.1267275698456
2000-04-28,1268.131710048813
2000-05-01,1265.1994122611093
2000-05-02,1280.7971822606141
2000-05-03,1257.0562678334445
2000-05-04,1251.3114597968877
2000-05-05,1254.2849466045043
2000-05-08,1253.643712103074
2000-05-09,1262.06526242
2000-05-10,1261.8682967972575
2000-05-11,1259.7283411451103
2000-05-12,1273.8269061673734
2000-05-15,1280.1351018814867
2000-05-16,1279.7778943043647
2000-05-17,1252.3530562496578
2000-05-18,1257.3399965246383
2000-05-19,1238.26432500001
2000-05-22,1238.424530999477
2000-05-23,1239.718735240215
2000-05-24,1228.5501378490721
2000-05-25,1242.8949335450486
2000-05-26,1253.086657397409
2000-05-29,1259.2347704023543
2000-05-30,1273.917022696931
2000-05-31,1272.376636757299
2000-06-01,1286.939263360164
2000-06-02,1316.1329561974812
2000-06-05,1316.3990210787476
2000-06-06,1328.791651150637
2000-06-07,1319.6589070733542
2000-06-08,1319.7511758354776
2000-06-09,1315.795586510918
2000-06-12,1315.260989549532
2000-06-13,1314.726848214264
2000-06-14,1316.778576792564
2000-06-15,1304.9666825968004
2000-06-16,1312.0790317910507
2000-06-19,1309.0105323734329
2000-06-20,1306.9191935410347
2000-06-21,1285.641717455191
2000-06-22,1276.462574639199
2000-06-23,1271.0282807895628
2000-06-26,1269.3404864561546
2000-06-27,1277.0386967615518
2000-06-28,1281.0205359835138
2000-06-29,1275.239123999496
2000-06-30,1292.2276763217294
2000-07-03,1294.1134957358258
2000-07-04,1294.3365797441359
2000-07-05,1300.5608500863775
2000-07-06,1297.8799378091262
2000-07-07,1297.637492290411
2000-07-10,1302.5073539654109
2000-07-11,1297.1739979195258
2000-07-12,1297.13423699431
2000-07-13,1286.4842978592626
2000-07-14,1296.5002193954706
2000-07-17,1294.9355402104777
2000-07-18,1288.4087885674787
2000-07-19,1281.150166285135
2000-07-20,1287.5973757281638
2000-07-21,1296.3907814316174
2000-07-24,1297.893087803752
2000-07-25,1305.263736970154
2000-07-26,1303.3728551920406
2000-07-27,1292.7638486019405
2000-07-28,1277.9732970758077
2000-07-31,1280.4269483933388
2000-08-01,1281.8096447041687
2000-08-02,1269.5830729583038
2000-08-03,1251.3894677750309
2000-08-04,1262.9503176208107
2000-08-07,1267.1982476294645
2000-08-08,1255.1811497720023
2000-08-09,1260.5809423337412
2000-08-10,1271.982497857788
2000-08-11,1271.92351667139
2000-08-14,1281.0225554532572
2000-08-15,1290.008833981471
2000-08-16,1289.105583158685
2000-08-17,1287.6423896976607
2000-08-18,1282.3371614541536
2000-08-21,1276.830746200365
2000-08-22,1267.7929095705722
2000-08-23,1265.2767109456415
2000-08-24,1273.1216973451683
2000-08-25,1277.3505359947615
2000-08-28,1270.9246471244858
2000-08-29,1265.204775645176
2000-08-30,1259.3997616613708
2000-08-31,1258.8238649052707
2000-09-01,1279.8692366328803
2000-09-04,1285.3793919486347
2000-09-05,1269.8967914225593
2000-09-06,1260.6369866338116
2000-09-07,1246.8536902020746
2000-09-08,1239.6090524892272
2000-09-11,1224.7661374957236
2000-09-12,1212.8655650669373
2000-09-13,1212.252753352632
2000-09-14,1216.5505111654386
2000-09-15,1210.9774012663086
2000-09-18,1188.2014573205263
2000-09-19,1177.9444828763965
2000-09-20,1168.4535756262571
2000-09-21,1164.4272298372757
2000-09-22,1194.443616940884
2000-09-25,1195.6117370205795
2000-09-26,1198.920893444113
2000-09-27,1202.2249144268603
2000-09-28,1201.2820237979913
2000-09-29,1207.22285747791
2000-10-02,1210.8304785942012
2000-10-03,1205.828423331961
2000-10-04,1196.9473309164305
2000-10-05,1195.075216651819
2000-10-06,1196.5228478316642
2000-10-09,1179.2469009502079
2000-10-10,1181.806420701056
2000-10-11,1170.215927863434
2000-10-12,1157.0507105492306
2000-10-13,1149.071391334082
2000-10-16,1150.2661482475835
2000-10-17,1143.4710745844843
2000-10-18,1128.851639780731
2000-10-19,1133.9554987799347
2000-10-20,1141.3672302859065
2000-10-23,1140.103293582346
2000-10-24,1156.6274111133691
2000-10-25,1140.010913665958
2000-10-26,1135.737282123757
2000-10-27,1155.8465685549863
2000-10-30,1162.8058686039988
2000-10-31,1179.331037197102
2000-11-01,1199.4274540788608
2000-11-02,1205.5439575845912
2000-11-03,1216.2045248707752
2000-11-06,1213.9653078682525
2000-11-07,1210.6309276380123
2000-11-08,1200.3168127726976
2000-11-09,1198.131385045424
2000-11-10,1196.1742132505262
2000-11-13,1173.9708819646212
2000-11-14,1183.9636587856048
2000-11-15,1186.4153077090912
2000-11-16,1177.9852504733983
2000-11-17,1171.1894108454392
2000-11-20,1149.5252704079594
2000-11-21,1141.54307284045
2000-11-22,1121.5503044702834
2000-11-23,1116.9153961660222
2000-11-24,1123.095971221239
2000-11-27,1137.4620105280312
2000-11-28,1126.6543727080843
2000-11-29,1127.676288000735
2000-11-30,1120.9426254280424
2000-12-01,1131.2272567424568
2000-12-04,1136.0424985685786
2000-12-05,1159.6741481297217
2000-12-06,1180.0176974476553
2000-12-07,1170.484682758022
2000-12-08,1180.2798249511895
2000-12-11,1179.9971061334184
2000-12-12,1173.205665161835
2000-12-13,1160.5502603741436
2000-12-14,1169.1322335412906
2000-12-15,1164.7911438242222
2000-12-18,1163.4242040856511
2000-12-19,1160.562903102682
2000-12-20,1153.3606956852814
2000-12-21,1153.0121617100579
2000-12-22,1171.691875252088
2000-12-25,1171.8015732474082
2000-12-26,1176.9468994866404
2000-12-27,1187.789673879367
2000-12-28,1187.8060086758765
2000-12-29,1204.9349155925445
2001-01-01,1204.9349210266716
2001-01-02,1210.5337243617
2001-01-03,1190.0877637149777
2001-01-04,1218.186964408718
2001-01-05,1220.4305506053577
2001-01-08,1217.6698029044662
2001-01-09,1205.900993525162
2001-01-10,1209.5710432346318
2001-01-11,1227.296316904555
2001-01-12,1229.04216266288
2001-01-15,1216.084828918317
2001-01-16,1203.701313125832
2001-01-17,1216.2004899921772
2001-01-18,1228.0135864368394
2001-01-19,1224.3168521614728
2001-01-22,1215.900490818603
2001-01-23,1217.6699735766163
2001-01-24,1205.3438841962031
2001-01-25,1207.7868363599653
2001-01-26,1204.8813895291341
2001-01-29,1201.9224707609033
2001-01-30,1213.6470236061791
2001-01-31,1229.3945117289788
2001-02-01,1240.9370499225583
2001-02-02,1227.6842112989953
2001-02-05,1222.5604760482156
2001-02-06,1223.2358531647396
2001-02-07,1212.136922412884
2001-02-08,1198.988429653706
2001-02-09,1194.9754118997994
2001-02-12,1200.8385046937613
2001-02-13,1197.8131103257642
2001-02-14,1194.8712881774704
2001-02-15,1187.9352124687837
2001-02-16,1194.2949836742646
2001-02-19,1190.8018731438663
2001-02-20,1176.836648900107
2001-02-21,1159.720561705412
2001-02-22,1139.429779254395
2001-02-23,1128.3764543976329
2001-02-26,1144.4999834426117
2001-02-27,1156.8761586303897
2001-02-28,1155.088035420718
2001-03-01,1161.0783176117966
2001-03-02,1170.5044939780344
2001-03-05,1172.050201124956
2001-03-06,1185.448561109155
2001-03-07,1183.9580092551946
2001-03-08,1189.966093576929
2001-03-09,1182.522382538291
2001-03-12,1151.7178315242975
2001-03-13,1124.7437607324698
2001-03-14,1090.737012262522
2001-03-15,1099.0612309061894
2001-03-16,1073.7115749217207
2001-03-19,1065.5984103916978
2001-03-20,1082.6646883748867
2001-03-21,1056.4220268420859
2001-03-22,1009.127403637847
2001-03-23,1033.975146392971
2001-03-26,1056.6354955866746
2001-03-27,1067.303115330354
2001-03-28,1052.8062246957013
2001-03-29,1039.0586828833939
2001-03-30,1053.8152644186275
2001-04-02,1039.3703853390157
2001-04-03,1014.9091282055491
2001-04-04,1027.2130803258794
2001-04-05,1046.6671675478067
2001-04-06,1048.5102464566453
2001-04-09,1053.7702146131548
2001-04-10,1055.6397236521534
2001-04-11,1057.437296006292
2001-04-12,1068.9149140095801
2001-04-13,1069.6103922391308
2001-04-16,1069.5352283862649
2001-04-17,1060.747060854011
2001-04-18,1073.4489931603894
2001-04-19,1093.7244774614721
2001-04-20,1102.7806566199415
2001-04-23,1090.7979960576208
2001-04-24,1091.4964264918633
2001-04-25,1093.46596547082
2001-04-26,1110.5074910103406
2001-04-27,1125.371263362915
2001-04-30,1129.6950834600227
2001-05-01,1131.9904083415083
2001-05-02,1130.543549663621
2001-05-03,1126.5488715417346
2001-05-04,1128.4420006747846
2001-05-07,1124.3715083538527
2001-05-08,1122.8082466415094
2001-05-09,1112.968443646141
2001-05-10,1123.464294744602
2001-05-11,1111.8147576875751
2001-05-14,1102.607421045801
2001-05-15,1110.1421467361424
2001-05-16,1119.8497267220346
2001-05-17,1127.0827518809149
2001-05-18,1133.3129798611862
2001-05-21,1136.5785986555884
2001-05-22,1133.542572876284
2001-05-23,1118.2220118680577
2001-05-24,1112.7692200602887
2001-05-25,1112.3476769395363
2001-05-28,1111.0495844559068
2001-05-29,1096.2061881331344
2001-05-30,1086.3167107170311
2001-05-31,1081.0709776528493
2001-06-01,1081.2531755572436
2001-06-04,1087.45337905134
2001-06-05,1088.8657123806113
2001-06-06,1085.5660442359685
2001-06-07,1085.3818904291275
2001-06-08,1084.3131638631558
2001-06-11,1062.6940851442832
2001-06-12,1055.4319295790306
2001-06-13,1059.9898812136928
2001-06-14,1061.5595743001863
2001-06-15,1057.5570500270762
2001-06-18,1045.823204898261
2001-06-19,1042.1217834182012
2001-06-20,1025.329645686527
2001-06-21,1028.9945658495265
2001-06-22,1033.5979620776798
2001-06-25,1034.9188302367434
2001-06-26,1027.703567403649
2001-06-27,1027.3514607965876
2001-06-28,1023.4871379272224
2001-06-29,1026.785976875362
2001-07-02,1033.5591518072895
2001-07-03,1028.0939546367538
2001-07-04,1023.3923403178358
2001-07-05,1007.9609676531525
2001-07-06,991.7536818584371
2001-07-09,991.7433203250428
2001-07-10,994.4434031224899
2001-07-11,981.8465228507056
2001-07-12,985.545548661776
2001-07-13,985.862772365067
2001-07-16,983.3381360862007
2001-07-17,970.4613522276196
2001-07-18,990.1266171189798
2001-07-19,1003.8592299851568
2001-07-20,1000.6729890313443
2001-07-23,999.8879909907022
2001-07-24,998.5667702324661
2001-07-25,991.806514356222
2001-07-26,997.5154525600427
2001-07-27,1003.1526127543868
2001-07-30,1011.292772356171
2001-07-31,1015.8235090226229
2001-08-01,1024.0769178486287
2001-08-02,1029.8798115489503
2001-08-03,1028.173206906489
2001-08-06,1020.3033238289328
2001-08-07,1013.8780966699607
2001-08-08,1005.396504367116
2001-08-09,1004.7630017145955
2001-08-10,1007.4905689724102
2001-08-13,1011.6022979605951
2001-08-14,1014.5420912413064
2001-08-15,1025.2544887496779
2001-08-16,1022.0583963736656
2001-08-17,1016.4958681692721
2001-08-20,1010.1923544349618
2001-08-21,1016.11443831607
2001-08-22,1021.6235108985805
2001-08-23,1019.175592033446
2001-08-24,1028.79431719644
2001-08-27,1029.2499685943396
2001-08-28,1022.8176209987647
2001-08-29,1019.8627331019366
2001-08-30,1006.5569135458529
2001-08-31,1006.3697262709019
2001-09-03,994.1827634351357
2001-09-04,981.7946391058392
2001-09-05,973.2634925054577
2001-09-06,963.6593362688794
2001-09-07,957.7879884074674
2001-09-10,937.8030554953422
2001-09-11,898.6151932331142
2001-09-12,895.9718085967696
2001-09-13,897.3114142450964
2001-09-14,871.264658787853
2001-09-17,863.8985906450496
2001-09-18,856.4117546671084
2001-09-19,854.701643958328
2001-09-20,819.2477333282837
2001-09-21,785.5227180403291
2001-09-24,812.8710966524816
2001-09-25,828.9285160169736
2001-09-26,838.1071528717291
2001-09-27,840.1801863759807
2001-09-28,849.9393252989674
2001-10-01,847.4024210227316
2001-10-02,851.7086813556373
2001-10-03,851.4848895996784
2001-10-04,869.4722143216765
2001-10-05,870.8179553147589
2001-10-08,866.75424618061
2001-10-09,872.4529944457395
2001-10-10,880.1067009580178
2001-10-11,896.7195921214361
2001-10-12,896.8240042280893
2001-10-15,890.0601475383207
2001-10-16,901.2671287917053
2001-10-17,915.088964578968
2001-10-18,900.9364417583532
2001-10-19,885.8958230869401
2001-10-22,892.0120345595974
2001-10-23,905.9272204825157
2001-10-24,912.3148048199026
2001-10-25,905.8872541392012
2001-10-26,920.2068594469869
2001-10-29,918.315976315454
2001-10-30,904.4468029126546
2001-10-31,911.267481056184
2001-11-01,917.605854646422
2001-11-02,921.2694546448787
2001-11-05,931.3594024603299
2001-11-06,936.10291263206
2001-11-07,943.7209844537832
2001-11-08,953.8463416426274
2001-11-09,947.2565531612058
2001-11-12,935.2346738186977
2001-11-13,946.0373769251859
2001-11-14,959.9082532771848
2001-11-15,967.9236978903097
2001-11-16,975.1491922488046
2001-11-19,989.0609283282932
2001-11-20,980.3283793844178
2001-11-21,968.5097471462565
2001-11-22,979.7603351764888
2001-11-23,973.7675730210633
2001-11-26,981.2852148951479
2001-11-27,977.3355153561135
2001-11-28,970.2777722844952
2001-11-29,969.4814089907187
2001-11-30,988.4653619227927
2001-12-03,978.1863641696015
2001-12-04,988.5300300275951
2001-12-05,1012.2004711686287
2001-12-06,1024.936146111332
2001-12-07,1021.3038002847582
2001-12-10,1007.3414603003844
2001-12-11,1006.5158537779116
2001-12-12,1005.2873300638073
2001-12-13,991.5358103864957
2001-12-14,989.0053968069215
2001-12-17,1002.0983589049512
2001-12-18,1002.2852138468256
2001-12-19,992.6765678818463
2001-12-20,985.1709518834151
2001-12-21,984.1818874092276
2001-12-24,978.6037278808296
2001-12-25,979.6896711163478
2001-12-26,982.4688279409536
2001-12-27,1004.3550150184899
2001-12-28,1008.1660445253817
2001-12-31,1015.7567151960543
2002-01-01,1015.7567151960543
2002-01-02,1027.4604035537236
2002-01-03,1043.2264514635706
2002-01-04,1048.2983882509877
2002-01-07,1047.6730011594493
2002-01-08,1039.7813777561655
2002-01-09,1038.0272701031997
2002-01-10,1033.9146102621214
2002-01-11,1036.0290181388455
2002-01-14,1024.7963983658428
2002-01-15,1022.118518832325
2002-01-16,1003.0558188720413
2002-01-17,1012.8471832193936
2002-01-18,1013.5839979876055
2002-01-21,1008.7625623835635
2002-01-22,1010.8437751598256
2002-01-23,1013.4503442841831
2002-01-24,1016.7624148019656
2002-01-25,999.8761356273413
2002-01-28,1001.1390522328174
2002-01-29,995.667921906933
2002-01-30,985.6489432968223
2002-01-31,1001.3304968607106
2002-02-01,1002.5486694608468
2002-02-04,999.4580484166548
2002-02-05,988.263431641774
2002-02-06,980.7842996210265
2002-02-07,980.3406442469653
2002-02-08,981.4428018406179
2002-02-11,993.3725696677186
2002-02-12,992.7048458675042
2002-02-13,994.8556149815045
2002-02-14,998.6677206124
2002-02-15,997.495034695411
2002-02-18,988.1234636649452
2002-02-19,979.463663588879
2002-02-20,971.3802415968657
2002-02-21,976.4684524883422
2002-02-22,976.0857250130346
2002-02-25,978.8411771783051
2002-02-26,981.8970334521797
2002-02-27,988.5851157059003
2002-02-28,987.5864494951428
2002-03-01,999.2301527223656
2002-03-04,1024.025940952699
2002-03-05,1020.0590026184302
2002-03-06,1027.4620229970265
2002-03-07,1046.1527654616261
2002-03-08,1050.478672685228
2002-03-11,1045.1302130293445
2002-03-12,1029.8883027326312
2002-03-13,1031.031872597077
2002-03-14,1041.0874761067907
2002-03-15,1047.480074148763
2002-03-18,1051.1172844252526
2002-03-19,1052.8816863716854
2002-03-20,1050.9299127242173
2002-03-21,1051.9064289183118
2002-03-22,1055.4203667207032
2002-03-25,1049.2798987296833
2002-03-26,1048.725503577206
2002-03-27,1047.6732793325948
2002-03-28,1054.8690198783254
2002-03-29,1053.9215750003457
2002-04-01,1062.4160482723044
2002-04-02,1060.8855940771937
2002-04-03,1056.300135142415
2002-04-04,1052.9461489198097
2002-04-05,1055.067531422699
2002-04-08,1038.0714405556844
2002-04-09,1045.939210263904
2002-04-10,1055.0156519780257
2002-04-11,1052.989517832167
2002-04-12,1050.4738170107178
2002-04-15,1056.2972162300302
2002-04-16,1066.5745119130004
2002-04-17,1075.0968815083068
2002-04-18,1071.9394301075786
2002-04-19,1074.2330753683175
2002-04-22,1067.2766332147805
2002-04-23,1065.8436490856966
2002-04-24,1065.1761596770032
2002-04-25,1058.8144933000906
2002-04-26,1061.7787798622987
2002-04-29,1060.774563100402
2002-04-30,1061.1550364230357
2002-05-01,1064.7548547523286
2002-05-02,1061.2919459491543
2002-05-03,1066.867583725174
2002-05-06,1067.7338252291675
2002-05-07,1056.6210456719762
2002-05-08,1072.1917251854582
2002-05-09,1069.3326813837043
2002-05-10,1067.6860372010785
2002-05-13,1068.2959616234764
2002-05-14,1067.690842329137
2002-05-15,1075.5372519036314
2002-05-16,1075.719945804789
2002-05-17,1082.0303131709622
2002-05-20,1081.1015909185303
2002-05-21,1077.1502917210576
2002-05-22,1072.1879106507176
2002-05-23,1065.8824115445848
2002-05-24,1067.2109584064913
2002-05-27,1067.4201707552795
2002-05-28,1069.1942026698794
2002-05-29,1065.4600235581063
2002-05-30,1059.5341309041257
2002-05-31,1060.7394898626724
2002-06-03,1059.2744808631755
