Date,AC PACIFIC EX JAPAN EQUAL WEIGHTED
1998-12-31,1000.0
1999-01-01,1000.0
1999-01-04,1015.5969302713477
1999-01-05,1033.658789507192
1999-01-06,1069.597971800686
1999-01-07,1101.4451059104445
1999-01-08,1095.118070757978
1999-01-11,1103.2861467377013
1999-01-12,1095.044630661341
1999-01-13,1061.2736375198092
1999-01-14,1026.6127875092398
1999-01-15,1047.086171161527
1999-01-18,1058.8447373099511
1999-01-19,1051.5168382299858
1999-01-20,1052.002888494273
1999-01-21,1028.140900302308
1999-01-22,995.3178391496739
1999-01-25,956.5440545754085
1999-01-26,962.2740298300191
1999-01-27,983.5620333962781
1999-01-28,980.9671730530193
1999-01-29,984.4100727788626
1999-02-01,987.3142168796687
1999-02-02,980.0862573395635
1999-02-03,971.7352663826379
1999-02-04,959.7820327771526
1999-02-05,953.2079470253528
1999-02-08,952.49817558635
1999-02-09,936.0358982649192
1999-02-10,936.0982358720905
1999-02-11,939.0593048937109
1999-02-12,954.6044634975431
1999-02-15,953.9482496790622
1999-02-16,951.7730708228515
1999-02-17,947.7570967288664
1999-02-18,941.1395349040769
1999-02-19,933.1931321441749
1999-02-22,933.5256011137583
1999-02-23,929.2584361552935
1999-02-24,925.950863364812
1999-02-25,923.7661879158306
1999-02-26,937.9107535583604
1999-03-01,941.2714113466324
1999-03-02,937.7038750152458
1999-03-03,941.3485814922227
1999-03-04,936.5384300155549
1999-03-05,940.2389773188972
1999-03-08,951.3010383002234
1999-03-09,947.6545823941451
1999-03-10,946.796469223014
1999-03-11,952.3974088862091
1999-03-12,961.2647546539512
1999-03-15,971.0342528024253
1999-03-16,975.4088862427374
1999-03-17,980.3870148145703
1999-03-18,980.9584325520306
1999-03-19,1002.4724479670642
1999-03-22,1008.6224181892172
1999-03-23,1015.3600699965218
1999-03-24,1007.8733000333089
1999-03-25,1012.6263278700866
1999-03-26,1011.6232361816283
1999-03-29,1007.6528100464826
1999-03-30,1012.7012053771316
1999-03-31,1013.0554369053216
1999-04-01,1030.2673009548541
1999-04-02,1043.2575394773637
1999-04-05,1042.7911290210625
1999-04-06,1056.808710877021
1999-04-07,1063.5575737052975
1999-04-08,1075.810389168691
1999-04-09,1094.618518882132
1999-04-12,1092.4531286583024
1999-04-13,1105.0634177490242
1999-04-14,1118.0965077962105
1999-04-15,1147.6894619281618
1999-04-16,1181.0326320905378
1999-04-19,1220.63673506659
1999-04-20,1224.3952215204554
1999-04-21,1212.7066275367706
1999-04-22,1223.964730136191
1999-04-23,1233.5424027305692
1999-04-26,1254.9963457929477
1999-04-27,1274.6295300555134
1999-04-28,1280.7921547584165
1999-04-29,1282.4668385914383
1999-04-30,1312.6347639678522
1999-05-03,1341.1299502959691
1999-05-04,1389.2044309601324
1999-05-05,1404.5633739627285
1999-05-06,1443.228553906954
1999-05-07,1427.2014121282618
1999-05-10,1426.7507301005767
1999-05-11,1423.494393925352
1999-05-12,1427.845030612308
1999-05-13,1401.5665175098463
1999-05-14,1407.9582830761494
1999-05-17,1370.6718031981434
1999-05-18,1373.9806542911174
1999-05-19,1374.8872950098942
1999-05-20,1366.9207653692715
1999-05-21,1367.7528666982278
1999-05-24,1382.7958270018098
1999-05-25,1391.4211749942685
1999-05-26,1397.6837083735477
1999-05-27,1411.7208955874166
1999-05-28,1397.139296609785
1999-05-31,1392.0195764444095
1999-06-01,1408.0795783890371
1999-06-02,1413.631826810912
1999-06-03,1425.675266267913
1999-06-04,1438.671324097956
1999-06-07,1473.2387346270525
1999-06-08,1510.6724744778678
1999-06-09,1503.1356464437272
1999-06-10,1532.0832212753464
1999-06-11,1555.6079635605333
1999-06-14,1576.623997566994
1999-06-15,1561.3716231354472
1999-06-16,1570.0947928193536
1999-06-17,1597.1365409482921
1999-06-18,1606.8090526264532
1999-06-21,1646.9494773339786
1999-06-22,1684.2270751760834
1999-06-23,1706.8819549730804
1999-06-24,1709.0081058877533
1999-06-25,1697.3409855149985
1999-06-28,1720.052623439947
1999-06-29,1734.5330028241997
1999-06-30,1711.6317328711762
1999-07-01,1724.3514866253481
1999-07-02,1744.0613699091105
1999-07-05,1763.8850484254783
1999-07-06,1773.3268585666349
1999-07-07,1758.9386116084427
1999-07-08,1766.685991694994
1999-07-09,1779.4325734064912
1999-07-12,1769.0006251979528
1999-07-13,1737.279020555535
1999-07-14,1697.927062455755
1999-07-15,1707.122988806284
1999-07-16,1697.2274436870316
1999-07-19,1685.6918361235153
1999-07-20,1696.1561936449466
1999-07-21,1673.071166916012
1999-07-22,1658.9304880072991
1999-07-23,1611.014603158993
1999-07-26,1556.7498605463225
1999-07-27,1559.7478929988076
1999-07-28,1604.9791873310648
1999-07-29,1628.486754936469
1999-07-30,1613.9621335002148
1999-08-02,1603.193879802581
1999-08-03,1619.704876812297
1999-08-04,1617.7449499175084
