Date,AC ASEAN EQUAL WEIGHTED
1998-12-31,1000.0
1999-01-01,1000.0
1999-01-04,997.1199103870242
1999-01-05,1041.9085874380842
1999-01-06,1088.880661941748
1999-01-07,1124.5223511322579
1999-01-08,1117.703552725527
1999-01-11,1122.6162061802927
1999-01-12,1119.199656127141
1999-01-13,1057.1565721362467
1999-01-14,1034.9618345711174
1999-01-15,1042.2985633986827
1999-01-18,1059.4857706197226
1999-01-19,1056.1470037898505
1999-01-20,1068.4118055330237
1999-01-21,1048.6651287623115
1999-01-22,1013.0742442899372
1999-01-25,943.2737376157952
1999-01-26,966.8286063413258
1999-01-27,986.3599412217491
1999-01-28,983.5116959745435
1999-01-29,987.6548993521064
1999-02-01,984.111874134516
1999-02-02,980.2685729331571
1999-02-03,980.4687175081183
1999-02-04,969.5138774257763
1999-02-05,957.4202152160406
1999-02-08,930.5440463796762
1999-02-09,920.8271949863125
1999-02-10,920.7432701541597
1999-02-11,923.9448408268704
1999-02-12,934.9498525922028
1999-02-15,935.7315021012803
1999-02-16,935.5964853637156
1999-02-17,925.8979839790176
1999-02-18,923.0255474145896
1999-02-19,923.8820387665116
1999-02-22,910.9861653272394
1999-02-23,917.0244169741958
1999-02-24,918.1191897883242
1999-02-25,914.2697224075488
1999-02-26,927.7210971241782
1999-03-01,923.5568394268989
1999-03-02,913.6172081419091
1999-03-03,911.330781107183
1999-03-04,907.3632775164477
1999-03-05,905.1206162990926
1999-03-08,898.934261456683
1999-03-09,878.4341592038209
1999-03-10,872.771016689271
1999-03-11,874.0470906468223
1999-03-12,880.1084137446385
1999-03-15,898.7946223901938
1999-03-16,898.7138672581868
1999-03-17,903.2608325521927
1999-03-18,906.9211905538778
1999-03-19,917.7162319982184
1999-03-22,909.0499972157274
1999-03-23,914.0088701782088
1999-03-24,904.0409156584459
1999-03-25,914.3847665475788
1999-03-26,904.841669656923
1999-03-29,912.7995831026918
1999-03-30,918.4515322570066
1999-03-31,917.8517792409615
1999-04-01,922.2673225683255
1999-04-02,923.1420914936383
1999-04-05,923.7126329919699
1999-04-06,929.4619201643026
1999-04-07,939.3752708556754
1999-04-08,950.7164363092448
1999-04-09,970.4342074438035
1999-04-12,970.6922767675134
1999-04-13,991.6994124156646
1999-04-14,1023.5086420133207
1999-04-15,1050.4655598125864
1999-04-16,1119.3650172116013
1999-04-19,1151.0481491172281
1999-04-20,1129.3494577055542
1999-04-21,1130.5953956014891
1999-04-22,1156.8035993261487
1999-04-23,1155.768655115782
1999-04-26,1170.5504882239454
1999-04-27,1184.7887962632174
1999-04-28,1202.9577689252692
1999-04-29,1242.1839073168437
1999-04-30,1317.7600177281693
1999-05-03,1387.7263773523694
1999-05-04,1483.6307852589919
1999-05-05,1529.8703511594813
1999-05-06,1571.20621692306
1999-05-07,1526.4309463359386
1999-05-10,1526.0754768972279
1999-05-11,1556.108750235536
1999-05-12,1595.3194616948074
1999-05-13,1579.487316638708
1999-05-14,1620.7149047952694
1999-05-17,1571.9044870823745
1999-05-18,1561.6686223657894
1999-05-19,1554.5173752523535
1999-05-20,1579.9787754727806
1999-05-21,1596.1223694582443
1999-05-24,1652.8876458630752
1999-05-25,1685.8216669269877
1999-05-26,1673.1188807851931
1999-05-27,1704.774183999851
1999-05-28,1662.2721714162126
1999-05-31,1658.2772980886123
1999-06-01,1669.529306271637
1999-06-02,1656.9055370218525
1999-06-03,1680.925624795363
1999-06-04,1691.3477083499545
1999-06-07,1730.8326160734946
1999-06-08,1832.1867788414404
1999-06-09,1847.321617605004
1999-06-10,1867.416042427636
1999-06-11,1921.2752210795172
1999-06-14,2011.148901798981
1999-06-15,2027.1836937644837
1999-06-16,2019.9031636584798
1999-06-17,2077.6405894687023
1999-06-18,2121.770791677543
1999-06-21,2194.7632418537096
1999-06-22,2267.3294980034575
1999-06-23,2313.2527519639207
1999-06-24,2320.891917878591
1999-06-25,2285.333637395341
1999-06-28,2326.57316153639
1999-06-29,2341.5309298703805
1999-06-30,2275.129364009403
1999-07-01,2278.7321645615107
1999-07-02,2264.873730659235
1999-07-05,2247.222969958427
1999-07-06,2322.543455752686
1999-07-07,2282.8564286505043
1999-07-08,2283.086947418815
1999-07-09,2289.87748559172
1999-07-12,2285.8186275328753
1999-07-13,2257.051266671352
1999-07-14,2242.4334924341183
1999-07-15,2244.7286773004494
1999-07-16,2240.6724450075462
1999-07-19,2242.312980334468
1999-07-20,2232.161573969212
1999-07-21,2206.643708127059
1999-07-22,2175.3365671737265
1999-07-23,2098.898189261412
1999-07-26,2001.7100423307274
1999-07-27,1964.0154846955986
1999-07-28,2072.4579010945795
1999-07-29,2114.8666402354884
1999-07-30,2078.647159723071
1999-08-02,2057.657155085824
1999-08-03,2078.30206675877
1999-08-04,2069.807124651286
1999-08-05,2021.210370994056
1999-08-06,1993.0626855197377
