Date,AC FAR EAST ex JAPAN EQUAL WEIGHTED
1998-12-31,1000.0
1999-01-01,1000.0
1999-01-04,1009.6030394618414
1999-01-05,1028.9861408515108
1999-01-06,1066.5652727103432
1999-01-07,1094.5452356442402
1999-01-08,1092.9804854837967
1999-01-11,1101.3203302811892
1999-01-12,1090.1627753606883
1999-01-13,1057.4877835562056
1999-01-14,1024.0444536521443
1999-01-15,1044.504925257317
1999-01-18,1054.847068606082
1999-01-19,1046.2482442951502
1999-01-20,1045.6876536596835
1999-01-21,1028.7029083569357
1999-01-22,1002.7790265466499
1999-01-25,964.7589886387719
1999-01-26,970.0103741875522
1999-01-27,989.580781001448
1999-01-28,984.4199164881393
1999-01-29,987.1998988136961
1999-02-01,986.8571349602709
1999-02-02,973.8246788121411
1999-02-03,960.3652305350765
1999-02-04,951.1130587236847
1999-02-05,939.6916493937186
1999-02-08,927.1394381997557
1999-02-09,921.383962758272
1999-02-10,922.2965681652338
1999-02-11,928.3441146092161
1999-02-12,946.5833733929818
1999-02-15,946.4805274888781
1999-02-16,947.2424218095715
1999-02-17,943.6672828500374
1999-02-18,934.187550765336
1999-02-19,923.3250361820769
1999-02-22,920.143358108443
1999-02-23,915.0320851648572
1999-02-24,911.1109756115613
1999-02-25,912.2112546899504
1999-02-26,956.6880468853641
1999-03-01,955.3093893244287
1999-03-02,949.9020455586931
1999-03-03,949.8782857033148
1999-03-04,944.9878623563899
1999-03-05,946.7138772770157
1999-03-08,956.3730549709913
1999-03-09,955.0498090975362
1999-03-10,952.7626544415267
1999-03-11,955.8354781167773
1999-03-12,965.7475572418091
1999-03-15,972.7787853152573
1999-03-16,976.0304175137353
1999-03-17,981.1529276708188
1999-03-18,982.3972651331537
1999-03-19,1004.1800379004733
1999-03-22,1005.6951913902827
1999-03-23,1009.7261246164499
1999-03-24,1000.4017570974758
1999-03-25,1008.3683514572202
1999-03-26,1007.7830830322654
1999-03-29,1004.1992868121321
1999-03-30,1010.5211850272364
1999-03-31,1014.6428449365112
1999-04-01,1038.0563463205472
1999-04-02,1057.6365064096021
1999-04-05,1052.768779644449
1999-04-06,1071.3617117658948
1999-04-07,1076.9391843182796
1999-04-08,1088.6398138849047
1999-04-09,1110.376166375928
1999-04-12,1106.9297454940715
1999-04-13,1121.2799770749364
1999-04-14,1132.0389244428281
1999-04-15,1164.5615368433428
1999-04-16,1197.4654408385527
1999-04-19,1239.0022075723596
1999-04-20,1243.1341348123933
1999-04-21,1229.0470830092013
1999-04-22,1246.2981684636952
1999-04-23,1258.436769904016
1999-04-26,1289.4146516693609
1999-04-27,1304.6258009841742
1999-04-28,1310.1548754270352
1999-04-29,1314.0418704163378
1999-04-30,1341.3804962705406
1999-05-03,1367.233944292502
1999-05-04,1414.5404437910206
1999-05-05,1436.3888109677969
1999-05-06,1473.8729278587189
1999-05-07,1455.4015261475242
1999-05-10,1461.8479495927886
1999-05-11,1469.3418587830877
1999-05-12,1471.595660062392
1999-05-13,1449.137760677447
1999-05-14,1460.2994856625312
1999-05-17,1427.966610878541
1999-05-18,1443.233516815002
1999-05-19,1446.9048893590193
1999-05-20,1445.2720296245714
1999-05-21,1446.5830372154844
1999-05-24,1448.4455868826458
1999-05-25,1465.2640486653272
1999-05-26,1471.8087349821822
1999-05-27,1486.4947126575482
1999-05-28,1466.9070742939616
1999-05-31,1456.1283952940562
1999-06-01,1484.7352621137918
1999-06-02,1483.9923264628408
1999-06-03,1493.9031512192932
1999-06-04,1502.8945075744198
1999-06-07,1533.112448463968
1999-06-08,1583.2732523230459
1999-06-09,1573.5472184774321
1999-06-10,1610.2028216072147
1999-06-11,1639.797858249798
1999-06-14,1671.4441353252441
1999-06-15,1653.8359387796927
1999-06-16,1671.038348419576
1999-06-17,1698.0308721319886
1999-06-18,1706.6097071395031
1999-06-21,1749.2579891921864
1999-06-22,1792.0377619162543
1999-06-23,1816.2511678949745
1999-06-24,1820.503501269538
1999-06-25,1809.597159089752
1999-06-28,1838.5460179012139
1999-06-29,1858.924752963393
1999-06-30,1830.028422568379
1999-07-01,1849.7994937411256
1999-07-02,1873.42651338193
1999-07-05,1893.6166576468954
1999-07-06,1907.0638954379203
1999-07-07,1891.001240937579
1999-07-08,1907.5785355633213
1999-07-09,1931.9612997519093
1999-07-12,1927.7022736299198
1999-07-13,1890.0785544125483
1999-07-14,1860.186107569556
1999-07-15,1871.2832288555144
1999-07-16,1854.6939358611162
1999-07-19,1838.6387230388514
1999-07-20,1845.5572166541224
1999-07-21,1831.6375869209833
1999-07-22,1807.6206865926254
1999-07-23,1750.0157131097749
1999-07-26,1669.013099173066
1999-07-27,1694.9378749796738
1999-07-28,1729.17616775035
1999-07-29,1746.3267616919202
1999-07-30,1726.1403306165582
1999-08-02,1695.317490205242
1999-08-03,1717.3030175330366
1999-08-04,1699.6564678616542
