Date,EAFE SMALL CAP MINIMUM VOLATILITY (USD)
2001-05-31,1000.0
2001-06-01,1000.7920004855333
2001-06-04,1001.2078505828011
2001-06-05,1003.878998474935
2001-06-06,1004.0779961057514
2001-06-07,1008.0538502040215
2001-06-08,1007.8943862426544
2001-06-11,1001.5199043699411
2001-06-12,999.171470158212
2001-06-13,1003.935125651924
2001-06-14,1007.2249437732177
2001-06-15,1001.1595749822079
2001-06-18,997.4389373203505
2001-06-19,994.5878315800084
2001-06-20,985.7847704986675
2001-06-21,989.0683004999446
2001-06-22,992.412018088148
2001-06-25,998.6852926816862
2001-06-26,1000.6418385307269
2001-06-27,996.3709289803858
2001-06-28,984.641347607599
2001-06-29,988.539095642955
2001-07-02,985.2939607684627
2001-07-03,987.2329203639766
2001-07-04,985.2155461049225
2001-07-05,975.9567913801036
2001-07-06,971.6308867659823
2001-07-09,969.1241467220774
2001-07-10,976.3968834877647
2001-07-11,975.6609128350965
2001-07-12,976.4705491539419
2001-07-13,974.9568091159806
2001-07-16,975.112835287897
2001-07-17,968.601979588715
2001-07-18,977.0904638012571
2001-07-19,979.3190130739259
2001-07-20,982.013780662456
2001-07-23,970.0045118441063
2001-07-24,972.9252741718112
2001-07-25,974.5431008277501
2001-07-26,974.1384311549451
2001-07-27,973.9054579012702
2001-07-30,968.994124369343
2001-07-31,973.6360193528794
2001-08-01,982.9289320442832
2001-08-02,992.2641831687642
2001-08-03,992.1994117481651
2001-08-06,988.631869090752
2001-08-07,987.1752413237678
2001-08-08,987.9542355770449
2001-08-09,987.095320351092
2001-08-10,994.8957162946191
2001-08-13,993.7814168462663
2001-08-14,1000.7537518211503
2001-08-15,1013.5117342031411
2001-08-16,1011.106504952532
2001-08-17,1013.9377687590883
2001-08-20,1005.8270423085852
2001-08-21,1012.3431196242291
2001-08-22,1020.6354227080054
2001-08-23,1013.7595613585189
2001-08-24,1014.2304167077078
2001-08-27,1016.4547504864314
2001-08-28,1013.9792422494779
2001-08-29,1014.7870179386139
2001-08-30,1008.3389445124071
2001-08-31,1002.7639070054089
2001-09-03,991.8865995408499
2001-09-04,984.4901149638198
2001-09-05,973.5446390903752
2001-09-06,968.5458937391077
2001-09-07,970.6060599508427
2001-09-10,948.9421856216345
2001-09-11,943.7825320553508
2001-09-12,909.4954858310629
2001-09-13,915.8194206229847
2001-09-14,923.7672663259683
2001-09-17,899.6281472611479
2001-09-18,901.8365736267581
2001-09-19,908.4602662643422
2001-09-20,893.4886513684235
2001-09-21,866.4795383450842
2001-09-24,873.8025407051679
2001-09-25,888.3429509953949
2001-09-26,891.4734884281883
2001-09-27,887.0681756421525
2001-09-28,896.080403470945
2001-10-01,901.5864266568952
2001-10-02,901.014438054445
2001-10-03,905.6268935061294
2001-10-04,913.3350866074782
2001-10-05,917.7161618534424
2001-10-08,914.6798891552216
2001-10-09,911.9370494925965
2001-10-10,908.6367242961012
2001-10-11,914.4760214429667
2001-10-12,922.9903237123925
2001-10-15,925.2232279086811
2001-10-16,929.7688857708555
2001-10-17,932.7672832573609
