Date,WRLD ex USA SMALL CAP MINIMUM VOL (USD)
2001-05-31,1000.0
2001-06-01,1002.6236769376586
2001-06-04,1003.6026617926185
2001-06-05,1005.274222349818
2001-06-06,1005.582332377526
2001-06-07,1010.9286288622984
2001-06-08,1010.5495515716259
2001-06-11,1005.3955505426525
2001-06-12,1003.9578573287887
2001-06-13,1010.0627843017007
2001-06-14,1012.0623557207775
2001-06-15,1005.8047663199346
2001-06-18,1001.4999824760988
2001-06-19,998.1357747300195
2001-06-20,989.9171691541433
2001-06-21,992.0490073111749
2001-06-22,993.0105223836508
2001-06-25,998.5059380017537
2001-06-26,1000.8199796493317
2001-06-27,996.0643197691624
2001-06-28,987.4991195004468
2001-06-29,991.4469031430922
2001-07-02,988.7944776679271
2001-07-03,991.5975113209281
2001-07-04,989.4529840437459
2001-07-05,982.8563622342547
2001-07-06,977.8904729687906
2001-07-09,975.9998303481708
2001-07-10,982.7595279085454
2001-07-11,982.2406578231771
2001-07-12,982.637239396932
2001-07-13,981.8137709969078
2001-07-16,981.0163404443339
2001-07-17,975.0030440001503
2001-07-18,985.4558073287121
2001-07-19,988.1113247633155
2001-07-20,988.7066487539972
2001-07-23,977.417598936834
2001-07-24,979.4122820577219
2001-07-25,979.3610636249913
2001-07-26,978.6670662095846
2001-07-27,977.6533141034339
2001-07-30,974.2720996514897
2001-07-31,978.1585370655205
2001-08-01,985.8619499850348
2001-08-02,994.6664388302139
2001-08-03,994.9643420055604
2001-08-06,992.4427581967951
2001-08-07,990.7581193264713
2001-08-08,991.78823688709
2001-08-09,991.4043434677761
2001-08-10,997.7692186074219
2001-08-13,997.7797667795488
2001-08-14,1001.103723422531
2001-08-15,1014.0578256620091
2001-08-16,1013.7274939187575
2001-08-17,1014.5683524963212
2001-08-20,1008.1753070503518
2001-08-21,1015.8339214341228
2001-08-22,1023.236011936669
2001-08-23,1018.0385590914121
2001-08-24,1019.6195509620204
2001-08-27,1021.1810106934905
2001-08-28,1019.4413331887463
2001-08-29,1021.127346876093
2001-08-30,1015.3844886353434
2001-08-31,1009.8956938285778
2001-09-03,1001.7025310545968
2001-09-04,996.8151104975285
2001-09-05,989.02953911376
2001-09-06,984.6769947335256
