Date,EUROPE SMALL CAP MINIMUM VOLATILITY(EUR)
2001-05-31,1000.0
2001-06-01,998.1065737428569
2001-06-04,1000.425421496019
2001-06-05,1008.9699980771961
2001-06-06,1007.4059781846856
2001-06-07,1006.1913136737314
2001-06-08,1005.0118946245786
2001-06-11,996.5004269783653
2001-06-12,998.0788271369693
2001-06-13,1001.9130668845124
2001-06-14,1007.0355359948037
2001-06-15,1006.2802167117623
2001-06-18,1001.261102835235
2001-06-19,996.1896447417247
2001-06-20,985.3090709508331
2001-06-21,988.1919788029876
2001-06-22,985.4341454707308
2001-06-25,988.055811608687
2001-06-26,983.7585739477554
2001-06-27,979.002353190594
2001-06-28,967.1200669707382
2001-06-29,967.5737259943703
2001-07-02,967.7608083764685
2001-07-03,968.8744029086647
2001-07-04,971.0940470928198
2001-07-05,957.6948920646064
2001-07-06,958.6577726282762
2001-07-09,961.4250669468718
2001-07-10,968.6213897524757
2001-07-11,969.1316540292838
2001-07-12,961.714247436196
2001-07-13,960.6528477645054
2001-07-16,963.3380670186517
2001-07-17,956.5843554106862
2001-07-18,971.8324719856682
2001-07-19,972.4855934324607
2001-07-20,976.0320627608085
2001-07-23,970.3298132357172
2001-07-24,972.1562928829788
2001-07-25,972.8107455265298
2001-07-26,968.500524430734
2001-07-27,966.6368674384369
2001-07-30,970.6596848304019
2001-07-31,972.5280109236427
2001-08-01,979.8026204128839
2001-08-02,982.0743557365025
2001-08-03,984.829135956196
2001-08-06,978.0143203511833
2001-08-07,973.1535617707336
2001-08-08,970.6316759737648
2001-08-09,975.5006282385478
2001-08-10,981.0591337344488
2001-08-13,983.5226716567765
2001-08-14,987.4936701325842
2001-08-15,1001.232143296203
2001-08-16,1001.4902787826693
2001-08-17,1002.6689315572042
2001-08-20,997.3587117219179
2001-08-21,1001.7341706819868
2001-08-22,1008.1528425768612
2001-08-23,998.2451762267198
2001-08-24,997.8900292868311
2001-08-27,997.193439333529
2001-08-28,996.6217230260222
2001-08-29,996.4445119015221
2001-08-30,990.5535165991513
2001-08-31,987.5002255380012
2001-09-03,978.4860572669077
2001-09-04,964.788610818972
2001-09-05,961.4372785338827
2001-09-06,953.6877302839827
2001-09-07,959.8612672687317
2001-09-10,939.1394467750538
2001-09-11,920.492420484924
2001-09-12,906.0726155617473
2001-09-13,910.7607758811558
2001-09-14,901.4867633268809
2001-09-17,889.6961501258545
2001-09-18,885.9543164504912
2001-09-19,888.3051347999585
2001-09-20,859.5953501147941
2001-09-21,822.0930931266969
2001-09-24,839.2243239375257
2001-09-25,853.334502501139
2001-09-26,863.3748254281692
2001-09-27,858.4246651093839
2001-09-28,858.4278397397007
2001-10-01,864.5905313045693
2001-10-02,857.5061564477717
2001-10-03,859.0840166627985
2001-10-04,865.8141529771505
2001-10-05,871.5699081217344
2001-10-08,864.4336252670863
2001-10-09,864.7674017159064
2001-10-10,862.4137983682933
2001-10-11,870.1392926680337
2001-10-12,877.2201410859857
2001-10-15,874.9650641344147
2001-10-16,883.5026851894597
2001-10-17,887.0617853455886
2001-10-18,879.9458915549834
2001-10-19,871.937731901524
2001-10-22,863.7348659054801
2001-10-23,865.5453860744394
2001-10-24,869.8166628753381
2001-10-25,874.0757757389614
2001-10-26,875.0467785292896
2001-10-29,883.7334552996081
2001-10-30,879.1853950042529
2001-10-31,878.7323574904123
2001-11-01,883.8438689086412
2001-11-02,884.7296899038179
2001-11-05,880.1181155879896
2001-11-06,883.1721926861618
2001-11-07,889.453943212823
2001-11-08,889.1032089776671
2001-11-09,892.8422802164519
2001-11-12,889.0584521731032
2001-11-13,886.6959914476151
2001-11-14,892.2751316393945
2001-11-15,893.6594263919033
2001-11-16,899.0380729824112
2001-11-19,898.7818156428098
2001-11-20,899.0754842052069
2001-11-21,892.0709459867046
2001-11-22,895.0106070448611
2001-11-23,896.195271800346
2001-11-26,898.7397082621465
2001-11-27,901.6141104158083
2001-11-28,904.3563027773325
2001-11-29,902.7337376830362
2001-11-30,913.4407788795949
2001-12-03,905.2621132201307
2001-12-04,907.7982085416729
2001-12-05,908.5928242955463
2001-12-06,918.3689605122813
2001-12-07,924.7546937204064
2001-12-10,923.7254688689753
2001-12-11,924.6777157712232
2001-12-12,929.8217087777053
2001-12-13,926.7052598950179
2001-12-14,929.6363198477046
2001-12-17,933.9117333726498
2001-12-18,932.1382474992074
2001-12-19,928.293149481104
2001-12-20,927.8384597988977
2001-12-21,921.3623668592707
2001-12-24,915.3120970426239
2001-12-25,915.3120970426237
2001-12-26,917.5198979181777
2001-12-27,929.6236862907793
2001-12-28,927.1652558262757
2001-12-31,936.0785494584793
2002-01-01,936.0785494584793
2002-01-02,948.0815869793089
2002-01-03,952.8252215458224
2002-01-04,954.6996325991821
2002-01-07,953.6456099314796
2002-01-08,954.7425833610685
2002-01-09,950.7485259239718
2002-01-10,951.8358255083004
2002-01-11,954.3016703950401
2002-01-14,956.8994605875836
2002-01-15,953.2015504026227
2002-01-16,945.6664766961119
2002-01-17,945.8751824842005
2002-01-18,948.6968767657693
2002-01-21,949.9937044267365
2002-01-22,949.2775258635826
2002-01-23,949.08715075668
2002-01-24,947.9448719656314
2002-01-25,934.1566687216539
2002-01-28,932.9854694792036
2002-01-29,933.164545841006
2002-01-30,931.398426541088
2002-01-31,934.5788630346347
2002-02-01,938.2920903489505
2002-02-04,942.807811843056
2002-02-05,941.034502014263
2002-02-06,941.2548397434588
2002-02-07,940.4005878155763
2002-02-08,945.4467472451637
2002-02-11,953.8852520291146
2002-02-12,954.8147037636868
2002-02-13,950.712492710815
2002-02-14,951.4912459651227
2002-02-15,955.5156645117215
2002-02-18,952.0565149435631
2002-02-19,951.8537814642981
2002-02-20,947.3078892203356
2002-02-21,950.4237353567593
2002-02-22,952.4288581702335
2002-02-25,949.7849189499395
2002-02-26,952.8545136208717
2002-02-27,952.7466565091388
2002-02-28,954.2136274980414
2002-03-01,958.0307102589774
2002-03-04,970.9648485386505
2002-03-05,974.2635727921611
2002-03-06,979.8047229791181
2002-03-07,989.3515743661786
2002-03-08,988.2384515011208
2002-03-11,989.9317375397264
2002-03-12,982.5977462612382
2002-03-13,986.5272454679515
2002-03-14,994.8568653170855
2002-03-15,999.0797085165199
2002-03-18,1000.7989944550795
2002-03-19,1002.7856258104537
2002-03-20,1002.8138609328266
2002-03-21,1002.0823149193343
2002-03-22,1008.4392090846694
2002-03-25,1005.7448601708878
2002-03-26,1005.6811902972058
2002-03-27,1002.9031372649392
2002-03-28,1006.1789471077022
2002-03-29,1006.2027289194956
2002-04-01,1015.41758187635
2002-04-02,1017.3226640317218
2002-04-03,1017.7350567986671
2002-04-04,1020.2279610513523
2002-04-05,1020.4499993406988
2002-04-08,1015.8863316578313
2002-04-09,1019.5471830885512
2002-04-10,1025.9753254641423
2002-04-11,1031.1939609854512
2002-04-12,1028.8712034711134
2002-04-15,1031.7867890439704
2002-04-16,1037.632383876708
2002-04-17,1047.7246149324021
2002-04-18,1053.6176522327212
2002-04-19,1055.900205202049
2002-04-22,1056.817740206776
2002-04-23,1057.5010490899408
2002-04-24,1061.2702879590806
2002-04-25,1064.6121717042622
2002-04-26,1066.5487848517391
2002-04-29,1067.644121378153
2002-04-30,1070.2531404913325
2002-05-01,1078.7019749216822
2002-05-02,1080.6835372754963
2002-05-03,1090.8012295548665
2002-05-06,1090.3098540952647
2002-05-07,1083.9110448092429
2002-05-08,1084.1006843353464
2002-05-09,1086.7367010226972
2002-05-10,1089.2557292351878
2002-05-13,1086.200968235835
2002-05-14,1080.268618474293
2002-05-15,1085.710693291271
2002-05-16,1088.1506735234607
2002-05-17,1100.6766728381835
2002-05-20,1100.6425262763958
2002-05-21,1096.8948828237726
2002-05-22,1100.4944751986993
2002-05-23,1093.3974540578029
2002-05-24,1096.9499474449487
2002-05-27,1095.6347732782035
2002-05-28,1103.733903432665
2002-05-29,1105.12281656035
2002-05-30,1105.8899035175498
2002-05-31,1102.702911832972
2002-06-03,1104.6573091917135
2002-06-04,1103.5095492931334
2002-06-05,1095.128003490023
2002-06-06,1101.9465948130319
2002-06-07,1097.563786978381
2002-06-10,1100.0571367348427
2002-06-11,1100.4251639311417
2002-06-12,1099.0382835152511
2002-06-13,1095.0127598084043
2002-06-14,1079.4620886742719
2002-06-17,1081.128784337256
2002-06-18,1087.2031629011574
2002-06-19,1089.2852872087547
2002-06-20,1090.260633162107
2002-06-21,1092.4917983013754
2002-06-24,1089.3560934259438
2002-06-25,1086.636953915066
2002-06-26,1092.2862507768248
2002-06-27,1089.194603766343
2002-06-28,1102.5383076444582
2002-07-01,1105.393559411716
2002-07-02,1094.862980300531
2002-07-03,1084.0747858714692
2002-07-04,1086.4315769765929
2002-07-05,1086.5034346367247
2002-07-08,1102.4148979487968
2002-07-09,1105.277468347055
2002-07-10,1094.0747667586868
2002-07-11,1081.0700456137313
2002-07-12,1082.2572974738787
2002-07-15,1087.3615173558348
2002-07-16,1075.5887076829454
2002-07-17,1072.8627688617612
2002-07-18,1078.4870239809086
2002-07-19,1077.1188391047158
2002-07-22,1054.6548456153068
2002-07-23,1030.7656207119114
2002-07-24,1007.7919936086782
2002-07-25,1030.819302366712
2002-07-26,1019.7538514486291
2002-07-29,1022.0921716771735
2002-07-30,1035.2271183983182
2002-07-31,1031.7977228723967
2002-08-01,1026.8642881431922
2002-08-02,1028.370433771925
2002-08-05,1015.698040286623
2002-08-06,987.4868046287359
2002-08-07,993.6417854765886
2002-08-08,994.8856614853512
2002-08-09,1002.6524024124516
2002-08-12,1003.8090428364294
2002-08-13,1005.5423410142554
2002-08-14,1013.5671340489774
2002-08-15,1011.9435071679299
2002-08-16,1018.0388019139414
2002-08-19,1018.109347557186
2002-08-20,1017.7605244310239
2002-08-21,1027.3304027689842
2002-08-22,1026.3915806421473
2002-08-23,1027.8235576571722
2002-08-26,1029.7953208220893
2002-08-27,1038.7017458245175
2002-08-28,1031.5308700495718
2002-08-29,1029.1863460361228
2002-08-30,1027.928684177735
2002-09-02,1028.7217322584393
2002-09-03,1030.9169020294576
2002-09-04,1023.7654718701428
2002-09-05,1019.4115755377996
2002-09-06,1015.8693002336069
2002-09-09,1014.000275305579
2002-09-10,1010.5294360449034
2002-09-11,1012.2424469408184
