Date,KOKUSAI SMALL CAP MIN VOLATILITY (USD)
2001-05-31,1000.0
2001-06-01,1003.482012054727
2001-06-04,1009.1482277795012
2001-06-05,1017.1975219706275
2001-06-06,1013.1765350496304
2001-06-07,1015.3032145404827
2001-06-08,1013.731287112911
2001-06-11,1009.9574310651504
2001-06-12,1012.86896957138
2001-06-13,1016.9567823091419
2001-06-14,1014.7536664104193
2001-06-15,1012.3831020803648
2001-06-18,1006.8707837026634
2001-06-19,1002.3775159241926
2001-06-20,1000.8089829572771
2001-06-21,1005.0243686934791
2001-06-22,998.1520277213533
2001-06-25,997.900436032501
2001-06-26,1002.8842709321103
2001-06-27,1003.952206659525
2001-06-28,1001.5629246437958
2001-06-29,1011.9808559911421
2001-07-02,1005.3028960783746
2001-07-03,1006.4768761508004
2001-07-04,1007.2159774828108
2001-07-05,1000.6725039342817
2001-07-06,996.3472490670008
2001-07-09,998.1025705640848
2001-07-10,1000.5123048209696
2001-07-11,998.4464489950316
2001-07-12,1000.869587275051
2001-07-13,1001.9530619155545
2001-07-16,1002.0528436425757
2001-07-17,1001.3790496806793
2001-07-18,1009.2077112237072
2001-07-19,1013.2116195043488
2001-07-20,1012.9714638135846
2001-07-23,1006.9101197840566
2001-07-24,1003.004290021746
2001-07-25,1005.7699441894449
2001-07-26,1008.4651488761157
2001-07-27,1006.329713879338
2001-07-30,1009.7175278768403
2001-07-31,1010.5553311898502
2001-08-01,1017.734611183362
2001-08-02,1021.1391672480189
2001-08-03,1022.0333607576881
2001-08-06,1016.7760232893527
2001-08-07,1014.6926092817699
2001-08-08,1011.3782342653308
2001-08-09,1015.949425292578
2001-08-10,1020.9318888916977
2001-08-13,1023.5026123785044
2001-08-14,1026.4579929381823
2001-08-15,1036.1731206102515
2001-08-16,1039.7022018854077
2001-08-17,1039.0632740229269
2001-08-20,1038.6291450174638
2001-08-21,1039.1600659751543
2001-08-22,1046.7536214141385
2001-08-23,1040.2273751938326
2001-08-24,1043.3710269624999
2001-08-27,1040.9612335379545
2001-08-28,1037.9668752345249
2001-08-29,1038.4079812839138
2001-08-30,1033.3983326990642
2001-08-31,1028.9619909637818
2001-09-03,1025.2875779893177
2001-09-04,1020.3128674943797
2001-09-05,1017.5371671179557
2001-09-06,1010.4068924392337
2001-09-07,1006.6995402940415
2001-09-10,991.203739337049
2001-09-11,984.0791739673084
2001-09-12,974.1327732700377
2001-09-13,976.1367206712029
2001-09-14,971.1626643816468
2001-09-17,944.2218899535269
