Date,MALAYSIA IMI VALUE
1998-05-29,221.70654253477605
1998-06-01,209.54029895483504
1998-06-02,213.68785763819102
1998-06-03,215.67371394934537
1998-06-04,210.89101342198987
1998-06-05,207.95177468574914
1998-06-08,202.7614523272389
1998-06-09,206.8680645284427
1998-06-10,198.55738493422447
1998-06-11,195.71058706740934
1998-06-12,192.45865655919195
1998-06-15,182.2822484730247
1998-06-16,176.6620692973755
1998-06-17,187.6573949004229
1998-06-18,191.80480079361294
1998-06-19,192.95713872277688
1998-06-22,187.7460397598825
1998-06-23,186.58567154271196
1998-06-24,185.16981014769178
1998-06-25,181.2628404935185
1998-06-26,176.03254714071738
1998-06-29,171.98232234645832
1998-06-30,175.5715483422114
1998-07-01,180.15197184639763
1998-07-02,179.53672044928467
1998-07-03,180.91825901438594
1998-07-06,178.87685298729824
1998-07-07,178.87122001613636
1998-07-08,175.24977101605876
1998-07-09,168.99106958831536
1998-07-10,161.83225703183504
1998-07-13,159.75468315568097
1998-07-14,162.9607848477064
1998-07-15,168.12976736144347
1998-07-16,169.37756900242033
1998-07-17,173.1669227757044
1998-07-20,172.9810758582843
1998-07-21,170.65999253204149
1998-07-22,165.7148814044919
1998-07-23,162.36218883623167
1998-07-24,164.34625011096028
1998-07-27,161.82625946937688
1998-07-28,161.08130287800338
1998-07-29,154.6516883398042
1998-07-30,156.414614079378
1998-07-31,160.6759294912646
1998-08-03,154.46407567619568
1998-08-04,153.4731989321728
1998-08-05,151.14681934906503
1998-08-06,145.81308786733243
1998-08-07,140.6722392341527
1998-08-10,136.69423925126233
1998-08-11,129.43692167807242
1998-08-12,131.7409548690099
1998-08-13,128.27728436153336
1998-08-14,127.96842315619126
1998-08-17,123.04952727765013
1998-08-18,122.48109453739765
1998-08-19,135.90621073811155
1998-08-20,138.27425931450645
1998-08-21,128.5499074131848
1998-08-24,127.81441009357111
1998-08-25,129.49292318053884
1998-08-26,129.96320293671798
1998-08-27,126.0983496359556
1998-08-28,123.2804777920148
1998-08-31,123.71495292430855
1998-09-01,120.07418173964331
1998-09-02,131.63691640677374
1998-09-03,141.19267513273698
1998-09-04,166.7179430490071
1998-09-07,203.59619936171256
1998-09-08,164.38752490419012
1998-09-09,177.80456584519024
1998-09-10,171.27552742790812
1998-09-11,165.1699700517947
1998-09-14,176.19305261040122
1998-09-15,174.9071402417774
1998-09-16,180.02726321363943
1998-09-17,177.06315983370655
1998-09-18,179.8689208958941
1998-09-21,174.0676233921686
1998-09-22,176.6378543084432
1998-09-23,171.56876998111306
1998-09-24,176.04623284816188
1998-09-25,175.56806776874004
1998-09-28,175.71883018603486
1998-09-29,172.2295092759587
1998-09-30,119.09075589826574
1998-10-01,116.8512829083982
1998-10-02,115.622272937662
1998-10-05,114.49010089941423
1998-10-06,118.6879263966598
1998-10-07,117.37592726058016
1998-10-08,117.48337118097062
1998-10-09,118.41333388397466
1998-10-12,123.52832717954247
1998-10-13,121.881203276989
1998-10-14,122.66792550149042
1998-10-15,125.32890153293252
1998-10-16,126.90789217422872
1998-10-19,126.90789217422872
1998-10-20,134.87323920092894
1998-10-21,133.8564682068473
1998-10-22,132.25332774422756
1998-10-23,132.09713888275675
1998-10-26,131.04505699866857
1998-10-27,129.20372104630957
1998-10-28,128.31105333243738
1998-10-29,127.19284900779554
1998-10-30,127.44762427442564
1998-11-02,132.33227406961052
1998-11-03,133.0950000271342
1998-11-04,137.3905398265585
1998-11-05,140.77645803853898
1998-11-06,145.99321224066946
1998-11-09,151.14393411460364
1998-11-10,150.27444948292492
1998-11-11,153.59340906333378
1998-11-12,148.45401986981437
1998-11-13,150.20097264704495
1998-11-16,149.1781187007939
1998-11-17,149.59484370298188
1998-11-18,147.2712645050795
1998-11-19,147.2870216685127
1998-11-20,148.9627062965922
1998-11-23,155.78463794318853
1998-11-24,160.06315866836823
1998-11-25,164.89790552713677
1998-11-26,164.0535884316463
1998-11-27,165.1761774923517
1998-11-30,168.99179981743055
1998-12-01,175.939591647326
1998-12-02,179.83836685036144
1998-12-03,180.342690522375
1998-12-04,183.02805111256626
1998-12-07,176.99271009656337
1998-12-08,174.16423562482927
1998-12-09,177.97452064560153
1998-12-10,177.7856759511042
1998-12-11,180.70318910537594
1998-12-14,182.50437774862382
1998-12-15,181.95255522890997
1998-12-16,180.59774385958647
1998-12-17,179.06411604692886
1998-12-18,181.37668308981978
1998-12-21,178.1732072700495
1998-12-22,171.69279840039243
1998-12-23,179.1430040995514
1998-12-24,179.31598552421775
1998-12-25,179.31598552421775
1998-12-28,178.85215455935332
1998-12-29,181.95412305522072
1998-12-30,184.09605037964494
1998-12-31,184.64449281077205
1999-01-01,184.64449281077205
1999-01-04,178.72290089943698
1999-01-05,181.68227794073297
1999-01-06,188.48770065219875
1999-01-07,189.32685713563288
1999-01-08,192.65306684532655
1999-01-11,197.4168476350496
1999-01-12,196.24016317685474
1999-01-13,195.81203693997085
1999-01-14,194.90715292963938
1999-01-15,196.58630166891916
1999-01-18,196.58630166891916
1999-01-19,196.58630166891916
1999-01-20,196.58630166891916
1999-01-21,203.77094174887242
1999-01-22,206.3803347852376
1999-01-25,203.06434976711878
1999-01-26,201.70252431916452
1999-01-27,201.06366990667448
1999-01-28,197.58569785277965
1999-01-29,196.88202921571553
1999-02-01,196.88202921571553
1999-02-02,190.8132083588484
1999-02-03,186.73622733730883
1999-02-04,191.6841038121876
1999-02-05,184.65549771004655
1999-02-08,173.15781841549244
1999-02-09,181.8033822089788
1999-02-10,179.5997966633488
1999-02-11,185.03460409573927
1999-02-12,188.55879090194185
1999-02-15,188.55879090194185
1999-02-16,188.55879090194185
1999-02-17,188.55879090194185
1999-02-18,186.10530775961942
1999-02-19,186.28525709655486
1999-02-22,183.27683914238094
1999-02-23,182.68320959833147
1999-02-24,178.7497377354132
1999-02-25,179.28394091904406
1999-02-26,215.15977123430233
1999-03-01,209.70686906628083
1999-03-02,207.20725524223948
1999-03-03,202.1954222502844
1999-03-04,202.2921837519201
1999-03-05,201.2538119402126
1999-03-08,202.63578459909863
1999-03-09,208.37015826690748
1999-03-10,206.81408521227908
1999-03-11,203.91071352618238
1999-03-12,206.13655774254474
1999-03-15,203.12835276670347
1999-03-16,200.45276970632517
1999-03-17,200.78697526984996
1999-03-18,202.01217217493024
1999-03-19,201.63111156400515
1999-03-22,197.37085131808718
1999-03-23,195.2988150382657
1999-03-24,191.15068121667457
1999-03-25,195.37532160015903
1999-03-26,194.89190899335668
1999-03-29,194.89190899335668
1999-03-30,193.8497590292905
1999-03-31,196.1421712367155
1999-04-01,208.20816091741378
1999-04-02,214.08269187431483
1999-04-05,210.1270353909103
1999-04-06,217.80914947200785
1999-04-07,215.84706419553459
1999-04-08,215.69957251062837
1999-04-09,222.16584876526315
1999-04-12,223.22097918524238
1999-04-13,229.1906245316648
1999-04-14,226.06351109009816
1999-04-15,229.52656922297822
1999-04-16,238.3292986707822
1999-04-19,243.36439085556353
1999-04-20,243.04125498444017
1999-04-21,240.18663177087652
1999-04-22,248.96410674328857
1999-04-23,252.65283367117112
1999-04-26,263.8895840483877
1999-04-27,261.814865358424
1999-04-28,259.668155000917
1999-04-29,264.03547402424687
1999-04-30,266.4079829147986
1999-05-03,264.2062997592343
1999-05-04,271.3478340338592
1999-05-05,278.32602315441943
1999-05-06,281.51767619149405
1999-05-07,272.4156328780808
1999-05-10,278.0199660062973
1999-05-11,285.1895083218841
1999-05-12,282.4444569148499
1999-05-13,286.59346903774406
1999-05-14,300.14277272609127
1999-05-17,300.47126551425873
1999-05-18,309.3017423800479
1999-05-19,309.92186502758227
1999-05-20,313.1395021797264
1999-05-21,310.3453787039561
1999-05-24,297.32061640165887
1999-05-25,303.91021541989466
1999-05-26,301.3923389980906
1999-05-27,303.03969686220324
1999-05-28,296.61285181232296
1999-05-31,291.8526834573642
1999-06-01,301.3453597885152
1999-06-02,295.4088537731335
1999-06-03,294.7492376187292
1999-06-04,292.7671582896111
1999-06-07,288.89027863414026
1999-06-08,300.36959642257887
1999-06-09,301.3561433115809
1999-06-10,307.37370613336043
1999-06-11,310.7322520453533
1999-06-14,318.72051714268105
1999-06-15,316.8499167023366
1999-06-16,322.80700610123284
1999-06-17,321.2950406814749
1999-06-18,319.58428191035654
1999-06-21,317.9180941551798
1999-06-22,322.0122987942398
1999-06-23,323.2240509188464
1999-06-24,325.75300164128026
1999-06-25,328.82234578355576
1999-06-28,337.9065743350269
1999-06-29,344.31119229381824
1999-06-30,338.99694421721455
1999-07-01,352.88672579759134
1999-07-02,359.0864330004841
1999-07-05,362.8263901266119
1999-07-06,365.6867762452716
1999-07-07,359.62802467133713
1999-07-08,365.9550155455596
1999-07-09,368.26677188689564
1999-07-12,371.50322406130937
1999-07-13,366.02159479554194
1999-07-14,374.96762100049324
1999-07-15,375.2898091815091
1999-07-16,369.44369943264013
1999-07-19,363.8578603467243
1999-07-20,362.4917053361823
1999-07-21,368.1635020644401
1999-07-22,360.11644739655037
1999-07-23,350.2280021448448
1999-07-26,328.5083086883246
1999-07-27,344.09194095058217
1999-07-28,333.9778152046525
1999-07-29,331.410352697666
1999-07-30,328.19690658737034
1999-08-02,306.89959755565275
1999-08-03,314.34205255338554
1999-08-04,298.85034602398434
1999-08-05,291.7692406493994
1999-08-06,289.57513263911153
1999-08-09,268.4435051012037
1999-08-10,281.1750985731807
1999-08-11,280.9321565283887
1999-08-12,307.47485925579394
1999-08-13,324.2854326631056
1999-08-16,320.32241485374
1999-08-17,311.33666657260204
1999-08-18,318.204716736445
1999-08-19,315.2744353767512
1999-08-20,320.0859561564133
1999-08-23,325.4915441878236
1999-08-24,328.98872682917226
1999-08-25,324.16965881589806
1999-08-26,321.99726774618716
1999-08-27,326.87747429755746
1999-08-30,386.03617853758135
1999-08-31,386.03617853758135
1999-09-01,377.5265584504997
1999-09-02,368.16595601975
1999-09-03,374.7624316092799
1999-09-06,376.20773411729203
1999-09-07,374.8252596384989
1999-09-08,374.78236505244485
1999-09-09,371.56062320838265
1999-09-10,368.4181147041873
1999-09-13,368.8826675661319
