Date,PHILIPPINES IMI VALUE
2001-05-31,466.85316898183504
2001-06-01,467.51970763995973
2001-06-04,467.1097747458762
2001-06-05,460.63014131159906
2001-06-06,453.82452064507925
2001-06-07,458.37555390882966
2001-06-08,456.9512461382401
2001-06-11,462.47052504956
2001-06-12,462.01933429341415
2001-06-13,468.2981530895423
2001-06-14,472.7949844894509
2001-06-15,474.27237877155267
2001-06-18,465.71000008066227
2001-06-19,456.18152353052113
2001-06-20,453.04903682732447
2001-06-21,456.2708722850401
2001-06-22,453.8931587704477
2001-06-25,449.84590980094697
2001-06-26,449.83708649223337
2001-06-27,448.8561513684433
2001-06-28,447.7134020071949
2001-06-29,443.24251182004826
2001-07-02,430.8305895166218
2001-07-03,434.5117145129159
2001-07-04,431.99432961903256
2001-07-05,439.4104200203835
2001-07-06,434.05059079883955
2001-07-09,433.8929633964701
2001-07-10,433.31378026347244
2001-07-11,431.81933782434317
2001-07-12,432.2235050538851
2001-07-13,433.65808067754557
2001-07-16,431.8545524344808
2001-07-17,424.69896438012233
2001-07-18,426.4679965612869
2001-07-19,426.8459124018643
2001-07-20,426.7474401494885
2001-07-23,425.24008822589576
2001-07-24,423.05205391066954
2001-07-25,425.61582434725005
2001-07-26,425.54479257735005
2001-07-27,425.66154564822006
2001-07-30,425.2607215341532
2001-07-31,427.9911337820736
2001-08-01,421.24046573111355
2001-08-02,423.2959943845075
2001-08-03,425.36092610331053
2001-08-06,425.9166749985835
2001-08-07,419.852961307638
2001-08-08,414.0102446913583
2001-08-09,409.5013646909796
2001-08-10,421.2478632660442
2001-08-13,432.8613095567574
2001-08-14,432.3283384569525
2001-08-15,438.88536996986136
2001-08-16,438.6344566677367
2001-08-17,436.72362986152814
2001-08-20,434.13380388096937
2001-08-21,437.2235044110941
2001-08-22,435.1399558538018
2001-08-23,434.6005615606904
2001-08-24,436.3925227053431
2001-08-27,434.7295830081526
2001-08-28,433.8691959738324
2001-08-29,431.04537418128353
2001-08-30,427.6330355384994
2001-08-31,429.32894493301814
2001-09-03,427.307494795093
2001-09-04,420.0269584505212
2001-09-05,419.29174059598756
2001-09-06,423.68661497809364
2001-09-07,426.2921457301489
2001-09-10,430.4264416484318
2001-09-11,429.95106655304124
2001-09-12,418.0228252142582
2001-09-13,415.22510865215025
2001-09-14,411.38352389564795
2001-09-17,392.5417487936096
2001-09-18,401.0042653240269
2001-09-19,393.0487342323031
2001-09-20,392.46323527469343
2001-09-21,389.4614201111448
2001-09-24,383.7336668217821
2001-09-25,387.3665306667593
2001-09-26,378.76634441141795
2001-09-27,379.4390698991264
2001-09-28,380.9111223100924
2001-10-01,377.1949915171463
2001-10-02,370.98975967358547
2001-10-03,370.72844304081383
2001-10-04,371.39367539841345
2001-10-05,367.83130106442877
2001-10-08,353.7823717269323
2001-10-09,345.81180542632563
2001-10-10,333.41596180367964
2001-10-11,329.94667515281253
2001-10-12,343.7111398699702
2001-10-15,349.113319716551
2001-10-16,350.33404531820094
2001-10-17,350.5395542593538
2001-10-18,346.5809351278705
2001-10-19,342.9834886299058
2001-10-22,340.82390408845237
2001-10-23,334.6474465016323
2001-10-24,332.8214455321871
2001-10-25,335.65362977956636
2001-10-26,339.6137817132775
2001-10-29,339.3506606466696
2001-10-30,340.9380596255668
2001-10-31,343.068686183973
2001-11-01,342.90366998090235
2001-11-02,343.068686183973
2001-11-05,345.34590188797483
2001-11-06,343.74941062531485
2001-11-07,346.4379146514513
2001-11-08,349.8540867688562
2001-11-09,348.64086338579955
2001-11-12,345.130771867679
2001-11-13,344.2749542487363
2001-11-14,345.17435246362265
2001-11-15,350.10694434363154
2001-11-16,359.91470515171505
2001-11-19,362.51226932064685
2001-11-20,357.600239402128
2001-11-21,363.68184213809917
2001-11-22,375.00503370715285
2001-11-23,380.9890750882257
2001-11-26,381.89606476795984
2001-11-27,388.5128923633905
2001-11-28,390.6258493690161
2001-11-29,389.8067420794279
2001-11-30,389.8067420794279
2001-12-03,384.7277750679851
2001-12-04,381.08098414388354
2001-12-05,388.73776196213043
2001-12-06,392.3143229003244
2001-12-07,391.26338192726
2001-12-10,388.34963860776986
2001-12-11,388.8521994697989
2001-12-12,385.5620006760454
2001-12-13,388.3320891830094
2001-12-14,395.8643223323276
2001-12-17,395.8643223323276
2001-12-18,399.11217207879093
2001-12-19,404.94721868729437
2001-12-20,412.93053774478284
2001-12-21,410.8227727215278
2001-12-24,410.8227727215278
2001-12-25,410.8227727215278
2001-12-26,413.49188438815565
2001-12-27,412.09830453663193
2001-12-28,411.97194948271664
2001-12-31,411.81227043252954
2002-01-01,411.81227043252954
2002-01-02,412.59794038591156
2002-01-03,413.09948760623587
2002-01-04,419.7845320480426
2002-01-07,422.73452408680964
2002-01-08,419.6254269142003
2002-01-09,417.7009773335328
2002-01-10,420.7066476566083
2002-01-11,422.18438621452367
2002-01-14,422.1555535479889
2002-01-15,421.51871388883336
2002-01-16,425.918488459441
2002-01-17,430.8668441950555
2002-01-18,449.0533225585247
2002-01-21,461.5801090898062
2002-01-22,455.33270347358
2002-01-23,467.37856453922
2002-01-24,479.01166343133843
2002-01-25,475.9965859658286
2002-01-28,467.9946297535886
2002-01-29,464.4629917759122
2002-01-30,460.86732242628625
2002-01-31,480.39252631805823
2002-02-01,488.3454544370099
2002-02-04,487.9390007243376
2002-02-05,486.54599423499917
2002-02-06,486.01960384189664
2002-02-07,476.1884427427347
2002-02-08,479.14246732913364
2002-02-11,484.9859897357668
2002-02-12,491.1273769622086
2002-02-13,495.1442138328697
2002-02-14,500.22643382329744
2002-02-15,502.4352405386698
2002-02-18,512.2693616274502
2002-02-19,526.1304859334936
2002-02-20,516.2149328372955
2002-02-21,512.7269722420847
2002-02-22,497.54703139133755
2002-02-25,497.5823319735308
2002-02-26,497.6614068128996
2002-02-27,503.2894339457223
2002-02-28,503.8020783428868
2002-03-01,508.3748341463407
2002-03-04,516.4005171558616
2002-03-05,516.2305394569104
2002-03-06,513.399524822747
2002-03-07,516.9951256060474
2002-03-08,515.7039474000968
2002-03-11,506.0684975143861
2002-03-12,501.3601278405076
2002-03-13,496.71180960111747
2002-03-14,491.8076329230047
2002-03-15,494.8625150445652
2002-03-18,493.1159907170954
2002-03-19,497.17257903415515
2002-03-20,506.7826787282876
2002-03-21,511.9074389423684
2002-03-22,513.3175301882784
2002-03-25,511.1779252530101
2002-03-26,507.62051793677216
2002-03-27,507.44084404738624
2002-03-28,507.5403032484933
2002-03-29,507.5403032484933
2002-04-01,505.1254599020167
2002-04-02,513.3928662414202
2002-04-03,507.8705794697018
2002-04-04,512.8554987686912
2002-04-05,516.5861628266441
2002-04-08,516.5355419385669
2002-04-09,513.1926000597073
2002-04-10,510.5028414895253
2002-04-11,511.08850314324064
2002-04-12,510.5549764614393
2002-04-15,509.83689499705224
2002-04-16,511.8932261106581
2002-04-17,517.1694689015267
2002-04-18,520.8793924201649
2002-04-19,523.7115031929649
2002-04-22,505.6270537316084
2002-04-23,503.1939631782716
2002-04-24,500.35359818403464
2002-04-25,490.33910940758295
2002-04-26,487.9218760908885
2002-04-29,488.7588583308507
2002-04-30,499.45150925806064
2002-05-01,499.7476560171819
2002-05-02,512.4616952503146
2002-05-03,518.7726209024795
2002-05-06,515.3591555240636
2002-05-07,509.97863668974094
2002-05-08,508.41273779566797
2002-05-09,509.2033842313762
2002-05-10,509.34113477455475
2002-05-13,507.07358167666655
2002-05-14,502.3733473075903
2002-05-15,507.73243466506545
2002-05-16,511.24214119241446
2002-05-17,510.7215124387682
2002-05-20,511.88826095779984
2002-05-21,507.8629168433444
2002-05-22,501.7047241224146
2002-05-23,501.9801576087786
2002-05-24,499.2163097786646
2002-05-27,497.53725525178277
2002-05-28,500.53216709198483
2002-05-29,497.2297560699298
2002-05-30,499.01790245180575
2002-05-31,494.54387245087355
2002-06-03,500.52155393024856
2002-06-04,502.9148830356996
2002-06-05,484.6584125942534
2002-06-06,484.5641100908135
2002-06-07,475.28401221499416
2002-06-10,479.2693827835333
2002-06-11,475.81917400262984
2002-06-12,475.81917400262984
2002-06-13,473.711519674975
2002-06-14,476.836436919143
2002-06-17,468.26735468851797
2002-06-18,469.70205685051184
2002-06-19,452.30382685914157
2002-06-20,451.2075842484966
2002-06-21,453.54449501031166
2002-06-24,453.6476856324054
2002-06-25,446.4828794334412
2002-06-26,428.4349055533007
2002-06-27,423.65505569085144
2002-06-28,427.0897253988751
2002-07-01,439.5554798681421
2002-07-02,435.2169779672091
2002-07-03,413.4513905159186
2002-07-04,409.4325917086846
2002-07-05,405.37543009046186
2002-07-08,408.4862897111309
2002-07-09,416.78289623561295
2002-07-10,426.78755546964646
2002-07-11,421.00883320967586
2002-07-12,424.80335732088656
2002-07-15,425.30882487545784
2002-07-16,431.4360195759216
2002-07-17,429.93493052024905
2002-07-18,430.5462389637425
2002-07-19,436.560873580136
2002-07-22,429.9328327395917
2002-07-23,431.5076723517657
2002-07-24,427.47371243245885
2002-07-25,424.8574650689964
2002-07-26,409.30692759853116
2002-07-29,407.09357822134433
2002-07-30,419.0781795632875
2002-07-31,413.7754308267838
2002-08-01,417.96508602064387
2002-08-02,411.53267434054527
2002-08-05,403.4740282928681
2002-08-06,386.90497154138757
2002-08-07,393.52039188381326
2002-08-08,392.59358049746146
2002-08-09,397.52508635345197
2002-08-12,397.11939420840025
2002-08-13,407.79328620351623
2002-08-14,413.59139151002285
2002-08-15,413.2976510703316
2002-08-16,418.304905999668
2002-08-19,415.3849097359399
2002-08-20,412.1383188561313
2002-08-21,394.1294540001668
2002-08-22,388.88349317910183
2002-08-23,382.3849305567845
2002-08-26,391.2867360026979
2002-08-27,394.4837338588947
2002-08-28,404.6561334952975
2002-08-29,406.0729977955443
2002-08-30,403.38788451916264
2002-09-02,402.51635883572106
2002-09-03,403.1762660951408
2002-09-04,411.16990740361905
2002-09-05,414.70567781921784
2002-09-06,415.02683131339757
2002-09-09,416.8879889837027
2002-09-10,413.88708546837495
2002-09-11,421.9461595648707
2002-09-12,418.8352079513245
2002-09-13,417.5451174959518
2002-09-16,416.19509798748123
2002-09-17,420.88469754705716
2002-09-18,417.60164054976593
2002-09-19,416.00942853169727
2002-09-20,414.31327082130224
2002-09-23,410.7035403668822
2002-09-24,400.17461617495013
2002-09-25,400.41360799693075
2002-09-26,397.51142489196707
2002-09-27,400.6321436947599
2002-09-30,410.11087032018855
2002-10-01,399.6395684393121
2002-10-02,392.1626762845818
2002-10-03,384.8759092129139
2002-10-04,381.9016776634389
2002-10-07,378.59978159061654
2002-10-08,369.7804663964436
2002-10-09,372.94340097269696
2002-10-10,364.2427648053588
2002-10-11,364.28483086607525
2002-10-14,356.82958827844135
2002-10-15,348.54045692706075
2002-10-16,348.12440389761855
2002-10-17,338.44587735225986
2002-10-18,333.1233938055881
2002-10-21,328.57904575577317
2002-10-22,332.1315440734293
2002-10-23,326.37686261406947
2002-10-24,339.6167527712613
2002-10-25,340.7964929361749
2002-10-28,345.9101037975328
2002-10-29,336.98823884965753
2002-10-30,333.6751785791773
2002-10-31,333.7693927472467
2002-11-01,333.7693927472467
2002-11-04,334.48015740543417
2002-11-05,331.7014088656745
2002-11-06,340.497760777086
2002-11-07,348.43171630084055
2002-11-08,342.081494336572
2002-11-11,335.8026857637721
2002-11-12,329.24645538885494
2002-11-13,330.0663114264307
2002-11-14,332.41357556316063
2002-11-15,325.53590974455824
2002-11-18,298.1429695001529
2002-11-19,290.57601965903126
2002-11-20,296.66399729822444
2002-11-21,294.10576391003275
2002-11-22,305.68510737720527
2002-11-25,299.5375204483016
2002-11-26,298.93587943444714
2002-11-27,294.6982083049208
2002-11-28,296.3307404809647
2002-11-29,293.9178859936458
2002-12-02,298.4479438963187
2002-12-03,293.58342672710717
2002-12-04,291.69247439832236
2002-12-05,287.8129858012684
2002-12-06,287.8129858012684
2002-12-09,287.49553594798715
2002-12-10,281.5132920580057
2002-12-11,282.384086015736
2002-12-12,281.34135704695285
2002-12-13,280.8434519720767
2002-12-16,274.11403218226627
2002-12-17,276.14338512627484
2002-12-18,278.3398349845788
2002-12-19,274.0978883439109
2002-12-20,275.2553420271887
2002-12-23,278.6112906863763
2002-12-24,278.6112906863763
2002-12-25,278.6112906863763
2002-12-26,282.0261535016194
2002-12-27,279.16364179351
2002-12-30,279.9511273839008
2002-12-31,278.8498866467907
2003-01-01,278.8498866467907
2003-01-02,278.2554414710561
2003-01-03,281.05725404797226
2003-01-06,283.4849819618201
2003-01-07,280.79569944183
2003-01-08,285.1050443149175
2003-01-09,283.4791754775486
2003-01-10,296.61835721854567
2003-01-13,295.7934561291581
2003-01-14,298.94458264966244
2003-01-15,302.45613065434304
2003-01-16,299.19226843426117
2003-01-17,303.28148737965233
2003-01-20,298.03145903227346
2003-01-21,297.00099490886737
2003-01-22,297.27151270480266
2003-01-23,294.7108161726695
2003-01-24,295.84148477211767
2003-01-27,286.88344697852546
2003-01-28,287.2498053571338
2003-01-29,287.45665979653256
2003-01-30,288.8992764622732
2003-01-31,295.1893505205582
2003-02-03,291.5743919615231
2003-02-04,290.9921981845997
2003-02-05,284.90685237171357
2003-02-06,285.83140894918273
2003-02-07,285.0274899093572
2003-02-10,285.9263749886037
2003-02-11,282.7979100798237
2003-02-12,281.530420508241
2003-02-13,279.00251417141095
2003-02-14,278.9164674472904
2003-02-17,277.3650999405973
2003-02-18,270.8877148752959
2003-02-19,271.4562271590993
2003-02-20,270.54183895666745
2003-02-21,266.7016897810356
2003-02-24,264.618547137054
2003-02-25,264.618547137054
2003-02-26,260.39691127262563
2003-02-27,262.4801566297885
2003-02-28,262.1661496489282
2003-03-03,264.75635797904243
2003-03-04,263.217634243349
2003-03-05,257.61955000045583
2003-03-06,259.2960146014568
2003-03-07,259.60358943228835
2003-03-10,259.06801383104414
2003-03-11,258.66311400180507
