Date,TURKEY IMI VALUE
1994-05-31,71.95185174682142
1994-06-30,98.77804569415757
1994-07-29,99.9928131675422
1994-08-31,114.65759715198672
1994-09-30,118.55474982773336
1994-10-31,119.39231338425441
1994-11-30,133.55006509317644
1994-12-30,124.0976116336105
1995-01-31,108.84927410752283
1995-02-28,122.25192638278185
1995-03-31,154.59115426353077
1995-04-28,185.08970323813364
1995-05-31,176.83744406966986
1995-06-30,178.39469088547622
1995-07-31,189.66187729510384
1995-08-31,153.48800145655207
1995-09-29,139.80235200842506
1995-10-31,153.4897853294861
1995-11-30,119.5313460769061
1995-12-29,109.59006819903952
1996-01-31,138.68638612990975
1996-02-29,160.32581081573315
1996-03-29,159.36988848155852
1996-04-30,145.7158753884676
1996-05-31,131.6227650668846
1996-06-28,144.5702653766365
1996-07-31,124.42764080709541
1996-08-30,125.68491242078277
1996-09-30,133.52625334278895
1996-10-31,142.52487427264685
1996-11-29,155.28234046848866
1996-12-31,151.41002597759353
1997-01-01,151.41002597759353
1997-01-02,155.53356612954332
1997-01-03,159.61858108734307
1997-01-06,161.70280341215715
1997-01-07,166.5080888531636
1997-01-08,175.8537209945045
1997-01-09,174.58951436909805
1997-01-10,174.88079625827197
1997-01-13,170.93958298279438
1997-01-14,173.81091528379565
1997-01-15,175.7176850611844
1997-01-16,175.8985053473473
1997-01-17,176.33943615653715
1997-01-20,176.39452854948502
1997-01-21,181.0354923327259
1997-01-22,183.5388491728535
1997-01-23,202.31649444199962
1997-01-24,227.312782583866
1997-01-27,257.4377122065302
1997-01-28,228.8915013651507
1997-01-29,232.9300295790307
1997-01-30,238.04902308659217
1997-01-31,231.1880818974949
1997-02-03,227.96400288142146
1997-02-04,210.7359671198584
1997-02-05,215.7413902923177
1997-02-06,224.97544588107263
1997-02-07,223.0764355455485
1997-02-10,223.64018696214072
1997-02-11,223.2640366182468
1997-02-12,228.2060314355208
1997-02-13,227.93573621742138
1997-02-14,220.68794176403256
1997-02-17,221.43087067767664
1997-02-18,226.6871852923747
1997-02-19,230.1361394472436
1997-02-20,234.1850456842225
1997-02-21,231.07798767579334
1997-02-24,234.58912284769477
1997-02-25,236.342024953457
1997-02-26,233.46298744276567
1997-02-27,229.7600096463842
1997-02-28,230.44991929205312
1997-03-03,216.41568400606
1997-03-04,205.42171730078846
1997-03-05,195.565474522258
1997-03-06,209.47478030924515
1997-03-07,203.54228990504166
1997-03-10,204.87533423081084
1997-03-11,207.06142742603498
1997-03-12,201.00995314267226
1997-03-13,212.23925136801586
1997-03-14,211.17840704013247
1997-03-17,223.0298023520813
1997-03-18,226.32045146034048
1997-03-19,232.08154042364728
1997-03-20,232.56239612697289
1997-03-21,228.60607733628441
1997-03-24,230.67824368142143
1997-03-25,220.60142048075258
1997-03-26,221.15859001738366
1997-03-27,213.21706989487447
1997-03-28,224.27281486881284
1997-03-31,237.34511355935692
1997-04-01,229.2328285469258
1997-04-02,229.1826075314558
1997-04-03,226.8125133900049
1997-04-04,224.86527573154265
1997-04-07,218.2657953860569
1997-04-08,222.7247381050861
1997-04-09,216.06301404025436
1997-04-10,213.22573237327606
1997-04-11,211.31810445971723
1997-04-14,210.56258810283586
1997-04-15,214.81126720731262
1997-04-16,213.93653327581058
1997-04-17,216.01759877325665
1997-04-18,213.56056473910252
1997-04-21,215.0603328631153
1997-04-22,213.71199221820547
1997-04-23,213.71199221820547
1997-04-24,201.08084260175417
1997-04-25,201.59989501561003
1997-04-28,198.04420829759118
1997-04-29,198.66388389171846
1997-04-30,196.67527211260713
1997-05-01,201.1055076859649
1997-05-02,194.82630213754408
1997-05-05,189.86954678002311
1997-05-06,194.56474732819356
1997-05-07,204.85974587754333
1997-05-08,200.67348715430472
1997-05-09,197.96731644851877
1997-05-12,190.83493654549127
1997-05-13,193.5735326810309
1997-05-14,197.29504703510523
1997-05-15,206.31363421416032
1997-05-16,204.06182104321118
1997-05-19,203.63515970144815
1997-05-20,206.14589482836877
1997-05-21,205.49742387436845
1997-05-22,200.80633153997513
1997-05-23,195.00635963948884
1997-05-26,196.2325802386643
1997-05-27,201.96003604922433
1997-05-28,207.18201056773813
1997-05-29,204.38472230942315
1997-05-30,215.18109245512468
1997-06-02,220.53548542994054
1997-06-03,221.90239607597377
1997-06-04,219.55078967926056
1997-06-05,222.39846124576422
1997-06-06,221.69711073065633
1997-06-09,220.80544813382505
1997-06-10,220.1906290653655
1997-06-11,220.21884174172698
1997-06-12,214.8162539713322
1997-06-13,205.73006107806643
1997-06-16,206.6955496973152
1997-06-17,202.008455442596
1997-06-18,203.16367975580266
1997-06-19,208.20526744799028
1997-06-20,211.22021302218215
1997-06-23,229.14644682261985
1997-06-24,217.89831154455268
1997-06-25,216.86878724815892
1997-06-26,219.8068351948102
1997-06-27,227.70452092119774
1997-06-30,230.52789861180543
1997-07-01,228.9283947064949
1997-07-02,229.64631203634764
1997-07-03,232.38124190955727
1997-07-04,233.21150909316384
1997-07-07,236.80989818585383
1997-07-08,229.92085952944225
1997-07-09,237.6778078344267
1997-07-10,243.04158971701946
1997-07-11,243.71188777290712
1997-07-14,247.97939466397162
1997-07-15,246.29210848187049
1997-07-16,242.5478092525016
1997-07-17,241.36951402228593
1997-07-18,243.63559548778196
1997-07-21,237.48090884895396
1997-07-22,234.37453222970325
1997-07-23,228.68327347286458
1997-07-24,229.62750734558168
1997-07-25,220.94653516091176
1997-07-28,213.91876415017427
1997-07-29,214.11026292099396
1997-07-30,222.18018271571685
1997-07-31,226.4546031329326
1997-08-01,222.93829989466226
1997-08-04,233.71228043835438
1997-08-05,229.68253868937254
1997-08-06,231.91354809736288
1997-08-07,231.71601473104445
1997-08-08,230.47981801345824
1997-08-11,230.9864047957723
1997-08-12,229.933582723332
1997-08-13,227.49999560421216
1997-08-14,226.35318718664604
1997-08-15,224.1823115286442
1997-08-18,216.3967766540604
1997-08-19,215.07055916259858
1997-08-20,213.19519436131623
1997-08-21,217.35446320510354
1997-08-22,216.48366001392662
1997-08-25,215.98713291768627
1997-08-26,213.6658564136389
1997-08-27,212.97526964869263
1997-08-28,218.6555682737199
1997-08-29,217.24833619778818
1997-09-01,216.24180371576074
1997-09-02,218.59986721748712
1997-09-03,222.71648946758071
1997-09-04,230.61071783988834
1997-09-05,234.05306561354746
1997-09-08,242.3103843963263
1997-09-09,246.6194964813205
1997-09-10,250.77006520768646
1997-09-11,254.59038499216456
1997-09-12,255.65254509752066
1997-09-15,261.08243451384203
1997-09-16,258.9080853301736
1997-09-17,264.0627613765333
1997-09-18,262.2500822235162
1997-09-19,259.8469909523527
1997-09-22,258.4233603000922
1997-09-23,258.1429981525099
1997-09-24,270.48188574541155
1997-09-25,275.2830946093896
1997-09-26,278.8564613022909
1997-09-29,282.5330241499626
1997-09-30,276.95126358777304
1997-10-01,273.0986970485629
1997-10-02,290.0078545566833
1997-10-03,294.029775982021
1997-10-06,302.0887107428997
1997-10-07,302.9751799541195
1997-10-08,313.0953022532794
1997-10-09,311.0313401130017
1997-10-10,303.950121567541
1997-10-13,311.92036049921626
1997-10-14,322.3049771672183
1997-10-15,316.28408611677315
1997-10-16,319.3782364412931
1997-10-17,333.48228359977327
1997-10-20,331.3221132335433
1997-10-21,330.8354746947524
1997-10-22,344.0281574861789
1997-10-23,348.11571260537943
1997-10-24,342.60634295591103
1997-10-27,304.7079435987151
1997-10-28,276.7015104517716
1997-10-29,275.1709816609893
1997-10-30,264.09377503632015
1997-10-31,270.32380454882514
1997-11-03,271.45083076221664
1997-11-04,286.0001740883171
1997-11-05,306.93043995230835
1997-11-06,304.35129042165545
1997-11-07,288.03483844488846
1997-11-10,289.87646302186005
1997-11-11,279.11915074071106
1997-11-12,265.88150997407615
1997-11-13,249.95752180447815
1997-11-14,246.29858577051337
1997-11-17,265.4473700825447
1997-11-18,272.56885931567496
1997-11-19,266.30966339782594
1997-11-20,273.2647131397672
1997-11-21,280.47810870614853
1997-11-24,255.3825786152593
1997-11-25,261.71739719804987
1997-11-26,263.1425974100947
1997-11-27,263.69131636097154
1997-11-28,257.4224535087574
1997-12-01,250.2692149445467
1997-12-02,257.9860053200563
1997-12-03,262.5917123146425
1997-12-04,267.1965968743903
1997-12-05,257.8597247039235
1997-12-08,247.71866896245416
1997-12-09,252.42807210198458
1997-12-10,254.45543128348325
1997-12-11,247.19502361653426
1997-12-12,245.1478639245961
1997-12-15,256.1991225171534
1997-12-16,254.564557363845
1997-12-17,263.396156752908
1997-12-18,267.0465810269463
1997-12-19,278.14728260565096
1997-12-22,283.3202964853393
1997-12-23,283.97406378391946
1997-12-24,280.35623786484837
1997-12-25,280.2915527907755
1997-12-26,289.9115566492577
1997-12-29,304.77373877975486
1997-12-30,319.7249975484201
1997-12-31,313.75016320390597
1998-01-01,313.75016320390597
1998-01-02,312.44532214822357
1998-01-05,330.6772916147217
1998-01-06,322.1975540704516
1998-01-07,321.5751610545715
1998-01-08,314.12779687159207
1998-01-09,313.72569766112315
1998-01-12,280.0905914060089
1998-01-13,301.0006527200141
1998-01-14,287.7406294029392
1998-01-15,287.45059627329806
1998-01-16,293.16050606301746
1998-01-19,304.72414989149223
1998-01-20,302.99401058836764
1998-01-21,307.92635265465776
1998-01-22,304.83461736730544
1998-01-23,306.8699926389008
1998-01-26,313.7208027444731
1998-01-27,313.98200277688716
1998-01-28,315.48902340436797
1998-01-29,315.48902340436797
1998-01-30,314.9841832709057
1998-02-02,297.99351849384664
1998-02-03,288.60754406257786
1998-02-04,265.66857547140467
1998-02-05,257.78853809007273
1998-02-06,254.65260596837481
1998-02-09,238.5790971411801
1998-02-10,232.32064240229627
1998-02-11,247.28926683502604
1998-02-12,254.58793494056238
1998-02-13,253.1392764940931
1998-02-16,256.01414675828835
1998-02-17,263.0720327127449
1998-02-18,263.6640870473589
1998-02-19,244.72577173765538
1998-02-20,248.91891043397808
1998-02-23,281.3063727392771
1998-02-24,275.4618038780148
1998-02-25,284.26535029701574
1998-02-26,286.36118825957794
1998-02-27,272.8822614165565
1998-03-02,278.73014459962553
1998-03-03,278.3328687538605
1998-03-04,274.7718323862535
1998-03-05,281.600416874733
1998-03-06,285.5207257635351
1998-03-09,286.99572530002234
1998-03-10,288.44797370309914
1998-03-11,286.2822856448487
1998-03-12,283.9599675011402
1998-03-13,271.2593601432538
1998-03-16,268.8731935835163
1998-03-17,271.57001477387917
1998-03-18,261.63577495835614
1998-03-19,257.7624083933258
1998-03-20,258.8565766730835
1998-03-23,260.5903678447348
1998-03-24,257.67021689594907
1998-03-25,263.7109054975695
1998-03-26,264.97696109099314
1998-03-27,259.89999221261655
1998-03-30,250.4272204306043
1998-03-31,253.43500423976818
1998-04-01,253.62594199270993
1998-04-02,259.46162894227587
1998-04-03,261.5766596477679
1998-04-06,261.41857544572446
1998-04-07,262.42301486604174
1998-04-08,262.42301486604174
1998-04-09,262.42301486604174
1998-04-10,262.42301486604174
1998-04-13,275.7413260508853
1998-04-14,276.3107492583155
1998-04-15,288.13015390904525
1998-04-16,305.4057063496275
1998-04-17,317.1517035148529
1998-04-20,312.16063349727796
1998-04-21,324.4069086150096
1998-04-22,330.26003169650306
1998-04-23,330.9681850971267
1998-04-24,310.52716733663215
1998-04-27,302.36287873421134
1998-04-28,289.6558524363993
1998-04-29,297.9618355658592
1998-04-30,314.3850041229544
1998-05-01,315.5886508367602
1998-05-04,318.6250881062387
1998-05-05,317.5030011512411
1998-05-06,314.3866614216876
1998-05-07,307.17197113012844
1998-05-08,313.0076675757564
1998-05-11,312.51305692351315
1998-05-12,311.41485844450807
1998-05-13,314.89371899423907
1998-05-14,312.3774845741074
1998-05-15,305.3703630383103
1998-05-18,293.1339664357826
1998-05-19,293.0421288900028
1998-05-20,300.356979838401
1998-05-21,304.67176365849946
1998-05-22,303.63999660241984
1998-05-25,297.7379441337775
1998-05-26,290.2147211768396
1998-05-27,266.2733470084956
