Date,GREECE IMI VALUE
1994-05-31,86.13432478052994
1994-06-30,87.11402705098916
1994-07-29,87.74759507165709
1994-08-31,88.99193931441712
1994-09-30,91.15852971715255
1994-10-31,90.92649892861476
1994-11-30,90.56233443395914
1994-12-30,93.03374854537513
1995-01-31,90.93654353609567
1995-02-28,94.57076485754182
1995-03-31,100.96892242786096
1995-04-28,101.74425350849646
1995-05-31,111.62995701943642
1995-06-30,118.29130880948274
1995-07-31,126.22137535284978
1995-08-31,116.46758057215243
1995-09-29,119.00261805515528
1995-10-31,115.49153944091665
1995-11-30,107.9687768618922
1995-12-29,111.73721064430214
1996-01-31,115.57781010964955
1996-02-29,120.27432203784603
1996-03-29,118.94998959629913
1996-04-30,105.38744282863335
1996-05-31,109.73459996528501
1996-06-28,109.90293711168309
1996-07-31,110.35640308798541
1996-08-30,121.17753676436487
1996-09-30,120.77378597038778
1996-10-31,117.10908475204357
1996-11-29,115.39470806567563
1996-12-31,115.67261895587176
1997-01-01,115.67261895587176
1997-01-02,119.80881311493046
1997-01-03,120.71584791926452
1997-01-06,120.5588415123136
1997-01-07,123.84329176482261
1997-01-08,124.37251398792527
1997-01-09,124.10035163636252
1997-01-10,123.63579157042936
1997-01-13,125.0361090952565
1997-01-14,127.10266097649574
1997-01-15,131.49396419012487
1997-01-16,131.04089543866692
1997-01-17,132.83898843401406
1997-01-20,135.7449272629693
1997-01-21,134.5394193924345
1997-01-22,130.48001788375763
1997-01-23,129.7853062581342
1997-01-24,132.45157659843963
1997-01-27,136.5163773714133
1997-01-28,138.66742471405914
1997-01-29,139.80888984811688
1997-01-30,142.11671400322655
1997-01-31,141.8190120042421
1997-02-03,138.09166037571984
1997-02-04,138.73053659681295
1997-02-05,140.79923760348493
1997-02-06,141.57168327064753
1997-02-07,139.0939643176119
1997-02-10,145.370435671389
1997-02-11,147.92973262343452
1997-02-12,149.18317445586862
1997-02-13,145.0622202656454
1997-02-14,146.09671158855434
1997-02-17,148.95677247445187
1997-02-18,149.77136420816117
1997-02-19,152.16392600468114
1997-02-20,157.0040837947982
1997-02-21,161.91329764033094
1997-02-24,168.39733392238387
1997-02-25,174.53079559586465
1997-02-26,178.5656133800151
1997-02-27,165.53090102862112
1997-02-28,155.84993081554822
1997-03-03,143.24485021004645
1997-03-04,141.97694029143065
1997-03-05,152.523497310776
1997-03-06,157.49173446252763
1997-03-07,155.01673696769916
1997-03-10,156.2393943951881
1997-03-11,153.60820407942873
1997-03-12,147.84695599467324
1997-03-13,149.82775126010276
1997-03-14,148.91813512989523
1997-03-17,150.18463226374305
1997-03-18,152.99188510440905
1997-03-19,151.23574166142842
1997-03-20,148.77420570995181
1997-03-21,149.26191926157384
1997-03-24,150.01990473853883
1997-03-25,149.98325813848615
1997-03-26,149.4287647202678
1997-03-27,152.58366701062084
1997-03-28,159.43406382115856
1997-03-31,164.11510460366807
1997-04-01,161.5029927995035
1997-04-02,164.16191214029337
1997-04-03,163.42114455834923
1997-04-04,165.9533540487746
1997-04-07,168.09794541492172
1997-04-08,166.54551841186586
