Date,EGYPT IMI VALUE
2004-05-31,161.73928458996096
2004-06-01,161.72813154097668
2004-06-02,165.22834214000184
2004-06-03,163.77017238605785
2004-06-04,163.77017238605785
2004-06-07,162.88234253108973
2004-06-08,165.82572025554
2004-06-09,167.30924027589563
2004-06-10,166.42807293574478
2004-06-11,166.42807293574478
2004-06-14,168.57632090903104
2004-06-15,166.3028464069921
2004-06-16,165.67896822856213
2004-06-17,165.5719312744612
2004-06-18,165.5719312744612
2004-06-21,163.5623140050253
2004-06-22,162.56809084942765
2004-06-23,157.41345236368807
2004-06-24,160.83312114557808
2004-06-25,160.83312114557808
2004-06-28,163.30964716822237
2004-06-29,162.76653118329244
2004-06-30,163.5848807204294
2004-07-01,162.79457112788128
2004-07-02,162.79457112788128
2004-07-05,164.97941492035395
2004-07-06,164.01804859109617
2004-07-07,166.32797783614046
2004-07-08,166.88342597840472
2004-07-09,166.88342597840472
2004-07-12,174.67526461547533
2004-07-13,174.06772429481288
2004-07-14,178.42073482611343
2004-07-15,184.325852099801
2004-07-16,184.325852099801
2004-07-19,187.5051714973873
2004-07-20,186.9890765413495
2004-07-21,186.40404780567567
2004-07-22,184.68852758499875
2004-07-23,184.68852758499875
2004-07-26,184.28862408221107
2004-07-27,183.38562804665744
2004-07-28,184.54848997448508
2004-07-29,185.46081735942522
2004-07-30,185.19209847409402
2004-08-02,186.6774843427154
2004-08-03,185.50273645965666
2004-08-04,186.01824860018485
2004-08-05,191.0537896985641
2004-08-06,191.0537896985641
2004-08-09,194.40691915822705
2004-08-10,192.38521561314172
2004-08-11,191.79367950753002
2004-08-12,190.39811542929877
2004-08-13,190.39811542929877
2004-08-16,191.932689227556
2004-08-17,194.20537356629208
2004-08-18,195.0570636128691
2004-08-19,189.73740243018
2004-08-20,189.73740243018
2004-08-23,195.46696930608266
2004-08-24,194.1127790255644
2004-08-25,198.1240866675632
2004-08-26,199.30207259654895
2004-08-27,199.30207259654895
2004-08-30,203.28164692165421
2004-08-31,200.88960567141876
2004-09-01,202.0611369466231
2004-09-02,202.83125159754943
2004-09-03,202.83125159754943
2004-09-06,206.64316388952543
2004-09-07,206.03100998981458
2004-09-08,212.37033963871323
2004-09-09,219.86763698393645
2004-09-10,219.86763698393645
2004-09-13,232.56830241159207
2004-09-14,233.31567170299607
2004-09-15,247.86536609425272
2004-09-16,248.62789502702125
