Date,CZECH REPUBLIC IMI VALUE
1996-11-29,302.0619124287933
1996-12-31,316.72061154275224
1997-01-01,316.72061154275224
1997-01-02,317.58373761088814
1997-01-03,316.48813898583603
1997-01-06,318.74429806424786
1997-01-07,322.78803044333256
1997-01-08,325.6769636462711
1997-01-09,329.0376017896502
1997-01-10,329.7983535899683
1997-01-13,331.6386901142728
1997-01-14,331.5511154841077
1997-01-15,331.9173908944826
1997-01-16,333.3059765672383
1997-01-17,331.3749637007688
1997-01-20,330.053289392573
1997-01-21,330.7274923798539
1997-01-22,328.4549683263617
1997-01-23,328.9389313592337
1997-01-24,327.7336178605634
1997-01-27,324.92205531123307
1997-01-28,325.10669224876204
1997-01-29,328.54257698348874
1997-01-30,331.0364001691708
1997-01-31,333.786931311733
1997-02-03,334.44567756338375
1997-02-04,335.4992665216136
1997-02-05,340.5502077803064
1997-02-06,345.88578148074623
1997-02-07,350.92455257694706
1997-02-10,349.55109633833587
1997-02-11,350.1681909474815
1997-02-12,347.39307670785973
1997-02-13,343.0697500643312
1997-02-14,345.0765793439351
1997-02-17,344.3111326484978
1997-02-18,344.664877253418
1997-02-19,343.9150844641851
1997-02-20,348.7646030783417
1997-02-21,357.322110591345
1997-02-24,361.23613039795066
1997-02-25,360.59871210958255
1997-02-26,357.87729938930966
1997-02-27,348.3929825322599
1997-02-28,341.46425983759525
1997-03-03,336.63783601008737
1997-03-04,330.81302682819006
1997-03-05,322.34724064929856
1997-03-06,317.94855429808666
1997-03-07,320.8598360959959
1997-03-10,326.8739536615896
1997-03-11,324.22993432520144
1997-03-12,323.98216745826096
1997-03-13,321.55745758585084
1997-03-14,314.68804554431006
1997-03-17,313.67762560881323
1997-03-18,312.0123866145462
1997-03-19,313.0710665063713
1997-03-20,310.88812469726014
1997-03-21,312.50542777249905
1997-03-24,309.2644753926985
1997-03-25,306.6625667527196
1997-03-26,307.3050142432656
1997-03-27,312.6822236898479
1997-03-28,313.70095435863806
1997-03-31,314.63066288695984
1997-04-01,316.9057322277324
1997-04-02,314.95140784621907
1997-04-03,311.42056675087736
1997-04-04,307.7484961982066
1997-04-07,300.28522679195305
1997-04-08,298.54971932490474
1997-04-09,301.21476979180505
1997-04-10,302.46772112959246
1997-04-11,300.38626181568816
1997-04-14,293.8436805681577
1997-04-15,288.23798990555116
1997-04-16,294.8647634138798
1997-04-17,296.8046504714838
1997-04-18,294.24463021890733
1997-04-21,290.12410923399375
1997-04-22,287.06321580787534
1997-04-23,286.76790711365425
1997-04-24,285.7560321968207
1997-04-25,284.15404648383793
1997-04-28,280.9888263343804
1997-04-29,279.5684789581145
1997-04-30,278.1897422152416
1997-05-01,279.535486560882
1997-05-02,276.4452728755615
1997-05-05,273.8379666389749
1997-05-06,269.91101095969344
1997-05-07,267.53833745817536
1997-05-08,268.7037573088873
1997-05-09,268.73249434220077
1997-05-12,271.0629866739992
1997-05-13,274.82221153223577
1997-05-14,271.1005037805378
1997-05-15,269.57485307074165
1997-05-16,269.57330407211384
1997-05-19,266.9695055341561
1997-05-20,265.0511938585407
1997-05-21,256.3491947456326
1997-05-22,253.25448196393359
1997-05-23,267.77162864756565
1997-05-26,260.3063961542038
1997-05-27,249.2762286199334
1997-05-28,253.1828183191465
1997-05-29,252.69434441811052
1997-05-30,246.19811666012203
1997-06-02,243.73970079754474
1997-06-03,246.2079967647993
1997-06-04,246.2541965937748
1997-06-05,243.09995101706588
1997-06-06,242.868627623955
1997-06-09,250.7667640051046
1997-06-10,254.5668840358092
1997-06-11,256.2532006512278
1997-06-12,251.54645150517385
1997-06-13,250.92392455912386
1997-06-16,251.76627234040134
1997-06-17,252.97156906551575
1997-06-18,253.21710871629352
1997-06-19,251.81081141421978
1997-06-20,250.16638987566438
1997-06-23,247.0145206165933
1997-06-24,244.25575396927508
1997-06-25,244.3989780611289
1997-06-26,243.4337720144711
1997-06-27,240.43479304477648
1997-06-30,238.33650023144747
1997-07-01,242.68082092438124
1997-07-02,243.94071425016148
1997-07-03,245.58077839967527
1997-07-04,249.94487965976052
1997-07-07,249.66641045015288
1997-07-08,245.90336932338963
1997-07-09,245.11166167781943
1997-07-10,242.21118177455074
1997-07-11,236.07589218384916
1997-07-14,232.677655214004
1997-07-15,231.87669711937713
1997-07-16,231.5946002496463
1997-07-17,230.9303364822842
1997-07-18,230.3414914686192
1997-07-21,226.74257368653934
1997-07-22,226.93473816713225
1997-07-23,228.0239866766856
1997-07-24,228.3114312611573
1997-07-25,230.644142379267
1997-07-28,228.56411175511556
1997-07-29,231.3195674657545
1997-07-30,231.68106597322202
1997-07-31,229.81154242620553
1997-08-01,228.515836144504
1997-08-04,228.1343270806125
1997-08-05,227.31641243808215
1997-08-06,233.53090651324524
1997-08-07,235.11107516386713
1997-08-08,237.08535808827855
1997-08-11,238.7480901795882
1997-08-12,240.83569744343646
1997-08-13,246.77295232955734
1997-08-14,243.8645473016514
1997-08-15,242.5553653954914
1997-08-18,239.66698035982628
1997-08-19,239.327217016734
1997-08-20,236.4894540284481
1997-08-21,239.8176957858914
1997-08-22,244.5123305608176
1997-08-25,251.02858832580975
1997-08-26,257.53405565829036
1997-08-27,256.4226882759012
1997-08-28,256.3998067572815
1997-08-29,249.6316272845596
1997-09-01,243.17112569849905
1997-09-02,241.55489248885283
1997-09-03,247.15133565836874
1997-09-04,243.47198975160097
1997-09-05,244.0216420544268
1997-09-08,243.49503762319998
1997-09-09,245.4533094526148
1997-09-10,247.84180413437534
1997-09-11,248.84832656364895
1997-09-12,249.4949261455634
1997-09-15,250.71770085738166
1997-09-16,249.10271572544025
1997-09-17,251.82450116203393
1997-09-18,248.9421310571198
1997-09-19,248.96158825961498
1997-09-22,248.76465982645007
1997-09-23,248.67801841215513
1997-09-24,249.9677098115176
1997-09-25,252.05735633417314
1997-09-26,253.16862547393356
1997-09-29,255.76790906983334
1997-09-30,256.61386077958457
1997-10-01,256.5989757955717
1997-10-02,259.71631323655015
1997-10-03,258.3824922882554
1997-10-06,260.19626050155074
1997-10-07,259.18359273011254
1997-10-08,260.3473849520744
1997-10-09,265.04631510645333
1997-10-10,262.90821775959563
1997-10-13,267.546953128968
1997-10-14,274.4875750510211
1997-10-15,278.85287543898477
1997-10-16,271.8137589484237
1997-10-17,266.8345570794471
1997-10-20,266.19745144693314
1997-10-21,262.5483324953089
1997-10-22,267.27536511736895
1997-10-23,260.7795170645316
1997-10-24,255.41115123246792
1997-10-27,253.79037679530774
1997-10-28,256.01741375470203
1997-10-29,246.5581502072241
1997-10-30,243.1124860963679
1997-10-31,239.42518279199405
1997-11-03,243.50441845281898
1997-11-04,250.29659329006822
1997-11-05,251.5350746752797
1997-11-06,255.2505535040478
1997-11-07,256.3680118936689
1997-11-10,247.9448036479196
1997-11-11,247.1269562718637
1997-11-12,239.8481799557249
1997-11-13,234.41828373840326
1997-11-14,230.9355624387391
1997-11-17,231.86309227698388
1997-11-18,229.67513498412015
1997-11-19,226.50171719476998
1997-11-20,226.0613785383013
1997-11-21,227.2749491923975
1997-11-24,227.94852690820144
1997-11-25,223.95437584782852
1997-11-26,222.05233085848374
1997-11-27,219.54986266024292
1997-11-28,217.15266209007626
1997-12-01,203.18127183160578
1997-12-02,205.78383377585732
1997-12-03,210.08796261343863
1997-12-04,209.22669941075355
1997-12-05,208.35560881388557
1997-12-08,209.2005468359412
1997-12-09,212.00134873112233
1997-12-10,216.63506797421437
1997-12-11,216.05621412998806
1997-12-12,213.1189392050153
1997-12-15,214.18368281350436
1997-12-16,218.45996703405666
1997-12-17,222.75132663652064
1997-12-18,225.95584572779833
1997-12-19,223.6656758868332
1997-12-22,218.68306284946885
1997-12-23,224.10464580845365
1997-12-24,224.07194126029415
1997-12-25,224.07194126029415
1997-12-26,224.2224612710709
1997-12-29,224.2765399236301
1997-12-30,224.96419866300826
1997-12-31,224.44190878767486
1998-01-01,224.44190878767486
1998-01-02,222.74913485271904
1998-01-05,215.78257837109467
1998-01-06,211.5963212214127
1998-01-07,210.59459925107276
1998-01-08,210.0300772781855
1998-01-09,205.74550422911398
1998-01-12,201.33118569770568
1998-01-13,201.0611703789886
1998-01-14,200.4210767833225
1998-01-15,199.36472623702903
1998-01-16,201.6801212554214
1998-01-19,200.71168974532674
1998-01-20,200.1181943471302
1998-01-21,201.104333473681
1998-01-22,201.41141184392515
1998-01-23,200.66208865848859
1998-01-26,201.22902601430675
1998-01-27,201.0909578130787
1998-01-28,197.53616691641813
1998-01-29,195.62466577482846
1998-01-30,194.59988049697424
1998-02-02,196.50003255901368
1998-02-03,193.98394244678786
1998-02-04,191.67164999146172
