Date,PERU IMI VALUE
1995-05-31,169.43948799849485
1995-06-30,169.39297684789122
1995-07-31,180.89630364602672
1995-08-31,177.75201201046136
1995-09-29,169.1205482217221
1995-10-31,159.39399916627482
1995-11-30,155.20184040826143
1995-12-29,163.17468394043456
1996-01-31,171.5330350517832
1996-02-29,169.2006685319172
1996-03-29,160.7955356520052
1996-04-30,167.81409067156784
1996-05-31,176.2082942894529
1996-06-28,183.9678523210555
1996-07-31,188.35628039218912
1996-08-30,189.77643560566358
1996-09-30,191.48639060228453
1996-10-31,179.9264392294923
1996-11-29,175.18677495157078
1996-12-31,173.96321742138127
1997-01-01,173.96321742138127
1997-01-02,175.78974857339543
1997-01-03,179.7977794910952
1997-01-06,181.13732714965326
1997-01-07,183.4960179752489
1997-01-08,186.03862279278334
1997-01-09,185.85267144974955
1997-01-10,186.253166285203
1997-01-13,186.0490748695637
1997-01-14,191.57222069048038
1997-01-15,191.55398034541162
1997-01-16,189.54821657859
1997-01-17,192.07326854932268
1997-01-20,190.6792032330548
1997-01-21,190.10805603862823
1997-01-22,190.34703496408497
1997-01-23,192.06667053329113
1997-01-24,191.88940360708511
1997-01-27,189.98498669716108
1997-01-28,189.4176287367056
1997-01-29,189.74442701365712
1997-01-30,189.96854049276033
1997-01-31,191.61052177618961
1997-02-03,191.23609461253747
1997-02-04,195.4060850380763
1997-02-05,196.7394415593172
1997-02-06,194.9571999210375
1997-02-07,193.16568613831237
1997-02-10,192.47839833582285
1997-02-11,192.8891112627429
1997-02-12,193.64349188744157
1997-02-13,194.35747002551844
1997-02-14,195.70168255611154
1997-02-17,195.85255998302665
1997-02-18,195.34353976393894
1997-02-19,196.91149278458556
1997-02-20,196.4912042426388
1997-02-21,196.3154026354959
1997-02-24,196.4398578889641
1997-02-25,199.74198491625214
1997-02-26,198.94212834206436
1997-02-27,199.37447420929004
1997-02-28,200.25762237493086
1997-03-03,200.43475297527036
1997-03-04,201.00254785088683
1997-03-05,202.0563869959416
1997-03-06,203.11648773099267
1997-03-07,206.11002613085742
1997-03-10,206.49849005004572
1997-03-11,207.13563904303584
1997-03-12,205.63999124257043
1997-03-13,203.00024688200733
1997-03-14,203.3618034443222
1997-03-17,202.16375842666434
1997-03-18,202.71134413135562
1997-03-19,201.16519294649476
1997-03-20,200.76207097708945
1997-03-21,200.6010232488529
1997-03-24,200.52401098752028
1997-03-25,201.1021854964564
1997-03-26,201.38974623264676
1997-03-27,201.38974623264676
1997-03-28,201.38974623264676
1997-03-31,202.16881968701944
1997-04-01,201.66216116523344
1997-04-02,203.01145971581826
1997-04-03,203.74184109855156
1997-04-04,205.4553016500692
1997-04-07,209.83324239277977
1997-04-08,213.0988522439406
1997-04-09,213.85583665564394
1997-04-10,211.0568394556598
