Date,UNITED ARAB EMIRATES IMI VALUE
2014-05-30,1000.0
2014-06-02,971.3730659846641
2014-06-03,957.631197691392
2014-06-04,936.2972486809288
2014-06-05,946.1084514547695
2014-06-06,946.1084514547695
2014-06-09,912.1508527231327
2014-06-10,900.5169262528213
2014-06-11,899.8965538767067
2014-06-12,913.7094743297556
2014-06-13,913.7094743297558
2014-06-16,864.7112589250464
2014-06-17,841.8311152053776
2014-06-18,860.5278428695711
2014-06-19,876.9740731301154
2014-06-20,876.9740731301156
2014-06-23,852.9571553334979
2014-06-24,821.4115492052621
2014-06-25,837.8644803298586
2014-06-26,845.0198344398881
2014-06-27,845.0097605410804
2014-06-30,819.8785866501262
2014-07-01,833.0429596507358
2014-07-02,882.8912007441131
2014-07-03,871.3924609160593
2014-07-04,871.3924609160592
2014-07-07,891.7622457701325
2014-07-08,886.6092636683337
2014-07-09,887.7716622930703
2014-07-10,902.8367918968686
2014-07-11,902.8367918968688
2014-07-14,910.4440665732666
2014-07-15,911.4244285945642
2014-07-16,922.7032541290497
2014-07-17,927.932693436598
2014-07-18,927.932693436598
2014-07-21,912.6806914829968
2014-07-22,911.2021621110499
2014-07-23,904.210430444066
2014-07-24,902.1449324233013
2014-07-25,902.1449324233013
2014-07-28,912.5991712299375
2014-07-29,912.5991712299375
2014-07-30,912.5991712299375
2014-07-31,931.7290870046054
2014-08-01,931.7290870046054
2014-08-04,924.8040081459199
2014-08-05,923.4842797535017
2014-08-06,905.5209523736406
2014-08-07,910.6898214370857
2014-08-08,910.6898214370857
2014-08-11,924.3746943145043
2014-08-12,924.3796207365406
2014-08-13,929.5277820249637
2014-08-14,937.4457711490949
2014-08-15,937.4345541579237
2014-08-18,934.7306817321971
2014-08-19,938.9589931809634
2014-08-20,940.8466592284655
2014-08-21,939.1877982552505
2014-08-22,939.1877982552508
2014-08-25,933.0599901559319
2014-08-26,940.2455282222313
2014-08-27,939.1115791560593
2014-08-28,917.841459070723
2014-08-29,917.841459070723
2014-09-01,957.3041326530554
2014-09-02,958.5257486145358
2014-09-03,972.1307794194404
2014-09-04,965.7285760055895
2014-09-05,965.7285760055894
2014-09-08,972.6671952433121
2014-09-09,964.6798310537546
2014-09-10,950.8073283087978
2014-09-11,964.5327575834161
2014-09-12,964.5327575834161
2014-09-15,967.0400496312484
2014-09-16,965.0285836776834
2014-09-17,967.9855356867974
2014-09-18,998.6589724454872
2014-09-19,998.6589724454872
2014-09-22,981.6164474250025
2014-09-23,986.165901581517
2014-09-24,982.638022570956
2014-09-25,983.3627155054387
2014-09-26,983.3745085980113
2014-09-29,974.2275763168637
