Date,THAILAND IMI VALUE
1994-05-31,1835.4074803767767
1994-06-30,1766.6557952370065
1994-07-29,1908.3631194124819
1994-08-31,2077.67515024134
1994-09-30,2025.000369877879
1994-10-31,2082.5140923461545
1994-11-30,1837.9122316492649
1994-12-30,1855.4608398099479
1995-01-31,1662.5929421226963
1995-02-28,1752.3938916434647
1995-03-31,1648.7095428955922
1995-04-28,1619.3670957591735
1995-05-31,1913.4279286214921
1995-06-30,1915.9205922673634
1995-07-31,1889.4275832066378
1995-08-31,1766.518388921823
1995-09-29,1735.8617301973177
1995-10-31,1698.294105677658
1995-11-30,1577.0676950133516
1995-12-29,1698.8836437954167
1996-01-31,1891.100043970453
1996-02-29,1780.6506916736257
1996-03-29,1741.9238116498047
1996-04-30,1750.4108979780217
1996-05-31,1735.6035960297158
1996-06-28,1638.1826386683485
1996-07-31,1404.042306004979
1996-08-30,1457.68628418992
1996-09-30,1441.2565390353343
1996-10-31,1144.8131474528218
1996-11-29,1179.386989142759
1996-12-31,1037.6104380488555
1997-01-01,1037.5142400136854
1997-01-02,997.8062833882312
1997-01-03,977.033824196824
1997-01-06,977.294919132517
1997-01-07,1017.6676173541049
1997-01-08,1030.1378321893142
1997-01-09,1049.2329793840668
1997-01-10,1042.5146476551886
1997-01-13,1018.5196564414059
1997-01-14,996.4599168726849
1997-01-15,1029.0685389260507
1997-01-16,1022.0991339868801
1997-01-17,1033.2980835641852
1997-01-20,1042.0053624007
1997-01-21,1061.1291760535528
1997-01-22,1069.3823299241178
1997-01-23,1047.4510663144358
1997-01-24,1045.4034271952994
1997-01-27,1030.9281583259822
1997-01-28,1034.2055996665174
1997-01-29,1000.341865922959
1997-01-30,1001.5105604501415
1997-01-31,961.9524955307935
1997-02-03,930.1872609506122
1997-02-04,940.9831757167143
1997-02-05,910.0976108461059
1997-02-06,916.0887990711302
1997-02-07,912.4008690418791
1997-02-10,900.1619043920956
1997-02-11,897.9847834453133
1997-02-12,881.1043091787891
1997-02-13,844.8797037303626
1997-02-14,854.2726468401794
1997-02-17,843.5737661772858
1997-02-18,838.357723144603
1997-02-19,877.4483210105885
1997-02-20,902.1446264534701
1997-02-21,902.4924077281247
1997-02-24,898.5294649424894
1997-02-25,900.2165992925771
1997-02-26,902.2798610135247
1997-02-27,883.0704535147285
1997-02-28,882.7458185564026
1997-03-03,864.7000653827628
1997-03-04,842.1428426324964
1997-03-05,835.4423277763761
1997-03-06,826.4721997569569
1997-03-07,844.323453995647
1997-03-10,862.4038998750344
1997-03-11,886.7093556514124
1997-03-12,891.9189533067064
1997-03-13,889.8854617600188
1997-03-14,860.2252241974414
1997-03-17,851.3337539290579
1997-03-18,860.5218323362639
1997-03-19,868.5138996500871
1997-03-20,866.0084794907013
1997-03-21,866.4587483260699
1997-03-24,883.627028704194
1997-03-25,879.8942919720467
1997-03-26,883.2581088658422
1997-03-27,883.3710437336108
1997-03-28,877.0567231849307
1997-03-31,870.9900129796914
1997-04-01,861.8518291257227
1997-04-02,894.63396677475
1997-04-03,885.1169803417799
1997-04-04,890.6607673349093
1997-04-07,888.438389220638
1997-04-08,884.9591524884518
1997-04-09,881.9732418517128
1997-04-10,884.2923079655346
1997-04-11,882.5936334689943
1997-04-14,882.5936334689943
1997-04-15,882.7628423711166
1997-04-16,888.7652890922462
1997-04-17,879.9922271027912
1997-04-18,878.1074285514575
1997-04-21,873.3204138025104
1997-04-22,872.771367074456
1997-04-23,868.5925572524378
1997-04-24,865.7899331598073
1997-04-25,859.9629222833516
1997-04-28,843.4430528958005
1997-04-29,822.7207426646671
1997-04-30,826.3807798746816
1997-05-01,826.8555294609749
1997-05-02,823.766576135078
1997-05-05,824.240186661794
1997-05-06,806.8684324826164
1997-05-07,786.6347312876084
1997-05-08,770.8391186505091
1997-05-09,764.8368578880306
1997-05-12,749.5401287931483
1997-05-13,759.7131417427926
1997-05-14,726.220864885554
1997-05-15,723.1239859589224
1997-05-16,703.2640198372661
1997-05-19,734.7848640797802
1997-05-20,744.0757519469779
1997-05-21,771.3877217257846
1997-05-22,735.8380469181807
1997-05-23,736.8237247302997
1997-05-26,724.7374597058036
1997-05-27,716.0098858068433
1997-05-28,710.1365565080768
1997-05-29,712.7704603558718
1997-05-30,737.9462235040852
1997-06-02,730.1242844707792
1997-06-03,721.5052825956202
1997-06-04,724.70131037659
1997-06-05,739.0568423789105
1997-06-06,716.2641720794772
1997-06-09,701.2813329222251
1997-06-10,704.8833751364275
1997-06-11,697.9489495906336
1997-06-12,696.8990513806367
1997-06-13,651.1764374981892
1997-06-16,646.2967979450298
1997-06-17,634.6441126724184
1997-06-18,619.111159942789
1997-06-19,608.1129732318313
1997-06-20,617.7957757748912
1997-06-23,646.6903919754881
1997-06-24,629.5530373911361
1997-06-25,634.9404328166406
1997-06-26,655.5594224980724
1997-06-27,656.0205161971709
1997-06-30,645.4658608869306
1997-07-01,645.4658608869306
1997-07-02,647.8866593818533
1997-07-03,687.8019796911327
1997-07-04,714.2583376730167
1997-07-07,679.3559781459003
1997-07-08,650.7770311122288
1997-07-09,665.1526773863015
1997-07-10,668.8751484485324
1997-07-11,643.9717929614776
1997-07-14,643.1793494781102
1997-07-15,648.4364318879568
1997-07-16,682.5832370544343
1997-07-17,668.8735415981305
1997-07-18,667.8708322041896
1997-07-21,667.8708322041896
1997-07-22,665.3071352154998
1997-07-23,614.8643371666246
1997-07-24,625.4917631731569
1997-07-25,634.5752556253844
1997-07-28,659.895577321677
1997-07-29,663.7264058844057
1997-07-30,656.1303818731675
1997-07-31,652.36110615853
1997-08-01,639.3726657649182
1997-08-04,648.5104803002522
1997-08-05,617.6992961679566
1997-08-06,602.7861637499927
1997-08-07,618.0100732576155
1997-08-08,613.2023334832163
1997-08-11,606.9926869689405
1997-08-12,606.9926869689405
1997-08-13,606.0959139165446
1997-08-14,598.4886750893609
1997-08-15,592.7517337886484
1997-08-18,558.5657966984194
1997-08-19,533.6385683353808
1997-08-20,535.6226718013843
1997-08-21,535.7021075483516
1997-08-22,501.8878049576724
1997-08-25,478.1817935712762
1997-08-26,477.3444505624944
1997-08-27,472.44984794278037
1997-08-28,465.95509727045317
1997-08-29,456.04709594488173
1997-09-01,441.7660300219642
1997-09-02,458.5319497958452
1997-09-03,428.8330581033924
