Date,SOUTH AFRICA IMI VALUE
1999-05-31,155.90094291217002
1999-06-01,159.82158602692166
1999-06-02,160.01499657878966
1999-06-03,162.27802095252468
1999-06-04,163.5058935114116
1999-06-07,168.40488855873625
1999-06-08,169.46352220673563
1999-06-09,169.96410191246997
1999-06-10,170.0436916963515
1999-06-11,173.27214403268056
1999-06-14,172.88964360528837
1999-06-15,172.5989025039508
1999-06-16,172.98915695976655
1999-06-17,172.12150278236578
1999-06-18,173.42263934593268
1999-06-21,175.55177097147333
1999-06-22,175.32272752294625
1999-06-23,171.9355499936215
1999-06-24,171.03399875192798
1999-06-25,171.37143024609816
1999-06-28,172.448159898572
1999-06-29,172.53030344344023
1999-06-30,174.73279930067213
1999-07-01,178.97527528137002
1999-07-02,181.36350374086817
1999-07-05,184.3653224926861
1999-07-06,182.27670331124594
1999-07-07,180.6106788824931
1999-07-08,180.52557253416185
1999-07-09,179.78377413112858
1999-07-12,180.5507364125959
1999-07-13,177.35566987316096
1999-07-14,178.62722996605024
1999-07-15,178.71367912181987
1999-07-16,178.10692094932327
1999-07-19,178.23448317464374
1999-07-20,177.60609367268975
1999-07-21,176.80800128658504
1999-07-22,177.02609072420336
1999-07-23,177.24258271506574
1999-07-26,174.8798383841995
1999-07-27,176.15131643387656
1999-07-28,175.72413211645156
1999-07-29,174.99297206384108
1999-07-30,176.71308343859675
1999-08-02,176.04240650307744
1999-08-03,177.1098049575244
1999-08-04,181.95001982917162
1999-08-05,182.46168239134704
1999-08-06,181.51352626912703
1999-08-09,181.7856494649114
1999-08-10,181.46424089695236
1999-08-11,183.58933376870212
1999-08-12,187.4655492314831
1999-08-13,188.38682063740106
1999-08-16,187.82504109954482
1999-08-17,186.73096364647947
1999-08-18,188.11435685214914
1999-08-19,186.14211892949857
1999-08-20,185.53508555520796
1999-08-23,185.41276841615945
1999-08-24,183.286072637409
1999-08-25,183.19147310323913
1999-08-26,181.8182708583966
1999-08-27,181.73162937434896
1999-08-30,181.98449130816053
1999-08-31,180.80645825769744
1999-09-01,182.7819004689455
1999-09-02,181.1197857822137
1999-09-03,182.84926370419203
1999-09-06,182.992494807128
1999-09-07,182.37315947656418
1999-09-08,179.47389473927416
1999-09-09,178.0181197815581
1999-09-10,176.23694954122058
1999-09-13,175.35207129569432
1999-09-14,177.14842590954783
1999-09-15,177.2891950695324
1999-09-16,174.28315307219782
1999-09-17,173.97860614174797
1999-09-20,174.06375825397635
1999-09-21,174.4566541100408
1999-09-22,174.89574027574392
1999-09-23,176.53386633433794
1999-09-24,176.62298132077768
1999-09-27,182.9295135114343
1999-09-28,188.96434627548777
1999-09-29,186.8317797979193
1999-09-30,185.1943828057621
1999-10-01,186.4606020596795
1999-10-04,190.99167935077637
1999-10-05,194.653130588224
1999-10-06,191.98142872897006
1999-10-07,195.04980891082394
1999-10-08,195.81209279728276
1999-10-11,194.89489935946358
1999-10-12,193.92472967404623
1999-10-13,190.70739341127694
1999-10-14,189.1507515370599
1999-10-15,184.37924078118908
1999-10-18,182.73215443814198
1999-10-19,183.17637530662276
1999-10-20,184.85462193429183
1999-10-21,181.13564121665496
1999-10-22,182.40144283851393
1999-10-25,181.7719646391469
1999-10-26,181.42009650677934
1999-10-27,181.5130325525578
1999-10-28,184.12038434170742
1999-10-29,185.09633749521117
1999-11-01,185.08344410003417
1999-11-02,185.47628055265662
1999-11-03,185.81842436190573
1999-11-04,188.95401800714816
1999-11-05,188.707996349267
1999-11-08,187.8853818643924
1999-11-09,190.31649085546871
1999-11-10,188.4836730436375
1999-11-11,189.3882540217061
1999-11-12,188.4858992563941
1999-11-15,189.55867329759687
1999-11-16,190.08196784034587
1999-11-17,191.38784606754683
1999-11-18,193.98369963392022
1999-11-19,194.15675970700914
1999-11-22,192.40914786409172
1999-11-23,192.31388221515905
1999-11-24,194.1442320371007
1999-11-25,193.25484742269498
1999-11-26,195.18811107936122
1999-11-29,193.25270945804206
1999-11-30,193.03027264894462
1999-12-01,195.45028914928918
1999-12-02,197.92637497016588
1999-12-03,197.21968809830744
1999-12-06,199.1749473414091
1999-12-07,201.01026558136576
1999-12-08,203.55748198853325
1999-12-09,205.5168212434211
1999-12-10,207.21751678598574
1999-12-13,209.39487587240467
1999-12-14,208.9209219393263
1999-12-15,208.2192391729353
1999-12-16,208.37854739759962
1999-12-17,213.52907220489945
1999-12-20,218.4627595142178
1999-12-21,215.88881906438007
1999-12-22,218.35841340630884
1999-12-23,218.8920450422611
1999-12-24,219.32668069827068
1999-12-27,219.25536074682014
1999-12-28,219.37451543734412
1999-12-29,221.1810111327471
1999-12-30,221.20795157259275
1999-12-31,221.20795157259275
2000-01-03,222.56339245232675
2000-01-04,221.15590766320224
2000-01-05,219.19181650666988
2000-01-06,219.34019382174728
2000-01-07,227.504937357952
2000-01-10,234.98173426666014
2000-01-11,235.89659985498326
2000-01-12,235.23690543264826
2000-01-13,235.98970702276998
2000-01-14,236.6686617658643
2000-01-17,241.09764494527272
2000-01-18,241.288607769212
2000-01-19,239.7660250233478
2000-01-20,240.63382027189962
2000-01-21,236.95270732961933
2000-01-24,234.8041340333589
2000-01-25,229.15198834819017
2000-01-26,224.15527431769863
2000-01-27,222.24990618021332
2000-01-28,213.36932124016448
2000-01-31,212.88402361982324
2000-02-01,220.33462412523764
2000-02-02,220.1946371560611
2000-02-03,221.9216015508297
2000-02-04,218.9578203460433
2000-02-07,225.440129387934
2000-02-08,225.09020316786027
2000-02-09,227.47840451554396
2000-02-10,223.308541213781
2000-02-11,219.06151078984126
2000-02-14,215.5300715106596
2000-02-15,212.4620980943373
2000-02-16,210.73514602038742
2000-02-17,214.85137236807498
2000-02-18,213.68703737493038
2000-02-21,210.852412058063
2000-02-22,206.1778084724
2000-02-23,207.67218039237997
2000-02-24,205.45940553163177
2000-02-25,200.96345399684614
2000-02-28,195.08906094803046
2000-02-29,196.2728133638842
2000-03-01,198.65338584118098
2000-03-02,195.93286499446992
2000-03-03,192.1227847817457
2000-03-06,193.30084376716545
2000-03-07,193.681750704769
2000-03-08,192.84430824632167
2000-03-09,193.14795765172323
2000-03-10,191.90094235882526
2000-03-13,183.47090999178786
2000-03-14,186.31697562991457
2000-03-15,185.17866941576344
2000-03-16,189.21394502180453
2000-03-17,191.30813273734273
2000-03-20,191.58860630038382
2000-03-21,191.94889624209708
2000-03-22,196.60030913441236
2000-03-23,196.7764706339119
2000-03-24,198.97817387038813
2000-03-27,199.4428745175572
2000-03-28,194.08190326007463
2000-03-29,192.67773493483796
2000-03-30,187.1980851487823
2000-03-31,188.8266169698868
2000-04-03,188.50676241847884
2000-04-04,190.0220864412769
2000-04-05,182.78816828033158
2000-04-06,185.8801228387958
2000-04-07,185.39781596280625
2000-04-10,185.69525895316121
2000-04-11,181.6238805840365
2000-04-12,180.110747252636
2000-04-13,175.75578575892783
2000-04-14,171.66906905663407
2000-04-17,158.29920435271356
2000-04-18,163.0825769912734
2000-04-19,166.1071544094084
2000-04-20,169.2347175565912
2000-04-21,169.2347175565912
2000-04-24,168.11150604592638
2000-04-25,171.6684274775056
2000-04-26,171.72952319864456
2000-04-27,169.9786846467742
2000-04-28,173.18238161530195
2000-05-01,172.93367546650066
2000-05-02,174.1940182404651
2000-05-03,175.34534103716712
2000-05-04,173.19922988231485
2000-05-05,171.3175882083848
2000-05-08,171.4061101487748
2000-05-09,172.05980917853068
2000-05-10,171.78834295085323
2000-05-11,172.3276137791948
2000-05-12,167.70565754923646
2000-05-15,168.1092920161414
2000-05-16,168.70217581852484
2000-05-17,166.30929624533738
2000-05-18,164.32154337215778
2000-05-19,160.98380274876385
2000-05-22,161.81531452550146
2000-05-23,164.01660621128443
2000-05-24,160.64552882422706
2000-05-25,162.15594375278403
2000-05-26,162.83099263122335
2000-05-29,165.75787974825354
2000-05-30,168.82566812282207
2000-05-31,171.03831681876773
2000-06-01,170.94241237585547
2000-06-02,174.54273646042626
2000-06-05,176.30898747286932
2000-06-06,178.0864097407273
2000-06-07,177.9733058909927
2000-06-08,176.04868215880532
2000-06-09,178.42033991693805
