Date,CHILE IMI VALUE
1994-05-31,229.36334614822482
1994-06-30,226.75763149494122
1994-07-29,223.08600498356438
1994-08-31,255.22929310737373
1994-09-30,271.3738028134501
1994-10-31,303.21842842842904
1994-11-30,292.59102087377033
1994-12-30,286.4759945311092
1995-01-31,281.8088059647017
1995-02-28,274.82103710627246
1995-03-31,280.28276036621475
1995-04-28,306.4229378896198
1995-05-31,354.12323145508026
1995-06-30,358.20034053646845
1995-07-31,346.7997109659597
1995-08-31,325.5018010077959
1995-09-29,316.43592279503235
1995-10-31,307.24365093815413
1995-11-30,294.20598594583237
1995-12-29,317.5401929517849
1996-01-31,304.76751336810753
1996-02-29,303.3500253867195
1996-03-29,292.4753995971247
1996-04-30,309.4208948144715
1996-05-31,301.8582178490504
1996-06-28,314.9367886238954
1996-07-31,309.9340126596512
1996-08-30,298.31826803419335
1996-09-30,300.2396656842378
1996-10-31,292.43212792069033
1996-11-29,271.7195737218444
1996-12-31,259.11265589778725
1997-01-01,259.11265589778725
1997-01-02,259.98316674717216
1997-01-03,265.17515339280715
1997-01-06,269.7513134280062
1997-01-07,272.67638373290583
1997-01-08,275.918786398149
1997-01-09,274.7394511301101
1997-01-10,274.7843187752636
1997-01-13,277.4984933102991
1997-01-14,282.1260039229318
1997-01-15,285.0713986926134
1997-01-16,284.9860289419788
1997-01-17,288.62146127902287
1997-01-20,291.74970360514516
1997-01-21,288.41356202455677
1997-01-22,281.86011941335175
1997-01-23,286.21738032228933
1997-01-24,282.5965644217914
1997-01-27,278.1855095559952
1997-01-28,281.4009933788742
1997-01-29,282.6695955025703
1997-01-30,287.06918679197315
1997-01-31,287.68676341614974
1997-02-03,290.3202758144929
1997-02-04,290.46711774629534
1997-02-05,290.48181212339244
1997-02-06,290.61894917214346
1997-02-07,298.96223239075107
1997-02-10,297.24457187916664
1997-02-11,294.2851238330101
1997-02-12,296.56797862517755
1997-02-13,298.404170728667
1997-02-14,297.96754750544676
1997-02-17,297.0331534117234
1997-02-18,297.922400168925
1997-02-19,297.6096830593848
1997-02-20,298.6575267632675
1997-02-21,297.86672928388043
1997-02-24,299.00346255274513
1997-02-25,304.3885184085036
1997-02-26,304.7726299496401
1997-02-27,302.6961359776477
1997-02-28,299.5813450409854
1997-03-03,296.5017694710037
1997-03-04,295.76465054354964
1997-03-05,295.63232117067463
1997-03-06,297.4994030134047
1997-03-07,299.2538630889668
1997-03-10,299.5798709399445
1997-03-11,300.8627252785781
1997-03-12,300.1589325519315
1997-03-13,297.91312636242435
1997-03-14,298.0362382041211
1997-03-17,295.0991933011686
1997-03-18,292.7116084703434
1997-03-19,290.8799847954925
1997-03-20,289.59875001973495
1997-03-21,290.04599193587734
1997-03-24,290.0107139203216
1997-03-25,289.3208085628846
1997-03-26,290.07301201367017
1997-03-27,292.08429714985294
1997-03-28,292.08717524852887
1997-03-31,290.68021101136503
1997-04-01,290.61772291758933
1997-04-02,292.4843483729474
1997-04-03,296.1255933240467
1997-04-04,293.96065284060097
1997-04-07,294.5961927313443
1997-04-08,294.38184425612826
1997-04-09,293.89116354840223
1997-04-10,296.7660197987125
1997-04-11,294.7400348424198
1997-04-14,292.3832803243274
1997-04-15,289.38901175013797
1997-04-16,290.93072336001154
1997-04-17,289.67166091970074
1997-04-18,290.5802703945443
1997-04-21,288.9037155617366
1997-04-22,290.42307028763753
1997-04-23,291.20080637586165
1997-04-24,291.9292362606879
1997-04-25,290.1985368742355
1997-04-28,290.2995903566333
1997-04-29,290.50601177126947
1997-04-30,290.36485650371594
1997-05-01,290.36485650371594
1997-05-02,292.55973149801804
1997-05-05,292.4170867642101
1997-05-06,291.3538517435619
1997-05-07,290.6656769418649
1997-05-08,292.5032199350824
1997-05-09,293.03477041722147
1997-05-12,293.2131963940956
1997-05-13,290.8908800570931
1997-05-14,291.07131053403515
1997-05-15,291.1160079290955
1997-05-16,293.04250447087384
1997-05-19,295.89078920722
1997-05-20,298.1345421954832
1997-05-21,298.33202219529556
1997-05-22,302.5309630911303
1997-05-23,305.01968939895914
1997-05-26,305.06165785167735
1997-05-27,307.5843579767138
1997-05-28,310.8152154784275
1997-05-29,311.32933859211215
1997-05-30,316.36097851897205
1997-06-02,322.2818082010011
1997-06-03,323.9099346942843
1997-06-04,324.35614519305216
1997-06-05,320.31806013221393
1997-06-06,320.79534987146025
1997-06-09,320.9456828343495
1997-06-10,323.12257765428234
1997-06-11,327.33882829323005
1997-06-12,332.7926904133892
1997-06-13,335.14152413740766
1997-06-16,330.5385766834378
1997-06-17,327.8000568531476
1997-06-18,325.9322749556365
1997-06-19,327.8840972181906
1997-06-20,328.9406201987924
1997-06-23,326.0415849430113
1997-06-24,327.26390197921205
1997-06-25,325.935179519964
1997-06-26,324.8453011273845
1997-06-27,327.3031874962237
1997-06-30,328.2170026699189
1997-07-01,331.81257127019484
1997-07-02,332.75867755233486
1997-07-03,335.69158738620285
1997-07-04,336.2339695053556
1997-07-07,335.3731821947214
1997-07-08,335.68487957017925
1997-07-09,335.7774512688462
1997-07-10,336.2204840751222
1997-07-11,334.3322970795416
