Date,BALTIC STATES SMALL CAP
2023-09-01,999.2956913167653
2023-09-04,994.3807946051804
2023-09-05,996.3549542272831
2023-09-06,995.7304149669914
2023-09-07,998.0256154864456
2023-09-08,995.9385956705313
2023-09-11,996.4242278229294
2023-09-12,993.6543719216123
2023-09-13,992.8705650666832
2023-09-14,991.3109959624011
2023-09-15,995.8193304189994
2023-09-18,989.9330720639264
2023-09-19,985.9817849537311
2023-09-20,988.3180948790232
2023-09-21,984.5498835884794
2023-09-22,984.9620699576194
2023-09-25,981.9309501319204
2023-09-26,984.8722297212504
2023-09-27,989.9536830634325
2023-09-28,991.4517815592498
2023-09-29,994.9216979821597
2023-10-02,998.4761716788082
2023-10-03,996.3291415434375
2023-10-04,995.2140475674134
2023-10-05,996.3191926208577
2023-10-06,997.8114343227123
2023-10-09,993.6731613608549
2023-10-10,991.8182115533006
2023-10-11,996.9115197766343
2023-10-12,997.9852531102171
2023-10-13,1000.7523764972649
2023-10-16,995.7180440947078
2023-10-17,999.5953095095267
2023-10-18,1002.2420996431513
2023-10-19,1009.0850733097438
2023-10-20,1015.5210913603916
2023-10-23,1013.9359232443115
2023-10-24,1016.9744590551277
2023-10-25,1007.6274844288558
2023-10-26,1002.2145803374351
2023-10-27,1008.1904216057801
2023-10-30,1001.4698197572274
2023-10-31,1009.2359754078977
2023-11-01,1008.89842425195
2023-11-02,1011.9491344892499
2023-11-03,1017.0859849555625
2023-11-06,1014.9260566488008
2023-11-07,1013.5761940203786
2023-11-08,1013.4126137050824
2023-11-09,1009.9560090537038
2023-11-10,1018.467878029044
2023-11-13,1019.5552110333745
2023-11-14,1021.2173834440825
2023-11-15,1024.1945197314951
2023-11-16,1036.6541444002387
2023-11-17,1052.8556165478942
2023-11-20,1050.151312280271
2023-11-21,1039.2671918228998
2023-11-22,1039.5868026134322
2023-11-23,1034.7261031139992
2023-11-24,1030.2505516517765
2023-11-27,1030.684428303507
2023-11-28,1026.714059520823
2023-11-29,1033.168906358062
2023-11-30,1041.147755934117
2023-12-01,1043.275771111483
2023-12-04,1039.4278313000411
2023-12-05,1037.12299337746
2023-12-06,1036.7656803384398
2023-12-07,1035.4084594899264
2023-12-08,1038.078905724533
2023-12-11,1032.5741827885306
2023-12-12,1037.457546535252
2023-12-13,1037.590952265254
2023-12-14,1049.724075712201
2023-12-15,1057.0921279822205
2023-12-18,1066.2173887892536
2023-12-19,1070.9620427580428
2023-12-20,1068.1933920587185
2023-12-21,1070.430528432882
2023-12-22,1070.5136772178032
2023-12-25,1070.513677217803
2023-12-26,1070.5136772178023
2023-12-27,1065.2295881350976
2023-12-28,1067.4981169730047
2023-12-29,1064.9777294598944
2024-01-01,1064.9777294598944
2024-01-02,1064.653624823504
2024-01-03,1061.9810651087223
2024-01-04,1065.632404442815
2024-01-05,1060.7269950468753
2024-01-08,1065.00604310922
2024-01-09,1064.7157511358387
2024-01-10,1064.8327496602687
2024-01-11,1056.6406793043463
2024-01-12,1052.5406848039772
2024-01-15,1047.8318908157664
2024-01-16,1045.5480367913076
2024-01-17,1043.8621585309536
2024-01-18,1043.9182468806123
2024-01-19,1049.7210590525015
2024-01-22,1040.4059027809321
2024-01-23,1036.8387817782418
2024-01-24,1034.061864046452
2024-01-25,1037.1422688147763
2024-01-26,1040.8913483705721
2024-01-29,1046.1244128088065
2024-01-30,1050.1824448777452
2024-01-31,1049.1486955199784
2024-02-01,1051.200220713058
2024-02-02,1052.9893805859601
2024-02-05,1051.193178441823
2024-02-06,1048.4398282870247
2024-02-07,1045.5049499740098
2024-02-08,1050.6899457665456
2024-02-09,1052.803506962602
2024-02-12,1050.6656379131587
2024-02-13,1049.548248779082
2024-02-14,1046.5008372251166
2024-02-15,1044.994399834536
2024-02-16,1052.5017783979235
2024-02-19,1053.8645989986278
2024-02-20,1050.9879934671635
2024-02-21,1054.0848841233349
2024-02-22,1054.2308207680533
2024-02-23,1049.4672162419408
2024-02-26,1048.8633783094288
2024-02-27,1048.101660191867
2024-02-28,1048.7294985734163
2024-02-29,1051.0864819242413
2024-03-01,1051.2391869919084
2024-03-04,1045.5595560132351
2024-03-05,1045.9260796567294
2024-03-06,1041.3719792553127
2024-03-07,1046.2579948380803
2024-03-08,1047.3892374151776
2024-03-11,1049.8354631541895
2024-03-12,1041.297487614022
2024-03-13,1041.8869377560957
2024-03-14,1038.6327294002444
2024-03-15,1043.513546137096
2024-03-18,1039.8590046286258
2024-03-19,1043.8713985721236
2024-03-20,1045.6938374489064
2024-03-21,1042.433413684318
2024-03-22,1043.0507308797885
2024-03-25,1042.5124536491958
2024-03-26,1038.3293664870703
2024-03-27,1037.538763322149
2024-03-28,1040.7276916409157
2024-03-29,1040.7276916409157
2024-04-01,1040.7276916409155
2024-04-02,1032.84159941671
2024-04-03,1034.2640883706217
2024-04-04,1034.5245868270915
2024-04-05,1035.232773614739
2024-04-08,1034.4411973811636
2024-04-09,1031.9687896616445
2024-04-10,1034.4833769577554
2024-04-11,1030.7459571379607
2024-04-12,1035.6361541644965
2024-04-15,1032.471718471886
2024-04-16,1031.6074492169475
2024-04-17,1034.8098271103781
2024-04-18,1030.3353514038295
