Date,KOREA IMI MINIMUM VOLATILITY (KRW)
2001-05-31,1000.0
2001-06-01,983.1503086671768
2001-06-04,986.4792575327097
2001-06-05,970.7446371413783
2001-06-06,971.499786606288
2001-06-07,971.1036521350009
2001-06-08,1006.2180543209096
2001-06-11,987.4259683175965
2001-06-12,989.6656932726864
2001-06-13,1002.6579289631333
2001-06-14,1000.6947439540395
2001-06-15,1010.303440284551
2001-06-18,992.3332802273735
2001-06-19,983.6085514200095
2001-06-20,974.2607041623733
2001-06-21,966.6980950262426
2001-06-22,969.1087035479811
2001-06-25,970.9242623571618
2001-06-26,957.5096586492806
2001-06-27,962.2410448259335
2001-06-28,957.999979976273
2001-06-29,973.6595960944032
2001-07-02,976.0978060557896
2001-07-03,976.5189984978157
2001-07-04,980.3577359091722
2001-07-05,974.4149442557018
2001-07-06,952.7027058182754
2001-07-09,933.4077146783335
2001-07-10,927.808182326717
2001-07-11,907.1144259525929
2001-07-12,921.0224796453813
2001-07-13,898.2934790934852
2001-07-16,895.3797314174969
2001-07-17,894.0169007760704
2001-07-18,878.9257478120198
2001-07-19,887.5965632926951
2001-07-20,873.945257458017
2001-07-23,849.1210109636385
2001-07-24,849.5034530208447
2001-07-25,844.2472185730074
2001-07-26,863.7103778333305
2001-07-27,878.6345426468725
2001-07-30,860.9229388170235
2001-07-31,874.8454402548016
2001-08-01,905.4347564339903
2001-08-02,926.996961919921
2001-08-03,929.5532237914556
2001-08-06,932.1036253482088
2001-08-07,932.7095276660617
2001-08-08,930.2819525834215
2001-08-09,900.403003044523
2001-08-10,908.9459161734759
2001-08-13,907.8922478785116
2001-08-14,928.8542934333424
2001-08-15,928.8542934333424
2001-08-16,940.3516177089077
2001-08-17,935.7691812586158
2001-08-20,916.8276690677092
2001-08-21,922.4606192687293
2001-08-22,926.7333715972101
2001-08-23,921.4083405441396
2001-08-24,921.774777455573
2001-08-27,934.0813717050247
2001-08-28,930.1294783686549
2001-08-29,910.1594565383367
2001-08-30,905.2144700579971
2001-08-31,880.1362749867241
2001-09-03,874.5865627375084
2001-09-04,895.5415188240178
2001-09-05,886.0201396762219
2001-09-06,886.6756996215772
2001-09-07,888.9920148756843
2001-09-10,881.3329255085308
2001-09-11,862.887436528475
2001-09-12,771.1168092477283
2001-09-13,797.1101296779626
2001-09-14,763.0423926464225
2001-09-17,738.3580844604128
2001-09-18,764.7167182305127
2001-09-19,767.6077028201156
2001-09-20,755.5055419010089
2001-09-21,744.8016429475703
2001-09-24,752.3553591516
2001-09-25,736.2428631187369
2001-09-26,741.760091118002
2001-09-27,747.1169015356328
2001-09-28,763.5890776376322
2001-10-01,763.5890776376322
2001-10-02,759.6732362138492
2001-10-03,758.3768655035868
2001-10-04,796.7318967820157
2001-10-05,797.4717619607652
2001-10-08,786.9778191498907
2001-10-09,804.7663195463283
2001-10-10,800.966583142381
2001-10-11,822.6641131010455
2001-10-12,823.9711525682793
2001-10-15,824.0574570181562
2001-10-16,838.1874039108584
2001-10-17,843.8181934872639
2001-10-18,838.9826112992225
2001-10-19,846.2354714457786
2001-10-22,848.0299328712387
2001-10-23,848.939991962243
2001-10-24,872.4416624543964
2001-10-25,873.8161555172298
2001-10-26,874.0404958201335
2001-10-29,878.8054476690572
2001-10-30,856.5401908535068
2001-10-31,864.5548728559482
2001-11-01,871.5093606622612
2001-11-02,882.4276238515669
2001-11-05,900.931328487951
2001-11-06,907.8528409883637
2001-11-07,908.3982869613253
2001-11-08,925.0399351939774
2001-11-09,949.4285297076316
2001-11-12,964.4630553774253
2001-11-13,963.4985813390873
2001-11-14,990.5483212125718
2001-11-15,995.670340402913
2001-11-16,1003.7870289662197
2001-11-19,1020.5525359332706
2001-11-20,1009.6252275402766
2001-11-21,1014.865378814055
2001-11-22,1034.9484830128665
2001-11-23,1069.7801643354212
2001-11-26,1128.9604445250961
2001-11-27,1124.8658266256507
2001-11-28,1049.5768950341858
2001-11-29,1055.2306750460575
2001-11-30,1087.5789348951153
2001-12-03,1099.5233814751662
2001-12-04,1083.7310687941383
2001-12-05,1136.9789363851576
2001-12-06,1127.457144820712
2001-12-07,1161.3974086351457
2001-12-10,1107.8824759782985
2001-12-11,1115.5068853957575
2001-12-12,1142.8332175134592
2001-12-13,1140.2072236459644
2001-12-14,1109.8352428844717
2001-12-17,1073.9638603128565
2001-12-18,1066.4293772942588
2001-12-19,1067.4464516635635
2001-12-20,1092.566225859934
2001-12-21,1062.2445674947153
2001-12-24,1066.624117714958
2001-12-25,1066.7270401522012
2001-12-26,1069.0867170845502
2001-12-27,1073.182402444412
2001-12-28,1118.9959305287362
2001-12-31,1127.003971447633
2002-01-01,1127.2303200105498
2002-01-02,1166.0927240507692
2002-01-03,1172.5189694822275
2002-01-04,1198.534678597102
2002-01-07,1212.1954989775122
2002-01-08,1176.635147929719
2002-01-09,1196.3562531486473
2002-01-10,1163.1887283591207
2002-01-11,1159.3435694809118
2002-01-14,1179.9668166242425
2002-01-15,1137.8207042135502
2002-01-16,1128.116729197768
2002-01-17,1131.6461164514362
2002-01-18,1125.75090264292
2002-01-21,1149.113058967967
2002-01-22,1150.6173041496781
2002-01-23,1179.1691709652373
2002-01-24,1209.269118454856
2002-01-25,1233.031570913569
2002-01-28,1255.0292200319316
2002-01-29,1248.4492775414
2002-01-30,1200.1990039986533
2002-01-31,1201.24749720262
2002-02-01,1183.061931706583
2002-02-04,1159.1297136896999
2002-02-05,1165.7079466727014
2002-02-06,1172.9585498417396
2002-02-07,1157.9991555691186
2002-02-08,1172.2456997059073
2002-02-11,1168.043309461678
2002-02-12,1168.043309461678
2002-02-13,1168.043309461678
2002-02-14,1267.8742912634195
2002-02-15,1263.3594525143787
2002-02-18,1284.938597832444
