Date,TAIWAN IMI MINIMUM VOLATILITY (TWD)
2001-05-31,1000.0
2001-06-01,988.9095671595121
2001-06-04,980.699534394216
2001-06-05,1000.2079688593012
2001-06-06,1031.4673728570324
2001-06-07,1014.735754547272
2001-06-08,1025.2854665521108
2001-06-11,1034.9708826054073
2001-06-12,1039.3728330890367
2001-06-13,1025.0321735965274
2001-06-14,1004.6652784399377
2001-06-15,1010.5360746146109
2001-06-18,994.3459853258925
2001-06-19,993.8201326969867
2001-06-20,991.9682427390533
2001-06-21,984.9213006787018
2001-06-22,974.6353798253343
2001-06-25,975.2012058803853
2001-06-26,947.5694145527856
2001-06-27,949.7305022334169
2001-06-28,939.7578910610084
2001-06-29,962.5894044019637
2001-07-02,955.8119438490531
2001-07-03,947.3096882915476
2001-07-04,924.8454528010371
2001-07-05,918.8358937641527
2001-07-06,923.970583447183
2001-07-09,915.8542913726681
2001-07-10,901.5988680256684
2001-07-11,876.7990221393636
2001-07-12,892.3774598161616
2001-07-13,858.2241008869477
2001-07-16,834.0446886812927
2001-07-17,836.0755368589189
2001-07-18,806.490610553412
2001-07-19,806.0474920403973
2001-07-20,811.0739097327516
2001-07-23,797.7503945661028
2001-07-24,773.268857786477
2001-07-25,791.2295497867375
2001-07-26,827.1704421776044
2001-07-27,826.6058213505574
2001-07-30,826.6058213505572
2001-07-31,824.575891795217
2001-08-01,817.7951567641799
2001-08-02,845.484623424413
2001-08-03,861.30873317672
2001-08-06,852.1608902472398
2001-08-07,844.2163615313799
2001-08-08,865.137331387566
2001-08-09,853.845554461623
2001-08-10,851.8814311975532
2001-08-13,864.0086917178617
2001-08-14,876.8725628130776
2001-08-15,890.5914306321217
2001-08-16,907.6977156716555
2001-08-17,897.9629261826827
2001-08-20,879.7969145625498
2001-08-21,881.6916433226316
2001-08-22,871.7733705781494
2001-08-23,863.5623221681291
2001-08-24,837.2104401073881
2001-08-27,848.3223361548042
2001-08-28,844.9040357224209
2001-08-29,873.8605754074359
2001-08-30,876.5044151343194
2001-08-31,874.1373746453096
2001-09-03,859.6418401932277
2001-09-04,861.5402382872246
2001-09-05,845.1441959566907
2001-09-06,827.8287770259428
2001-09-07,817.5196685445417
2001-09-10,810.6885213985687
2001-09-11,789.4479884317612
2001-09-12,794.3050020003823
2001-09-13,751.6677830254202
2001-09-14,720.0494394349972
2001-09-17,719.172818532398
2001-09-18,719.172818532398
2001-09-19,724.9563435493554
2001-09-20,711.5706998782615
2001-09-21,692.1433294752809
2001-09-24,686.9416080134612
2001-09-25,679.1250601937166
2001-09-26,705.8227685186158
2001-09-27,697.4700285494318
2001-09-28,709.4398824523305
2001-10-01,708.6185338185215
2001-10-02,679.3978206549906
2001-10-03,672.5623709052961
2001-10-04,681.6847251231642
2001-10-05,694.4320848054341
2001-10-08,679.260187061299
2001-10-09,693.1663518828691
2001-10-10,693.1663518828691
2001-10-11,722.2068236255415
2001-10-12,720.4222255827622
2001-10-15,703.4780736619012
2001-10-16,717.7816502986127
2001-10-17,718.7628366927703
2001-10-18,716.7151508051227
2001-10-19,726.1851374953769
2001-10-22,740.0028799399703
2001-10-23,733.5109279352118
2001-10-24,748.6171128808618
2001-10-25,751.7574382599097
2001-10-26,758.7976831143376
2001-10-29,757.1847242827823
2001-10-30,735.7071605779327
2001-10-31,735.6344891357536
2001-11-01,740.8641625035605
2001-11-02,750.9278401895127
2001-11-05,763.1502586187934
2001-11-06,763.6012858293171
2001-11-07,775.2811887168374
2001-11-08,769.5281202941615
2001-11-09,766.0903356019826
2001-11-12,778.7914922636821
2001-11-13,772.176953811549
2001-11-14,792.0694755773292
2001-11-15,812.2499348773837
2001-11-16,817.8548284840258
2001-11-19,835.859357843958
2001-11-20,826.0513434633204
2001-11-21,839.5490860635048
2001-11-22,827.8342173058811
2001-11-23,840.7119379543002
2001-11-26,860.8450075011594
2001-11-27,851.9591381627288
2001-11-28,826.5542831957373
2001-11-29,831.6379424184689
2001-11-30,827.2954982094446
2001-12-03,862.7813829229093
2001-12-04,881.7285363215722
2001-12-05,902.7925625675613
2001-12-06,953.0849934096287
2001-12-07,984.3709060995908
2001-12-10,987.1866904492188
2001-12-11,971.2050214748309
2001-12-12,1021.6928327907192
2001-12-13,1006.5377372095013
2001-12-14,1026.1207430589704
2001-12-17,1024.3105717329909
2001-12-18,986.9939684127365
2001-12-19,956.5483055974807
2001-12-20,973.569610593305
2001-12-21,941.2539863106891
2001-12-24,948.5026763170054
2001-12-25,989.0398003341985
2001-12-26,993.4469342449584
2001-12-27,979.9680027573323
2001-12-28,989.6013394140118
2001-12-31,1025.5715129419777
2002-01-01,1025.5715129419777
2002-01-02,1040.1514429418705
2002-01-03,1026.163871512033
2002-01-04,1040.558537814422
2002-01-07,1078.8626376298942
2002-01-08,1075.9996276867048
2002-01-09,1089.3275283506953
2002-01-10,1091.9218972197716
2002-01-11,1058.3635573691645
2002-01-14,1041.2839581008486
2002-01-15,1040.7979848711404
2002-01-16,1020.3926753480998
2002-01-17,1023.318371832285
2002-01-18,1024.8548084102638
2002-01-21,1074.57380604402
2002-01-22,1081.7001924965198
2002-01-23,1075.075886474871
2002-01-24,1080.3928344820981
2002-01-25,1112.0755903670706
2002-01-28,1123.380984448592
2002-01-29,1094.9151943249763
2002-01-30,1094.3177180339517
2002-01-31,1101.2105334847438
2002-02-01,1101.6141911552168
2002-02-04,1101.0483596431538
2002-02-05,1100.7264978745375
2002-02-06,1120.0847062092782
2002-02-07,1118.3258294400694
2002-02-08,1116.8908519001554
2002-02-11,1116.254265492689
2002-02-12,1118.1662054278756
2002-02-13,1118.1662054278754
2002-02-14,1118.1662054278752
2002-02-15,1115.1419836623033
2002-02-18,1122.8715479513637
2002-02-19,1106.0581040747413
2002-02-20,1076.2196201429351
2002-02-21,1067.0950352896687
2002-02-22,1057.8029424049419
2002-02-25,1034.322107941727
2002-02-26,1034.3041230379608
2002-02-27,1073.986810657
2002-02-28,1073.986810657
2002-03-01,1069.0628235735287
2002-03-04,1100.396530099946
2002-03-05,1110.9825356950519
2002-03-06,1137.0684164881627
2002-03-07,1126.911602639936
2002-03-08,1121.4376036623519
2002-03-11,1145.7388346673238
2002-03-12,1135.6193205787165
2002-03-13,1122.6080861037267
2002-03-14,1121.7050516914962
2002-03-15,1103.5436839655995
2002-03-18,1106.179418734135
2002-03-19,1086.4319372639638
2002-03-20,1112.8269801276904
2002-03-21,1121.0843615961073
2002-03-22,1145.651274244732
2002-03-25,1154.1326292266797
2002-03-26,1157.583673148948
2002-03-27,1133.330435243821
2002-03-28,1139.5784647174758
2002-03-29,1127.3491074638212
2002-04-01,1131.5640405874462
2002-04-02,1137.5215819092994
2002-04-03,1146.7401477749358
2002-04-04,1133.4991063012965
2002-04-05,1133.661104172713
2002-04-08,1129.4651109229617
2002-04-09,1105.7990837947552
2002-04-10,1109.8674894644485
2002-04-11,1114.331774934407
2002-04-12,1139.120209351111
2002-04-15,1138.7072853346324
2002-04-16,1147.8947942490033
2002-04-17,1168.6441736398078
2002-04-18,1165.6642130064931
2002-04-19,1180.255708243628
2002-04-22,1181.7514833390687
2002-04-23,1166.7948302144746
2002-04-24,1174.0595228768993
2002-04-25,1160.3706240165984
2002-04-26,1154.8805980780528
2002-04-29,1139.4202930343326
2002-04-30,1117.5833045018696
2002-05-01,1117.5833045018696
2002-05-02,1082.2177838064028
2002-05-03,1092.4260949063025
2002-05-06,1043.8592018830614
2002-05-07,1043.182950786472
2002-05-08,1046.304457585048
2002-05-09,1047.1941660183911
2002-05-10,1066.5693885077874
2002-05-13,1052.316005556404
2002-05-14,1050.9544102284285
2002-05-15,1082.0451720835229
2002-05-16,1061.9738967474943
2002-05-17,1062.8210265837088
2002-05-20,1020.0172990245826
2002-05-21,992.2513517870601
2002-05-22,1013.2156544044863
2002-05-23,1015.846455686554
2002-05-24,1048.9761190981335
2002-05-27,1056.6599675871423
2002-05-28,1048.7649768154208
2002-05-29,1039.0763636179383
2002-05-30,1065.4933273573017
2002-05-31,1050.9183570830453
2002-06-03,1037.0331985609057
2002-06-04,1029.8702279383797
2002-06-05,1040.9662515337752
2002-06-06,1043.088043268415
2002-06-07,1014.1927424894367
2002-06-10,1026.5892548655083
2002-06-11,1004.3494816899382
2002-06-12,1002.7406927321922
2002-06-13,1035.033873252395
2002-06-14,1034.0382212013408
2002-06-17,1030.335255291092
2002-06-18,1024.1745297374657
2002-06-19,993.3928210010358
2002-06-20,1004.6253358047034
2002-06-21,1010.3987290850943
2002-06-24,996.3516189737637
2002-06-25,974.6771484738977
2002-06-26,939.8927839742299
2002-06-27,931.6089016794774
2002-06-28,955.2644833329967
2002-07-01,912.7728707926759
2002-07-02,916.5199108704621
2002-07-03,936.0602809180614
2002-07-04,949.3466993676365
2002-07-05,974.3387928306005
2002-07-08,1000.2761222054123
2002-07-09,1005.962029161579
2002-07-10,982.6783612473993
2002-07-11,974.1886707898908
2002-07-12,1013.7480550619694
2002-07-15,1014.8968390449664
2002-07-16,1000.1919096036588
2002-07-17,993.6993476659989
2002-07-18,993.025253896582
2002-07-19,982.10937840891
2002-07-22,955.1309890797077
2002-07-23,974.0396170845383
2002-07-24,946.9823837554171
2002-07-25,952.3301245676239
2002-07-26,911.2571007432022
2002-07-29,911.701776071604
2002-07-30,945.3584521751561
2002-07-31,934.6765268234243
2002-08-01,933.0066281765811
2002-08-02,931.1071962878043
2002-08-05,869.6400152980634
2002-08-06,857.0967787845831
2002-08-07,884.5292602957634
2002-08-08,882.3871367098574
2002-08-09,914.081977560425
2002-08-12,919.5949466814847
2002-08-13,914.4506750065658
2002-08-14,933.6311456184534
2002-08-15,936.2959001700216
2002-08-16,935.0171976757775
2002-08-19,923.053238450173
2002-08-20,928.7102510613104
2002-08-21,923.3353834932407
2002-08-22,938.591550863156
2002-08-23,936.9422365748144
2002-08-26,927.9646400766514
2002-08-27,918.6792334337623
2002-08-28,900.0564154234077
2002-08-29,903.0644666573709
2002-08-30,893.1890243828267
2002-09-02,862.9906126004478
2002-09-03,853.6760593530095
2002-09-04,846.1936022518798
2002-09-05,832.598739804107
2002-09-06,832.3547905688881
2002-09-09,845.2667061487549
2002-09-10,869.9215214592282
2002-09-11,866.1681428657699
2002-09-12,866.9390857007577
2002-09-13,858.002705608596
2002-09-16,825.7453012357614
2002-09-17,860.1457519922916
2002-09-18,836.520884634551
2002-09-19,840.0771642527003
2002-09-20,825.1060119277442
2002-09-23,802.0323297290705
2002-09-24,792.5926326878003
2002-09-25,770.8615656801799
2002-09-26,777.1054337930607
2002-09-27,775.5806191689644
2002-09-30,775.6082769571004
2002-10-01,771.5711337998595
2002-10-02,772.763893784635
2002-10-03,754.7855965302401
2002-10-04,752.1529794399672
2002-10-07,724.7413557157959
2002-10-08,734.7405106742516
2002-10-09,728.8899581092483
2002-10-10,728.8899581092481
2002-10-11,708.8620281074576
2002-10-14,718.4169110287122
2002-10-15,759.7841924691683
2002-10-16,781.4052396687375
2002-10-17,795.1102361930652
2002-10-18,823.2002187008156
2002-10-21,825.3100250503865
2002-10-22,808.3384906214427
2002-10-23,854.5800386422593
2002-10-24,855.0273628329818
2002-10-25,850.8647059626823
2002-10-28,852.0003491522941
2002-10-29,842.6729191502408
2002-10-30,830.3178712338358
2002-10-31,847.66925980151
2002-11-01,830.8728163947369
2002-11-04,848.4898597358879
2002-11-05,845.772893713409
2002-11-06,871.2619066322666
2002-11-07,879.6651993880388
2002-11-08,891.0950092366053
2002-11-11,867.0203619252279
2002-11-12,870.5292894070977
2002-11-13,866.0180739569462
2002-11-14,862.5598775649818
2002-11-15,890.4246231109881
2002-11-18,885.7510955881928
2002-11-19,871.0431821134115
2002-11-20,857.312278938653
2002-11-21,841.9130474341194
2002-11-22,865.0323336979218
2002-11-25,864.5408325125708
2002-11-26,856.7479241106086
2002-11-27,843.6175695932441
2002-11-28,837.6584898245395
2002-11-29,847.9383972285783
2002-12-02,853.2443727347
2002-12-03,872.536467630037
2002-12-04,861.5117939504305
2002-12-05,864.3186655344513
2002-12-06,862.3701513662046
2002-12-09,881.2132842679783
2002-12-10,869.5383322497603
2002-12-11,859.4046183960921
2002-12-12,851.4304792054254
2002-12-13,835.5477920146205
2002-12-16,837.1519179216541
2002-12-17,827.9207258533897
2002-12-18,822.6281734584188
2002-12-19,825.2816829013084
2002-12-20,836.0998922979072
2002-12-23,831.2246369182418
2002-12-24,825.9363599547086
2002-12-25,816.3462327423808
2002-12-26,832.6838243520664
2002-12-27,827.3855241012614
2002-12-30,812.7874103281885
2002-12-31,813.1494419104026
2003-01-01,813.1494419104026
2003-01-02,828.3816197569915
2003-01-03,843.7611805274224
2003-01-06,858.1769235012827
2003-01-07,860.2690712837609
2003-01-08,879.7799478457355
2003-01-09,878.5748764310528
2003-01-10,882.8478202875464
2003-01-13,907.5790180766411
2003-01-14,907.2149931152588
2003-01-15,908.9553328798121
2003-01-16,896.2315086503412
2003-01-17,889.249870910906
2003-01-20,895.8720422682572
2003-01-21,890.7062585286258
2003-01-22,895.9739752772454
2003-01-23,910.2195393331814
2003-01-24,907.3561299860457
2003-01-27,892.7949868420538
2003-01-28,901.8118551183786
2003-01-29,902.0330851904886
2003-01-30,900.6554195367773
2003-01-31,900.6554195367773
2003-02-03,900.7073305119662
2003-02-04,900.5775642923278
2003-02-05,900.5775642923278
2003-02-06,862.5608837913892
2003-02-07,847.4462660163125
2003-02-10,833.8534849475143
2003-02-11,832.4693334642255
2003-02-12,833.099488070564
2003-02-13,812.6465904084995
2003-02-14,809.6937252428181
2003-02-17,846.916115440655
2003-02-18,830.3996609918127
2003-02-19,819.8249985334139
2003-02-20,820.5224036404671
2003-02-21,820.4452571567563
2003-02-24,828.5049625521544
2003-02-25,801.4576751335434
2003-02-26,800.8467696220015
2003-02-27,797.1249257566227
2003-02-28,797.0561092162696
2003-03-03,813.2009775368172
2003-03-04,811.5997315372286
2003-03-05,794.9597922533129
2003-03-06,790.7177484504368
2003-03-07,784.9064333321478
2003-03-10,781.7269106413979
