Date,HONG KONG SMALL GROWTH
1994-05-31,435.01950787666954
1994-06-30,413.27363686102416
1994-07-29,433.34845907627306
1994-08-31,438.63916694169376
1994-09-30,447.1116459405796
1994-10-31,439.0065632615397
1994-11-30,389.40951329565956
1994-12-30,378.4478061517563
1995-01-31,336.67910971740423
1995-02-28,357.1180574135232
1995-03-31,365.0964888488403
1995-04-28,362.7641181960295
1995-05-31,398.95495097732476
1995-06-30,408.2616365070973
1995-07-31,433.5331043727467
1995-08-31,435.74828464938184
1995-09-29,455.01492497638606
1995-10-31,449.285553024572
1995-11-30,447.83285455319213
1995-12-29,455.47489695957347
1996-01-31,495.33188404116345
1996-02-29,511.1124211926983
1996-03-29,504.2456919469172
1996-04-30,505.24769033092804
1996-05-31,521.0423852011157
1996-06-28,528.5512569744985
1996-07-31,520.9161119423096
1996-08-30,531.7950789334134
1996-09-30,541.3013835624035
1996-10-31,583.0355626009105
1996-11-29,624.2095346508696
1996-12-31,632.8191759506341
1997-01-01,633.2948380699016
1997-01-02,632.3170900966387
1997-01-03,641.3086018096855
1997-01-06,647.853147322692
1997-01-07,645.0040991683936
1997-01-08,645.2735257796088
1997-01-09,636.5529491586086
1997-01-10,641.2875598810976
1997-01-13,642.826904959397
1997-01-14,642.8408156577427
1997-01-15,648.6909464898274
1997-01-16,647.7721188462582
1997-01-17,646.4960532021743
1997-01-20,643.063917489921
1997-01-21,638.9254262775555
1997-01-22,637.6707449136828
1997-01-23,636.6027168115816
1997-01-24,633.6725083912098
1997-01-27,627.3668650767709
1997-01-28,627.3923105263094
1997-01-29,623.5797680142092
1997-01-30,623.742540312728
1997-01-31,625.6120159383088
1997-02-03,624.6018195360291
1997-02-04,630.1079984391732
1997-02-05,636.4748715536952
1997-02-06,636.515937098024
1997-02-07,636.6966884645149
1997-02-10,637.9496410134032
1997-02-11,637.5221335515945
1997-02-12,636.932168815815
1997-02-13,631.0039174333983
1997-02-14,624.7467370314148
1997-02-17,626.1324119460394
1997-02-18,618.4045953963684
1997-02-19,618.1097833059198
1997-02-20,629.0281317397618
1997-02-21,632.9167126936106
1997-02-24,636.6262292790008
1997-02-25,640.0190710034992
1997-02-26,642.1125643473501
1997-02-27,641.8926088471933
1997-02-28,641.8033353856396
1997-03-03,645.6291823850867
1997-03-04,641.9307415380231
1997-03-05,641.6119047880022
1997-03-06,639.3761307166784
1997-03-07,641.7699358590115
1997-03-10,643.2853917446557
1997-03-11,641.7208309496904
1997-03-12,640.6232817486735
1997-03-13,637.2882491173016
1997-03-14,629.304063148123
1997-03-17,633.4944336283465
1997-03-18,628.3292953815572
1997-03-19,620.7864497475534
1997-03-20,609.1769963080313
1997-03-21,608.6625425281813
1997-03-24,616.7317662567265
1997-03-25,619.0672905375042
1997-03-26,617.3047289672204
1997-03-27,612.1267412221326
1997-03-28,612.1030438530327
1997-03-31,612.1267412221325
1997-04-01,601.2541390571407
1997-04-02,600.8247325339722
1997-04-03,599.0265181987089
1997-04-04,596.1948957951996
1997-04-07,600.590345780952
1997-04-08,604.3961868359884
1997-04-09,606.3868108370348
1997-04-10,602.5969255664626
1997-04-11,604.7312746366425
1997-04-14,597.8235544998582
1997-04-15,597.9954287498241
1997-04-16,601.3070190622104
1997-04-17,601.8992009862317
1997-04-18,605.8843348372627
1997-04-21,607.3542960307893
1997-04-22,607.4250847453314
1997-04-23,608.7531945221074
1997-04-24,607.0338841239882
1997-04-25,603.0575355909112
1997-04-28,600.712217783872
1997-04-29,603.3500647560625
1997-04-30,611.0995984035765
1997-05-01,615.8914806226632
1997-05-02,618.9122990139643
1997-05-05,625.5350478444282
1997-05-06,627.5808940595582
1997-05-07,629.3076010825959
1997-05-08,627.8104974168319
1997-05-09,630.4868166803848
1997-05-12,634.106821636525
1997-05-13,634.4743161299554
1997-05-14,635.9656952330366
1997-05-15,636.6794475241381
1997-05-16,637.8182822833503
1997-05-19,641.6742896183083
1997-05-20,643.1290801922289
1997-05-21,642.1775521524174
1997-05-22,643.203711930672
1997-05-23,648.36897983895
1997-05-26,652.4373169367659
1997-05-27,649.1341814258897
