Date,ITALY SMALL GROWTH
1994-05-31,379.2887107062907
1994-06-30,362.5222593284591
1994-07-29,362.54759627261285
1994-08-31,358.8676515725225
1994-09-30,363.03897395754143
1994-10-31,345.8597600523076
1994-11-30,327.4681300233454
1994-12-30,329.0105452317079
1995-01-31,341.136345633915
1995-02-28,315.0323808911327
1995-03-31,292.9741826090108
1995-04-28,299.45671417806824
1995-05-31,307.84474069615595
1995-06-30,303.20806697379356
1995-07-31,315.6389162431213
1995-08-31,312.07160707572973
1995-09-29,309.50373910182367
1995-10-31,302.1977530642986
1995-11-30,286.7009743703857
1995-12-29,293.53586782830746
1996-01-31,297.5235466826571
1996-02-29,319.8917267492926
1996-03-29,318.29125423045343
1996-04-30,317.7823155801946
1996-05-31,335.6306236645548
1996-06-28,335.2705218704289
1996-07-31,313.994869969422
1996-08-30,308.799300138743
1996-09-30,306.7460511441363
1996-10-31,288.0401909232059
1996-11-29,309.6645992876538
1996-12-31,314.61416165786653
1997-01-01,314.61416165786653
1997-01-02,314.0934822710558
1997-01-03,310.5026268016222
1997-01-06,309.20023198444113
1997-01-07,307.7179657151829
1997-01-08,306.91287140365347
1997-01-09,311.6790890819781
1997-01-10,315.2255783057322
1997-01-13,321.2315531178805
1997-01-14,321.25878960901514
1997-01-15,320.5130366865049
1997-01-16,321.06079517596237
1997-01-17,320.10956109427593
1997-01-20,320.75522737019514
1997-01-21,316.6259161248924
1997-01-22,318.2491506535969
1997-01-23,323.9826846685117
1997-01-24,327.791302369163
1997-01-27,323.64344801205283
1997-01-28,318.8654254526715
1997-01-29,316.04933127126674
1997-01-30,316.13915249788135
1997-01-31,318.8164345281023
1997-02-03,313.96978472965804
1997-02-04,317.3603274543126
1997-02-05,321.2457993954766
1997-02-06,321.6325235868117
1997-02-07,322.7905769466591
1997-02-10,323.24390209105974
1997-02-11,320.2129225124741
1997-02-12,316.2619986020648
1997-02-13,312.59335577956233
1997-02-14,315.21030731361344
1997-02-17,311.4111736087798
1997-02-18,309.4259001612374
1997-02-19,306.13325320580964
1997-02-20,308.68951883338116
1997-02-21,311.4025896182952
1997-02-24,311.7219906385121
1997-02-25,310.92660994726
1997-02-26,305.76519525121597
1997-02-27,305.9916801490442
1997-02-28,303.0780587069369
1997-03-03,305.81426809734774
1997-03-04,305.1080675901048
1997-03-05,304.79770649292146
1997-03-06,308.4816278465216
1997-03-07,309.7036690961558
1997-03-10,309.90341196871657
1997-03-11,309.2017401151705
1997-03-12,307.877143284865
1997-03-13,308.9666690441615
1997-03-14,308.30831919805854
1997-03-17,303.60717637040966
1997-03-18,302.98495187103515
1997-03-19,304.85863692326495
1997-03-20,305.71140903891103
1997-03-21,308.3116910448211
1997-03-24,308.5007109117251
1997-03-25,309.77085825358466
1997-03-26,311.92885400645974
1997-03-27,315.3726581491764
1997-03-28,312.9869434548987
1997-03-31,314.06572356871
1997-04-01,308.3231315424974
1997-04-02,312.2476461609222
1997-04-03,307.7368046353493
1997-04-04,310.4774157555329
1997-04-07,308.8318009416817
1997-04-08,306.50771288363006
1997-04-09,306.18732282745134
1997-04-10,305.0531250542631
1997-04-11,304.68796959884014
1997-04-14,303.76960777129653
1997-04-15,304.8155527094862
1997-04-16,304.2347369958881
1997-04-17,303.75074099791783
1997-04-18,302.5513751891466
1997-04-21,303.77201213892624
1997-04-22,302.2134633676963
1997-04-23,302.11298245179296
1997-04-24,300.727077835956
1997-04-25,299.05223535300365
1997-04-28,299.94472912857435
1997-04-29,301.43185392078755
1997-04-30,303.51053343717217
1997-05-01,305.190809966671
1997-05-02,304.32024695030043
1997-05-05,304.4455240434714
1997-05-06,303.51629880550837
1997-05-07,299.7796435410766
1997-05-08,303.9978583172306
1997-05-09,307.32309085819935
1997-05-12,305.11799918875937
1997-05-13,305.9046789961822
1997-05-14,305.5771237655558
1997-05-15,304.4913154353138
1997-05-16,304.77947001107003
1997-05-19,304.56562067536294
1997-05-20,305.8548809894881
1997-05-21,308.1694337437088
1997-05-22,307.90381896212506
1997-05-23,308.76347624127044
1997-05-26,309.2298833736811
1997-05-27,309.7064918448636
1997-05-28,308.0781241064783
1997-05-29,307.5888693542362
1997-05-30,304.7164241661532
1997-06-02,304.7526081442502
1997-06-03,303.5878376291313
1997-06-04,302.5129234680416
1997-06-05,302.67557595131007
1997-06-06,303.4637309194554
1997-06-09,304.35223703499406
1997-06-10,301.4847410945499
1997-06-11,303.5122235059487
1997-06-12,304.57171188687886
1997-06-13,306.6263408543485
1997-06-16,310.06301569797563
1997-06-17,309.56309554847786
1997-06-18,308.6411338900198
1997-06-19,311.2343677574994
1997-06-20,310.3407067491533
1997-06-23,313.783770601121
1997-06-24,313.70424746871515
1997-06-25,317.5345750612236
1997-06-26,315.6260960006416
1997-06-27,312.0616073952166
1997-06-30,310.2884181719998
1997-07-01,313.20176573650605
1997-07-02,313.51284276815807
1997-07-03,315.7851121716581
1997-07-04,315.0873817375565
1997-07-07,322.4935550122736
1997-07-08,323.1196948389899
1997-07-09,325.69977270265457
1997-07-10,327.8959399020665
1997-07-11,324.07569306248536
1997-07-14,322.6143521506525
1997-07-15,320.761309995406
1997-07-16,325.3568509826988
1997-07-17,329.79248434307846
1997-07-18,327.7995757974436
1997-07-21,329.07692931701763
1997-07-22,330.62624147317314
1997-07-23,331.4375386262325
1997-07-24,329.4168755573305
1997-07-25,326.3665564767654
1997-07-28,325.7680677158565
1997-07-29,323.35104165052667
1997-07-30,324.12504782720765
1997-07-31,322.96399061000153
1997-08-01,320.82256532805206
1997-08-04,313.0543552512367
1997-08-05,311.2705893612629
1997-08-06,317.4318161075554
1997-08-07,320.9668169189377
1997-08-08,325.41233263003716
1997-08-11,322.4475398298105
1997-08-12,322.2439342136406
1997-08-13,327.8357530948095
1997-08-14,322.8747004814151
1997-08-15,328.18427233062937
1997-08-18,322.29349958981396
1997-08-19,322.59061424476823
1997-08-20,322.93628571178056
1997-08-21,325.26154765525206
1997-08-22,328.27980834903155
1997-08-25,329.25669028295033
1997-08-26,330.6768089118786
1997-08-27,328.5308340321834
1997-08-28,327.8265273368689
1997-08-29,324.8721423679085
1997-09-01,325.3170536659126
1997-09-02,324.8477361592413
1997-09-03,328.62233544642805
1997-09-04,330.2140235722162
1997-09-05,336.07858754174737
1997-09-08,335.6639627466069
1997-09-09,336.08005810205754
1997-09-10,338.4389222266502
1997-09-11,341.4629561564699
1997-09-12,347.12066875609264
1997-09-15,354.9820801365169
1997-09-16,357.80963502132244
1997-09-17,361.6245313585698
1997-09-18,366.4268620315624
1997-09-19,368.99066440231434
1997-09-22,379.97535962513894
1997-09-23,385.279071724882
1997-09-24,399.53570013026035
1997-09-25,407.23754878111987
1997-09-26,405.12208581901405
1997-09-29,406.8741337788143
1997-09-30,413.355760385451
1997-10-01,397.41070551734117
1997-10-02,401.32594961777573
1997-10-03,404.53942240186655
1997-10-06,402.75071645739115
1997-10-07,398.8640417328111
1997-10-08,410.47826004810423
1997-10-09,402.1398423049348
