Date,NETHERLANDS SMALL GROWTH
1994-05-31,330.69560204873375
1994-06-30,325.8851619180889
1994-07-29,335.32875629555303
1994-08-31,355.04904653484203
1994-09-30,354.79264494206
1994-10-31,360.4461963525671
1994-11-30,345.56672161609094
1994-12-30,361.27896201443156
1995-01-31,370.8769780254943
1995-02-28,383.6806391183819
1995-03-31,403.7784034347362
1995-04-28,410.11186256409655
1995-05-31,406.4775051325069
1995-06-30,424.57063583036
1995-07-31,435.7005256055803
1995-08-31,406.2056320574273
1995-09-29,425.77513778847293
1995-10-31,417.4496120045379
1995-11-30,395.6914585361478
1995-12-29,410.7727131839445
1996-01-31,428.1883118566669
1996-02-29,444.40536560299057
1996-03-29,475.202421846561
1996-04-30,473.3272997511472
1996-05-31,506.58812087166285
1996-06-28,516.2084778836345
1996-07-31,501.80152347813305
1996-08-30,512.6332432779412
1996-09-30,517.632071340548
1996-10-31,510.1384793937887
1996-11-29,515.4992437348263
1996-12-31,518.1934427416767
1997-01-01,518.1934427416767
1997-01-02,521.0107675571337
1997-01-03,522.9770190231671
1997-01-06,524.9903818082994
1997-01-07,525.0389335422486
1997-01-08,526.4840490456476
1997-01-09,525.1025339352789
1997-01-10,522.8256680288978
1997-01-13,526.0449585649097
1997-01-14,525.022845379773
1997-01-15,529.2754475464033
1997-01-16,534.5981805446311
1997-01-17,528.0067792996541
1997-01-20,528.7527807436594
1997-01-21,528.1311578377708
1997-01-22,526.0223766550437
1997-01-23,526.606634954921
1997-01-24,528.2945034047698
1997-01-27,521.810816913715
1997-01-28,518.2404438015599
1997-01-29,517.3769197291065
1997-01-30,520.7924545073478
1997-01-31,523.3512601739975
1997-02-03,524.3188301016498
1997-02-04,526.1927886400479
1997-02-05,526.0113176150974
1997-02-06,528.7504274934648
1997-02-07,524.8767045771807
1997-02-10,528.6547292991773
1997-02-11,524.0254397673741
1997-02-12,523.9466999926374
1997-02-13,522.4327890744139
1997-02-14,523.4993340513196
1997-02-17,525.4039668575127
1997-02-18,523.2147045861408
1997-02-19,519.5658058089426
1997-02-20,517.3517144028328
1997-02-21,518.5884494017918
1997-02-24,526.0144143679491
1997-02-25,527.2807624404415
1997-02-26,525.7867129038171
1997-02-27,526.412666097992
1997-02-28,522.4697394248238
1997-03-03,518.8653363767785
1997-03-04,520.7301749421989
1997-03-05,517.7478545219021
1997-03-06,517.7566686224959
1997-03-07,517.9129747556709
1997-03-10,526.2631330538713
1997-03-11,530.7197857489625
1997-03-12,527.6479701788459
1997-03-13,528.1713295068243
1997-03-14,527.7683783634737
1997-03-17,534.5386034478503
1997-03-18,531.4282784093416
1997-03-19,529.5507109136676
1997-03-20,517.4885205421375
1997-03-21,525.2518554513573
1997-03-24,520.6863965942966
1997-03-25,523.8158434040174
1997-03-26,527.0983815389076
1997-03-27,534.5812749998682
1997-03-28,535.0492729326179
1997-03-31,537.6164825588439
1997-04-01,522.6536902803064
1997-04-02,524.0044065309825
1997-04-03,519.2158633676902
1997-04-04,522.5524790496306
1997-04-07,516.2792707301207
1997-04-08,516.0009450904221
1997-04-09,517.5215712798599
1997-04-10,516.799390998125
1997-04-11,513.6619816308283
1997-04-14,511.747599711704
1997-04-15,512.0121174267006
1997-04-16,513.6692732697427
1997-04-17,515.5350022564538
1997-04-18,517.4899937259665
1997-04-21,523.6256885391286
1997-04-22,519.5863123832364
1997-04-23,521.6679040669815
1997-04-24,520.9513412130892
1997-04-25,517.2943657350174
1997-04-28,512.6161495747986
1997-04-29,514.2834719725623
1997-04-30,512.2110789359439
1997-05-01,519.0253614790735
1997-05-02,517.224827997399
1997-05-05,519.1797458058306
1997-05-06,522.4677342902949
1997-05-07,523.0497680601004
1997-05-08,526.4932130592991
1997-05-09,533.5171372263035
1997-05-12,533.4216302917091
1997-05-13,536.4778766716844
1997-05-14,536.710386618434
1997-05-15,538.2386581932547
1997-05-16,540.3600825267091
1997-05-19,536.4729038894069
1997-05-20,538.4915309230876
1997-05-21,543.7065301029969
1997-05-22,543.510914874361
1997-05-23,545.6318677009433
1997-05-26,552.9938283416319
1997-05-27,549.9286200076181
1997-05-28,552.9088124560618
1997-05-29,552.7465596500329
1997-05-30,545.9081124180038
1997-06-02,540.8528847948097
1997-06-03,542.3738644771861
1997-06-04,544.9211001120157
1997-06-05,545.8837701179492
1997-06-06,546.2784911298068
1997-06-09,555.6475372764006
1997-06-10,552.8141410241238
1997-06-11,551.4373214126273
1997-06-12,550.3515975960191
1997-06-13,545.6299275533661
1997-06-16,546.4651376794566
1997-06-17,544.1327819100611
1997-06-18,544.4545715792685
1997-06-19,546.4493947348983
1997-06-20,544.5627597775151
1997-06-23,546.9102136207136
1997-06-24,547.109491255213
1997-06-25,553.2608506147337
1997-06-26,553.4173236234101
1997-06-27,553.9221969275064
1997-06-30,552.9126713122581
1997-07-01,554.1124952201428
1997-07-02,551.7745683751482
1997-07-03,553.7297030028994
1997-07-04,553.5705315418105
1997-07-07,558.5127255920406
1997-07-08,554.511006154478
1997-07-09,555.3771477958762
1997-07-10,557.315617106548
1997-07-11,555.0412187710718
1997-07-14,552.5433302357804
1997-07-15,551.9623629438884
1997-07-16,563.1098603654954
1997-07-17,563.2434119790496
1997-07-18,562.5497152461219
1997-07-21,557.1695249113543
1997-07-22,553.7860381003408
1997-07-23,553.3297333129926
1997-07-24,552.9361529862746
1997-07-25,553.2321676238145
1997-07-28,553.8736761519884
1997-07-29,556.5735274850166
1997-07-30,552.4289318822634
1997-07-31,554.4918365357394
1997-08-01,548.5699072841254
1997-08-04,548.4467470920955
1997-08-05,545.6913978749268
1997-08-06,551.5238609057402
1997-08-07,555.6855346878664
1997-08-08,560.5595892116485
1997-08-11,554.4054001546922
1997-08-12,552.786421991814
1997-08-13,555.0462627222053
1997-08-14,548.6980908448354
1997-08-15,553.4823152646882
1997-08-18,550.2959860743888
1997-08-19,553.7536528829455
1997-08-20,550.1068516339517
1997-08-21,553.3306902839762
1997-08-22,551.5751938478527
1997-08-25,555.0168372107406
1997-08-26,557.4359500110035
1997-08-27,549.066508244373
1997-08-28,550.663957064798
1997-08-29,544.9868762581076
1997-09-01,538.154392903153
1997-09-02,536.360333773047
1997-09-03,542.253172661978
1997-09-04,539.6015422557277
1997-09-05,544.8337456733354
1997-09-08,541.5681719727409
1997-09-09,540.436092748116
1997-09-10,542.633037103445
1997-09-11,540.7295659522821
1997-09-12,549.4409541552559
1997-09-15,553.7407971264586
1997-09-16,555.9741171427806
1997-09-17,558.4543069095265
1997-09-18,558.0804774979105
1997-09-19,557.3750374671645
1997-09-22,550.3998201073882
1997-09-23,552.5827725426362
1997-09-24,559.8840976775309
1997-09-25,560.055529069592
1997-09-26,560.7231945914057
1997-09-29,562.235029335027
1997-09-30,563.0858782803582
1997-10-01,562.4640636942735
1997-10-02,565.0493993033724
1997-10-03,569.7685755586222
1997-10-06,569.8374285240637
1997-10-07,573.0517020474954
1997-10-08,571.9600869081379
1997-10-09,570.9497256067115
1997-10-10,566.2411921408724
1997-10-13,569.2274548122326
1997-10-14,567.5876708058543
1997-10-15,568.2550795451832
1997-10-16,570.0008273794753
1997-10-17,559.5645936863646
1997-10-20,558.0445701236745
1997-10-21,556.1162542512387
1997-10-22,557.8636639875973
1997-10-23,550.9229383762452
1997-10-24,553.4536023449988
1997-10-27,541.8952963014136
1997-10-28,533.129707701373
1997-10-29,545.6468808762652
1997-10-30,540.365261161079
1997-10-31,545.3036095313078
1997-11-03,545.4961546157408
1997-11-04,547.9755994031486
1997-11-05,547.2457471610993
1997-11-06,546.1538605046642
1997-11-07,545.5539179081028
1997-11-10,543.9256724774758
1997-11-11,542.2046920568504
1997-11-12,532.8561879563248
1997-11-13,530.502634662113
1997-11-14,527.7007492535004
1997-11-17,528.5773942343982
1997-11-18,533.1780127099705
1997-11-19,530.214738600513
1997-11-20,536.1039142108202
1997-11-21,537.872700986535
1997-11-24,538.2402914645588
1997-11-25,533.8359760041142
1997-11-26,531.4356634163364
1997-11-27,531.9150680042628
1997-11-28,532.6436671363452
1997-12-01,531.935475408121
1997-12-02,532.996803375677
1997-12-03,532.6616913733345
1997-12-04,533.9073376967546
1997-12-05,530.3394930542278
1997-12-08,528.4853020883317
1997-12-09,524.0787325749259
1997-12-10,524.6653378853485
1997-12-11,521.2880595393244
1997-12-12,522.6792542703083
1997-12-15,520.9049272248778
1997-12-16,515.4103793418892
1997-12-17,519.1251910356671
1997-12-18,518.6993456729703
1997-12-19,515.5093422054234
1997-12-22,510.73663006664975
1997-12-23,512.1148175870096
1997-12-24,513.5288998762603
1997-12-25,513.5288998762603
1997-12-26,513.6574588698454
1997-12-29,513.8769107304373
1997-12-30,515.9087768375966
1997-12-31,513.8219834129729
1998-01-01,513.8219834129729
1998-01-02,515.6338256511794
1998-01-05,518.6449577068812
1998-01-06,515.7610408263249
1998-01-07,515.0168393043939
1998-01-08,520.1448755700826
1998-01-09,514.7108696666636
1998-01-12,508.90132539862856
1998-01-13,512.649454512372
1998-01-14,514.212167646223
1998-01-15,513.4049049347957
1998-01-16,516.5373023662381
1998-01-19,515.1275958754976
1998-01-20,518.8324212310725
1998-01-21,520.9937004071583
1998-01-22,527.7631201124333
1998-01-23,534.7678233675412
1998-01-26,534.0253751791281
1998-01-27,535.3879708630197
1998-01-28,534.344198673817
1998-01-29,530.0240069856908
1998-01-30,530.5706495839997
1998-02-02,538.7371149757325
1998-02-03,539.243036978303
1998-02-04,541.4669886276163
1998-02-05,551.3519578122452
1998-02-06,551.7773791197543
1998-02-09,550.661026906562
1998-02-10,549.489473405213
1998-02-11,552.1523965548012
1998-02-12,555.3553945171403
1998-02-13,551.7116456782037
1998-02-16,552.7876926290819
