Date,DENMARK SMALL GROWTH
1994-05-31,178.64860310551526
1994-06-30,182.5851637701356
1994-07-29,188.40851382948102
1994-08-31,178.7951955228704
1994-09-30,181.28470412108098
1994-10-31,183.55700121495136
1994-11-30,173.10433897973795
1994-12-30,177.15617681535903
1995-01-31,187.27251618870045
1995-02-28,197.18442983902787
1995-03-31,200.4498428070588
1995-04-28,200.75082088253984
1995-05-31,203.48229572472914
1995-06-30,207.3177164696591
1995-07-31,218.4525151202499
1995-08-31,203.66554119086445
1995-09-29,207.3714751057029
1995-10-31,203.76458789541442
1995-11-30,196.67149570360164
1995-12-29,199.03621429845202
1996-01-31,200.88073266575321
1996-02-29,205.14491859488726
1996-03-29,207.57470418194146
1996-04-30,205.96968370552088
1996-05-31,203.27467187250014
1996-06-28,207.26904787986012
1996-07-31,210.1025244132555
1996-08-30,216.963788236677
1996-09-30,217.9044035984611
1996-10-31,229.27981666590253
1996-11-29,234.3383255366683
1996-12-31,237.07367383264818
1997-01-01,237.07367383264818
1997-01-02,238.55414458137673
1997-01-03,236.5825659827568
1997-01-06,238.61218270780805
1997-01-07,243.0658368990529
1997-01-08,243.78646942129288
1997-01-09,243.28416052816578
1997-01-10,242.81868100347282
1997-01-13,243.16925915237545
1997-01-14,242.43261367776955
1997-01-15,245.60534503631558
1997-01-16,245.8345160968411
1997-01-17,242.43135056070167
1997-01-20,240.43063195806533
1997-01-21,240.24266785376798
1997-01-22,239.56860815738762
1997-01-23,240.22313784658255
1997-01-24,241.52669860697952
1997-01-27,239.55286761008173
1997-01-28,237.7728912659051
1997-01-29,239.02549257205237
1997-01-30,239.48649377941436
1997-01-31,241.22412111204906
1997-02-03,241.09241152000342
1997-02-04,241.92564524279075
1997-02-05,241.63206502992074
1997-02-06,241.54360100870358
1997-02-07,239.97797963829694
1997-02-10,242.29607149708477
1997-02-11,239.92412408781763
1997-02-12,239.16714117192626
1997-02-13,239.90368057169096
1997-02-14,241.42277733972838
1997-02-17,240.4129750783025
1997-02-18,242.81428500894557
1997-02-19,243.024954629193
1997-02-20,242.1600998201431
1997-02-21,242.1415007007079
1997-02-24,242.43730407304037
1997-02-25,240.96590275823868
1997-02-26,237.85958163046843
1997-02-27,236.96646632270387
1997-02-28,236.70231223052468
1997-03-03,237.49326798107953
1997-03-04,237.2588628554147
1997-03-05,237.8688428646891
1997-03-06,238.25246352698943
1997-03-07,238.54928327772382
1997-03-10,240.9096081569484
1997-03-11,240.4649898233476
1997-03-12,240.96841790100962
1997-03-13,239.25641384529246
1997-03-14,239.21871357279804
1997-03-17,240.9850966888996
1997-03-18,241.36330675862072
1997-03-19,239.8711605440768
1997-03-20,236.23239334748558
1997-03-21,234.3658937752108
1997-03-24,233.00095004776472
1997-03-25,232.820088507744
1997-03-26,233.40077186273757
1997-03-27,235.72031440269063
1997-03-28,235.84581142266637
1997-03-31,236.97014127148512
1997-04-01,234.3352866900709
1997-04-02,234.7294323551184
1997-04-03,231.40147419509535
1997-04-04,232.1653281073772
1997-04-07,226.94302346515792
1997-04-08,228.1345842369854
1997-04-09,228.77217318887602
1997-04-10,229.32225664115063
1997-04-11,228.6346988095887
1997-04-14,227.24938691498096
1997-04-15,226.76778579940932
1997-04-16,227.62501474316082
1997-04-17,229.21096747278375
1997-04-18,230.6423571114091
1997-04-21,232.89780815203235
1997-04-22,232.89355195090008
1997-04-23,233.47358286667614
1997-04-24,232.4313327901018
1997-04-25,231.57427987931092
1997-04-28,231.0719788569751
1997-04-29,230.51838988191275
1997-04-30,228.87981930605508
1997-05-01,229.54389298011293
1997-05-02,229.29146010933187
1997-05-05,229.16913657395526
1997-05-06,230.29912325850282
1997-05-07,232.0425408449724
1997-05-08,233.69909502532576
1997-05-09,235.842546507205
1997-05-12,235.84088156141422
1997-05-13,237.58822315931994
1997-05-14,236.40895505792852
1997-05-15,236.37201468451306
1997-05-16,238.48689618398978
1997-05-19,236.73293833594315
1997-05-20,238.2825561203272
1997-05-21,239.19102289681882
1997-05-22,238.89628923633225
1997-05-23,239.07063411606458
1997-05-26,239.9029318517238
1997-05-27,239.0646705844184
1997-05-28,239.5442900631626
1997-05-29,239.35829455828303
1997-05-30,237.3178435055587
1997-06-02,234.89805637287833
1997-06-03,235.57370155183227
1997-06-04,235.92627253842736
1997-06-05,236.00511412237225
1997-06-06,235.8286676658234
1997-06-09,239.01177206446644
1997-06-10,237.74821541791292
1997-06-11,237.72933162209824
1997-06-12,236.7387115190895
1997-06-13,235.63200009795813
1997-06-16,237.75825402998223
1997-06-17,236.86611234102062
1997-06-18,237.46560878342615
1997-06-19,238.0459754487922
1997-06-20,236.79437109586578
1997-06-23,237.9935502856202
1997-06-24,237.44293527571025
1997-06-25,237.6466361022382
1997-06-26,235.80195016279242
1997-06-27,234.90209802119944
1997-06-30,234.32266689463083
1997-07-01,234.7464737204621
1997-07-02,233.88248596178676
1997-07-03,234.5759668924425
1997-07-04,235.13587696912248
1997-07-07,236.3547567796028
1997-07-08,235.45723780039017
1997-07-09,236.77562518581703
1997-07-10,239.0786788441141
1997-07-11,238.29490199093757
1997-07-14,236.0474897082594
1997-07-15,235.16054455129463
1997-07-16,236.97981323523024
1997-07-17,239.25061443024492
1997-07-18,238.5775459528502
1997-07-21,234.79862079016712
1997-07-22,232.43917167518626
1997-07-23,231.63370271017175
1997-07-24,231.64478871134415
1997-07-25,230.61990974645894
1997-07-28,230.38136919124398
1997-07-29,231.2916419176326
1997-07-30,231.13009457215642
1997-07-31,232.0586611618712
1997-08-01,229.88831494972828
1997-08-04,226.90496305217127
1997-08-05,222.7014988143446
1997-08-06,222.46011059617226
1997-08-07,223.3582002260641
1997-08-08,225.20732852136015
1997-08-11,223.75737035101645
1997-08-12,222.32589354581992
1997-08-13,225.3166463234454
1997-08-14,224.49233911834602
1997-08-15,228.03224755238256
1997-08-18,225.78294658791904
1997-08-19,226.87087951259284
1997-08-20,225.7640506556485
1997-08-21,229.05994617951578
1997-08-22,229.4782316711254
1997-08-25,230.3698060061188
1997-08-26,230.64879136542703
1997-08-27,228.46919457032683
1997-08-28,229.76902381858048
1997-08-29,225.16450217845087
1997-09-01,223.26922452307073
1997-09-02,221.09284550963275
1997-09-03,223.32364626327706
1997-09-04,222.29073775246198
1997-09-05,223.5774581371216
1997-09-08,223.70431961140966
1997-09-09,223.78156903169025
1997-09-10,225.30745029588851
1997-09-11,224.7365803215223
1997-09-12,228.19220512974394
1997-09-15,229.4894940150682
1997-09-16,228.70393618197386
1997-09-17,230.06875140268
1997-09-18,230.49053767217447
1997-09-19,230.57746281108817
1997-09-22,229.027554561929
1997-09-23,229.59582426946147
1997-09-24,232.3804215371773
1997-09-25,232.83240491012197
1997-09-26,233.47986096001532
1997-09-29,235.30876482345312
1997-09-30,235.90771149811556
1997-10-01,235.37414953863995
1997-10-02,237.7177056045874
1997-10-03,238.31446173805418
1997-10-06,237.90645093764493
1997-10-07,239.0232933097768
1997-10-08,238.88948159715645
1997-10-09,238.80578871316305
1997-10-10,236.98488078371483
1997-10-13,238.303557178564
1997-10-14,237.5270361712225
1997-10-15,238.6742064275428
1997-10-16,240.75069718773153
1997-10-17,236.44436695897767
1997-10-20,235.49102906656478
1997-10-21,234.63823508441115
1997-10-22,237.51697994683286
1997-10-23,233.65161350191914
1997-10-24,233.3871370010878
1997-10-27,231.95534998481136
1997-10-28,227.23631559605218
1997-10-29,231.5988004261582
1997-10-30,230.3228535566418
1997-10-31,233.3256724070995
1997-11-03,234.99980959523904
1997-11-04,236.51241520140115
1997-11-05,236.1379862886886
1997-11-06,236.13503129628265
1997-11-07,235.29661395238472
1997-11-10,235.66710993811017
1997-11-11,234.30417504738466
1997-11-12,231.18593384102792
1997-11-13,230.72269901505499
1997-11-14,231.16666376157636
1997-11-17,231.6737279629582
1997-11-18,232.79175083521574
1997-11-19,232.268935649502
1997-11-20,232.67772449499913
1997-11-21,230.9110612761518
1997-11-24,231.19965149768205
1997-11-25,229.65213007508322
1997-11-26,228.10572269311763
1997-11-27,227.00475773969563
1997-11-28,225.2512026167499
1997-12-01,224.9357035315395
1997-12-02,225.95497212754864
1997-12-03,225.6464269615127
1997-12-04,225.92582824649818
1997-12-05,226.5594188023839
1997-12-08,226.9702848617198
1997-12-09,225.2648520880313
1997-12-10,226.51416018238112
1997-12-11,226.59818135864282
1997-12-12,226.88996885419897
1997-12-15,226.5014082598847
1997-12-16,225.8324154960593
1997-12-17,227.86291745743426
1997-12-18,227.9572683110418
1997-12-19,226.03452748649624
1997-12-22,223.20690078146953
1997-12-23,226.1246493089687
1997-12-24,226.2284407171919
1997-12-25,226.2284407171919
1997-12-26,226.23849010376404
1997-12-29,226.83396893219808
1997-12-30,224.97117700570624
1997-12-31,224.20237051829002
1998-01-01,224.20237051829005
1998-01-02,225.64815798626634
1998-01-05,225.4161716131091
1998-01-06,225.45555263456723
1998-01-07,224.92944918323226
1998-01-08,226.06822689221798
1998-01-09,224.68229642188945
1998-01-12,221.56727548802021
1998-01-13,223.1949908633795
1998-01-14,224.23656266290646
1998-01-15,222.64446432472238
1998-01-16,224.64542190223017
1998-01-19,224.63187405164695
1998-01-20,224.68348231013624
1998-01-21,225.36228751343
1998-01-22,227.00182785981403
1998-01-23,230.46719511645443
1998-01-26,230.08507674397575
1998-01-27,230.84263119039034
1998-01-28,229.36454211948038
1998-01-29,227.58960642496834
1998-01-30,224.87084956008897
1998-02-02,226.5296491933008
1998-02-03,227.0793661414223
1998-02-04,229.20837200843812
1998-02-05,230.90923525938786
1998-02-06,230.9218851080289
1998-02-09,228.14959134619463
1998-02-10,228.43257635338125
1998-02-11,227.20725953018288
1998-02-12,228.0967027188649
1998-02-13,225.9371569903525
1998-02-16,226.66746945035683
1998-02-17,227.2622301245478
1998-02-18,228.3928149980863
1998-02-19,228.1964273722414
1998-02-20,227.869833818045
1998-02-23,231.51855472875502
1998-02-24,230.73934942570375
1998-02-25,228.53988263734865
1998-02-26,230.77379675361146
1998-02-27,231.08646876515974
1998-03-02,231.08510320518877
1998-03-03,232.10242686032103
1998-03-04,229.08366617406503
1998-03-05,228.31435355076093
1998-03-06,229.2830888611276
1998-03-09,230.5479195331938
1998-03-10,230.78675339368883
1998-03-11,231.0088774075529
1998-03-12,232.31320796335083
1998-03-13,234.40733458884716
1998-03-16,234.5005286500978
1998-03-17,236.78204561810512
1998-03-18,236.0621870298529
1998-03-19,235.93254222216282
1998-03-20,238.17730577676653
1998-03-23,239.9197669468898
1998-03-24,241.08078606814374
1998-03-25,244.7451694268787
1998-03-26,245.85146628042511
1998-03-27,245.40922110538824
1998-03-30,242.68094746756555
1998-03-31,241.04934745664934
1998-04-01,242.4454172139533
1998-04-02,243.55631486073014
1998-04-03,245.22510755715177
1998-04-06,246.4254144320417
1998-04-07,246.88047735047633
1998-04-08,247.92800566327463
1998-04-09,248.8777706276517
1998-04-10,248.8777706276517
1998-04-13,248.13843755851914
1998-04-14,251.44253866497218
1998-04-15,252.43000590346426
1998-04-16,251.44960078113942
1998-04-17,251.20707491124696
1998-04-20,251.24049982280349
1998-04-21,252.79546555429104
1998-04-22,252.99066639025963
1998-04-23,251.77493770150244
1998-04-24,249.8357574464258
1998-04-27,246.12187746824077
1998-04-28,244.72874226489708
1998-04-29,244.27489673996246
1998-04-30,245.79690877230604
1998-05-01,250.5467571099744
1998-05-04,251.2364449265447
1998-05-05,250.0157133172039
1998-05-06,255.67576256728893
1998-05-07,253.94883197316747
1998-05-08,253.35726311075834
1998-05-11,252.94786062283612
1998-05-12,253.8970855188818
1998-05-13,252.74015430065478
1998-05-14,249.31828417234593
1998-05-15,248.35497309754112
1998-05-18,247.0809784992625
1998-05-19,245.90840709472295
1998-05-20,246.72111413736755
1998-05-21,248.50387695786392
1998-05-22,249.40198406340224
1998-05-25,249.8940682065933
1998-05-26,250.28793173703346
1998-05-27,247.08563621988907
1998-05-28,248.89921930210636
1998-05-29,249.12935635131709
1998-06-01,249.48751194324066
1998-06-02,248.36111534434207
1998-06-03,249.46506232475465
1998-06-04,250.79941612443238
1998-06-05,249.50722897237657
1998-06-08,250.88156453380296
1998-06-09,251.8336904203504
1998-06-10,249.31970268822445
1998-06-11,249.37079040394812
1998-06-12,247.3571755461305
1998-06-15,245.6956645041768
1998-06-16,246.42302713181616
1998-06-17,249.47400124434037
1998-06-18,250.8533340526543
1998-06-19,249.98677992439482
1998-06-22,247.63296990179276
