Date,AUSTRIA SMALL GROWTH
1994-05-31,803.0110906550751
1994-06-30,840.1233900595323
1994-07-29,824.8973349668923
1994-08-31,834.2839652418003
1994-09-30,818.8538621499605
1994-10-31,823.125269438402
1994-11-30,789.0901574773725
1994-12-30,812.9090590794016
1995-01-31,782.1985056080616
1995-02-28,809.9921772738091
1995-03-31,810.9850873598314
1995-04-28,784.0359734242103
1995-05-31,797.0661379430525
1995-06-30,794.7891627087749
1995-07-31,836.9499985263005
1995-08-31,791.563064334306
1995-09-29,821.0345255592878
1995-10-31,810.3867434993581
1995-11-30,769.9353678250195
1995-12-29,778.374912569023
1996-01-31,764.2130830554568
1996-02-29,759.3015129152827
1996-03-29,753.2489426175543
1996-04-30,727.1739489315427
1996-05-31,725.3156353698406
1996-06-28,712.6309925599345
1996-07-31,713.270964433697
1996-08-30,717.7455232046792
1996-09-30,706.1729816991914
1996-10-31,719.424399254504
1996-11-29,700.0422456456946
1996-12-31,710.8157064375491
1997-01-01,710.8157064375491
1997-01-02,702.9606330691987
1997-01-03,698.7771087305524
1997-01-06,695.4514120459492
1997-01-07,696.1574444252253
1997-01-08,694.956620124894
1997-01-09,695.2032755970115
1997-01-10,695.5844397912476
1997-01-13,703.395738831743
1997-01-14,700.6030262272446
1997-01-15,707.1708206514767
1997-01-16,704.7230544983324
1997-01-17,699.1404749755048
1997-01-20,694.180858292505
1997-01-21,690.4260774180267
1997-01-22,688.7902936996918
1997-01-23,690.2540775728448
1997-01-24,695.3322644978025
1997-01-27,688.2081592299799
1997-01-28,682.3692721626679
1997-01-29,685.9266302480069
1997-01-30,686.84709386497
1997-01-31,688.1523595249737
1997-02-03,687.74766630288
1997-02-04,686.5056926561642
1997-02-05,682.2692248712473
1997-02-06,685.7921713945213
1997-02-07,675.0863965993177
1997-02-10,685.7922637212225
1997-02-11,678.854740900677
1997-02-12,676.5382231424032
1997-02-13,674.3259408589778
1997-02-14,676.2242277031958
1997-02-17,670.352406596758
1997-02-18,673.5490437711835
1997-02-19,669.1411871709698
1997-02-20,670.7055642518434
1997-02-21,671.935738630389
1997-02-24,679.7031487460438
1997-02-25,677.1203354561925
1997-02-26,672.8790733827933
1997-02-27,670.9120592956376
1997-02-28,669.9012767849833
1997-03-03,674.9299625905551
1997-03-04,667.0466335003379
1997-03-05,668.2336919588364
1997-03-06,667.572598468743
1997-03-07,665.419027670321
1997-03-10,675.2045116872132
1997-03-11,680.192857853594
1997-03-12,679.944335711039
1997-03-13,678.3803105678144
1997-03-14,679.7785325307404
1997-03-17,679.3842860839674
1997-03-18,681.1165413003724
1997-03-19,679.9889295185282
1997-03-20,677.6587528202025
1997-03-21,679.7915077971818
1997-03-24,680.0125982981958
1997-03-25,678.7237495104645
1997-03-26,680.4621608325066
1997-03-27,681.550626971808
1997-03-28,681.9289565499452
1997-03-31,685.26245073598
1997-04-01,680.1999129552519
1997-04-02,675.7824983706407
1997-04-03,674.1829121049749
1997-04-04,668.8769922849401
1997-04-07,660.2894180522718
1997-04-08,665.2211111137391
1997-04-09,659.4159867315401
1997-04-10,659.3265681232696
1997-04-11,655.0533981297559
1997-04-14,656.8040005555648
1997-04-15,648.0867293964056
1997-04-16,652.416080435018
1997-04-17,655.759927095443
1997-04-18,660.0035266682747
1997-04-21,663.9243997066598
1997-04-22,661.4900382928639
1997-04-23,665.1264070426745
