Date,NORWAY SMALL GROWTH
1994-05-31,250.7892333684748
1994-06-30,238.0507136193602
1994-07-29,255.90399985984033
1994-08-31,256.8508246827348
1994-09-30,248.20757710537575
1994-10-31,265.6026835013739
1994-11-30,261.5054813231239
1994-12-30,261.8792492498
1995-01-31,274.78356467555784
1995-02-28,284.0934898229547
1995-03-31,287.3145276676863
1995-04-28,308.8746309320427
1995-05-31,320.09767640644293
1995-06-30,330.52044942295316
1995-07-31,338.81928720742366
1995-08-31,326.53172343020236
1995-09-29,342.73691290225264
1995-10-31,326.33925679540255
1995-11-30,323.6049067900712
1995-12-29,342.5135612578032
1996-01-31,337.329634245947
1996-02-29,344.4977248330148
1996-03-29,344.114332735487
1996-04-30,354.4251562236223
1996-05-31,355.06436489718675
1996-06-28,354.6518276702381
1996-07-31,356.6956394214437
1996-08-30,357.1957964352855
1996-09-30,352.2565657531723
1996-10-31,377.7252168338798
1996-11-29,412.9694867672893
1996-12-31,432.355225228568
1997-01-01,432.355225228568
1997-01-02,431.0805735947158
1997-01-03,430.63908332123293
1997-01-06,434.0672622464343
1997-01-07,434.95939840470584
1997-01-08,442.26307715227057
1997-01-09,442.88831293576
1997-01-10,446.3762811329711
1997-01-13,450.120842821702
1997-01-14,449.74237682556304
1997-01-15,452.61731682346226
1997-01-16,459.48384209394675
1997-01-17,460.8274796062827
1997-01-20,462.51562607312184
1997-01-21,456.50760649700186
1997-01-22,457.51692422189836
1997-01-23,458.6508549018586
1997-01-24,467.5116246178792
1997-01-27,465.48178042519015
1997-01-28,465.4632416906124
1997-01-29,465.26138601758856
1997-01-30,471.18094939409207
1997-01-31,474.9574117565578
1997-02-03,475.16474294549187
1997-02-04,478.18911474259374
1997-02-05,477.8257770188899
1997-02-06,477.80302426769185
1997-02-07,477.6407429779914
1997-02-10,480.4144839751347
1997-02-11,472.8744073293359
1997-02-12,470.4922033762277
1997-02-13,470.10610684525335
1997-02-14,472.7372685848285
1997-02-17,471.80799733755083
1997-02-18,474.24895455321257
1997-02-19,472.1783451817458
1997-02-20,469.5338129680225
1997-02-21,473.7731131139486
1997-02-24,475.8775135992174
1997-02-25,475.30468133324626
1997-02-26,467.0816031280261
1997-02-27,459.1404466110611
1997-02-28,451.1608169159126
1997-03-03,440.3723879908837
1997-03-04,441.2961182761642
1997-03-05,448.4642287255239
1997-03-06,453.9532752569568
1997-03-07,453.9535868099525
1997-03-10,461.89899022318434
1997-03-11,464.1548689104002
1997-03-12,464.43457350856016
1997-03-13,460.18526159758625
1997-03-14,459.466889138906
1997-03-17,456.87758454875274
1997-03-18,455.25350988406126
1997-03-19,455.36888574519895
1997-03-20,445.57263735892155
1997-03-21,454.4391060344733
1997-03-24,453.6135624471185
1997-03-25,456.4213459199627
1997-03-26,458.33867538594353
1997-03-27,462.35355274206154
1997-03-28,462.5627719613665
1997-03-31,464.79219286019355
1997-04-01,444.74629286651646
1997-04-02,433.0402863686076
1997-04-03,430.3192893331508
1997-04-04,430.80575358371794
1997-04-07,430.31427390285864
1997-04-08,431.8161162226274
1997-04-09,434.1439611489715
1997-04-10,434.1368944714625
1997-04-11,429.41981206737415
1997-04-14,424.48690087551006
1997-04-15,421.2175384230731
1997-04-16,417.186314936865
1997-04-17,411.661949335363
1997-04-18,410.1320409223428
1997-04-21,413.6126205789109
1997-04-22,413.16386501577125
1997-04-23,418.2519827760295
1997-04-24,412.9895616279345
1997-04-25,407.43617503323753
1997-04-28,401.60483898257684
1997-04-29,401.56732796746303
1997-04-30,399.0943332507261
1997-05-01,401.23551818656045
1997-05-02,398.2199180580012
1997-05-05,398.93273932367157
1997-05-06,402.0891812541642
1997-05-07,406.5118048395783
1997-05-08,408.7555705010398
1997-05-09,413.094284261109
1997-05-12,411.7694961802524
1997-05-13,418.12736233544706
1997-05-14,418.13281541037577
1997-05-15,414.22968875316207
1997-05-16,417.9755935752537
1997-05-19,414.4637373903179
1997-05-20,415.34835049757544
1997-05-21,421.8151641774016
1997-05-22,422.3231136063139
1997-05-23,425.98615292007
1997-05-26,431.26227109168235
1997-05-27,427.9121828488024
1997-05-28,427.7394632260746
1997-05-29,429.0555075360477
1997-05-30,423.2371950529234
1997-06-02,423.62134951013746
1997-06-03,428.991733008566
1997-06-04,428.45226665488667
1997-06-05,424.356268140321
1997-06-06,425.424014138047
1997-06-09,431.8947655866957
1997-06-10,426.85284241803015
1997-06-11,426.8663249665622
1997-06-12,423.2853392554324
1997-06-13,420.71706387004633
1997-06-16,416.75263645686385
1997-06-17,418.2402732704033
1997-06-18,416.8059977673642
1997-06-19,417.02709610568803
1997-06-20,418.62442418081764
1997-06-23,420.162375940257
1997-06-24,420.16444374989993
1997-06-25,419.0080117202311
1997-06-26,420.7320152247156
1997-06-27,422.80192384333714
1997-06-30,420.5604239605778
1997-07-01,422.2232537266013
1997-07-02,426.6978518344254
1997-07-03,435.5083705900707
1997-07-04,435.65502451975993
1997-07-07,435.6125503382315
1997-07-08,433.7872038219206
1997-07-09,434.4353466832059
1997-07-10,432.9391381639117
1997-07-11,432.55753392491414
1997-07-14,428.4849701117613
1997-07-15,428.69367934832684
1997-07-16,436.0688214810675
1997-07-17,436.6866104449495
1997-07-18,436.5113218745434
1997-07-21,433.62853930802936
1997-07-22,434.5103512508527
1997-07-23,442.7564535009733
1997-07-24,439.4185297430776
1997-07-25,438.54013265623274
1997-07-28,439.2870704477629
1997-07-29,441.01993965935344
1997-07-30,440.81812081625833
1997-07-31,443.1901640888528
1997-08-01,440.0316536308796
1997-08-04,442.94664824879897
1997-08-05,443.9045427484579
1997-08-06,450.6220570900652
1997-08-07,456.00044235010864
1997-08-08,456.97975226544435
1997-08-11,454.11439749902326
1997-08-12,451.3037926830345
1997-08-13,451.7124551373377
1997-08-14,446.46427655738216
1997-08-15,448.3880294970518
1997-08-18,439.5314212845006
1997-08-19,444.7339997257242
1997-08-20,446.2800166272607
1997-08-21,452.9791794228863
1997-08-22,450.67559267881074
1997-08-25,449.7874618709105
1997-08-26,450.72405390506543
1997-08-27,451.03927621243076
1997-08-28,458.14713200527325
1997-08-29,460.69998041742235
1997-09-01,462.6756862212678
1997-09-02,464.19369586074583
1997-09-03,468.40370830982147
1997-09-04,468.2794372044695
1997-09-05,478.7936329710564
1997-09-08,477.28456630126254
1997-09-09,476.5597680373899
1997-09-10,474.77566310226183
1997-09-11,477.4931983269318
1997-09-12,479.06986768254774
1997-09-15,476.32418060636616
1997-09-16,473.2014576425958
1997-09-17,484.71247446155303
1997-09-18,483.59738500252115
1997-09-19,485.140630427962
1997-09-22,485.6650920257847
1997-09-23,485.3063550928431
1997-09-24,489.5960959726124
1997-09-25,490.15011914507835
1997-09-26,493.2381656973817
1997-09-29,501.5951473068617
1997-09-30,504.3708375234851
1997-10-01,506.61559665158427
1997-10-02,515.2330638583272
1997-10-03,529.3274370196921
1997-10-06,528.9971011458933
1997-10-07,534.8848001349841
1997-10-08,530.5681480229844
1997-10-09,531.3279536666101
1997-10-10,535.2328751144757
1997-10-13,537.9944744456777
1997-10-14,531.9005979479593
1997-10-15,531.987359325192
1997-10-16,541.314876233934
1997-10-17,531.3614526704305
1997-10-20,528.9223360696608
1997-10-21,532.3926320349677
1997-10-22,535.6688923860206
1997-10-23,528.8587831575336
1997-10-24,534.2299558067764
1997-10-27,523.3522541356211
1997-10-28,487.45499926642896
1997-10-29,510.77295568403184
1997-10-30,509.14313191279734
1997-10-31,515.3189052153969
1997-11-03,517.6689822020804
1997-11-04,516.5587261374886
1997-11-05,521.0343993886102
1997-11-06,520.9906837113755
1997-11-07,522.1581773793064
1997-11-10,515.9040489314501
1997-11-11,510.4177667888047
1997-11-12,500.0251164267589
1997-11-13,498.0413486834588
1997-11-14,494.7408269913307
1997-11-17,499.21993990475767
1997-11-18,504.62095358488693
1997-11-19,500.39126469606305
1997-11-20,501.0055988525431
1997-11-21,499.74056806525857
1997-11-24,494.8251848848755
1997-11-25,482.9520452996643
1997-11-26,477.3847217595503
1997-11-27,477.9307965347473
1997-11-28,481.4221265101741
1997-12-01,481.57437061846116
1997-12-02,481.8738878132979
1997-12-03,480.42653087362976
1997-12-04,485.1916689839138
1997-12-05,483.81070933906125
1997-12-08,489.60655994357035
1997-12-09,486.5114117092113
1997-12-10,482.98285621972
