Date,GERMANY SMALL GROWTH
1994-05-31,601.8908848710233
1994-06-30,598.13865409235
1994-07-29,605.7891331618316
1994-08-31,614.4894019484717
1994-09-30,595.6164267011108
1994-10-31,607.9946311983625
1994-11-30,572.6051659784504
1994-12-30,586.6989841011649
1995-01-31,580.3493297090921
1995-02-28,598.6029777423407
1995-03-31,606.6913672897375
1995-04-28,606.2819290997577
1995-05-31,608.3198105026809
1995-06-30,637.177508895909
1995-07-31,656.9057356747303
1995-08-31,616.0375410154078
1995-09-29,616.3724157930455
1995-10-31,594.7424346147943
1995-11-30,569.6650815599114
1995-12-29,592.2499905893919
1996-01-31,578.4621367884372
1996-02-29,581.7771623431222
1996-03-29,565.7148815098366
1996-04-30,543.6553011387471
1996-05-31,550.0277107231777
1996-06-28,561.478745917547
1996-07-31,558.0499284220627
1996-08-30,556.4687889488105
1996-09-30,540.6192494891104
1996-10-31,543.4105532024138
1996-11-29,543.8130290359042
1996-12-31,549.8373003968666
1997-01-01,549.8373003968666
1997-01-02,549.9597815245542
1997-01-03,545.2784938294902
1997-01-06,547.7093216825853
1997-01-07,550.0462684849454
1997-01-08,551.3183640477674
1997-01-09,550.7905407199112
1997-01-10,549.403292765101
1997-01-13,549.5047009681136
1997-01-14,550.3652355825441
1997-01-15,556.393119016655
1997-01-16,554.6384915165772
1997-01-17,549.679018013648
1997-01-20,548.9147154379191
1997-01-21,548.2426973254487
1997-01-22,544.27779687204
1997-01-23,545.0643597105945
1997-01-24,548.8872091256346
1997-01-27,544.7587597109006
1997-01-28,537.4726585756497
1997-01-29,539.554769819159
1997-01-30,543.0426497462996
1997-01-31,545.6378708571217
1997-02-03,547.2769311309474
1997-02-04,550.453177593512
1997-02-05,552.9970416858185
1997-02-06,554.9827192959623
1997-02-07,549.3457814287541
1997-02-10,556.6667750238336
1997-02-11,550.0305784290375
1997-02-12,549.3812303040261
1997-02-13,549.3533728960211
1997-02-14,551.5064285492866
1997-02-17,546.5507803782523
1997-02-18,551.1271664017263
1997-02-19,547.6344037235433
1997-02-20,547.2342013943746
1997-02-21,551.1473227079572
1997-02-24,557.2650004481357
1997-02-25,557.0441780168026
1997-02-26,552.4584065908126
1997-02-27,554.8769878935165
1997-02-28,558.0072751664079
1997-03-03,558.6700767637134
1997-03-04,559.5138358233762
1997-03-05,560.7414539331897
1997-03-06,558.9567304934574
1997-03-07,561.1181385874315
1997-03-10,570.3630291117972
1997-03-11,570.2807379750819
1997-03-12,572.1759136056945
1997-03-13,567.1351180792561
1997-03-14,564.5589384521512
1997-03-17,572.1570335063293
1997-03-18,576.5691864861385
1997-03-19,574.5270296719478
1997-03-20,572.0185839063196
1997-03-21,577.0846330475194
1997-03-24,574.9410224313357
1997-03-25,573.5517535132468
1997-03-26,574.9542143211261
1997-03-27,583.4561913117861
1997-03-28,583.8912946640947
1997-03-31,586.6386478352597
1997-04-01,574.9153096836546
1997-04-02,575.4850330448648
1997-04-03,571.9589438518228
1997-04-04,569.5798030718448
1997-04-07,563.9911983884816
1997-04-08,565.4375331494449
1997-04-09,567.3769634857268
1997-04-10,566.4875531473576
1997-04-11,569.7953418969653
1997-04-14,569.1913414698877
1997-04-15,567.0547908746694
1997-04-16,569.5176849889726
1997-04-17,572.6298452142913
1997-04-18,577.1343191597276
1997-04-21,579.1512827393644
1997-04-22,573.4041716117284
1997-04-23,570.9331054973572
1997-04-24,569.9769879863987
1997-04-25,566.9963915685295
1997-04-28,566.1256157676696
1997-04-29,566.2306877874094
1997-04-30,567.2851953776906
1997-05-01,571.3938783129082
1997-05-02,570.9880969575336
1997-05-05,573.124519761511
1997-05-06,575.4864660526704
1997-05-07,575.2135804920626
1997-05-08,579.2223896328273
1997-05-09,587.1745856287959
1997-05-12,590.7500372383518
1997-05-13,596.0939951500447
1997-05-14,595.1455678606543
1997-05-15,598.394494813183
1997-05-16,602.5850715949858
1997-05-19,597.9435570146941
1997-05-20,600.6009020639077
1997-05-21,604.3893351108428
1997-05-22,604.5276119616283
1997-05-23,604.122918806844
1997-05-26,608.6784373198687
1997-05-27,606.4696735120519
1997-05-28,606.2387087147623
1997-05-29,606.2390414556627
1997-05-30,601.4364349377673
1997-06-02,596.0991063800938
1997-06-03,596.9385283491611
1997-06-04,598.7772871807502
1997-06-05,602.315584483708
1997-06-06,606.3146488458908
1997-06-09,613.9457405883604
1997-06-10,612.0357701958673
1997-06-11,610.9351582809506
1997-06-12,611.0097258710123
1997-06-13,606.8180638330866
1997-06-16,612.5340730096475
1997-06-17,611.7452440781831
1997-06-18,612.3676597756247
1997-06-19,612.4816310554043
1997-06-20,611.7311944391162
1997-06-23,613.6276745111155
1997-06-24,609.5404939586758
1997-06-25,614.4052671943699
1997-06-26,615.1242366591737
1997-06-27,611.5888089092848
1997-06-30,608.231985566704
1997-07-01,612.5570501513985
1997-07-02,611.9187548604511
1997-07-03,614.6780824022825
1997-07-04,615.0033515660888
1997-07-07,624.5413870319261
1997-07-08,624.8170587020327
1997-07-09,628.0167782674132
1997-07-10,626.8605946779415
1997-07-11,623.9734255341083
1997-07-14,624.7578746850493
1997-07-15,622.7251725174898
1997-07-16,624.4323237887619
1997-07-17,627.9089894565102
1997-07-18,623.8904824614873
1997-07-21,611.7921743817066
1997-07-22,608.144334101902
1997-07-23,606.1123974982074
1997-07-24,597.8314366858596
1997-07-25,595.4135560837441
1997-07-28,598.2298048798814
1997-07-29,603.4557486878301
1997-07-30,602.6186697903365
1997-07-31,607.0552273483975
1997-08-01,601.3915734222953
1997-08-04,595.1173381137493
1997-08-05,592.4571195621553
1997-08-06,591.9982602256973
1997-08-07,597.0273705014177
1997-08-08,601.9589676278955
1997-08-11,597.3050414289132
1997-08-12,597.3486836909394
1997-08-13,604.7706145210583
1997-08-14,597.2978538451193
1997-08-15,604.9215429775467
1997-08-18,591.6152361373779
1997-08-19,594.6518558199313
1997-08-20,591.6836546572251
1997-08-21,598.7514861405127
1997-08-22,596.2324836610327
1997-08-25,595.6241915452879
1997-08-26,594.5740154041057
1997-08-27,588.9112322356995
1997-08-28,593.486423183971
1997-08-29,592.5564214634741
1997-09-01,589.1477294231254
1997-09-02,582.7505114928067
1997-09-03,590.9771155870112
1997-09-04,592.604229790076
1997-09-05,598.9816048583222
1997-09-08,595.1028543723661
1997-09-09,596.1702944202372
1997-09-10,598.2881159305597
1997-09-11,596.7480771362524
1997-09-12,599.4943291235058
1997-09-15,596.7020606373726
1997-09-16,595.8415268821856
1997-09-17,597.4859200360996
1997-09-18,596.866250920099
1997-09-19,597.8158076119505
1997-09-22,596.2217257397538
1997-09-23,597.7028572400984
1997-09-24,603.8171681841467
1997-09-25,602.7436764911414
1997-09-26,600.3881872141682
1997-09-29,602.3408171468341
1997-09-30,601.1242653670447
1997-10-01,600.5824777154197
1997-10-02,603.7244980123742
1997-10-03,605.3002208362029
1997-10-06,608.9815147486652
1997-10-07,611.5129279536068
1997-10-08,611.6509766273709
1997-10-09,614.7242848734813
1997-10-10,607.1008073601378
1997-10-13,611.8068828600422
1997-10-14,613.7115578529636
1997-10-15,619.3591632472381
1997-10-16,619.3412564377707
1997-10-17,605.3841055589613
1997-10-20,601.0482670157791
1997-10-21,600.9710686513199
1997-10-22,604.4220401117223
1997-10-23,599.4307446159271
1997-10-24,601.1937910001761
1997-10-27,598.317129267172
1997-10-28,583.4239506000584
1997-10-29,589.6141838872313
1997-10-30,589.8470259479054
1997-10-31,593.4178532790563
1997-11-03,593.2276706532795
1997-11-04,597.496875386668
1997-11-05,596.8527294544112
1997-11-06,595.9458475846634
1997-11-07,597.3085654146796
1997-11-10,593.6601790987952
1997-11-11,593.1529801500865
1997-11-12,586.3087261948597
1997-11-13,582.7144211402322
1997-11-14,582.6167703063353
1997-11-17,583.807621098092
1997-11-18,588.5184078912071
1997-11-19,582.584353832647
1997-11-20,584.5820271682735
1997-11-21,579.908461166144
1997-11-24,578.3353617364702
1997-11-25,573.6433033946122
1997-11-26,568.8530016265254
1997-11-27,567.5914258368144
1997-11-28,571.65258616733
1997-12-01,571.5345185637412
1997-12-02,574.7802396359498
1997-12-03,578.3724527142039
1997-12-04,579.6577163351733
1997-12-05,573.0426667237157
1997-12-08,563.722545349486
1997-12-09,558.1376307174182
1997-12-10,561.9084333101903
1997-12-11,562.4937286345172
1997-12-12,565.9976706749569
1997-12-15,565.4260862838203
1997-12-16,559.9020372635621
1997-12-17,570.0222140778133
1997-12-18,570.7723794290066
1997-12-19,568.3127542375803
1997-12-22,568.9696242237915
1997-12-23,574.6598438901925
1997-12-24,574.967868180934
1997-12-25,574.9678681809341
1997-12-26,574.9678681809341
1997-12-29,577.915870852663
1997-12-30,573.8116194459687
1997-12-31,571.7053617288067
1998-01-01,571.7053617288067
1998-01-02,576.7204765398174
1998-01-05,573.3768815302552
1998-01-06,570.3079502361719
1998-01-07,572.1017160017869
1998-01-08,574.3145571706307
1998-01-09,571.6929872733926
1998-01-12,566.6043792593645
1998-01-13,568.5992371051665
1998-01-14,570.6030071417414
1998-01-15,566.5845431319486
1998-01-16,568.9125367164019
1998-01-19,569.9529454135096
1998-01-20,566.3659971184813
1998-01-21,570.3062219031299
1998-01-22,578.0063310957314
1998-01-23,588.9303286478049
1998-01-26,585.6203502723581
1998-01-27,587.5437310305131
1998-01-28,585.976451867731
1998-01-29,582.1606580907126
1998-01-30,581.8446676923795
1998-02-02,587.3777971790402
1998-02-03,591.888293963341
1998-02-04,600.369953816757
1998-02-05,608.0287935145765
1998-02-06,607.3264787295013
1998-02-09,606.506453830025
1998-02-10,601.9095015748651
1998-02-11,603.9778360772368
1998-02-12,606.5751710067246
1998-02-13,601.0550025489644
1998-02-16,608.4684173120521
1998-02-17,611.0638627181928
1998-02-18,617.8013150782742
1998-02-19,618.8562511807321
1998-02-20,624.517260564106
1998-02-23,635.731116436011
1998-02-24,633.1312935140866
1998-02-25,630.9585157408137
1998-02-26,634.1973426602684
1998-02-27,637.4526470987344
1998-03-02,639.2873263654898
1998-03-03,643.1360520793927
1998-03-04,643.2748191752491
1998-03-05,633.5407829988674
1998-03-06,638.0440332140154
1998-03-09,650.6689555655622
1998-03-10,650.8694214220138
1998-03-11,648.7719111847784
1998-03-12,655.3916298256468
1998-03-13,676.9646636482457
1998-03-16,695.190678281334
1998-03-17,705.3040631612525
1998-03-18,691.7203038596978
1998-03-19,691.8856673014056
1998-03-20,690.1169848541865
1998-03-23,692.2968220766177
1998-03-24,681.5616787365477
1998-03-25,680.3912807791927
1998-03-26,672.6723483799111
1998-03-27,681.4422849592019
1998-03-30,679.4084480563654
1998-03-31,685.3752308778804
1998-04-01,687.6006786577638
1998-04-02,688.9731179476489
1998-04-03,691.208820471223
1998-04-06,694.8598554892467
1998-04-07,700.7155799982575
1998-04-08,708.5560072177487
1998-04-09,721.2497979376943
1998-04-10,721.2497979376943
1998-04-13,719.0935656838489
1998-04-14,731.8581923126885
1998-04-15,736.7007767846462
1998-04-16,734.7556431056772
1998-04-17,733.8363193769949
1998-04-20,746.9218518961125
1998-04-21,754.7482929260913
1998-04-22,754.0979437008131
1998-04-23,752.9040057328152
1998-04-24,743.542323130048
1998-04-27,738.1647669033231
1998-04-28,727.4096446723847
1998-04-29,733.5013335547624
1998-04-30,740.1852789601749
1998-05-01,746.5294270586111
1998-05-04,755.7085621485223
1998-05-05,756.3732379417991
1998-05-06,758.0036618774924
1998-05-07,758.5669146264469
1998-05-08,757.9794017941393
1998-05-11,763.2821582642215
1998-05-12,766.8951184587379
1998-05-13,765.1542513221951
1998-05-14,765.932402972643
1998-05-15,770.1340310444805
1998-05-18,768.839920689996
1998-05-19,774.463589481472
1998-05-20,787.79437147368
1998-05-21,793.9714711221085
1998-05-22,800.5929639303212
1998-05-25,800.8833663595955
1998-05-26,802.9141879389292
1998-05-27,788.6198125707073
1998-05-28,791.8125370482602
1998-05-29,794.3571162807283
1998-06-01,795.4725983852622
1998-06-02,799.9801265430269
1998-06-03,804.48639625453
1998-06-04,800.5034625702218
1998-06-05,802.0713615815916
1998-06-08,809.8663862668529
1998-06-09,811.6969988603092
1998-06-10,793.8669162531313
1998-06-11,790.4776963079587
1998-06-12,784.3905088882403
1998-06-15,773.6218220225601
1998-06-16,769.1907269827043
1998-06-17,788.1751011017743
1998-06-18,790.8926625351094
1998-06-19,790.4774673268637
1998-06-22,784.8713367490618
1998-06-23,780.2372263094711
1998-06-24,779.4617152638812
1998-06-25,778.4390957803604
1998-06-26,768.1769666353505
1998-06-29,772.400379681296
1998-06-30,775.3104086496539
1998-07-01,768.49271659343
1998-07-02,777.1099743383709
1998-07-03,783.6142421129005
1998-07-06,794.0954893356922
1998-07-07,789.0523166837879
1998-07-08,786.3983470492536
1998-07-09,785.6762213898172
1998-07-10,790.0932930433155
1998-07-13,795.7368652139098
1998-07-14,804.4982049910875
1998-07-15,809.9489981386916
