Date,BELGIUM SMALL GROWTH
1994-05-31,199.53486082007123
1994-06-30,194.51119361780027
1994-07-29,203.29531867978474
1994-08-31,203.87655892970804
1994-09-30,197.9833805039431
1994-10-31,202.1205619072664
1994-11-30,192.91809658620573
1994-12-30,194.96280719774458
1995-01-31,192.7671011054003
1995-02-28,192.73015849648746
1995-03-31,204.79780320801675
1995-04-28,212.2516799781339
1995-05-31,217.96088659176294
1995-06-30,218.21303642280242
1995-07-31,226.50554544527427
1995-08-31,220.39394462033854
1995-09-29,231.21270649062407
1995-10-31,225.10705689819034
1995-11-30,226.53498083274167
1995-12-29,230.17157268379697
1996-01-31,245.6122427808045
1996-02-29,247.0859514587969
1996-03-29,258.7781546551962
1996-04-30,275.0973016586525
1996-05-31,280.9014549442039
1996-06-28,301.0295872548693
1996-07-31,293.9061173392355
1996-08-30,302.32050765381524
1996-09-30,305.34884522588186
1996-10-31,332.00519768689276
1996-11-29,361.047750206973
1996-12-31,361.0142179312983
1997-01-01,361.0142179312983
1997-01-02,359.2258321278919
1997-01-03,357.0040005017654
1997-01-06,360.30273473183945
1997-01-07,360.67826168170626
1997-01-08,356.8143929031573
1997-01-09,358.0543615366065
1997-01-10,357.0847276094426
1997-01-13,359.57733107912304
1997-01-14,361.68556480671486
1997-01-15,364.2063549090698
1997-01-16,364.99492985909916
1997-01-17,365.2927991077031
1997-01-20,363.1354082494935
1997-01-21,361.4619218212069
1997-01-22,360.2351052620813
1997-01-23,362.37496310297547
1997-01-24,363.5485748537402
1997-01-27,359.8017896198484
1997-01-28,355.1394510690574
1997-01-29,355.13963648143084
1997-01-30,358.6371283481306
1997-01-31,360.3079004577672
1997-02-03,361.6095190475507
1997-02-04,361.36409326269103
1997-02-05,361.53625816301974
1997-02-06,361.07215179198516
1997-02-07,358.42708080897734
1997-02-10,360.61381120366326
1997-02-11,352.58737909891056
1997-02-12,353.9924521548627
1997-02-13,350.7057833944368
1997-02-14,349.5180016987139
1997-02-17,348.0017432398803
1997-02-18,351.23144940263734
1997-02-19,352.6312481468965
1997-02-20,351.89932258717306
1997-02-21,352.2316839358656
1997-02-24,353.50950110877756
1997-02-25,353.4850824435469
1997-02-26,352.72060427788045
1997-02-27,352.6009537196421
1997-02-28,351.22527720100476
1997-03-03,351.37279935067585
1997-03-04,347.55898226326815
1997-03-05,347.36249027116116
1997-03-06,347.20376130156416
1997-03-07,349.0000354418966
1997-03-10,352.44306738816334
1997-03-11,354.9128437092007
1997-03-12,357.7517258226427
1997-03-13,360.29398745160853
1997-03-14,355.897619183207
1997-03-17,354.1500960336174
1997-03-18,350.34412152721984
1997-03-19,346.2414201328259
