Date,SINGAPORE SMALL GROWTH
1994-05-31,374.25406520207304
1994-06-30,366.8419083532703
1994-07-29,374.9357053945728
1994-08-31,393.9945816777088
1994-09-30,403.232666004538
1994-10-31,415.1304574358527
1994-11-30,380.27438327942986
1994-12-30,370.21754938423123
1995-01-31,339.51824624381925
1995-02-28,345.2663700844548
1995-03-31,345.2569647123671
1995-04-28,334.4964008888041
1995-05-31,356.5873780147759
1995-06-30,367.35245832105613
1995-07-31,392.20920374899896
1995-08-31,394.9177797690874
1995-09-29,389.4819261868396
1995-10-31,372.5820180627495
1995-11-30,371.6384218299299
1995-12-29,393.3665319588342
1996-01-31,406.1153023999129
1996-02-29,409.6518609316985
1996-03-29,403.03092250030807
1996-04-30,402.4133932718549
1996-05-31,392.78273290835546
1996-06-28,383.08304420796145
1996-07-31,352.25916426938227
1996-08-30,357.3745132053744
1996-09-30,351.4279730088546
1996-10-31,347.1534569217368
1996-11-29,366.07866819787245
1996-12-31,366.8919627716221
1997-01-01,369.51941213448663
1997-01-02,369.4699255601784
1997-01-03,368.0362515222068
1997-01-06,371.93674331735696
1997-01-07,375.9395097179177
1997-01-08,380.7540015362439
1997-01-09,380.9747887417154
1997-01-10,380.81761256333544
1997-01-13,379.9919297144089
1997-01-14,378.1428786709488
1997-01-15,379.39922892656307
1997-01-16,379.022531659579
1997-01-17,382.66957734792305
1997-01-20,385.87899115378093
1997-01-21,384.40912928505895
1997-01-22,386.7236473123893
1997-01-23,385.7446882543754
1997-01-24,386.01938254608456
1997-01-27,385.17137725118505
1997-01-28,386.6367082863695
1997-01-29,386.6578392081375
1997-01-30,385.98022634853214
1997-01-31,386.1282683235499
1997-02-03,385.6237957607622
1997-02-04,384.58132579932357
1997-02-05,385.3225234382188
1997-02-06,385.2377652978554
1997-02-07,384.87285042988964
1997-02-10,386.48653307402213
1997-02-11,388.1684813907321
1997-02-12,392.8324482558388
1997-02-13,400.1686105762063
1997-02-14,402.55450431588673
1997-02-17,408.2886427501511
1997-02-18,402.72310015117506
1997-02-19,404.5905590766153
1997-02-20,408.149544268349
1997-02-21,407.9821826873856
1997-02-24,404.87945444919376
1997-02-25,401.9628320618672
1997-02-26,398.63031938441276
1997-02-27,393.8403404046114
1997-02-28,395.9412063581587
1997-03-03,392.76680444378985
1997-03-04,388.52552735815266
1997-03-05,388.19898127146905
1997-03-06,386.55844528101755
1997-03-07,386.57826832267824
1997-03-10,386.794198348714
1997-03-11,387.04834334075747
1997-03-12,385.52901207644527
1997-03-13,384.19410228255737
1997-03-14,382.84803700481933
1997-03-17,380.5655093515688
1997-03-18,379.62081483760653
1997-03-19,378.85971173592213
1997-03-20,372.25042146742544
1997-03-21,367.93345525467134
1997-03-24,372.037846001326
1997-03-25,372.068074796918
1997-03-26,371.08947198099315
1997-03-27,370.4779130335817
1997-03-28,370.22806149608556
1997-03-31,365.00405562176803
1997-04-01,365.96270898817755
1997-04-02,368.66030063095974
1997-04-03,368.0352815356822
1997-04-04,366.755745637039
1997-04-07,367.71247450015704
1997-04-08,370.7499295058238
1997-04-09,371.8464814398076
1997-04-10,372.1365588715722
1997-04-11,369.33231856349215
1997-04-14,365.3115172158726
1997-04-15,364.10442928518887
1997-04-16,364.88731965618973
1997-04-17,364.8613756533282
1997-04-18,365.0393949449953
1997-04-21,366.21501197639395
1997-04-22,365.76474194128457
1997-04-23,365.56667149405166
1997-04-24,364.8131175786182
1997-04-25,364.9939131809458
1997-04-28,363.41382221826
1997-04-29,361.8812173105913
1997-04-30,363.05707828396055
1997-05-01,363.63736957148876
1997-05-02,364.5199177557854
1997-05-05,367.2443605786254
1997-05-06,369.0874267108927
1997-05-07,368.1087876964723
1997-05-08,370.79892384155784
1997-05-09,373.1764313273156
1997-05-12,376.5713866051531
1997-05-13,379.31146773639534
1997-05-14,375.2854660115443
1997-05-15,372.46908853487815
1997-05-16,372.4231945605247
1997-05-19,371.5425773829909
1997-05-20,375.636691152481
1997-05-21,375.55285574104397
1997-05-22,377.0614162751884
1997-05-23,374.6291558467566
1997-05-26,376.2732324035847
1997-05-27,375.8018390345903
1997-05-28,375.7261432546188
1997-05-29,376.7234464504238
1997-05-30,378.81851783291245
1997-06-02,376.07376888821716
