Date,SWEDEN SMALL GROWTH
1994-05-31,192.30796283587102
1994-06-30,182.20480947238653
1994-07-29,183.9169295500872
1994-08-31,182.3829387272409
1994-09-30,187.39382970350007
1994-10-31,204.17498011134228
1994-11-30,199.13195034892848
1994-12-30,201.78499345408287
1995-01-31,207.47295912088367
1995-02-28,206.42899991583678
1995-03-31,188.07755050858248
1995-04-28,197.81341177621027
1995-05-31,195.53471102485523
1995-06-30,200.76090445990408
1995-07-31,215.84590574991188
1995-08-31,215.179437262823
1995-09-29,232.32465984973302
1995-10-31,223.74191792839187
1995-11-30,224.7340920463834
1995-12-29,217.09859636557195
1996-01-31,209.87303684069352
1996-02-29,220.44113521295216
1996-03-29,229.43285758217755
1996-04-30,243.84811246267714
1996-05-31,259.44599921956825
1996-06-28,268.04347768272567
1996-07-31,261.41479792377237
1996-08-30,266.0954897460364
1996-09-30,270.85373629495814
1996-10-31,283.46342696446715
1996-11-29,308.5762044945174
1996-12-31,318.3625580106677
1997-01-01,318.3625580106677
1997-01-02,314.3360082623153
1997-01-03,315.7559978937832
1997-01-06,314.04818982531134
1997-01-07,314.75101710561256
1997-01-08,316.8884533030573
1997-01-09,319.0101483514792
1997-01-10,314.81461128372
1997-01-13,317.27759024259217
1997-01-14,319.4839910891249
1997-01-15,318.8962800935521
1997-01-16,323.6082876556138
1997-01-17,320.6270595609184
1997-01-20,318.6361752721129
1997-01-21,319.22389902899846
1997-01-22,320.21110236377933
1997-01-23,317.15784788828387
1997-01-24,317.0779039971284
1997-01-27,314.84935053787297
1997-01-28,314.851594991864
1997-01-29,312.9424029595754
1997-01-30,318.1410331353594
1997-01-31,321.1886524395746
1997-02-03,317.6876860665545
1997-02-04,318.7208593596013
1997-02-05,316.7312319795359
1997-02-06,318.41056721104917
1997-02-07,316.89641660735526
1997-02-10,321.95981112045894
1997-02-11,320.72774103910007
1997-02-12,320.77274465911245
1997-02-13,322.3964077508739
1997-02-14,321.74584888659797
1997-02-17,320.92441919498094
1997-02-18,320.9069572156561
1997-02-19,318.27554889038487
1997-02-20,317.68815048687895
1997-02-21,319.80878556905714
1997-02-24,321.5643671257818
1997-02-25,321.88379598727767
1997-02-26,319.70795267429133
1997-02-27,320.70936121200316
1997-02-28,317.9959754134107
1997-03-03,314.2565806247633
