Date,PORTUGAL SMALL GROWTH
1994-05-31,131.71900688139064
1994-06-30,130.24300033276836
1994-07-29,131.9843392816414
1994-08-31,146.42357261561938
1994-09-30,148.31295320099872
1994-10-31,158.0093082275027
1994-11-30,158.98154664926432
1994-12-30,158.14628920040315
1995-01-31,150.1430705368979
1995-02-28,159.40543400988372
1995-03-31,169.87263633416998
1995-04-28,165.07550914406997
1995-05-31,157.3200484328349
1995-06-30,159.59470840063864
1995-07-31,155.28335055525486
1995-08-31,141.94156427207193
1995-09-29,145.2474565138269
1995-10-31,146.81167341909568
1995-11-30,137.40825457429352
1995-12-29,142.72509129342347
1996-01-31,145.94943944835572
1996-02-29,145.6735695951455
1996-03-29,153.00801104648136
1996-04-30,157.4843068159057
1996-05-31,153.66583123653285
1996-06-28,162.48388285000348
1996-07-31,161.55422094802438
1996-08-30,170.34511667985822
1996-09-30,168.95136790967112
1996-10-31,171.42548483554353
1996-11-29,174.33148038181713
1996-12-31,184.06604362256914
1997-01-01,184.06604362256914
1997-01-02,184.5697182852756
1997-01-03,185.36683906261413
1997-01-06,188.61184312559854
1997-01-07,191.90401704116354
1997-01-08,193.98722464423946
1997-01-09,190.55803580924123
1997-01-10,191.87453659908508
1997-01-13,195.86161052236255
1997-01-14,196.64397799347637
1997-01-15,194.9016946853108
1997-01-16,194.28767674657422
1997-01-17,194.34266798767368
1997-01-20,193.4382179674201
1997-01-21,192.26509507244438
1997-01-22,190.15286977434855
1997-01-23,190.85778621631513
1997-01-24,191.58201728826256
1997-01-27,190.4027588590415
1997-01-28,189.21133469852506
1997-01-29,188.79238167064415
1997-01-30,188.96361523872486
1997-01-31,191.14601725805946
1997-02-03,188.83919673562121
1997-02-04,189.77032026316706
1997-02-05,193.5625352048398
1997-02-06,195.89295761779962
1997-02-07,194.61777931773634
1997-02-10,198.14803092058526
1997-02-11,196.306769732617
1997-02-12,194.16138579383292
1997-02-13,191.12683991307097
1997-02-14,192.8798113783783
1997-02-17,190.3440153263921
1997-02-18,193.1806273402151
1997-02-19,191.95060417592921
1997-02-20,193.46154897472903
1997-02-21,193.47866593519794
1997-02-24,192.64225182750891
1997-02-25,195.26189444398577
1997-02-26,190.7632061025235
1997-02-27,192.51629941377854
1997-02-28,191.95617132523805
1997-03-03,190.23071714114187
1997-03-04,190.00658806152964
1997-03-05,190.63892752241216
1997-03-06,189.97845731013786
1997-03-07,191.28294561781652
1997-03-10,192.9539770500565
1997-03-11,193.6804734192225
1997-03-12,194.08898706009464
1997-03-13,192.74316666793376
1997-03-14,192.97517634381208
1997-03-17,193.52896983691596
1997-03-18,191.64848097254892
1997-03-19,190.38600141992438
1997-03-20,187.43056495714904
1997-03-21,189.39744223687336
1997-03-24,188.3332233787533
1997-03-25,188.38596953195295
1997-03-26,188.92030921482487
1997-03-27,191.18806740660534
1997-03-28,191.67007795768237
1997-03-31,192.60123624055976
1997-04-01,191.95828603319717
1997-04-02,190.37295842124036
1997-04-03,189.60615783928623
1997-04-04,187.85335020064318
1997-04-07,185.82170413014268
1997-04-08,185.6677324641234
1997-04-09,186.3367279768109
1997-04-10,186.3544902610258
1997-04-11,186.82584189666812
1997-04-14,186.3060500409801
1997-04-15,185.24328804240332
1997-04-16,184.13447703904254
1997-04-17,182.68911660324116
1997-04-18,184.15068950218614
1997-04-21,185.25016207054514
1997-04-22,185.2127178297716
1997-04-23,185.44105920951674
1997-04-24,185.8272108420418
1997-04-25,185.43962222151376
1997-04-28,186.09643600457687
1997-04-29,187.35877305421258
1997-04-30,186.73841426072104
1997-05-01,187.86836007949609
1997-05-02,187.93794450584645
1997-05-05,188.06888758908622
1997-05-06,190.31895729067173
1997-05-07,190.31264078378885
1997-05-08,192.70604261452897
1997-05-09,195.03936204092994
1997-05-12,194.75526364456553
1997-05-13,194.8431609394338
1997-05-14,196.6110841567898
1997-05-15,197.14419558507143
1997-05-16,197.3483109181297
1997-05-19,193.5566445060659
1997-05-20,194.2879502561399
1997-05-21,196.56045011153967
1997-05-22,196.93843445183617
