Date,NEW ZEALAND SMALL GROWTH
1994-05-31,143.97179593820292
1994-06-30,133.05522250683933
1994-07-29,132.80014206443136
1994-08-31,134.85768051081132
1994-09-30,126.6970570024584
1994-10-31,128.34290119891767
1994-11-30,127.32820710615677
1994-12-30,127.61657151589851
1995-01-31,122.24871905140508
1995-02-28,120.13364752522419
1995-03-31,122.29589085199632
1995-04-28,137.22456188995483
1995-05-31,133.0031692495764
1995-06-30,134.22689232164817
1995-07-31,139.7252701788996
1995-08-31,137.30400656134154
1995-09-29,140.64707258363813
1995-10-31,145.7032456531411
1995-11-30,135.41770474428324
1995-12-29,144.1716419776018
1996-01-31,150.19909672212225
1996-02-29,152.63889073808608
1996-03-29,162.78205333842917
1996-04-30,165.85055864266616
1996-05-31,152.901690271961
1996-06-28,156.91689266571714
1996-07-31,161.0019200296133
1996-08-30,170.14590875523066
1996-09-30,174.14057799200128
1996-10-31,189.46377911018936
1996-11-29,194.68937736379803
1996-12-31,191.85913501599015
1997-01-01,191.85913501599015
1997-01-02,192.13067862226853
1997-01-03,191.50479406744677
1997-01-06,192.84945728263
1997-01-07,192.51295157687096
1997-01-08,191.51181554406637
1997-01-09,191.0318622633409
1997-01-10,190.6656623423157
1997-01-13,190.62617951717584
1997-01-14,191.60445653028154
1997-01-15,192.19502717834985
1997-01-16,192.2416623607687
1997-01-17,193.6682525859721
1997-01-20,193.60209782742677
1997-01-21,192.34346054396605
1997-01-22,192.2857102860239
1997-01-23,188.60074296296466
1997-01-24,186.31013374625007
1997-01-27,184.9687511644793
1997-01-28,183.96347249823677
1997-01-29,184.00153506559974
1997-01-30,185.7603894095897
1997-01-31,185.23934719786905
1997-02-03,184.60141798741762
1997-02-04,183.2877423302698
1997-02-05,183.11633305122487
1997-02-06,182.5994670898007
1997-02-07,180.1771535888227
1997-02-10,181.1031254594473
1997-02-11,181.28171474290718
1997-02-12,181.45434026647604
1997-02-13,184.55935092776267
1997-02-14,184.07867196271536
1997-02-17,183.57147301467884
1997-02-18,181.76236611866764
1997-02-19,181.9607446443562
1997-02-20,182.58888330916614
1997-02-21,182.37458771113072
1997-02-24,183.55541208506364
1997-02-25,184.3646795625283
1997-02-26,183.88682257442846
1997-02-27,181.58102778700692
1997-02-28,182.37783516822677
1997-03-03,183.2704705439238
1997-03-04,185.27100911467974
1997-03-05,185.64583209341106
1997-03-06,184.8502376511806
1997-03-07,185.32858583429092
1997-03-10,184.35476629499848
1997-03-11,182.6994481360271
1997-03-12,182.81850688645588
1997-03-13,181.18332241984436
1997-03-14,180.73261570433002
1997-03-17,178.85401046027988
1997-03-18,177.71766333018414
1997-03-19,176.94587381754047
1997-03-20,176.7893168438714
1997-03-21,177.8555889471916
1997-03-24,178.1377354012657
1997-03-25,177.8009645993855
1997-03-26,179.86245878142523
1997-03-27,180.66695897062039
1997-03-28,180.5759690639513
1997-03-31,180.4429301185969
1997-04-01,179.33043966398537
1997-04-02,179.05629730954416
1997-04-03,178.16551372529
1997-04-04,178.0028936109369
1997-04-07,178.30349683327643
1997-04-08,178.30478249533527
1997-04-09,179.38524839479896
1997-04-10,182.74063636955887
1997-04-11,183.4223554554327
1997-04-14,182.43639111130426
1997-04-15,181.45852338604536
1997-04-16,182.88143932965895
1997-04-17,184.47731753732654
1997-04-18,184.76055202098829
1997-04-21,186.8754288231138
1997-04-22,185.79306993259735
1997-04-23,184.19793698907907
1997-04-24,183.52948383365148
1997-04-25,183.90070579040523
1997-04-28,183.5608005970647
1997-04-29,184.00286456913426
1997-04-30,185.64143553205588
1997-05-01,184.38600690472953
1997-05-02,185.87117246271887
1997-05-05,186.3134758586208
1997-05-06,186.25622032617878
1997-05-07,185.31714805632504
1997-05-08,185.17809408337612
1997-05-09,186.60124278517625
1997-05-12,188.8726127449762
1997-05-13,189.35688965460574
1997-05-14,188.83857467196935
1997-05-15,189.57306785122174
1997-05-16,189.36500712367283
1997-05-19,188.18600025635104
1997-05-20,188.42484444839812
1997-05-21,188.5827246419161
1997-05-22,189.08288805172816
1997-05-23,187.62985552029403
1997-05-26,187.86891242795326
1997-05-27,187.38494593308673
1997-05-28,186.6615673112301
1997-05-29,187.4378108874012
1997-05-30,188.46691046400034
1997-06-02,187.83927867645642
1997-06-03,186.81739132746742
1997-06-04,187.61446564385008
1997-06-05,187.3927680348664
1997-06-06,189.13010602228115
1997-06-09,190.2171988206606
1997-06-10,190.28088022608296
1997-06-11,191.21786389653008
1997-06-12,191.1192817342529
1997-06-13,190.88181958354772
1997-06-16,191.15406511682124
1997-06-17,190.65943574498576
1997-06-18,190.98925632795303
1997-06-19,190.29134711368704
1997-06-20,191.02304188791402
1997-06-23,190.2285377397149
1997-06-24,189.750996581993
1997-06-25,191.1864548513389
1997-06-26,192.49426003863113
1997-06-27,192.96660882964966
1997-06-30,194.35415488062935
1997-07-01,193.87857302627884
1997-07-02,194.50591094412812
1997-07-03,194.80165366571237
1997-07-04,194.51119609706606
1997-07-07,192.59868772118836
1997-07-08,192.6765054683247
1997-07-09,192.61503768777197
1997-07-10,192.6095884362049
1997-07-11,192.06031448929704
1997-07-14,190.85117121930486
1997-07-15,189.9715979537459
1997-07-16,189.24187950949388
1997-07-17,189.71664823163948
1997-07-18,188.66221919866976
1997-07-21,190.0743915808504
1997-07-22,188.07527396307987
1997-07-23,188.54558596453143
1997-07-24,188.97145297760733
1997-07-25,189.68688790607663
1997-07-28,187.31265146094017
1997-07-29,190.50956771663425
1997-07-30,192.12059570347873
1997-07-31,191.06604667950154
1997-08-01,189.80656970287717
1997-08-04,189.83041596625924
1997-08-05,191.0489905896765
1997-08-06,189.82758797446635
1997-08-07,190.6356506877122
1997-08-08,190.6000740038772
1997-08-11,191.5446195287756
1997-08-12,190.7892296778277
1997-08-13,188.2372000487103
1997-08-14,188.74796952842283
1997-08-15,190.32742427197542
1997-08-18,187.7914941998457
1997-08-19,189.5237643985194
1997-08-20,190.7070890278241
1997-08-21,191.56192239197537
1997-08-22,191.7155371919456
1997-08-25,191.4982252972472
1997-08-26,189.8623675340254
1997-08-27,189.4845356228383
1997-08-28,189.13823658184344
1997-08-29,185.78060091185117
1997-09-01,184.08809798399005
1997-09-02,183.3298100952509
