Date,FRANCE SMALL GROWTH
1994-05-31,270.65097371752853
1994-06-30,268.75426474641745
1994-07-29,280.1865400604708
1994-08-31,285.90322229755037
1994-09-30,286.65272734114734
1994-10-31,284.7719857660004
1994-11-30,273.03799219455243
1994-12-30,277.164121402959
1995-01-31,268.0580829616125
1995-02-28,273.22227780130066
1995-03-31,291.60361001667974
1995-04-28,287.54009784261757
1995-05-31,292.3739012960402
1995-06-30,299.70965894266163
1995-07-31,301.2470303307158
1995-08-31,288.2180738908923
1995-09-29,290.4827275812453
1995-10-31,282.41716985677255
1995-11-30,277.71036927166443
1995-12-29,283.41676529440696
1996-01-31,288.40435998906594
1996-02-29,307.21323521952854
1996-03-29,324.36018687155985
1996-04-30,332.1292186133524
1996-05-31,335.70266452595826
1996-06-28,338.72775690674007
1996-07-31,339.4324857706507
1996-08-30,331.669457404904
1996-09-30,325.31183603447306
1996-10-31,333.9803321158311
1996-11-29,341.2747059638287
1996-12-31,353.3437140113171
1997-01-01,353.3437140113171
1997-01-02,354.62120139931466
1997-01-03,352.34276086575204
1997-01-06,350.5642467747697
1997-01-07,354.1032767845976
1997-01-08,354.82753389963636
1997-01-09,357.97700719960835
1997-01-10,356.652043979842
1997-01-13,356.59240174661846
1997-01-14,357.7078006913622
1997-01-15,357.6409927298804
1997-01-16,358.44878143927804
1997-01-17,355.7692152305412
1997-01-20,355.1934957055576
1997-01-21,353.1685232067959
1997-01-22,353.0319318780053
1997-01-23,354.1827782777875
1997-01-24,357.14460906964183
1997-01-27,354.21753579646895
1997-01-28,353.73681061722357
1997-01-29,353.97212968403704
1997-01-30,356.05134182519544
1997-01-31,358.6897972754005
1997-02-03,359.8471183315946
1997-02-04,360.3001941656148
1997-02-05,359.7643999298664
1997-02-06,359.42590544681127
1997-02-07,356.4893918043493
1997-02-10,360.4832435270348
1997-02-11,358.98251414324346
1997-02-12,358.32709430292635
1997-02-13,357.6033208966462
1997-02-14,358.13983953436167
1997-02-17,354.0361037474329
1997-02-18,356.47185128680826
1997-02-19,354.57763224110727
1997-02-20,354.83273773332115
1997-02-21,356.70352028609756
1997-02-24,358.9003480787624
1997-02-25,358.87108575478453
1997-02-26,356.4339903311377
1997-02-27,356.04743343864504
1997-02-28,356.28215811198305
1997-03-03,354.69889766483783
1997-03-04,353.40704843695454
1997-03-05,354.7401185041097
1997-03-06,355.48601786077586
1997-03-07,355.67367081333254
1997-03-10,359.5788552579957
1997-03-11,360.8145541856922
1997-03-12,359.7713433930139
1997-03-13,358.1439051485206
1997-03-14,358.2993789154104
1997-03-17,359.34107168481484
1997-03-18,359.3340138583571
1997-03-19,358.21100476755277
1997-03-20,355.60445277581687
1997-03-21,357.3407886689978
1997-03-24,357.02274278326354
1997-03-25,357.73925442785605
1997-03-26,357.14595001565107
1997-03-27,360.81257155057216
1997-03-28,361.25995229645014
1997-03-31,362.35108122761113
1997-04-01,361.4374540236678
1997-04-02,359.80356526109824
1997-04-03,358.0277673080212
1997-04-04,358.95507246645866
1997-04-07,353.5753122892351
1997-04-08,353.95903032463355
1997-04-09,352.14211102482597
1997-04-10,352.3887071740342
1997-04-11,352.17959513273746
1997-04-14,349.3245712307503
1997-04-15,348.95933541827503
1997-04-16,350.69845975357504
1997-04-17,350.6099392251795
1997-04-18,348.4652331375718
1997-04-21,348.0295113487772
1997-04-22,344.7816693029566
1997-04-23,347.43049201430483
1997-04-24,346.7620499170711
1997-04-25,344.0435436091318
1997-04-28,343.58720762510984
1997-04-29,345.8239471820652
1997-04-30,345.1117797912976
1997-05-01,346.76116946325163
1997-05-02,345.92893553582354
1997-05-05,346.2489918859109
1997-05-06,347.4208289134947
1997-05-07,347.705992250245
1997-05-08,350.0534610490744
1997-05-09,353.2793703510568
1997-05-12,350.7681796324531
1997-05-13,352.5317101209945
1997-05-14,352.50653191611605
1997-05-15,352.18758509863534
1997-05-16,353.003484866769
1997-05-19,350.10870556200496
1997-05-20,350.89975915270213
1997-05-21,349.99348206191445
1997-05-22,350.2552020510976
1997-05-23,350.68078345911823
1997-05-26,345.13301691813797
1997-05-27,342.24326023910925
1997-05-28,339.1772621599165
1997-05-29,339.2928308690101
1997-05-30,338.03737683922935
1997-06-02,331.0682416153073
1997-06-03,335.89192976532274
1997-06-04,338.0426661248011
1997-06-05,340.08005130413886
1997-06-06,340.25380786102517
1997-06-09,343.0873913816702
1997-06-10,341.459423046791
1997-06-11,342.3459770976181
1997-06-12,342.6803007404254
1997-06-13,340.1331029331348
1997-06-16,341.42776424343646
1997-06-17,339.2609738319146
1997-06-18,340.5434881400077
1997-06-19,341.2396102471607
1997-06-20,340.02332368104175
1997-06-23,343.48462177370584
1997-06-24,343.64797980404325
1997-06-25,346.5410037280339
1997-06-26,345.4012378399321
1997-06-27,344.9506963503489
1997-06-30,344.795694690164
1997-07-01,347.6641028459046
1997-07-02,346.5778985026215
1997-07-03,349.12592236952855
1997-07-04,348.57067751803874
1997-07-07,353.2050618302411
1997-07-08,349.7238122550896
1997-07-09,349.6134183548754
1997-07-10,350.8401411399931
1997-07-11,348.96928886083066
1997-07-14,344.8712373376552
1997-07-15,343.76930678399214
1997-07-16,345.1411987169698
1997-07-17,344.95714026700034
1997-07-18,343.12063653089564
1997-07-21,342.2936003852572
1997-07-22,340.25191895226027
1997-07-23,338.6897876343026
1997-07-24,338.3127662083892
1997-07-25,337.07838833025994
1997-07-28,338.3601567419828
1997-07-29,339.2903514728563
1997-07-30,338.89954736766504
1997-07-31,341.2982215822137
1997-08-01,338.87339207766075
1997-08-04,339.1375117784084
1997-08-05,335.34357042539756
1997-08-06,336.46394026879096
1997-08-07,339.59794842531966
1997-08-08,342.00523828469346
1997-08-11,341.9887625353161
1997-08-12,341.23482875571534
1997-08-13,344.4498000948063
1997-08-14,344.81540871323335
1997-08-15,350.1196117932435
1997-08-18,345.9514899922727
1997-08-19,346.15474529311996
1997-08-20,344.19891536306295
1997-08-21,347.3891481542201
1997-08-22,350.03822161127226
1997-08-25,349.8001521002835
1997-08-26,351.1156531751985
1997-08-27,349.0553826570837
1997-08-28,350.1296417911907
1997-08-29,350.11850310913104
1997-09-01,347.64098199481805
1997-09-02,346.4263842361374
1997-09-03,349.737660928041
1997-09-04,349.1345577811775
1997-09-05,350.51367161434814
1997-09-08,351.29353684727226
1997-09-09,350.1187772872642
1997-09-10,350.77152479230466
1997-09-11,350.4028589129561
1997-09-12,352.3208231881668
1997-09-15,355.49249930627354
1997-09-16,355.1804572173714
1997-09-17,357.18167010859474
1997-09-18,359.47006291640565
1997-09-19,358.8241163590293
1997-09-22,354.59074928624153
1997-09-23,353.6399372818046
1997-09-24,357.66975633674247
1997-09-25,358.58441575669326
1997-09-26,358.94977255651247
1997-09-29,357.93912758684417
1997-09-30,356.3898208881628
1997-10-01,355.7187728486889
1997-10-02,355.5550802697976
1997-10-03,357.47098619001474
1997-10-06,357.25338097476634
1997-10-07,359.515741330298
1997-10-08,360.4989478942806
1997-10-09,360.0256379861834
1997-10-10,360.77607779469855
1997-10-13,360.3299212335534
1997-10-14,358.10381245677144
1997-10-15,355.88609001549696
1997-10-16,358.85874094317785
1997-10-17,351.05177729143423
1997-10-20,349.63733449090915
1997-10-21,347.9336141072072
1997-10-22,346.35231779161154
1997-10-23,341.0378061006879
1997-10-24,341.86599316307377
1997-10-27,340.70297524868744
1997-10-28,327.8499195700356
1997-10-29,339.53786154791067
1997-10-30,337.63699848927206
1997-10-31,340.46027225228846
1997-11-03,339.0569733149138
1997-11-04,341.95008484555837
1997-11-05,344.64494037288114
1997-11-06,345.4643975852431
1997-11-07,345.79996495871876
1997-11-10,344.4550030299528
1997-11-11,344.5150911246811
1997-11-12,340.6822782984916
1997-11-13,340.2119389020195
1997-11-14,336.4803427533323
1997-11-17,337.7383816383701
1997-11-18,340.62565813192225
1997-11-19,335.9665256325944
1997-11-20,336.58732756612716
1997-11-21,334.5288288406442
1997-11-24,334.54832329901575
1997-11-25,333.7711822144369
1997-11-26,331.0675007230181
1997-11-27,330.5946853743239
1997-11-28,332.40710202830223
1997-12-01,332.42585814836576
1997-12-02,334.2942993568348
1997-12-03,335.8098604146583
1997-12-04,337.3401179765224
1997-12-05,337.19114363528803
1997-12-08,336.08395808395665
1997-12-09,335.7193141678273
1997-12-10,338.8158646536117
1997-12-11,338.1820755210502
1997-12-12,338.1411491107241
1997-12-15,337.5763981458775
1997-12-16,335.7480770447582
1997-12-17,337.9587236783529
1997-12-18,337.4787438314787
1997-12-19,336.01059375553297
1997-12-22,333.796892044585
1997-12-23,333.53827258617133
1997-12-24,334.25581878622785
1997-12-25,334.2558187862279
1997-12-26,336.00656452641533
1997-12-29,335.55331248604875
1997-12-30,337.9006605855761
1997-12-31,340.6820721727347
1998-01-01,340.6820721727347
1998-01-02,343.17359065095474
1998-01-05,342.3021822420188
1998-01-06,340.38313509110253
1998-01-07,340.7289663055134
1998-01-08,341.38710218806966
1998-01-09,341.23716441701606
1998-01-12,336.1895171126012
1998-01-13,336.7627514381695
1998-01-14,337.1181837821881
1998-01-15,337.47006934606475
1998-01-16,340.1653306490227
1998-01-19,339.35002280665356
1998-01-20,339.19484550086986
1998-01-21,341.05403781080753
1998-01-22,345.97197358411523
1998-01-23,348.59965923780555
1998-01-26,347.3087660358068
1998-01-27,348.42747070152984
1998-01-28,345.9704890385347
1998-01-29,343.3720644721907
1998-01-30,344.6549025183286
1998-02-02,346.3295215343189
1998-02-03,347.1942633931091
1998-02-04,348.40891161730747
1998-02-05,352.7651637192089
1998-02-06,352.5817278452565
1998-02-09,350.459775893182
1998-02-10,350.49012218106026
1998-02-11,349.94067868786055
1998-02-12,352.22782256345016
1998-02-13,351.8968406394998
1998-02-16,353.23381592407554
1998-02-17,353.49375970131314
1998-02-18,354.81884739776285
1998-02-19,354.49287902468933
1998-02-20,357.3641502964815
1998-02-23,365.59000551219896
1998-02-24,365.50203770208424
1998-02-25,364.5193822039395
1998-02-26,367.3044802631146
1998-02-27,368.9878922295402
1998-03-02,372.69361606116684
1998-03-03,372.39214284864005
1998-03-04,372.553393256537
1998-03-05,370.377941550302
1998-03-06,373.0743847475534
1998-03-09,377.5883520100617
1998-03-10,377.46548994647645
1998-03-11,378.3152342314219
1998-03-12,380.81875288292906
1998-03-13,387.23596986974854
1998-03-16,384.1903140783034
1998-03-17,387.43113672110553
1998-03-18,386.7661866243375
1998-03-19,387.6414010336878
1998-03-20,382.1323630690553
1998-03-23,382.0607195282601
1998-03-24,380.90805703259747
1998-03-25,385.40108838836704
1998-03-26,386.85334393880805
1998-03-27,388.4329950998607
1998-03-30,385.7759657263048
1998-03-31,386.43199108929167
1998-04-01,387.4979387904876
1998-04-02,390.41994637033434
1998-04-03,394.76984369052985
1998-04-06,399.98667594972477
1998-04-07,399.4526064323745
1998-04-08,399.8513668632729
1998-04-09,402.4565029102598
1998-04-10,402.4565029102598
1998-04-13,400.81657078831375
1998-04-14,405.8253849892187
1998-04-15,408.7255866609581
1998-04-16,407.07710660064726
1998-04-17,406.9798310096143
1998-04-20,410.862942339851
1998-04-21,416.69989733682615
1998-04-22,417.0674247352839
1998-04-23,415.5264814986014
1998-04-24,414.99185889987524
1998-04-27,413.40047746770597
1998-04-28,410.4586330410788
1998-04-29,413.3021556707038
1998-04-30,417.17358406475466
1998-05-01,421.236651861288
1998-05-04,428.91329867076297
1998-05-05,437.74783464119247
1998-05-06,443.70345807248685
1998-05-07,444.3426670321556
1998-05-08,442.9419239651459
1998-05-11,444.40706210700904
1998-05-12,444.50472973358745
1998-05-13,443.333164496367
1998-05-14,444.66062786068426
1998-05-15,444.21695907408656
1998-05-18,440.5957071177232
1998-05-19,442.35780693171534
1998-05-20,449.00181047983733
1998-05-21,452.2457035206818
1998-05-22,450.5014188888284
1998-05-25,451.6365579891506
1998-05-26,452.6301751372075
1998-05-27,447.51037857579314
1998-05-28,450.5395513272693
1998-05-29,454.225241966203
1998-06-01,455.24488702677854
1998-06-02,456.5943834324449
1998-06-03,463.67554262995867
1998-06-04,466.2740045955977
1998-06-05,464.4066608456065
1998-06-08,463.68113982768455
1998-06-09,463.22201758030087
1998-06-10,456.59889005707794
1998-06-11,452.9144267251764
1998-06-12,447.0936671554951
1998-06-15,438.78063265461344
1998-06-16,438.9362398206781
1998-06-17,444.9851192731435
1998-06-18,446.0602074080468
1998-06-19,445.66050095010473
1998-06-22,439.2967096548795
1998-06-23,435.80779695413486
