Date,IRELAND SMALL GROWTH
1994-05-31,57.266126384521556
1994-06-30,52.85548990347984
1994-07-29,55.78734373033934
1994-08-31,58.84088480193293
1994-09-30,57.599203107886524
1994-10-31,60.561665308060995
1994-11-30,58.827168907883134
1994-12-30,58.971056740153166
1995-01-31,61.2628044665729
1995-02-28,62.44005129617979
1995-03-31,61.51615212283219
1995-04-28,62.109371012967756
1995-05-31,62.88114948776113
1995-06-30,65.20208366440528
1995-07-31,66.67959687877952
1995-08-31,71.6132882474574
1995-09-29,72.40186647256463
1995-10-31,70.96443461880683
1995-11-30,69.97012883990091
1995-12-29,73.46061662851294
1996-01-31,72.43400345276689
1996-02-29,74.86482554281608
1996-03-29,81.74210826646288
1996-04-30,84.55235197595333
1996-05-31,87.6432797965542
1996-06-28,90.87312284799657
1996-07-31,87.31628453426606
1996-08-30,89.70145787180162
1996-09-30,93.95098910050241
1996-10-31,92.98584133064132
1996-11-29,95.48231284556852
1996-12-31,98.10959823736339
1997-01-01,98.10959823736339
1997-01-02,97.36739267921735
1997-01-03,99.39060512064401
1997-01-06,99.12929259639785
1997-01-07,99.40084514899438
1997-01-08,99.23684753223306
1997-01-09,99.04377020876501
1997-01-10,98.35774067654161
1997-01-13,98.02118855798363
1997-01-14,98.09201805985329
1997-01-15,99.48484075665624
1997-01-16,99.47065856603926
1997-01-17,99.4307688122956
1997-01-20,99.37421022796443
1997-01-21,98.93539252578252
1997-01-22,98.64285429246034
1997-01-23,97.71387121636927
1997-01-24,97.21047265109985
1997-01-27,97.26973463739456
1997-01-28,96.54396103930256
1997-01-29,97.07773051207481
1997-01-30,97.79430909941371
1997-01-31,97.57639963554657
1997-02-03,98.5434929720705
1997-02-04,98.61235290239816
1997-02-05,99.49001015219679
1997-02-06,99.24456798517699
1997-02-07,98.97091428207999
1997-02-10,100.70238549050944
1997-02-11,101.3730601465311
1997-02-12,100.76972069331408
1997-02-13,101.44687657812977
1997-02-14,101.29778142371973
1997-02-17,101.11396249809776
1997-02-18,100.82885827876044
1997-02-19,101.35065882434705
1997-02-20,101.36731615474135
1997-02-21,101.54808404968618
1997-02-24,103.05260173973848
1997-02-25,104.858157572549
1997-02-26,103.78205093688298
1997-02-27,103.85183826909382
1997-02-28,104.22756007621354
1997-03-03,103.89415127043331
1997-03-04,104.17373118952592
1997-03-05,103.52029509670128
1997-03-06,102.98866858016835
1997-03-07,103.12470258277351
1997-03-10,103.73197112176976
1997-03-11,104.23108241753098
1997-03-12,103.64332154892288
1997-03-13,103.24171297055163
1997-03-14,103.77481260520089
1997-03-17,103.35660668220929
1997-03-18,102.4085344261425
1997-03-19,102.2882084751128
1997-03-20,100.54273890922016
1997-03-21,100.30954301003248
1997-03-24,100.24183727085772
1997-03-25,101.69140372970105
1997-03-26,101.48408321952323
1997-03-27,101.65236028446276
1997-03-28,102.01757447472554
1997-03-31,102.68013119157392
1997-04-01,101.35128434181648
1997-04-02,100.86479882033149
1997-04-03,100.74611093932302
1997-04-04,100.54415815677021
1997-04-07,99.87753575086687
1997-04-08,100.00706675494273
1997-04-09,100.13322940662806
1997-04-10,99.83372709879761
1997-04-11,100.38101277928908
1997-04-14,99.47186200005929
1997-04-15,98.57154203612816
1997-04-16,99.01646946260963
1997-04-17,99.23217944717166
1997-04-18,99.69063516156517
1997-04-21,100.09642166299909
1997-04-22,98.68358345237873
1997-04-23,97.61797139342708
1997-04-24,97.82462871782222
1997-04-25,98.26014019022236
1997-04-28,97.91147832541277
1997-04-29,98.4200930214927
1997-04-30,96.14899906481133
1997-05-01,98.32038875813393
1997-05-02,97.9309505488838
1997-05-05,97.7996318086238
1997-05-06,99.2320552063076
1997-05-07,100.38283268167304
1997-05-08,99.94004343302718
1997-05-09,100.64673928041098
1997-05-12,100.73876132768498
1997-05-13,100.97814848670555
1997-05-14,101.35368982414874
1997-05-15,101.46083134748818
1997-05-16,101.22255141901755
1997-05-19,101.48325993548912
1997-05-20,102.44078105005867
1997-05-21,101.31518247198963
1997-05-22,101.53552527887078
1997-05-23,101.09207080116164
1997-05-26,101.83296041451857
1997-05-27,100.91066147124283
1997-05-28,101.06709495997329
1997-05-29,101.11239935436963
1997-05-30,100.95941707705809
1997-06-02,100.32424193650706
1997-06-03,99.79364726797694
1997-06-04,100.0492752565509
1997-06-05,100.29292682523793
1997-06-06,101.55367713269332
1997-06-09,102.59724076805014
1997-06-10,103.35725534892484
1997-06-11,102.74487939138913
1997-06-12,103.44918357704124
1997-06-13,103.51211694773436
1997-06-16,103.91936030924067
1997-06-17,102.91473427162903
1997-06-18,102.58730478182726
1997-06-19,102.61082039350282
1997-06-20,101.99940018326686
1997-06-23,102.56334719565983
1997-06-24,102.60336912937329
1997-06-25,103.33028497227853
1997-06-26,102.32265008868708
1997-06-27,102.43331711553381
1997-06-30,102.55484782500223
1997-07-01,103.32633615618266
1997-07-02,102.24889503279913
1997-07-03,104.04754380569331
1997-07-04,102.95909508209958
1997-07-07,103.28933448636236
1997-07-08,103.64911750323941
1997-07-09,103.69447670846434
1997-07-10,104.21588078153856
1997-07-11,103.1102383616367
1997-07-14,103.29730131689438
1997-07-15,102.5786823653849
1997-07-16,103.03190511864643
1997-07-17,103.89606518455336
1997-07-18,104.54912898923983
1997-07-21,103.47689835178865
1997-07-22,102.7712128836128
1997-07-23,103.22869626118558
1997-07-24,103.13311269383625
1997-07-25,102.15587497233513
1997-07-28,101.59118689656005
1997-07-29,102.3923706623549
1997-07-30,102.17428986479179
1997-07-31,101.81733633698826
1997-08-01,101.17241166525719
1997-08-04,100.75399805208407
1997-08-05,100.62288920765117
1997-08-06,100.59917589600124
1997-08-07,100.94974259924757
1997-08-08,101.65023822108533
1997-08-11,102.09001151831154
1997-08-12,102.2835127251053
1997-08-13,103.25364468390588
1997-08-14,104.09617036516332
1997-08-15,104.49636736250093
1997-08-18,104.71209555100441
1997-08-19,103.5019638721175
1997-08-20,101.31842000919755
1997-08-21,102.40094351955129
1997-08-22,103.25142758024109
1997-08-25,102.90240327209483
1997-08-26,104.05398393233718
1997-08-27,103.09791708483637
1997-08-28,103.0914948588273
1997-08-29,102.52204129675467
1997-09-01,102.0755218929013
1997-09-02,101.11463561119862
1997-09-03,100.41127361171846
1997-09-04,100.98007382115807
1997-09-05,102.2008171974159
1997-09-08,101.45262612879054
1997-09-09,102.24643114975504
1997-09-10,101.35534858803143
1997-09-11,101.67673096318582
1997-09-12,102.40672585317189
1997-09-15,101.97001425826674
1997-09-16,100.79495446764643
1997-09-17,100.73397325626499
