Date,RUSSIA MOMENTUM
1998-12-31,999.9999999999999
1999-01-01,999.9999999999999
1999-01-04,1006.3576479309895
1999-01-05,1044.853262833959
1999-01-06,1093.6996888840963
1999-01-07,1092.3284875102302
1999-01-08,1114.110877203783
1999-01-11,1105.6327825973992
1999-01-12,1070.6444240571611
1999-01-13,950.7424638556719
1999-01-14,990.6797647573144
1999-01-15,986.5382250340672
1999-01-18,1008.2475177468393
1999-01-19,1014.3231944701095
1999-01-20,1035.573415545969
1999-01-21,1058.6577673076522
1999-01-22,1003.9968123397151
1999-01-25,969.9547161495416
1999-01-26,1002.7488829453595
1999-01-27,1011.9982321330104
1999-01-28,1008.9351168459084
1999-01-29,1017.3211752729073
1999-02-01,1016.3012122926852
1999-02-02,1018.6891197181153
1999-02-03,1021.6456975896475
1999-02-04,1053.3060678585052
1999-02-05,1044.2435507983648
1999-02-08,1071.4986295327315
1999-02-09,1107.4323635749752
1999-02-10,1207.6512397256013
1999-02-11,1293.2069786428406
1999-02-12,1240.3011032489105
1999-02-15,1221.6937094927628
1999-02-16,1268.234251156211
1999-02-17,1256.0756215857073
1999-02-18,1273.22899577298
1999-02-19,1336.8014015221318
1999-02-22,1461.7815958502551
1999-02-23,1444.0737071922729
1999-02-24,1485.1840408693788
1999-02-25,1358.26023174287
1999-02-26,1372.3452442924445
1999-03-01,1451.9667117931926
1999-03-02,1508.2610685649458
1999-03-03,1443.4786970515624
1999-03-04,1400.850355397404
1999-03-05,1436.498795066326
1999-03-08,1434.047220715035
1999-03-09,1457.7494143531671
1999-03-10,1502.9135525268537
1999-03-11,1608.6373954148542
1999-03-12,1653.3233685261907
1999-03-15,1669.848850678402
1999-03-16,1760.9064058829972
1999-03-17,1835.7276415726385
1999-03-18,1849.9561994639273
1999-03-19,1891.1183786872575
1999-03-22,1795.52517753325
1999-03-23,1752.9103209734324
1999-03-24,1669.2127156438269
1999-03-25,1772.5961695086862
1999-03-26,1748.435455728165
1999-03-29,1757.2404285203431
1999-03-30,1789.91597656363
1999-03-31,1762.7077004969851
1999-04-01,1729.9255695145232
1999-04-02,1742.1496486754609
1999-04-05,1743.3747775329095
1999-04-06,1641.0614594710512
1999-04-07,1583.7187377446628
1999-04-08,1528.0843471907579
1999-04-09,1442.2575710744336
1999-04-12,1486.93131451156
1999-04-13,1494.4161511290317
1999-04-14,1602.716275286941
1999-04-15,1639.7285608552195
1999-04-16,1731.064339023679
1999-04-19,1806.8035651754763
1999-04-20,1710.9897345312907
1999-04-21,1715.3205413644614
1999-04-22,1808.6766791662844
1999-04-23,1877.262112116761
1999-04-26,1900.1638974643668
1999-04-27,1869.4337746322112
1999-04-28,1828.747964324714
1999-04-29,1936.3088653098148
1999-04-30,2063.4386090865974
1999-05-03,2065.7817615170716
1999-05-04,2117.3044871310526
1999-05-05,2351.2663314345805
1999-05-06,2364.1238354446396
1999-05-07,2231.6489325462762
1999-05-10,2206.637066252192
1999-05-11,2153.8488548663286
1999-05-12,1775.172811154716
1999-05-13,1870.626347839104
1999-05-14,1826.18927053088
1999-05-17,2083.408495161582
1999-05-18,2263.171621921066
1999-05-19,2166.3856011143157
1999-05-20,2147.365254290675
1999-05-21,2207.1603705877633
1999-05-24,2245.2858136908294
1999-05-25,2149.0611813641867
1999-05-26,2204.7530003364704
1999-05-27,2206.9139724073702
1999-05-28,2164.6366698063066
1999-05-31,2152.5178608253213
1999-06-01,2120.7768781129025
1999-06-02,2086.6007955012155
1999-06-03,2208.7816417734057
1999-06-04,2241.959778529304
1999-06-07,2284.5269907742486
1999-06-08,2308.555597888616
1999-06-09,2322.093288101377
1999-06-10,2348.456644545272
1999-06-11,2369.030107673574
1999-06-14,2383.4513205712537
1999-06-15,2314.209084407578
1999-06-16,2419.4097709233056
1999-06-17,2393.003475719827
1999-06-18,2429.2318670149193
1999-06-21,2547.930404737384
1999-06-22,2493.315809802018
1999-06-23,2433.1750696922813
1999-06-24,2446.267138140532
1999-06-25,2359.2213630831147
1999-06-28,2375.088273445655
1999-06-29,2402.687519319146
1999-06-30,2443.685375101131
1999-07-01,2608.648156864177
1999-07-02,2641.0654640659736
1999-07-05,2782.5539204985744
1999-07-06,2912.2387395450924
1999-07-07,2893.0739653622713
1999-07-08,2965.813630689067
1999-07-09,2894.590842264526
1999-07-12,2867.935742605481
1999-07-13,2754.633136496327
1999-07-14,2864.682457659907
1999-07-15,2811.392485428867
1999-07-16,2781.17964114846
1999-07-19,2734.02734817202
1999-07-20,2609.106327787677
1999-07-21,2545.2823665089168
1999-07-22,2566.7823730474133
1999-07-23,2541.34425607475
1999-07-26,2515.398142386762
1999-07-27,2468.9418436681067
1999-07-28,2475.52242608878
1999-07-29,2257.219796638394
1999-07-30,2346.663519295771
1999-08-02,2327.5252499071835
1999-08-03,2309.986921405872
1999-08-04,2140.158397483833
1999-08-05,2045.0118457098222
1999-08-06,2072.5242674168694
1999-08-09,2053.299677636314
