Date,EUROPE IMI HIGH DIVIDEND YIELD
2011-01-19,1294.1260715131787
2011-01-20,1279.182615070858
2011-01-21,1305.9990491612427
2011-01-24,1323.9284604556683
2011-01-25,1310.5000245117233
2011-01-26,1319.573640477939
2011-01-27,1326.389746525204
2011-01-28,1304.8327221476097
2011-01-31,1314.0085074027525
2011-02-01,1343.6970840790734
2011-02-02,1350.2264920745229
2011-02-03,1334.0688358099487
2011-02-04,1330.2770466575519
2011-02-07,1341.96774668484
2011-02-08,1352.1055953064022
2011-02-09,1351.3179916018041
2011-02-10,1339.759470683634
2011-02-11,1331.2808856584122
2011-02-14,1321.2946128468122
2011-02-15,1329.18787959121
2011-02-16,1338.1658723598632
2011-02-17,1345.2921943214035
2011-02-18,1355.96972995129
2011-02-21,1343.5273581671267
2011-02-22,1333.3252871754987
2011-02-23,1330.4443322869329
2011-02-24,1324.4797913840434
2011-02-25,1332.9599927474612
2011-02-28,1350.6768924664143
2011-03-01,1344.7562341016726
2011-03-02,1340.143608906262
2011-03-03,1350.0968802688042
2011-03-04,1350.280854331482
2011-03-07,1347.0586119315956
2011-03-08,1342.4930594751736
2011-03-09,1344.1963912617514
2011-03-10,1320.8903181274957
2011-03-11,1310.0738544374788
2011-03-14,1303.1535376504946
2011-03-15,1273.1747789329613
2011-03-16,1251.608917945146
2011-03-17,1285.8938318621474
2011-03-18,1295.2363190734839
2011-03-21,1323.69086398847
2011-03-22,1325.9279356748298
2011-03-23,1321.0784022013868
2011-03-24,1335.4650514877055
2011-03-25,1333.122401840483
2011-03-28,1331.1072633597425
2011-03-29,1331.3028956687385
2011-03-30,1345.2383628271564
2011-03-31,1342.70465753502
2011-04-01,1355.3889214855915
2011-04-04,1366.7168244333736
2011-04-05,1367.3523653559803
2011-04-06,1381.344321946234
2011-04-07,1370.4253584925086
2011-04-08,1389.8292978614945
2011-04-11,1390.398837428197
2011-04-12,1376.1000908641565
2011-04-13,1386.5423876660175
2011-04-14,1375.5530193776392
2011-04-15,1377.1832953220342
2011-04-18,1333.5837997933118
2011-04-19,1346.8669457791127
2011-04-20,1388.0510652603182
2011-04-21,1391.9740929426853
2011-04-22,1391.9740929426853
2011-04-25,1388.2663778669446
2011-04-26,1402.660160955439
2011-04-27,1414.5271306571492
2011-04-28,1437.9222698126853
2011-04-29,1442.0272560316887
2011-05-02,1449.356984354376
2011-05-03,1440.7994468669478
2011-05-04,1430.4980180956288
2011-05-05,1402.292915638052
2011-05-06,1403.7691973424583
2011-05-09,1374.448353142505
2011-05-10,1394.7667759492736
2011-05-11,1399.7655294756187
2011-05-12,1380.7896209162784
2011-05-13,1374.7663395310587
2011-05-16,1372.9066840800617
2011-05-17,1357.1285994947434
2011-05-18,1367.8454110966463
2011-05-19,1378.8049042652815
2011-05-20,1366.5630438668027
2011-05-23,1335.837019519902
2011-05-24,1344.6951905578928
2011-05-25,1346.8731457778626
2011-05-26,1350.534881435994
2011-05-27,1370.6204174796392
2011-05-30,1369.1175153706083
2011-05-31,1385.064682621802
2011-06-01,1376.1003050527559
2011-06-02,1360.2297531006654
2011-06-03,1364.6572187993465
2011-06-06,1361.790969013888
2011-06-07,1371.098040221961
2011-06-08,1352.8876734257267
2011-06-09,1355.790694293542
2011-06-10,1324.4034901897892
2011-06-13,1329.9216826055224
2011-06-14,1347.3146919482724
2011-06-15,1314.585064934882
2011-06-16,1296.6241122778802
2011-06-17,1315.6994812812181
2011-06-20,1309.1183883791684
2011-06-21,1329.2206398286517
2011-06-22,1330.2488698448337
2011-06-23,1291.6529989726655
2011-06-24,1290.4490947856762
2011-06-27,1300.2419081564954
2011-06-28,1308.6692124908218
2011-06-29,1334.239484968183
2011-06-30,1358.6944711825072
2011-07-01,1363.476504426026
2011-07-04,1368.4500250545882
2011-07-05,1364.036416698674
2011-07-06,1345.6167529261807
2011-07-07,1355.2518043467683
2011-07-08,1337.6014346742952
2011-07-11,1296.0757810933692
2011-07-12,1285.2237433373039
2011-07-13,1307.5249262911002
2011-07-14,1296.256005994887
2011-07-15,1292.264116398675
2011-07-18,1266.9977444313622
2011-07-19,1290.3340996016213
2011-07-20,1307.4017346891576
2011-07-21,1339.539866708493
2011-07-22,1348.5990369200995
2011-07-25,1341.9039692566369
2011-07-26,1352.9252436074744
2011-07-27,1331.3770947827243
2011-07-28,1328.3975709680192
2011-07-29,1327.1061208433691
2011-08-01,1294.1009762985987
2011-08-02,1280.8700371895827
2011-08-03,1273.4825339009126
2011-08-04,1228.7329998688533
2011-08-05,1207.889218046449
2011-08-08,1168.5477749491283
2011-08-09,1174.73308034911
2011-08-10,1129.2105170256418
2011-08-11,1165.2140351783817
2011-08-12,1205.7406363622024
2011-08-15,1230.467058155278
2011-08-16,1225.904189101332
2011-08-17,1238.4469311350342
2011-08-18,1181.4726169355633
2011-08-19,1175.41906102619
2011-08-22,1192.7884091864184
2011-08-23,1207.0555170564478
2011-08-24,1222.2675287441693
2011-08-25,1195.9064365504591
2011-08-26,1187.0684708599515
2011-08-29,1216.418774005635
2011-08-30,1215.5926506814048
2011-08-31,1243.858092684737
2011-09-01,1243.8211183285816
2011-09-02,1214.6588027931193
2011-09-05,1163.2206396105464
2011-09-06,1155.0743369318711
2011-09-07,1182.92445751243
2011-09-08,1191.374658969829
2011-09-09,1142.898802257506
2011-09-12,1104.9574816753925
2011-09-13,1118.0741592664713
2011-09-14,1131.967721991878
2011-09-15,1167.0114069137874
2011-09-16,1169.2876053684945
2011-09-19,1134.409691002574
2011-09-20,1167.0808560365545
2011-09-21,1147.6648748425182
2011-09-22,1085.7449148641906
2011-09-23,1097.3231889953665
2011-09-26,1116.3097902549353
2011-09-27,1171.4037249739454
2011-09-28,1161.3769470845984
2011-09-29,1173.4774078251155
2011-09-30,1151.5411256029583
2011-10-03,1132.0175920557328
2011-10-04,1110.1468296703822
2011-10-05,1139.5285250347576
2011-10-06,1171.1439884938732
2011-10-07,1190.1402364945436
2011-10-10,1218.7044352387084
2011-10-11,1208.8327314809285
2011-10-12,1233.6588519017475
2011-10-13,1219.8038780321456
2011-10-14,1242.5274875733567
2011-10-17,1226.0227658168192
2011-10-18,1211.7370310104686
2011-10-19,1231.8190427414534
2011-10-20,1210.6458179565986
2011-10-21,1253.8559759417167
2011-10-24,1261.381841393455
2011-10-25,1250.0054320244074
2011-10-26,1248.8144411558435
2011-10-27,1305.6786041541764
2011-10-28,1300.1883261654812
2011-10-31,1263.3218289032504
2011-11-01,1204.194674523314
2011-11-02,1220.4355351596078
2011-11-03,1238.0867951904638
2011-11-04,1227.9586642727152
2011-11-07,1225.4317854444669
2011-11-08,1238.552484722055
2011-11-09,1201.833537822654
2011-11-10,1200.3051169678763
2011-11-11,1239.3070715933818
2011-11-14,1219.2687113429852
2011-11-15,1203.4753176280553
2011-11-16,1207.89543226301
2011-11-17,1195.48096908247
2011-11-18,1189.385829940057
2011-11-21,1150.409209783054
2011-11-22,1144.0448306725555
2011-11-23,1118.5139972826316
2011-11-24,1108.2397434962757
2011-11-25,1114.4308180678747
2011-11-28,1158.1390041674056
2011-11-29,1167.3211442031695
2011-11-30,1215.7460715819902
2011-12-01,1210.0128093609917
2011-12-02,1211.2515901966121
2011-12-05,1221.9570638914886
2011-12-06,1212.410115196666
2011-12-07,1210.9998705513224
2011-12-08,1191.941012672677
2011-12-09,1212.224500025701
2011-12-12,1181.7468082384833
2011-12-13,1179.1394748263467
2011-12-14,1148.4105447964848
2011-12-15,1165.4729235561133
2011-12-16,1162.1808486333514
2011-12-19,1160.0145919734575
2011-12-20,1184.570793849784
2011-12-21,1173.9526799499417
2011-12-22,1187.495445686027
2011-12-23,1197.2676958145205
2011-12-26,1197.2676958145205
2011-12-27,1199.2166233442283
2011-12-28,1180.3388138470846
2011-12-29,1190.288188398107
2011-12-30,1206.101939241436
2012-01-02,1219.1759967854005
2012-01-03,1238.3284501384164
2012-01-04,1217.1154118978347
2012-01-05,1192.8148201160955
2012-01-06,1188.4733313194288
2012-01-09,1182.3262167121825
2012-01-10,1202.750340654827
2012-01-11,1188.252006816352
2012-01-12,1193.4274473834062
2012-01-13,1175.9268834302663
2012-01-16,1185.484332581622
2012-01-17,1200.230367749821
2012-01-18,1203.33707195318
2012-01-19,1215.0490862103152
2012-01-20,1213.4250927256296
2012-01-23,1227.2988030085276
2012-01-24,1217.1941381308789
2012-01-25,1211.3074172007412
2012-01-26,1237.7686018043803
2012-01-27,1225.4690623584434
2012-01-30,1215.5529906034521
2012-01-31,1222.696018021266
2012-02-01,1245.8118449403644
2012-02-02,1239.4905073403825
2012-02-03,1252.552934875553
2012-02-06,1248.3606456882371
2012-02-07,1264.103618684526
2012-02-08,1262.022142253009
2012-02-09,1266.260267929345
2012-02-10,1245.7576131325513
2012-02-13,1258.4178201247887
2012-02-14,1251.5759367862265
2012-02-15,1248.8640835267265
2012-02-16,1247.510914743102
2012-02-17,1265.2708200759741
2012-02-20,1279.4855206757547
2012-02-21,1274.6808453091637
2012-02-22,1263.2582764236977
2012-02-23,1267.3648594560436
2012-02-24,1285.2538096430183
2012-02-27,1279.1318892058691
2012-02-28,1279.6627871708822
2012-02-29,1274.959954634667
2012-03-01,1279.4924575531754
2012-03-02,1267.2384096703138
2012-03-05,1267.4967362106631
2012-03-06,1230.8523910277013
2012-03-07,1236.9555723052856
2012-03-08,1262.6318335262233
2012-03-09,1253.502758767197
2012-03-12,1251.2763429434299
2012-03-13,1267.0493628826766
2012-03-14,1261.4097503948099
2012-03-15,1265.8922483996441
2012-03-16,1279.5029718890303
2012-03-19,1287.6194302038277
2012-03-20,1279.96402156014
2012-03-21,1277.3019992698132
2012-03-22,1266.8195931688008
2012-03-23,1270.7872688258867
2012-03-26,1285.6757457468975
2012-03-27,1276.3455582323138
2012-03-28,1262.3134089334944
2012-03-29,1249.2700026577295
2012-03-30,1261.6194323210277
2012-04-02,1278.0496208681534
2012-04-03,1267.018917140305
2012-04-04,1224.5588026966775
2012-04-05,1219.4610541572783
2012-04-06,1219.4610541572783
2012-04-09,1220.322708847227
2012-04-10,1198.597042276935
2012-04-11,1208.1028139606378
2012-04-12,1215.74544080593
2012-04-13,1192.3934269193362
2012-04-16,1196.293051604445
2012-04-17,1223.4402742870914
2012-04-18,1214.9424243274084
2012-04-19,1209.026482519099
2012-04-20,1225.4756061244525
2012-04-23,1195.0219528647815
2012-04-24,1215.725985991439
2012-04-25,1221.1986753669603
2012-04-26,1222.107529997177
2012-04-27,1233.784366133278
2012-04-30,1224.3303057192122
2012-05-01,1229.05117331306
2012-05-02,1217.5244183341474
2012-05-03,1220.2379130809702
2012-05-04,1204.947858459538
2012-05-07,1206.8895193915052
2012-05-08,1191.305521602862
2012-05-09,1184.1061031998202
2012-05-10,1191.4677616426604
2012-05-11,1192.705911134778
2012-05-14,1163.3786749746614
2012-05-15,1150.2317013388586
2012-05-16,1140.7447319626713
2012-05-17,1130.2179586442098
2012-05-18,1125.1622104263647
2012-05-21,1131.3750072937523
2012-05-22,1148.5647689475225
2012-05-23,1110.8288535382446
2012-05-24,1123.0279984796214
2012-05-25,1122.235186336896
2012-05-28,1121.8824166168215
2012-05-29,1120.9470265659752
2012-05-30,1093.6543240180417
2012-05-31,1090.0112991725382
2012-06-01,1074.0648983150982
2012-06-04,1085.1761866795114
2012-06-05,1084.0997549590613
2012-06-06,1108.5422900399494
2012-06-07,1117.8996839112383
2012-06-08,1116.5115461044525
2012-06-11,1119.891307862988
2012-06-12,1123.5220007663684
2012-06-13,1130.4550051489769
2012-06-14,1135.3356093802838
2012-06-15,1147.2223942881246
2012-06-18,1140.8365844906205
2012-06-19,1169.6279818214882
2012-06-20,1177.4497234808578
2012-06-21,1165.5526444400718
2012-06-22,1156.919715177477
2012-06-25,1137.2328569783667
2012-06-26,1137.1503048248874
2012-06-27,1151.4433515435817
2012-06-28,1149.5595644750472
2012-06-29,1199.9090875838513
2012-07-02,1204.3457868930586
2012-07-03,1214.7839140600097
2012-07-04,1203.7981761800522
2012-07-05,1187.8934901917517
2012-07-06,1170.4260441965241
2012-07-09,1169.5987837972584
2012-07-10,1170.9491016084696
2012-07-11,1176.3235562444252
2012-07-12,1155.3742232491288
2012-07-13,1176.9277687994652
2012-07-16,1180.3637637715397
2012-07-17,1174.3278398966258
2012-07-18,1193.0213801500663
2012-07-19,1199.1252418215136
2012-07-20,1171.886354541638
2012-07-23,1141.223073689166
2012-07-24,1125.086864187714
2012-07-25,1126.9804202224561
2012-07-26,1168.5367572735784
2012-07-27,1190.4167697122566
2012-07-30,1194.5813076165632
2012-07-31,1193.8449416296448
2012-08-01,1197.7179525357994
2012-08-02,1169.5093785911956
2012-08-03,1215.8117385732335
2012-08-06,1230.797013317075
2012-08-07,1246.7293852565285
2012-08-08,1243.1042979332335
2012-08-09,1239.6529891978014
2012-08-10,1238.4211883310174
2012-08-13,1239.5161350022265
2012-08-14,1246.0756979025819
2012-08-15,1242.4535326003468
2012-08-16,1256.6346143225585
2012-08-17,1255.6034152538373
2012-08-20,1257.034673124008
2012-08-21,1270.4607440144878
2012-08-22,1253.945034161933
2012-08-23,1255.4132244120815
2012-08-24,1254.4373206450284
2012-08-27,1260.1423561945353
2012-08-28,1256.705745661272
2012-08-29,1250.5001302289713
2012-08-30,1240.1265806801164
2012-08-31,1254.1487261019897
2012-09-03,1262.1795555264528
2012-09-04,1251.390265186991
2012-09-05,1254.8680019867147
2012-09-06,1283.7152710141472
2012-09-07,1300.6982702653038
2012-09-10,1295.9303755293718
2012-09-11,1307.777538278872
2012-09-12,1318.995876971483
2012-09-13,1319.528387061939
2012-09-14,1354.393091899025
2012-09-17,1347.527261606135
2012-09-18,1334.0977450275293
2012-09-19,1338.8630242703312
2012-09-20,1324.6816494865097
2012-09-21,1337.225995165502
2012-09-24,1326.6641242279845
2012-09-25,1336.639225080199
2012-09-26,1300.041102507078
2012-09-27,1306.3733103656725
2012-09-28,1287.3663572585585
2012-10-01,1304.8707258589077
2012-10-02,1306.4760363676137
2012-10-03,1301.4192717609003
2012-10-04,1307.332907218784
2012-10-05,1324.8777611197145
2012-10-08,1303.8862426501814
2012-10-09,1290.2946624425588
2012-10-10,1283.620921930509
2012-10-11,1294.4698606403265
2012-10-12,1291.3024127818373
2012-10-15,1293.7822971997862
2012-10-16,1320.8164861894356
2012-10-17,1335.768318561049
2012-10-18,1335.8241264282135
2012-10-19,1320.28666960466
2012-10-22,1317.2645914154348
2012-10-23,1285.5774504252934
2012-10-24,1289.164139098827
2012-10-25,1289.7118489905833
2012-10-26,1291.0497979585755
2012-10-29,1280.7465182851818
2012-10-30,1298.5739464102996
2012-10-31,1292.7579206440353
2012-11-01,1304.6361281567383
2012-11-02,1296.1092033148875
2012-11-05,1281.813405273947
2012-11-06,1292.1562175019792
2012-11-07,1270.0157711326378
2012-11-08,1262.24521201788
2012-11-09,1257.886893715901
2012-11-12,1253.8570941637133
2012-11-13,1256.735595748465
2012-11-14,1251.6551544660738
2012-11-15,1247.7045766098647
2012-11-16,1225.5347377567728
2012-11-19,1258.5897880129526
2012-11-20,1259.7808828693435
2012-11-21,1267.5073409028755
2012-11-22,1278.528098278681
2012-11-23,1292.7514547584944
2012-11-26,1287.8998285505734
2012-11-27,1282.276376290646
2012-11-28,1281.4616109901392
2012-11-29,1304.0231856624039
2012-11-30,1302.3263918894504
2012-12-03,1310.3219285303203
2012-12-04,1312.4046462693898
2012-12-05,1315.1096163704822
2012-12-06,1312.139813381712
2012-12-07,1307.4662932481576
2012-12-10,1311.8504952367873
2012-12-11,1326.1246994281826
2012-12-12,1334.2689671433864
2012-12-13,1335.2305831426522
2012-12-14,1333.4203494944331
2012-12-17,1336.889631535299
2012-12-18,1346.5128266168804
2012-12-19,1356.614063477748
2012-12-20,1353.1379264905154
2012-12-21,1349.1845449995817
2012-12-24,1349.4620697006053
2012-12-25,1349.4620697006055
2012-12-26,1351.2650431163106
2012-12-27,1351.0319506038693
2012-12-28,1340.614376072046
2012-12-31,1340.8601987135196
2013-01-01,1340.8601987135196
2013-01-02,1371.2486491142113
2013-01-03,1362.8106746953574
2013-01-04,1363.2108761155387
2013-01-07,1360.7688618433217
2013-01-08,1358.6188430414868
2013-01-09,1365.7260211154573
2013-01-10,1377.5608827554486
2013-01-11,1389.577888046481
2013-01-14,1386.4244179986144
2013-01-15,1381.9351579539211
2013-01-16,1372.4156522072697
2013-01-17,1385.7653943675796
2013-01-18,1375.7881331794079
2013-01-21,1383.974075316439
2013-01-22,1378.8528364336219
2013-01-23,1379.0025716159341
2013-01-24,1394.380719534429
2013-01-25,1406.779747052912
2013-01-28,1402.2995582790893
2013-01-29,1412.111992860644
2013-01-30,1416.7560304299598
2013-01-31,1408.816017271025
2013-02-01,1418.7993058497423
2013-02-04,1383.0381759408765
2013-02-05,1387.782486312567
2013-02-06,1379.2150633179215
2013-02-07,1360.5760785593677
2013-02-08,1373.426942153042
2013-02-11,1370.9187527937613
2013-02-12,1381.7647612827727
2013-02-13,1384.3573124359293
2013-02-14,1369.123014195742
2013-02-15,1364.2224906590318
2013-02-18,1363.1736070914478
2013-02-19,1378.5168938150994
2013-02-20,1373.9754614471178
2013-02-21,1340.4181695343618
2013-02-22,1357.6603095513797
2013-02-25,1361.8348890784346
2013-02-26,1331.1502822926705
2013-02-27,1348.7003780359757
2013-02-28,1357.8633466069675
2013-03-01,1346.0476192677909
2013-03-04,1355.2809519377734
2013-03-05,1378.3403176669888
2013-03-06,1378.1761597590596
2013-03-07,1386.932905170736
2013-03-08,1388.614177831933
2013-03-11,1388.8937574059096
2013-03-12,1391.066071199792
2013-03-13,1384.8761621900874
2013-03-14,1405.6207899212213
2013-03-15,1410.5267483085438
2013-03-18,1398.1889341049452
2013-03-19,1394.115212844185
2013-03-20,1405.9336872987817
2013-03-21,1401.1563690732842
2013-03-22,1412.866114868221
2013-03-25,1398.6129016324876
2013-03-26,1395.3826807010291
2013-03-27,1379.5003130910459
2013-03-28,1391.6755862898078
2013-03-29,1391.6755862898078
2013-04-01,1393.608941600152
2013-04-02,1412.5560815146146
2013-04-03,1399.517311143748
2013-04-04,1389.2490424230236
2013-04-05,1393.2826670995391
2013-04-08,1394.348152363842
2013-04-09,1403.6820719548873
2013-04-10,1429.0572991260092
2013-04-11,1441.2523119038592
2013-04-12,1433.6690487646842
2013-04-15,1433.7404676978595
2013-04-16,1423.4839449341957
2013-04-17,1398.2419028180357
2013-04-18,1407.2801673809379
2013-04-19,1411.8915950377893
2013-04-22,1413.8627374299788
2013-04-23,1442.4326653051826
2013-04-24,1452.5191356690125
2013-04-25,1465.2119574808223
2013-04-26,1463.5468454203797
2013-04-29,1481.1530429275772
2013-04-30,1486.4237888476011
2013-05-01,1488.0589694041948
2013-05-02,1475.5335676261332
2013-05-03,1495.5568218685676
2013-05-06,1488.2949211968528
2013-05-07,1491.7823784513848
2013-05-08,1510.8365931837204
2013-05-09,1501.398362161625
2013-05-10,1494.8747280981192
2013-05-13,1496.1433785799468
2013-05-14,1499.8267824234497
2013-05-15,1495.8300216112516
2013-05-16,1499.8865739716211
2013-05-17,1491.6440210863568
2013-05-20,1500.0900434562175
2013-05-21,1504.7927746084526
2013-05-22,1506.4592171745728
2013-05-23,1482.320078837349
2013-05-24,1485.9133221039892
2013-05-27,1491.9518379089284
2013-05-28,1501.3353703403807
2013-05-29,1482.085339016667
2013-05-30,1495.228081263553
2013-05-31,1469.6922594787056
2013-06-03,1467.5510104951686
2013-06-04,1475.8138351009295
2013-06-05,1455.742887418455
2013-06-06,1452.3616628660668
2013-06-07,1473.3997671984118
2013-06-10,1471.063408418567
2013-06-11,1464.763871939344
2013-06-12,1468.89420943126
2013-06-13,1464.707143046045
2013-06-14,1472.3576401742732
2013-06-17,1487.1494406384645
2013-06-18,1491.6468889565647
2013-06-19,1489.1456025793912
2013-06-20,1425.167746110489
2013-06-21,1404.582295282183
2013-06-24,1382.391334152393
2013-06-25,1397.6943087211719
2013-06-26,1413.0259118817578
2013-06-27,1423.0378121023248
2013-06-28,1419.2222460925545
2013-07-01,1436.9308739751898
2013-07-02,1432.8738097238586
2013-07-03,1420.4251552562473
2013-07-04,1441.1163072453553
2013-07-05,1415.3150952834255
2013-07-08,1440.0649237560228
2013-07-09,1440.1282091776793
2013-07-10,1452.1624646738212
2013-07-11,1476.2097328369796
2013-07-12,1474.263455843113
2013-07-15,1480.337138354713
2013-07-16,1480.915399037164
2013-07-17,1484.4195094112235
2013-07-18,1498.090898397753
2013-07-19,1506.6066185675475
2013-07-22,1515.911040668924
2013-07-23,1513.0388621413367
2013-07-24,1520.8394126611638
2013-07-25,1515.4270577280183
2013-07-26,1514.5703631985618
2013-07-29,1515.0968071534883
2013-07-30,1517.3406004802544
2013-07-31,1521.1522759824852
2013-08-01,1525.9107674531072
2013-08-02,1537.5849630578157
2013-08-05,1537.4401408592719
2013-08-06,1533.4109779273015
2013-08-07,1533.3442204077737
2013-08-08,1545.0771638966264
2013-08-09,1547.0099805939299
2013-08-12,1539.6365694339954
2013-08-13,1539.0826395460358
2013-08-14,1545.3465182999191
2013-08-15,1528.5906626897288
2013-08-16,1540.7245507189318
2013-08-19,1538.4716282665795
2013-08-20,1533.6116192815587
2013-08-21,1521.6662181223603
2013-08-22,1527.9959550822423
2013-08-23,1541.4509433287262
2013-08-26,1536.9286597303621
2013-08-27,1520.3979107089185
2013-08-28,1517.4833034213862
2013-08-29,1515.0281586193992
2013-08-30,1497.8580955886123
2013-09-02,1523.4724774934466
2013-09-03,1513.1991085353488
2013-09-04,1522.94085551292
2013-09-05,1523.256399866517
2013-09-06,1533.0538432587616
2013-09-09,1544.3111076314883
2013-09-10,1557.1053176196478
2013-09-11,1568.5793731164467
2013-09-12,1569.2124273457523
2013-09-13,1569.8359918879148
2013-09-16,1590.5003410827153
2013-09-17,1582.6446477400002
2013-09-18,1585.1085153553765
2013-09-19,1608.4537011066284
2013-09-20,1600.4867489869018
2013-09-23,1594.5449671838237
2013-09-24,1601.1763952719684
2013-09-25,1603.7820543739035
2013-09-26,1602.0741244726753
2013-09-27,1606.1757995234361
2013-09-30,1596.6724338881431
2013-10-01,1603.7055777542225
2013-10-02,1603.9897776547314
2013-10-03,1603.472356807732
2013-10-04,1598.9588812928178
2013-10-07,1591.659871642813
2013-10-08,1586.9507017534659
2013-10-09,1571.4113489379351
2013-10-10,1595.0742812428111
2013-10-11,1601.626995497703
2013-10-14,1611.375382324705
