Date,KOKUSAI IMI HIGH DIVIDEND YIELD
2011-01-24,1257.9925835675706
2011-01-25,1251.878324136154
2011-01-26,1256.73909581051
2011-01-27,1256.2285085707465
2011-01-28,1240.0914563756103
2011-01-31,1244.6516452948524
2011-02-01,1265.4943967735887
2011-02-02,1267.0651540706353
2011-02-03,1263.1188785433244
2011-02-04,1262.9384900181283
2011-02-07,1269.2277694440684
2011-02-08,1273.7868119213235
2011-02-09,1271.5326350242976
2011-02-10,1266.740852215548
2011-02-11,1264.7686394065186
2011-02-14,1263.269663563514
2011-02-15,1266.4137660782972
2011-02-16,1270.835333987246
2011-02-17,1279.0261593227378
2011-02-18,1286.364409569344
2011-02-21,1281.2895094631128
2011-02-22,1272.1529554424185
2011-02-23,1268.6318908573635
2011-02-24,1265.2434115927147
2011-02-25,1272.6438081095423
2011-02-28,1286.4284173878543
2011-03-01,1280.223522171714
2011-03-02,1278.9976072986133
2011-03-03,1291.6091021171057
2011-03-04,1290.2443149860685
2011-03-07,1286.1684664089219
2011-03-08,1287.5425420750971
2011-03-09,1287.5767003183605
2011-03-10,1268.484293428482
2011-03-11,1266.2213603914959
2011-03-14,1260.7186133969876
2011-03-15,1238.856289512673
2011-03-16,1219.5662433827629
2011-03-17,1240.8567674962278
2011-03-18,1249.6411108223567
2011-03-21,1270.0179563156685
2011-03-22,1271.7598944296847
2011-03-23,1270.84046914134
2011-03-24,1281.9001320976163
2011-03-25,1284.6641444060476
2011-03-28,1282.7921549200312
2011-03-29,1287.3483057462772
2011-03-30,1300.237898553899
2011-03-31,1298.1198472063202
2011-04-01,1307.8326246741644
2011-04-04,1315.2548828005065
2011-04-05,1315.7922926180738
2011-04-06,1325.1605112951017
2011-04-07,1320.257044989518
2011-04-08,1329.7705037552937
2011-04-11,1328.8482697569664
2011-04-12,1314.2545578287197
2011-04-13,1319.8662443998135
2011-04-14,1319.4640992902098
2011-04-15,1325.6498522914944
2011-04-18,1300.1548982344707
2011-04-19,1309.3822522491719
2011-04-20,1336.2243454421468
2011-04-21,1340.6255611340875
2011-04-22,1340.6255611340875
2011-04-25,1337.9521985220142
2011-04-26,1349.4888737260003
2011-04-27,1358.5454268723215
2011-04-28,1370.448542604594
2011-04-29,1373.905071366836
2011-05-02,1377.8365909394631
2011-05-03,1371.8720072169376
2011-05-04,1363.451579185619
2011-05-05,1344.4030231842848
2011-05-06,1349.7318384733874
2011-05-09,1340.7366354690448
2011-05-10,1354.5828642176207
2011-05-11,1353.5282612173667
2011-05-12,1347.9261409483493
2011-05-13,1344.7080858375732
2011-05-16,1342.4367990505846
2011-05-17,1335.6564763675565
2011-05-18,1345.52153313706
2011-05-19,1352.9031900230514
2011-05-20,1345.1275666975694
2011-05-23,1324.1316566571932
2011-05-24,1328.469988484684
2011-05-25,1329.721368321817
2011-05-26,1331.555414123527
2011-05-27,1342.5826880208454
2011-05-30,1342.1956110526899
2011-05-31,1357.9700504423195
2011-06-01,1345.1713594695784
2011-06-02,1332.7027826279923
2011-06-03,1330.7441327815363
2011-06-06,1325.498434168949
2011-06-07,1328.285745110026
2011-06-08,1319.4085026708954
2011-06-09,1323.5044479540752
2011-06-10,1302.5842617976862
2011-06-13,1306.522609631605
2011-06-14,1321.363315425136
2011-06-15,1298.529222524465
2011-06-16,1290.0225102056072
2011-06-17,1299.7347569798524
2011-06-20,1301.7117063483847
2011-06-21,1314.594646427654
2011-06-22,1310.3918417127418
2011-06-23,1288.8738163716228
2011-06-24,1284.5992777061274
2011-06-27,1290.7422065287224
2011-06-28,1300.4445449829323
2011-06-29,1315.6997090745112
2011-06-30,1332.9362504702722
2011-07-01,1340.4875250776315
2011-07-04,1343.9969281589965
2011-07-05,1342.5596434225947
2011-07-06,1337.1486197300649
2011-07-07,1345.5482955456453
2011-07-08,1337.1284584011219
2011-07-11,1313.377255761406
2011-07-12,1306.0342628028327
2011-07-13,1317.831127211578
2011-07-14,1311.6779280375772
2011-07-15,1310.2493529435087
2011-07-18,1293.1452328437697
2011-07-19,1310.92025980106
2011-07-20,1316.905726532207
2011-07-21,1337.6913691843429
2011-07-22,1341.6275101562933
2011-07-25,1335.8574879894902
2011-07-26,1338.1421448436436
2011-07-27,1321.164485694014
2011-07-28,1316.086726903754
2011-07-29,1310.0486949716294
2011-08-01,1296.641446307305
2011-08-02,1278.1787225675102
2011-08-03,1273.0598297419685
2011-08-04,1230.7987829102137
2011-08-05,1222.3683198343804
2011-08-08,1174.349851735255
2011-08-09,1198.5718539114118
2011-08-10,1163.9644320796929
2011-08-11,1198.7355686946808
2011-08-12,1218.7094375052634
2011-08-15,1242.0323210617817
2011-08-16,1237.8891767965995
2011-08-17,1248.3188031258708
2011-08-18,1205.3320825590947
2011-08-19,1195.2444383523984
2011-08-22,1204.0472281445807
2011-08-23,1227.0386139285754
2011-08-24,1239.3576312259393
2011-08-25,1219.1096024870892
2011-08-26,1218.1043372894983
2011-08-29,1243.2154792070312
2011-08-30,1243.5578368903098
2011-08-31,1260.58157688395
2011-09-01,1257.517411344078
2011-09-02,1235.0496561859197
2011-09-05,1208.908376633165
2011-09-06,1200.0414728647422
2011-09-07,1224.5236866240448
2011-09-08,1224.0976339171723
2011-09-09,1187.887351386243
2011-09-12,1170.5803276440472
2011-09-13,1180.2515100491298
2011-09-14,1190.8781795226344
2011-09-15,1215.0957478120008
2011-09-16,1219.2768920435926
2011-09-19,1197.7689976775978
2011-09-20,1214.787825085021
2011-09-21,1192.4588004132677
2011-09-22,1148.0258993623202
2011-09-23,1154.4947760377686
2011-09-26,1170.8301709181842
2011-09-27,1203.40167603569
2011-09-28,1189.8438095548076
2011-09-29,1203.5242888577302
2011-09-30,1184.308454538477
2011-10-03,1160.1606751201025
2011-10-04,1152.7892597410428
2011-10-05,1172.6576986842897
2011-10-06,1195.0755655201358
2011-10-07,1206.5778862191373
2011-10-10,1232.6565199046372
2011-10-11,1228.6773396012754
2011-10-12,1245.1108064312202
2011-10-13,1238.1819988352622
2011-10-14,1256.4587220942367
2011-10-17,1242.6069114316226
2011-10-18,1241.976020886129
2011-10-19,1249.9063108815976
2011-10-20,1242.1523517223209
2011-10-21,1272.1936559193514
2011-10-24,1278.695040061782
2011-10-25,1263.6096862533286
2011-10-26,1268.7958729045104
2011-10-27,1309.0066193528296
2011-10-28,1308.2677366545306
2011-10-31,1280.5065682884754
2011-11-01,1240.2083680383337
2011-11-02,1254.048516665483
2011-11-03,1269.5681553292966
2011-11-04,1262.2627543815368
2011-11-07,1264.7698402181152
2011-11-08,1276.5384801686535
2011-11-09,1243.5977012823141
2011-11-10,1246.3107419504884
2011-11-11,1274.0233723766441
2011-11-14,1260.9611846948999
2011-11-15,1255.2724268421186
2011-11-16,1248.6441864812134
2011-11-17,1238.4956981951589
2011-11-18,1235.4764710384147
2011-11-21,1207.453546270723
2011-11-22,1203.7352350751632
2011-11-23,1180.8504133175657
2011-11-24,1174.9788285759187
2011-11-25,1175.5452067471388
2011-11-28,1208.876425251491
2011-11-29,1219.2034361581952
2011-11-30,1264.2440504772023
2011-12-01,1260.806644857677
2011-12-02,1260.2011015435796
2011-12-05,1268.3395828513153
2011-12-06,1264.9505101521593
2011-12-07,1269.2154490643527
2011-12-08,1252.0749521234752
2011-12-09,1265.8143795482797
2011-12-12,1247.8611371936847
2011-12-13,1246.0983545387037
2011-12-14,1227.3370949850198
2011-12-15,1239.0504519245173
2011-12-16,1239.4909237514719
2011-12-19,1235.6313564273385
2011-12-20,1259.7512549441649
2011-12-21,1261.6405800094803
2011-12-22,1270.456193363659
2011-12-23,1280.8878775687886
2011-12-26,1280.9694376165173
2011-12-27,1284.033440550983
2011-12-28,1271.1151173486026
2011-12-29,1280.5197082778047
2011-12-30,1286.2451119333402
2012-01-02,1290.9967681527094
2012-01-03,1304.9926951013795
2012-01-04,1295.2706159871198
2012-01-05,1283.6169987198791
2012-01-06,1277.1992200910067
2012-01-09,1276.6899659676653
2012-01-10,1288.4079199007208
2012-01-11,1277.6425821751118
2012-01-12,1276.8530535982147
2012-01-13,1267.0680597017667
2012-01-16,1271.1624744024052
2012-01-17,1280.3064234135916
2012-01-18,1285.270124177816
2012-01-19,1290.5479727322775
2012-01-20,1291.5358125613493
2012-01-23,1298.2084847185852
2012-01-24,1290.4293573983346
2012-01-25,1290.580274158014
2012-01-26,1300.7083590911768
2012-01-27,1289.7599420481938
2012-01-30,1284.0713914080716
2012-01-31,1285.2172786951237
2012-02-01,1301.3204629549389
2012-02-02,1298.171552597921
2012-02-03,1308.746390076878
2012-02-06,1307.7901684409223
2012-02-07,1317.142768518322
2012-02-08,1316.1335907089183
2012-02-09,1319.8210912024927
2012-02-10,1307.074217908299
2012-02-13,1316.336624330367
2012-02-14,1312.803309502493
2012-02-15,1310.868921186258
2012-02-16,1315.5614362605745
2012-02-17,1325.704447469108
2012-02-20,1333.3502793270147
2012-02-21,1332.803555750341
2012-02-22,1326.4385468805326
2012-02-23,1331.4681316018184
2012-02-24,1339.7118445136427
2012-02-27,1337.4711259331582
2012-02-28,1341.4318895537351
2012-02-29,1339.7074736752127
2012-03-01,1344.577089455992
2012-03-02,1337.963342573565
2012-03-05,1338.6415410657157
2012-03-06,1314.1785391804603
2012-03-07,1317.7174351270648
2012-03-08,1336.0902110545017
2012-03-09,1334.5652953731255
2012-03-12,1336.7058625507427
2012-03-13,1351.5304107992315
2012-03-14,1345.5623918985511
2012-03-15,1350.019127890142
2012-03-16,1357.2417795335864
2012-03-19,1361.082277573577
2012-03-20,1354.0118620738767
2012-03-21,1351.7963919564727
2012-03-22,1344.5524264196508
2012-03-23,1348.4923874894503
2012-03-26,1364.0097607747425
2012-03-27,1360.7394399869609
2012-03-28,1350.6916883640918
2012-03-29,1343.4972668479068
2012-03-30,1352.287917087121
2012-04-02,1365.9409237056732
2012-04-03,1359.4593341624764
2012-04-04,1337.0347792367202
2012-04-05,1332.5906174631511
2012-04-06,1332.5906174631511
2012-04-09,1326.9668158727038
2012-04-10,1307.5920426822008
2012-04-11,1314.6820309192026
2012-04-12,1324.8939914987463
2012-04-13,1309.9103437579697
2012-04-16,1315.8440176401361
2012-04-17,1335.8660171749627
2012-04-18,1331.0089869581873
2012-04-19,1327.6182360451573
2012-04-20,1338.7249143577403
2012-04-23,1319.3677767714942
2012-04-24,1331.3929553334096
2012-04-25,1338.0641904660542
2012-04-26,1346.597845930067
2012-04-27,1352.110654782173
2012-04-30,1348.790762503134
2012-05-01,1353.4276514631822
2012-05-02,1346.9298423740338
2012-05-03,1345.4119896689338
2012-05-04,1329.0853133915443
2012-05-07,1327.218395392228
2012-05-08,1316.5748052013253
2012-05-09,1307.1751278804336
2012-05-10,1315.7282083616892
2012-05-11,1317.8662066273512
2012-05-14,1300.3192612429073
2012-05-15,1292.1003555937857
2012-05-16,1285.8374174843575
2012-05-17,1274.567023077264
2012-05-18,1267.6433093065446
2012-05-21,1272.3703609499184
2012-05-22,1282.3537197026594
2012-05-23,1260.2808315049017
2012-05-24,1269.0707777331766
2012-05-25,1267.0564917061984
2012-05-28,1268.2017330730291
2012-05-29,1274.1033111572694
2012-05-30,1254.9603600043113
2012-05-31,1254.3254459038012
2012-06-01,1234.6022344089472
2012-06-04,1237.2487929209585
2012-06-05,1239.4234366465246
2012-06-06,1262.1497658304693
2012-06-07,1272.0668089301184
2012-06-08,1269.9982951579807
2012-06-11,1269.6579724706612
2012-06-12,1278.1685887661156
2012-06-13,1283.1843355260191
2012-06-14,1290.1655228320017
2012-06-15,1299.6441867804308
2012-06-18,1300.7746934604195
2012-06-19,1317.9987511793345
2012-06-20,1318.0122833671555
2012-06-21,1300.7504880363217
2012-06-22,1297.3262203839924
2012-06-25,1281.490676367031
2012-06-26,1283.7281353512778
2012-06-27,1295.7127983835253
2012-06-28,1293.967726044676
2012-06-29,1329.6839792341182
2012-07-02,1335.7773858926905
2012-07-03,1346.215965287434
2012-07-04,1343.1323231591846
2012-07-05,1334.534668815939
2012-07-06,1324.5046597593332
2012-07-09,1322.7423198540976
2012-07-10,1322.07076668748
2012-07-11,1323.1295120162467
2012-07-12,1313.2620874438237
2012-07-13,1331.8735188190633
2012-07-16,1334.3670789000544
2012-07-17,1337.5374648444629
2012-07-18,1350.2745578091576
2012-07-19,1357.0100121423125
2012-07-20,1342.4833408855657
2012-07-23,1320.0281114268678
2012-07-24,1308.7223658608627
2012-07-25,1308.7790936347799
2012-07-26,1338.2081677804338
2012-07-27,1358.9993409786857
2012-07-30,1362.737629228631
2012-07-31,1362.7489357669444
2012-08-01,1363.8164383435922
2012-08-02,1347.4269951609085
2012-08-03,1375.833094021081
2012-08-06,1381.5507301803443
2012-08-07,1385.0232779558712
2012-08-08,1383.9510587296654
2012-08-09,1384.3994488655815
2012-08-10,1386.7028316307608
2012-08-13,1384.0638442869083
2012-08-14,1388.215928492807
2012-08-15,1385.8852875875043
2012-08-16,1392.2896416988765
2012-08-17,1390.0150123349097
2012-08-20,1390.1672822541116
2012-08-21,1394.4967875047228
2012-08-22,1383.4876976128282
2012-08-23,1382.2625331127417
2012-08-24,1385.0713406391067
2012-08-27,1386.6856473719126
2012-08-28,1385.4902019421097
2012-08-29,1383.382512749212
2012-08-30,1373.9645260484842
2012-08-31,1381.860352309551
2012-09-03,1385.7297568038553
2012-09-04,1377.736712374527
2012-09-05,1378.3496998710227
2012-09-06,1402.24609377415
2012-09-07,1408.3176083769754
2012-09-10,1404.7609712269204
2012-09-11,1411.5011069671386
2012-09-12,1412.4852318226212
2012-09-13,1423.3604199044962
2012-09-14,1436.514885848787
2012-09-17,1433.998558283675
2012-09-18,1430.3004853934233
2012-09-19,1434.5196481677815
2012-09-20,1431.2844649632825
2012-09-21,1436.8655836295375
2012-09-24,1433.0675413665995
2012-09-25,1435.1038365681447
2012-09-26,1418.0528560489975
2012-09-27,1423.1912867588808
2012-09-28,1413.4722913410205
2012-10-01,1424.640935757734
2012-10-02,1425.9111883326916
2012-10-03,1424.3230322242016
2012-10-04,1433.9799353695967
2012-10-05,1444.3427567469405
2012-10-08,1433.8221650979788
2012-10-09,1422.6585824672568
2012-10-10,1413.3659910257459
2012-10-11,1416.2088162802052
2012-10-12,1412.116367476115
2012-10-15,1419.2243466641412
2012-10-16,1435.478062140067
2012-10-17,1447.109754989198
2012-10-18,1447.4745285162905
2012-10-19,1432.0373371596677
2012-10-22,1429.1996459673583
2012-10-23,1403.3599666335529
2012-10-24,1404.0492763978286
2012-10-25,1410.3539119756902
2012-10-26,1408.8481995635607
2012-10-29,1404.0791418127458
2012-10-30,1412.7710704624408
2012-10-31,1407.914923577705
2012-11-01,1417.1468113256344
2012-11-02,1408.341461341153
2012-11-05,1401.2435462501728
2012-11-06,1408.583394939624
2012-11-07,1386.8013493657622
2012-11-08,1377.8446172044617
2012-11-09,1376.4793182118806
2012-11-12,1374.3433206063407
2012-11-13,1373.8036430434709
2012-11-14,1361.2702662132222
2012-11-15,1353.3147671557153
2012-11-16,1347.2766653070346
2012-11-19,1373.398678410377
2012-11-20,1374.3578254029528
2012-11-21,1378.1065002343335
2012-11-22,1384.6528618073348
2012-11-23,1399.0596868119583
2012-11-26,1396.5569580318163
2012-11-27,1393.4598683523025
2012-11-28,1399.9674123071547
2012-11-29,1412.5902310688668
2012-11-30,1414.815877142193
2012-12-03,1416.2383649853152
2012-12-04,1416.3840677838768
2012-12-05,1419.6230515206273
2012-12-06,1420.8879610136703
2012-12-07,1421.7960377269374
2012-12-10,1424.7739683677842
2012-12-11,1435.0191734435534
2012-12-12,1438.876089163875
2012-12-13,1435.2684683886373
2012-12-14,1432.8020216581124
2012-12-17,1438.6098684796839
2012-12-18,1447.810214491388
2012-12-19,1447.3496126928806
2012-12-20,1447.755939024771
2012-12-21,1438.6470189508893
2012-12-24,1436.1831510487632
2012-12-25,1436.1735053345076
2012-12-26,1434.573239659329
2012-12-27,1433.830573090158
2012-12-28,1423.0863877819304
2012-12-31,1431.000882453086
2013-01-01,1431.0651576709176
2013-01-02,1459.9435181398394
2013-01-03,1457.946631591666
2013-01-04,1460.7522863367606
2013-01-07,1458.3796350063574
2013-01-08,1453.0438892640484
2013-01-09,1458.2528662947202
2013-01-10,1469.546597102752
2013-01-11,1475.4703284803588
2013-01-14,1473.828373491887
2013-01-15,1473.3526773336312
2013-01-16,1469.5897600858636
2013-01-17,1480.36272028286
2013-01-18,1477.3140936862885
2013-01-21,1481.039733068832
2013-01-22,1482.4729568315292
2013-01-23,1484.0822948729644
2013-01-24,1491.1789671836605
2013-01-25,1502.1314077676705
2013-01-28,1499.8853629306038
2013-01-29,1513.306739715871
2013-01-30,1512.8077426119087
2013-01-31,1508.5900231438816
2013-02-01,1519.8685614219685
2013-02-04,1498.5618302690966
2013-02-05,1503.86602462749
2013-02-06,1503.7318800894338
2013-02-07,1493.2010539138316
2013-02-08,1501.2391510725029
2013-02-11,1499.4366428319465
2013-02-12,1507.0884708228016
2013-02-13,1509.1727097794133
2013-02-14,1503.8381634601822
2013-02-15,1502.9530221085658
2013-02-18,1502.4992978678872
2013-02-19,1517.9819057081688
2013-02-20,1515.7395013858163
2013-02-21,1496.9171666960947
2013-02-22,1508.6442221941504
2013-02-25,1501.4243085661067
2013-02-26,1490.444698745887
2013-02-27,1503.8465498738271
2013-02-28,1510.049450038589
2013-03-01,1506.1798324464937
2013-03-04,1511.9217606693344
2013-03-05,1529.5524798694657
2013-03-06,1529.0366916101043
2013-03-07,1533.7908578348477
2013-03-08,1534.6192834415288
2013-03-11,1539.1561325059208
2013-03-12,1541.0240202329642
2013-03-13,1537.1926241491674
2013-03-14,1550.024700344402
2013-03-15,1553.9193249197008
2013-03-18,1543.1630805051373
2013-03-19,1541.5023585270426
2013-03-20,1551.2533109862272
2013-03-21,1544.1708554737122
2013-03-22,1553.0831059438337
2013-03-25,1545.666523133387
2013-03-26,1554.3566169514922
2013-03-27,1547.9392786095852
2013-03-28,1557.8394605763904
2013-03-29,1557.8394605763904
2013-04-01,1558.041860240136
2013-04-02,1570.9497738887615
2013-04-03,1559.9101863446106
2013-04-04,1555.6040091909001
2013-04-05,1549.8999121823151
2013-04-08,1554.602658403736
2013-04-09,1561.3630383808797
2013-04-10,1582.5540442422466
2013-04-11,1592.119336931453
2013-04-12,1586.8619010546943
2013-04-15,1569.535594309394
2013-04-16,1574.0035899531667
2013-04-17,1553.9703194514987
2013-04-18,1556.9941800235274
2013-04-19,1567.4602377098308
2013-04-22,1568.7067738821097
2013-04-23,1588.6878743871682
2013-04-24,1587.2196289774013
2013-04-25,1595.432464946148
2013-04-26,1597.0983184064978
2013-04-29,1610.7788062578386
2013-04-30,1614.2566766105822
2013-05-01,1607.3977865177792
2013-05-02,1605.7048112080456
2013-05-03,1616.4882932610208
2013-05-06,1607.9527281611015
2013-05-07,1613.7872785909415
2013-05-08,1624.9518185857414
2013-05-09,1617.8039365193067
2013-05-10,1615.8257820866008
2013-05-13,1615.435028798138
2013-05-14,1623.1181609730493
2013-05-15,1625.8958915713908
2013-05-16,1623.1565585357607
2013-05-17,1621.060664965129
2013-05-20,1622.1780187311444
2013-05-21,1628.4170272873878
2013-05-22,1625.2668421901524
2013-05-23,1612.2003822987638
2013-05-24,1612.6555622317376
2013-05-27,1613.5559951249354
2013-05-28,1616.7795339033933
2013-05-29,1597.7964875137236
2013-05-30,1603.5141191310863
2013-05-31,1577.5817288900364
2013-06-03,1582.0678732531858
2013-06-04,1585.8745262157634
2013-06-05,1564.18084554763
2013-06-06,1565.3059520707136
2013-06-07,1580.196285174808
2013-06-10,1581.3010439777963
2013-06-11,1572.791294520843
2013-06-12,1571.1484584000395
2013-06-13,1579.2597077202415
2013-06-14,1580.8629973220727
2013-06-17,1592.8481255399008
2013-06-18,1596.9632023672275
2013-06-19,1587.1436544734943
2013-06-20,1529.1215214553486
2013-06-21,1525.1797790539842
2013-06-24,1504.7629749905775
2013-06-25,1518.892356194534
2013-06-26,1535.3029711101792
2013-06-27,1545.2747304005702
2013-06-28,1539.5779142022136
2013-07-01,1549.2662847554898
2013-07-02,1548.512682766819
2013-07-03,1539.493502099065
2013-07-04,1552.0947000349863
2013-07-05,1541.9810838912688
2013-07-08,1557.349052342881
2013-07-09,1564.2849205021305
2013-07-10,1571.674255838818
2013-07-11,1597.5705376157302
2013-07-12,1599.0828914625847
2013-07-15,1603.5415228999007
2013-07-16,1602.9666493395387
2013-07-17,1604.696617222465
2013-07-18,1609.350355559853
2013-07-19,1616.5533759270709
2013-07-22,1622.0370231760035
2013-07-23,1621.0510650829044
2013-07-24,1620.4511069457217
2013-07-25,1616.7859115049464
2013-07-26,1617.2104985251353
2013-07-29,1617.9084820369399
2013-07-30,1615.195074776435
2013-07-31,1613.741415287695
2013-08-01,1621.6057485827926
2013-08-02,1628.562194935921
2013-08-05,1625.5580440825245
2013-08-06,1624.528284613823
2013-08-07,1621.011283115779
2013-08-08,1629.5429482354884
2013-08-09,1629.425254541976
2013-08-12,1625.8196064854421
2013-08-13,1627.9731452194546
2013-08-14,1628.0913415608616
2013-08-15,1609.6746443303184
2013-08-16,1611.1552109086613
2013-08-19,1607.1915991576652
2013-08-20,1606.7478292269423
2013-08-21,1592.4436843216693
2013-08-22,1599.010408652184
2013-08-23,1610.7727051743261
2013-08-26,1605.7689313989829
2013-08-27,1590.0917867918135
2013-08-28,1585.6608087993254
2013-08-29,1584.2397836521852
2013-08-30,1575.789730698672
2013-09-02,1591.297054548755
2013-09-03,1584.8787493693942
2013-09-04,1594.459304103045
2013-09-05,1594.387419566741
2013-09-06,1602.9784922333663
2013-09-09,1612.6639383045356
2013-09-10,1624.6376055515825
2013-09-11,1632.781585453377
2013-09-12,1630.3680103327024
2013-09-13,1632.7146443636714
2013-09-16,1648.951537934622
2013-09-17,1648.665309374139
2013-09-18,1659.357501167595
2013-09-19,1675.0546732348544
2013-09-20,1665.6606873356372
2013-09-23,1661.7643534918616
2013-09-24,1660.0549956426714
2013-09-25,1657.9276907054357
2013-09-26,1658.6559669581886
2013-09-27,1656.6272197548578
2013-09-30,1648.8480886044701
2013-10-01,1655.5280362263204
2013-10-02,1652.1145271084229
2013-10-03,1644.746428652529
2013-10-04,1645.0833452871714
2013-10-07,1637.7429850122435
2013-10-08,1628.0752189946838
2013-10-09,1616.71505575083
2013-10-10,1640.002012237825
2013-10-11,1649.9711405501807
