Date,UNITED KINGDOM IMI VALUE WEIGHTED
1999-10-11,1224.1687381221082
1999-10-12,1202.1171626210084
1999-10-13,1187.2127107084375
1999-10-14,1177.828290110822
1999-10-15,1151.3304716986074
1999-10-18,1145.338132704505
1999-10-19,1171.6694800980704
1999-10-20,1175.5407950250772
1999-10-21,1163.44171042789
1999-10-22,1185.6430886287365
1999-10-25,1180.3793005143434
1999-10-26,1195.7891011509432
1999-10-27,1188.3218390698892
1999-10-28,1201.7747979051821
1999-10-29,1220.0491744698775
1999-11-01,1225.2572003103573
1999-11-02,1228.2510317786807
1999-11-03,1231.927497982772
1999-11-04,1241.6135056544438
1999-11-05,1233.2679618612785
1999-11-08,1232.0212015184597
1999-11-09,1237.6401253638435
1999-11-10,1237.7388426807586
1999-11-11,1253.1399051427409
1999-11-12,1257.3833258255945
1999-11-15,1269.0856012930064
1999-11-16,1279.0557728636163
1999-11-17,1270.261413154825
1999-11-18,1270.775016621142
1999-11-19,1265.2247933327067
1999-11-22,1258.903136501594
1999-11-23,1282.2561394067936
1999-11-24,1284.3880833902497
1999-11-25,1298.4022692166682
1999-11-26,1301.3262623948401
1999-11-29,1305.515846701131
1999-11-30,1280.383697676042
1999-12-01,1288.8788992047137
1999-12-02,1293.7312656596416
1999-12-03,1308.4537951134778
1999-12-06,1285.4863075433502
1999-12-07,1280.266198479545
1999-12-08,1270.1078641505003
1999-12-09,1279.6247411104289
1999-12-10,1292.3634813317324
1999-12-13,1296.8972193773398
1999-12-14,1302.246092756508
1999-12-15,1290.4714032680135
1999-12-16,1282.1322214634888
1999-12-17,1298.8679387518655
1999-12-20,1298.4289189368385
1999-12-21,1300.5553166949855
1999-12-22,1303.539029232645
1999-12-23,1307.6350559623554
1999-12-24,1311.9203705542584
1999-12-27,1317.6377068782028
1999-12-28,1321.559453725089
1999-12-29,1332.587407026999
1999-12-30,1347.637357481855
1999-12-31,1347.641397394386
2000-01-03,1340.4243996501361
2000-01-04,1297.4104577223336
2000-01-05,1283.4943166816608
2000-01-06,1285.1418610803955
2000-01-07,1295.7656323273698
2000-01-10,1307.58310299086
2000-01-11,1292.7358977892643
2000-01-12,1292.7843402804901
2000-01-13,1288.041801158058
2000-01-14,1306.4048770255085
2000-01-17,1303.3861364535062
2000-01-18,1281.4279680833802
2000-01-19,1269.71780474423
2000-01-20,1257.0211106897682
2000-01-21,1261.5720799942496
2000-01-24,1270.8429996064647
2000-01-25,1244.9900932503483
2000-01-26,1260.2020480927831
2000-01-27,1283.211024420161
2000-01-28,1265.3777862506474
2000-01-31,1249.5954225319115
2000-02-01,1248.2904945803366
2000-02-02,1231.9922281135032
2000-02-03,1221.3351859305378
2000-02-04,1187.4891868548602
2000-02-07,1175.6843524469236
2000-02-08,1189.1293826283854
2000-02-09,1187.331510149663
2000-02-10,1184.4702767547683
2000-02-11,1171.1648904277124
2000-02-14,1159.2459379433071
2000-02-15,1152.5540919997488
2000-02-16,1181.9823638302403
2000-02-17,1198.7639017685583
2000-02-18,1194.10657153698
2000-02-21,1186.0453664779366
2000-02-22,1158.3533532583176
2000-02-23,1170.8064328026903
2000-02-24,1168.2869637583512
2000-02-25,1197.010039043007
2000-02-28,1199.412513733572
2000-02-29,1216.7196373236159
2000-03-01,1238.9397755883183
2000-03-02,1247.1034429759986
2000-03-03,1259.4783114061227
2000-03-06,1257.6741415884755
2000-03-07,1252.9386173852356
2000-03-08,1243.3087075878466
2000-03-09,1240.231473878068
2000-03-10,1245.32007092455
2000-03-13,1227.7316664377001
2000-03-14,1232.6355502313131
2000-03-15,1228.5406011240218
2000-03-16,1262.6968306059484
2000-03-17,1258.2681801692615
2000-03-20,1260.883898884988
2000-03-21,1271.4300766717088
2000-03-22,1282.0305663732815
2000-03-23,1280.6691154850425
2000-03-24,1308.7894271391165
2000-03-27,1309.5085896237672
2000-03-28,1309.3587302609697
2000-03-29,1320.1824969425943
2000-03-30,1306.074310721931
2000-03-31,1318.939372853207
2000-04-03,1314.4171026809047
2000-04-04,1326.413165830297
2000-04-05,1290.7446341910797
2000-04-06,1294.0939931841583
2000-04-07,1305.9030341609991
2000-04-10,1304.5322208476482
2000-04-11,1292.8573991607932
2000-04-12,1298.7852726008878
2000-04-13,1302.4768385338357
2000-04-14,1281.7480932754668
2000-04-17,1245.5547840876052
2000-04-18,1256.1206144637554
2000-04-19,1280.569216682301
2000-04-20,1292.889180509793
2000-04-21,1292.848798959737
2000-04-24,1292.4373745250296
2000-04-25,1324.5217018210947
2000-04-26,1329.8236483158867
2000-04-27,1332.49018933361
2000-04-28,1340.2550821408302
2000-05-01,1334.6649024558146
2000-05-02,1352.5877353427395
2000-05-03,1353.4352237297185
2000-05-04,1338.544947149157
2000-05-05,1327.240502101872
2000-05-08,1327.7516467505038
2000-05-09,1310.8282949622837
2000-05-10,1292.9811446716308
2000-05-11,1311.3755543184209
2000-05-12,1327.6378323081246
2000-05-15,1311.102424402743
2000-05-16,1326.9892228219237
2000-05-17,1324.9719687887007
2000-05-18,1320.4895931999308
2000-05-19,1305.2480556761336
2000-05-22,1298.4515558022765
2000-05-23,1286.0199885682598
2000-05-24,1288.8048327603813
2000-05-25,1298.3711500874717
2000-05-26,1279.2870712382098
2000-05-29,1282.124830057171
2000-05-30,1298.4331813578558
2000-05-31,1297.3216502965831
2000-06-01,1304.2932056177385
2000-06-02,1312.4549238226812
2000-06-05,1313.6297145537367
2000-06-06,1310.8197860099845
2000-06-07,1304.9402588847443
2000-06-08,1302.5328263592437
2000-06-09,1296.7710649364221
2000-06-12,1296.499953325382
2000-06-13,1291.8692835458953
2000-06-14,1295.1533171100186
2000-06-15,1305.001731996521
2000-06-16,1302.3685067785996
2000-06-19,1299.3639949098583
2000-06-20,1304.1037275608685
2000-06-21,1297.6182037833487
2000-06-22,1309.9057156247957
2000-06-23,1307.8921473217777
2000-06-26,1309.7238630771524
2000-06-27,1298.271546200659
2000-06-28,1297.9565302111184
2000-06-29,1292.5318634786597
2000-06-30,1293.0606271713336
2000-07-03,1315.3051863290334
2000-07-04,1312.2915705090422
2000-07-05,1293.304333031618
2000-07-06,1300.3388532317908
2000-07-07,1319.2403863606705
2000-07-10,1311.814506539026
2000-07-11,1319.317677907032
2000-07-12,1335.0279535306195
2000-07-13,1329.1466124142296
2000-07-14,1330.1816818481846
2000-07-17,1328.2299440591562
2000-07-18,1323.1865058312271
2000-07-19,1335.923403949852
2000-07-20,1346.5851277492534
2000-07-21,1333.9594367216366
2000-07-24,1332.860806165034
2000-07-25,1327.16786609772
2000-07-26,1320.7398296750025
2000-07-27,1318.396990471808
2000-07-28,1327.596310465177
2000-07-31,1328.8379847751569
2000-08-01,1338.5907007643927
2000-08-02,1354.9429526054955
2000-08-03,1362.1013202199545
2000-08-04,1369.8004478716007
2000-08-07,1383.2654889963835
2000-08-08,1392.4647910546519
2000-08-09,1404.5650708572366
2000-08-10,1383.4695106425474
2000-08-11,1395.5783450698455
2000-08-14,1407.9858770394758
2000-08-15,1404.3345688400882
2000-08-16,1407.4747829796813
2000-08-17,1402.4172540146874
2000-08-18,1411.4476899417716
2000-08-21,1418.654721781257
2000-08-22,1426.586330148756
2000-08-23,1428.7782256025976
2000-08-24,1412.2840891131739
2000-08-25,1398.019398361067
2000-08-28,1405.020507435255
2000-08-29,1401.0958425654908
2000-08-30,1400.9766188054139
2000-08-31,1408.8149153561799
2000-09-01,1404.5755947890566
2000-09-04,1410.0778370138476
2000-09-05,1413.4520376749267
2000-09-06,1422.6167842775058
2000-09-07,1413.1276329058235
2000-09-08,1395.088219991687
2000-09-11,1395.8239270075767
2000-09-12,1379.0690367185225
2000-09-13,1369.4997193580148
2000-09-14,1379.3675015292383
2000-09-15,1355.9056418352286
2000-09-18,1366.9748546308483
2000-09-19,1369.718587509921
2000-09-20,1371.531376046577
2000-09-21,1360.7978368792487
2000-09-22,1353.8909553226342
2000-09-25,1368.131858475862
2000-09-26,1354.6873083770204
2000-09-27,1365.7074908661025
2000-09-28,1366.1293111467567
2000-09-29,1385.924031722073
2000-10-02,1378.3138507717845
2000-10-03,1383.5169120475264
2000-10-04,1390.9617275235755
2000-10-05,1398.7668415920768
2000-10-06,1397.3264946326462
2000-10-09,1380.6368551706628
2000-10-10,1373.4834716066234
2000-10-11,1361.5804118870717
2000-10-12,1384.9509137550776
2000-10-13,1386.8751128981964
2000-10-16,1407.026133440924
2000-10-17,1388.6726877658473
2000-10-18,1398.2247920104228
2000-10-19,1407.7438802201966
2000-10-20,1423.5312938288869
2000-10-23,1441.0985631218464
2000-10-24,1452.1922531764092
2000-10-25,1448.6600644878622
2000-10-26,1438.6223315551947
2000-10-27,1442.0300950219669
2000-10-30,1447.7312265663802
2000-10-31,1456.9330039019455
2000-11-01,1444.7088196377385
2000-11-02,1442.3683745621247
2000-11-03,1439.782502196161
2000-11-06,1442.7530456501513
2000-11-07,1443.8055497410435
2000-11-08,1448.609964782093
2000-11-09,1443.4672197927919
2000-11-10,1440.7825316537965
2000-11-13,1437.913018516738
2000-11-14,1447.9142727778255
2000-11-15,1446.6280248512778
2000-11-16,1452.1629162281065
2000-11-17,1457.9043912237885
2000-11-20,1458.7838409749547
2000-11-21,1465.5710806111003
2000-11-22,1442.1041475011773
2000-11-23,1437.5325272353123
2000-11-24,1453.168059328628
2000-11-27,1461.7373616880986
2000-11-28,1439.8986143790066
2000-11-29,1422.9451914524507
2000-11-30,1401.1064930413772
2000-12-01,1417.8089553435825
2000-12-04,1410.062214355322
2000-12-05,1432.6566301819585
2000-12-06,1420.0581965179445
2000-12-07,1409.7612002592323
2000-12-08,1427.486004993452
2000-12-11,1463.7951643269462
2000-12-12,1462.1619141555866
2000-12-13,1468.199305935627
2000-12-14,1444.6296845319607
2000-12-15,1416.9580617459703
2000-12-18,1428.9730500196363
2000-12-19,1446.6547038586891
2000-12-20,1414.4765248372444
2000-12-21,1397.2459814651743
2000-12-22,1382.4887624591238
2000-12-25,1382.485945051916
2000-12-26,1377.6164784386413
2000-12-27,1405.241271265712
2000-12-28,1413.8662719500248
2000-12-29,1400.5068434909952
2001-01-01,1400.545014534234
2001-01-02,1382.9401206315772
2001-01-03,1374.7856503643789
2001-01-04,1396.1510592287195
2001-01-05,1392.7760327301262
2001-01-08,1391.0322487795472
2001-01-09,1387.8853830682847
2001-01-10,1382.5849408966344
2001-01-11,1377.5545937602028
2001-01-12,1370.7318973898439
2001-01-15,1381.5079594956558
2001-01-16,1359.8546195386616
2001-01-17,1396.8912422131693
2001-01-18,1377.886668068153
2001-01-19,1381.998573815115
2001-01-22,1378.861107123114
2001-01-23,1382.3193640926854
2001-01-24,1404.034946218568
2001-01-25,1408.381199000191
2001-01-26,1409.6394181879805
2001-01-29,1421.3670862570555
2001-01-30,1421.2136443980287
2001-01-31,1404.3916500839894
2001-02-01,1400.0911664905066
2001-02-02,1402.7422174173637
2001-02-05,1401.9757224416733
2001-02-06,1407.4290819227738
2001-02-07,1398.6282894164672
2001-02-08,1402.7018042124314
2001-02-09,1388.1646149424082
2001-02-12,1397.4403569504516
2001-02-13,1407.5750700730905
2001-02-14,1413.2416140343014
2001-02-15,1428.1134111004615
2001-02-16,1394.101907926736
2001-02-19,1382.2303071180297
2001-02-20,1380.5462518490115
2001-02-21,1374.418704022252
2001-02-22,1387.4478274403293
2001-02-23,1379.8809196586053
2001-02-26,1365.2146792304975
2001-02-27,1357.6604514425205
2001-02-28,1355.285343406999
2001-03-01,1351.6624053698404
2001-03-02,1351.6265431784473
2001-03-05,1367.583726885958
2001-03-06,1376.6394973825506
2001-03-07,1377.0231498184355
2001-03-08,1374.4051518829376
2001-03-09,1359.8430751710134
2001-03-12,1343.8238459719637
2001-03-13,1326.004979638148
2001-03-14,1311.1584828114424
2001-03-15,1334.9002294925638
2001-03-16,1309.286622327905
2001-03-19,1301.1233726514538
2001-03-20,1311.2472706758158
2001-03-21,1297.3453551063908
2001-03-22,1265.343735208084
2001-03-23,1274.5093109891716
2001-03-26,1306.432462694061
2001-03-27,1334.87059359908
2001-03-28,1328.8822458591076
2001-03-29,1342.6204706598032
2001-03-30,1335.3971246957524
2001-04-02,1337.9822712370892
2001-04-03,1309.073784505998
2001-04-04,1304.4075285526467
2001-04-05,1324.2610625014581
2001-04-06,1323.1901437950028
2001-04-09,1343.9940241424945
2001-04-10,1374.7077326121782
2001-04-11,1377.9030280285258
2001-04-12,1368.0067473677095
2001-04-13,1367.9334233443087
2001-04-16,1376.3518599133574
2001-04-17,1376.4968303409241
2001-04-18,1405.479438395539
2001-04-19,1395.3026156811911
2001-04-20,1384.5287407787034
2001-04-23,1387.6797826676448
2001-04-24,1387.8954716392145
2001-04-25,1384.636038476155
2001-04-26,1382.318481414105
2001-04-27,1409.3554020646034
2001-04-30,1417.2543287491746
2001-05-01,1406.0940365668675
2001-05-02,1404.1515870605365
2001-05-03,1379.2623608637382
2001-05-04,1401.4242584197614
2001-05-07,1409.897561203574
2001-05-08,1416.5663810091721
2001-05-09,1408.8460027560218
2001-05-10,1424.8347431666014
2001-05-11,1423.2996744937807
2001-05-14,1391.0950841652063
2001-05-15,1411.367157187471
2001-05-16,1416.2804968111218
2001-05-17,1428.2557484271915
2001-05-18,1439.5534775335445
2001-05-21,1452.5691458866954
2001-05-22,1465.7190972181204
2001-05-23,1459.8234791584068
2001-05-24,1453.6052299559078
2001-05-25,1461.5548641726216
2001-05-28,1455.7292913945967
2001-05-29,1459.4975448832881
2001-05-30,1448.31235308551
2001-05-31,1463.0290147848777
2001-06-01,1463.5824446228498
2001-06-04,1471.7405309792562
2001-06-05,1477.5812984147087
2001-06-06,1460.1896608918837
2001-06-07,1460.1055777165675
2001-06-08,1455.0863623127898
2001-06-11,1439.1723890644748
2001-06-12,1419.8980125070477
2001-06-13,1427.0058013120824
2001-06-14,1412.760968717266
2001-06-15,1400.7024249303072
2001-06-18,1394.8022842534695
2001-06-19,1402.970446771985
2001-06-20,1407.1254309656658
2001-06-21,1412.5690626954693
2001-06-22,1412.341658455112
2001-06-25,1403.8563497770785
2001-06-26,1382.6187286922607
2001-06-27,1394.4004497712888
2001-06-28,1416.3838350445053
2001-06-29,1417.563448667908
2001-07-02,1440.959606350829
2001-07-03,1418.5517818855717
2001-07-04,1411.3039315886156
2001-07-05,1407.6274536781364
2001-07-06,1385.0092894028196
2001-07-09,1377.9523973280966
2001-07-10,1368.9475255550135
2001-07-11,1348.8499693611125
2001-07-12,1374.3835100920526
2001-07-13,1379.5103166084161
2001-07-16,1369.8386710603722
2001-07-17,1357.8854993838672
2001-07-18,1336.396885183804
2001-07-19,1347.5218582808286
2001-07-20,1343.8412139654479
2001-07-23,1348.5468827410925
2001-07-24,1319.9726242548936
2001-07-25,1303.7873176209664
2001-07-26,1307.2297404773262
2001-07-27,1333.340640628607
2001-07-30,1341.9185841487706
2001-07-31,1361.4481471167348
2001-08-01,1367.1656431740982
2001-08-02,1373.5265062718665
2001-08-03,1361.4401438748714
2001-08-06,1354.4517061705917
2001-08-07,1358.8628409378127
2001-08-08,1345.5119594403118
2001-08-09,1320.1119889759218
2001-08-10,1319.125906067196
2001-08-13,1312.8848073744946
2001-08-14,1328.9428270756466
2001-08-15,1320.4543771840172
2001-08-16,1311.8183942537823
2001-08-17,1300.4668768408671
2001-08-20,1310.3375214344665
2001-08-21,1327.3993415327034
2001-08-22,1319.7580353536734
2001-08-23,1320.069195143174
2001-08-24,1334.7007670522032
2001-08-27,1336.6754528331587
2001-08-28,1335.7803535918679
2001-08-29,1334.411824340714
2001-08-30,1316.1541538771553
2001-08-31,1320.1803891688435
2001-09-03,1316.8663109786737
2001-09-04,1348.3674063915723
2001-09-05,1345.272963706156
2001-09-06,1315.2139990897897
2001-09-07,1274.1979851939
2001-09-10,1263.3469897159168
2001-09-11,1195.9670939501825
2001-09-12,1211.3332025938014
2001-09-13,1229.0777976755382
2001-09-14,1174.5611150185596
2001-09-17,1193.8196415727841
2001-09-18,1175.1778244713028
2001-09-19,1141.5230658465987
2001-09-20,1101.4511396943817
2001-09-21,1077.0144802780192
2001-09-24,1122.7318402540084
2001-09-25,1130.632901827686
2001-09-26,1145.395717586447
2001-09-27,1154.462481106465
2001-09-28,1192.841197032073
2001-10-01,1170.8791707019916
2001-10-02,1167.4234007734426
2001-10-03,1181.2662522138842
2001-10-04,1223.9054110654654
2001-10-05,1225.5352782042282
2001-10-08,1213.1340893647773
2001-10-09,1207.6824894339543
2001-10-10,1226.3581943432093
2001-10-11,1240.313327947231
2001-10-12,1238.5038808323177
2001-10-15,1217.7259836651021
2001-10-16,1221.2398017872672
2001-10-17,1254.0736393837678
2001-10-18,1234.560145170684
2001-10-19,1215.0563120736467
2001-10-22,1220.2500064844144
2001-10-23,1246.5128465141977
2001-10-24,1241.0160994304229
2001-10-25,1225.5741636781934
2001-10-26,1255.5708872069185
2001-10-29,1235.0956761947652
2001-10-30,1211.923883839154
2001-10-31,1230.5430953644357
2001-11-01,1233.153348656499
2001-11-02,1250.9127443748564
2001-11-05,1273.9031314618305
2001-11-06,1279.2591649135818
2001-11-07,1282.994167589783
2001-11-08,1304.0922492340198
2001-11-09,1298.0395236866204
2001-11-12,1273.8671156717353
2001-11-13,1309.8655545394702
2001-11-14,1304.868346626244
2001-11-15,1303.9872137808663
2001-11-16,1305.3823102709985
2001-11-19,1315.7716031932505
2001-11-20,1305.1972748595679
2001-11-21,1313.3786954264178
2001-11-22,1314.0722411232166
2001-11-23,1304.0777491407919
2001-11-26,1308.2198672884547
2001-11-27,1299.401394054108
2001-11-28,1287.7355135943403
2001-11-29,1286.7747357039254
2001-11-30,1277.6832447537352
2001-12-03,1271.7409810989946
2001-12-04,1280.7881162787014
2001-12-05,1311.1633149657466
2001-12-06,1327.7340033268847
2001-12-07,1314.9016526478413
2001-12-10,1301.1628473057722
2001-12-11,1296.0510171244557
2001-12-12,1286.214742583787
2001-12-13,1269.9242155658483
2001-12-14,1265.8033447284354
2001-12-17,1285.1689698451885
2001-12-18,1292.1816974177434
2001-12-19,1282.6821085879706
2001-12-20,1273.3736502231689
2001-12-21,1295.4808734700216
2001-12-24,1316.3096611929627
2001-12-25,1316.2815152225048
2001-12-26,1322.8614566050378
2001-12-27,1326.2060807641797
2001-12-28,1335.2108978688123
2001-12-31,1326.214009809706
2002-01-01,1326.20124509173
2002-01-02,1298.482659839452
2002-01-03,1323.5887023074818
2002-01-04,1339.2330412730553
2002-01-07,1334.6448518969653
2002-01-08,1329.5866274304979
2002-01-09,1322.7211258868372
2002-01-10,1312.9275531643584
2002-01-11,1317.6137882715957
2002-01-14,1299.139923691647
2002-01-15,1308.9074250818687
2002-01-16,1304.109360396169
2002-01-17,1311.8668638975832
2002-01-18,1301.960051918266
2002-01-21,1305.1421632190763
2002-01-22,1299.2805549343293
2002-01-23,1297.3726516649003
2002-01-24,1314.723609770052
2002-01-25,1314.791743225061
2002-01-28,1326.7202008212223
2002-01-29,1306.1661409355631
2002-01-30,1297.0636343588023
2002-01-31,1313.6249107336557
2002-02-01,1320.3416716357979
2002-02-04,1307.4430397452295
2002-02-05,1289.1744415572875
2002-02-06,1278.2887050260565
2002-02-07,1287.9711568348534
2002-02-08,1290.479297824876
2002-02-11,1294.838989524495
2002-02-12,1297.8871557818902
2002-02-13,1306.1077360264642
2002-02-14,1317.9754479575531
2002-02-15,1312.2358370142254
2002-02-18,1307.4321919326478
2002-02-19,1286.6788698981284
2002-02-20,1273.2490498362529
2002-02-21,1282.9171978921074
2002-02-22,1271.562826310775
2002-02-25,1291.862147634225
2002-02-26,1303.5684947102463
2002-02-27,1312.6574642073565
2002-02-28,1294.9265113461086
2002-03-01,1312.933540530326
2002-03-04,1332.5994508942774
2002-03-05,1328.2966602360495
2002-03-06,1331.154914903542
2002-03-07,1337.1393355032674
2002-03-08,1342.251512031449
2002-03-11,1339.0005872321015
2002-03-12,1329.2371046064459
2002-03-13,1333.2137311124254
2002-03-14,1330.1406695301248
2002-03-15,1340.4007284003058
2002-03-18,1347.5021709221858
2002-03-19,1348.2349045082794
2002-03-20,1341.2818797168115
2002-03-21,1344.9088953744815
2002-03-22,1347.3257266639475
2002-03-25,1339.6384326726368
2002-03-26,1340.1946365382994
2002-03-27,1347.5693033165917
2002-03-28,1360.8035398623229
2002-03-29,1360.7910940087074
2002-04-01,1363.5664340512417
2002-04-02,1360.3942420652984
2002-04-03,1357.9671621706987
2002-04-04,1348.8561054506345
2002-04-05,1356.4583825742213
2002-04-08,1347.8793379700114
2002-04-09,1346.1267084478925
2002-04-10,1357.3948679825735
2002-04-11,1333.434618576678
2002-04-12,1343.1540607327886
2002-04-15,1351.5368132519668
2002-04-16,1364.291895279021
2002-04-17,1363.158468855229
2002-04-18,1357.1027813428807
2002-04-19,1364.1556312183006
2002-04-22,1364.8956330939916
2002-04-23,1356.0920116030456
2002-04-24,1357.8670918585888
2002-04-25,1347.6772816557404
2002-04-26,1338.679532417984
2002-04-29,1337.503025627712
2002-04-30,1342.9867283718288
2002-05-01,1333.0237021337232
2002-05-02,1352.2983428621612
2002-05-03,1350.4454492592063
2002-05-06,1345.390225171423
2002-05-07,1328.821950374818
2002-05-08,1349.5030522040647
2002-05-09,1344.6503725408272
2002-05-10,1337.897535847856
2002-05-13,1344.6356384603516
2002-05-14,1353.8439414860268
2002-05-15,1356.8465551532
2002-05-16,1353.6571747902053
2002-05-17,1335.5043001842037
2002-05-20,1330.455468809674
