Date,ITALY IMI VALUE WEIGHTED
1999-07-06,1087.1334477081527
1999-07-07,1085.2629773236927
1999-07-08,1085.411721728928
1999-07-09,1090.3443434802052
1999-07-12,1092.768397768949
1999-07-13,1076.0387134223656
1999-07-14,1083.456363840621
1999-07-15,1089.7788584495158
1999-07-16,1082.3199869880573
1999-07-19,1085.2935140942866
1999-07-20,1064.9918216105227
1999-07-21,1042.6106522134537
1999-07-22,1037.8296962581917
1999-07-23,1026.9999350022392
1999-07-26,1004.9496899784253
1999-07-27,1011.8342617280362
1999-07-28,1003.6876575717399
1999-07-29,982.4030685205803
1999-07-30,997.9300396992877
1999-08-02,1009.3150089885999
1999-08-03,1002.888645549961
1999-08-04,1004.2775349559959
1999-08-05,982.494098105174
1999-08-06,978.2898184775462
1999-08-09,992.488878484682
1999-08-10,979.9021588527377
1999-08-11,985.8022008055292
1999-08-12,1003.8544784575439
1999-08-13,1015.1078224393287
1999-08-16,1019.6308160006926
1999-08-17,1028.0785099429359
1999-08-18,1018.6791698582209
1999-08-19,1011.3207239014961
1999-08-20,1017.2984385728136
1999-08-23,1031.946083767551
1999-08-24,1032.6568371833116
1999-08-25,1040.023953641535
1999-08-26,1043.9042949182221
1999-08-27,1044.5527970971748
1999-08-30,1040.4659880336706
1999-08-31,1024.4672187592703
1999-09-01,1028.2667215980814
1999-09-02,1012.7375792980778
1999-09-03,1031.8201675432872
1999-09-06,1037.7174245630536
1999-09-07,1032.8545869444542
1999-09-08,1038.5238824076898
1999-09-09,1045.1213466380148
1999-09-10,1056.713291916006
1999-09-13,1052.9243761872785
1999-09-14,1050.3138741434109
1999-09-15,1048.0334562527403
1999-09-16,1048.6992848159928
1999-09-17,1050.0998943854802
1999-09-20,1056.392665600931
1999-09-21,1051.3253282174846
1999-09-22,1056.697781525447
1999-09-23,1059.4584722798054
1999-09-24,1058.3272356651737
1999-09-27,1057.6188341668142
1999-09-28,1055.0885283735254
1999-09-29,1039.1516146355773
1999-09-30,1035.7960973617141
1999-10-01,1040.9969326263006
1999-10-04,1048.7630441650188
1999-10-05,1045.2607211784582
1999-10-06,1045.1917722669318
1999-10-07,1049.339102687665
1999-10-08,1045.8561793697666
1999-10-11,1042.295654418645
1999-10-12,1025.6198209076272
1999-10-13,1019.1313507638882
1999-10-14,1014.3388535155989
1999-10-15,996.242726710926
1999-10-18,982.3040696043653
1999-10-19,995.8673822454261
1999-10-20,991.8221162204363
1999-10-21,990.3991020941385
1999-10-22,1002.4776823866471
1999-10-25,988.353472130348
1999-10-26,988.7984607907051
1999-10-27,986.0942590062629
1999-10-28,1003.7741626371602
1999-10-29,1012.4647732416402
1999-11-01,1012.4683242362573
1999-11-02,1004.333455800785
1999-11-03,999.14352295397
1999-11-04,1010.6564242718483
1999-11-05,1007.3267975388065
1999-11-08,1004.8095413185982
1999-11-09,1011.1005699013591
1999-11-10,1015.2747142452633
1999-11-11,1019.9266956294576
1999-11-12,1015.997132802031
1999-11-15,1021.9309024284876
1999-11-16,1027.8876033248791
1999-11-17,1023.4739867679988
1999-11-18,1033.3980655258613
1999-11-19,1036.5112465456389
1999-11-22,1030.7452048764155
1999-11-23,1027.7523420541793
1999-11-24,1035.9927489874026
1999-11-25,1049.1721422874898
1999-11-26,1049.8349205683855
1999-11-29,1056.1713728592067
1999-11-30,1051.0099293860142
1999-12-01,1063.7844981098406
1999-12-02,1064.1633689569526
1999-12-03,1078.865855420406
1999-12-06,1077.827962258247
1999-12-07,1080.8964056550242
1999-12-08,1081.6327854758013
1999-12-09,1087.7824422231306
1999-12-10,1084.7967717288207
1999-12-13,1098.2049247604796
1999-12-14,1107.5570388920114
1999-12-15,1097.2759329307785
1999-12-16,1103.7792422251657
1999-12-17,1103.2505721611444
1999-12-20,1113.5335347827865
1999-12-21,1099.4263128760074
1999-12-22,1117.7598689472081
1999-12-23,1134.176364874648
1999-12-24,1134.176364874648
1999-12-27,1141.5415224187327
1999-12-28,1148.6204761449885
1999-12-29,1158.497720385337
1999-12-30,1162.8745874040249
1999-12-31,1162.7876085254425
2000-01-03,1136.1194921724373
2000-01-04,1114.879479386604
2000-01-05,1103.7517620217802
2000-01-06,1101.0722622559747
2000-01-07,1126.4579050574505
2000-01-10,1112.7062386701402
2000-01-11,1110.6422443505076
2000-01-12,1118.5251438302917
2000-01-13,1123.6553626939897
2000-01-14,1142.45225647876
2000-01-17,1136.5518716737029
2000-01-18,1120.8800272991803
2000-01-19,1129.0732279284348
2000-01-20,1135.7279626476209
2000-01-21,1135.116914589135
2000-01-24,1137.6966112997152
2000-01-25,1117.1479560555752
2000-01-26,1115.5946738899368
2000-01-27,1127.216494736576
2000-01-28,1130.4018387995407
2000-01-31,1118.972005569694
2000-02-01,1147.5135586467184
2000-02-02,1167.5759213374915
2000-02-03,1181.0666912562533
2000-02-04,1184.0606554371932
2000-02-07,1180.2230051970905
2000-02-08,1216.3781748927952
2000-02-09,1213.527538403434
2000-02-10,1221.06842496271
2000-02-11,1235.0879216824533
2000-02-14,1238.9880139417032
2000-02-15,1219.1927295671178
2000-02-16,1230.8038752648758
2000-02-17,1238.4476894989307
2000-02-18,1240.5461811155685
2000-02-21,1225.5895903622359
2000-02-22,1218.0108140669686
2000-02-23,1238.981248052988
2000-02-24,1235.4162202630357
2000-02-25,1264.173032109234
2000-02-28,1262.1640052940131
2000-02-29,1286.069140063137
2000-03-01,1298.2310128334304
2000-03-02,1317.124523988281
2000-03-03,1316.4050517680807
2000-03-06,1342.7526729245812
2000-03-07,1301.1253306623016
2000-03-08,1307.7873279837115
2000-03-09,1324.8073755875253
2000-03-10,1330.204033866519
2000-03-13,1300.6386460104313
2000-03-14,1288.603651025337
2000-03-15,1245.589081090176
2000-03-16,1272.3981004315865
2000-03-17,1280.5712601059677
2000-03-20,1259.1192088171933
2000-03-21,1250.456621699382
2000-03-22,1236.812651777229
2000-03-23,1231.2096098336883
2000-03-24,1253.1216015806845
2000-03-27,1253.186006198515
2000-03-28,1247.9965725177813
2000-03-29,1244.5702255416536
2000-03-30,1221.2877369865741
2000-03-31,1216.0761346194854
2000-04-03,1187.7489980681635
2000-04-04,1204.1025534407
2000-04-05,1185.2646200593535
2000-04-06,1207.9584423399817
2000-04-07,1212.0470932901947
2000-04-10,1208.6416493975344
2000-04-11,1191.741325959869
2000-04-12,1199.6897930928185
2000-04-13,1205.4050112325322
2000-04-14,1180.3867621394445
2000-04-17,1164.0203844094458
2000-04-18,1171.8980487132574
2000-04-19,1173.0061099459908
2000-04-20,1199.4218410445785
2000-04-21,1199.4218410445785
2000-04-24,1199.4379613285612
2000-04-25,1215.1311377249897
2000-04-26,1214.8483909110355
2000-04-27,1203.433290772106
2000-04-28,1222.4527085721418
2000-05-01,1222.4573940317455
2000-05-02,1245.4400461718549
2000-05-03,1228.0636462569196
2000-05-04,1240.6924936463754
2000-05-05,1251.4137883131268
2000-05-08,1249.6297517830308
2000-05-09,1237.6932891445078
2000-05-10,1237.2876369457113
2000-05-11,1245.9332828582278
2000-05-12,1255.0759038108297
2000-05-15,1255.1323422832693
2000-05-16,1276.848778974045
2000-05-17,1257.2464723199746
2000-05-18,1267.3159485436902
2000-05-19,1225.3268619450655
2000-05-22,1207.6981795244565
2000-05-23,1222.450932604545
2000-05-24,1214.7307714026356
2000-05-25,1233.5543058953851
2000-05-26,1235.2070238321614
2000-05-29,1243.631744052591
2000-05-30,1248.215584558206
2000-05-31,1243.7831572438251
2000-06-01,1255.2915979425434
2000-06-02,1265.9430718959673
2000-06-05,1260.8226974548938
2000-06-06,1252.9145902731282
2000-06-07,1264.6572785264445
2000-06-08,1260.0798188310287
2000-06-09,1262.9479825346943
2000-06-12,1258.4578636641422
2000-06-13,1264.7355854211867
2000-06-14,1278.9131581996078
2000-06-15,1277.285614405449
2000-06-16,1269.3641993515603
2000-06-19,1267.5639473251122
2000-06-20,1269.5733928907373
2000-06-21,1264.3885948698426
2000-06-22,1260.1223229927907
2000-06-23,1273.1572763839006
2000-06-26,1278.47721003519
2000-06-27,1277.76535770229
2000-06-28,1290.0032877282028
2000-06-29,1281.6407113980686
2000-06-30,1296.9565110051476
2000-07-03,1300.8053378545187
2000-07-04,1294.055095975263
2000-07-05,1293.756033930779
2000-07-06,1299.1707333615648
2000-07-07,1310.5135426766212
2000-07-10,1305.6840273440378
2000-07-11,1313.0801624377905
2000-07-12,1313.1393383087984
2000-07-13,1317.2405182023688
2000-07-14,1311.4183454908912
2000-07-17,1310.7272551917506
2000-07-18,1305.6373574402653
2000-07-19,1311.2956476043869
2000-07-20,1320.6474462039957
2000-07-21,1314.390793650941
2000-07-24,1311.9991820551065
2000-07-25,1312.0117779925242
2000-07-26,1301.8937642594192
2000-07-27,1290.4677673329131
2000-07-28,1282.8655176007717
2000-07-31,1295.1617187428508
2000-08-01,1298.7814762663043
2000-08-02,1302.2698346197135
2000-08-03,1288.6809940783528
2000-08-04,1291.808229655174
2000-08-07,1317.406660335656
2000-08-08,1325.7788612110771
2000-08-09,1332.4985861598052
2000-08-10,1333.346288363399
2000-08-11,1331.6193487454284
2000-08-14,1339.023150400756
2000-08-15,1338.8965768307062
2000-08-16,1352.548441839752
2000-08-17,1347.2527072440516
2000-08-18,1346.0842731847763
2000-08-21,1347.1337890039586
2000-08-22,1355.1535484063868
2000-08-23,1367.0651503417157
2000-08-24,1360.6408356225104
2000-08-25,1365.3256589497819
2000-08-28,1365.5540053321406
2000-08-29,1366.0798900820923
2000-08-30,1365.4728372391096
2000-08-31,1370.5843227828598
2000-09-01,1371.027227549349
2000-09-04,1375.9620938671828
2000-09-05,1369.3018913723924
2000-09-06,1371.3944107869038
2000-09-07,1382.32356457551
2000-09-08,1370.9176714520272
2000-09-11,1373.4852276558206
2000-09-12,1369.1241279901928
2000-09-13,1355.6833564919173
2000-09-14,1360.5515275274702
2000-09-15,1352.7553173532729
2000-09-18,1341.8119793210499
2000-09-19,1334.7213751605943
2000-09-20,1316.563231988009
2000-09-21,1303.0003547276845
2000-09-22,1311.1916766381053
2000-09-25,1316.5849730591926
2000-09-26,1310.8093185428752
2000-09-27,1319.5623406198788
2000-09-28,1319.1688805924323
2000-09-29,1316.3868561028528
2000-10-02,1334.4881207589344
2000-10-03,1335.5258241466347
2000-10-04,1335.1520113559595
2000-10-05,1335.6534840717447
2000-10-06,1327.5010719404493
2000-10-09,1310.595340067968
2000-10-10,1320.6152449338051
2000-10-11,1302.163443148541
2000-10-12,1300.007437640784
2000-10-13,1308.2083171847335
2000-10-16,1311.0542283758998
2000-10-17,1308.932745505214
2000-10-18,1309.3790259315244
2000-10-19,1317.6436702502554
2000-10-20,1320.639879456818
2000-10-23,1324.67326953518
2000-10-24,1335.9585425655998
2000-10-25,1339.1291253437826
2000-10-26,1340.635996088749
2000-10-27,1352.669685123106
2000-10-30,1361.0949266821256
2000-10-31,1371.917081084004
2000-11-01,1382.9868314719042
2000-11-02,1380.9579445323923
2000-11-03,1380.6203242891463
2000-11-06,1392.741991382658
2000-11-07,1399.4133289456133
2000-11-08,1403.1237415157418
2000-11-09,1410.8607774570369
2000-11-10,1402.809350734301
2000-11-13,1386.2276874437532
2000-11-14,1408.8425515526644
2000-11-15,1421.726773616491
2000-11-16,1418.0943019763317
2000-11-17,1421.4029624676473
2000-11-20,1406.5196111470818
2000-11-21,1412.4748716580411
2000-11-22,1397.197152896227
2000-11-23,1402.2332080107467
2000-11-24,1416.5437710130102
2000-11-27,1418.4355112396331
2000-11-28,1415.3532755703816
2000-11-29,1420.469890040062
2000-11-30,1397.8301167333852
2000-12-01,1394.9112812705023
2000-12-04,1367.444076556029
2000-12-05,1384.2066614257603
2000-12-06,1372.0711171290075
2000-12-07,1359.643058436502
2000-12-08,1364.5733140486084
2000-12-11,1366.9757308721269
2000-12-12,1366.6423200777804
2000-12-13,1360.207282119134
2000-12-14,1340.0253386558093
2000-12-15,1321.383656554574
2000-12-18,1315.8636843996283
2000-12-19,1336.0907735652788
2000-12-20,1310.9986692154134
2000-12-21,1302.7152097007634
2000-12-22,1318.0760519231073
2000-12-25,1318.0760519231073
2000-12-26,1318.0742644448555
2000-12-27,1338.9631790384333
2000-12-28,1346.7556719583208
2000-12-29,1338.1418741704342
2001-01-01,1338.1418741704342
2001-01-02,1323.9888958608308
2001-01-03,1302.6282196738914
2001-01-04,1317.340071738007
2001-01-05,1321.3482860536665
2001-01-08,1320.0478753149991
2001-01-09,1318.1141041579633
2001-01-10,1322.3050975240242
2001-01-11,1334.485175314175
2001-01-12,1347.1188861856501
2001-01-15,1349.59695777547
2001-01-16,1342.3580522763818
2001-01-17,1361.3331385919344
2001-01-18,1363.3494348024901
2001-01-19,1356.857051788396
2001-01-22,1364.3839406823927
2001-01-23,1358.54774604099
2001-01-24,1371.9320659866298
2001-01-25,1375.481373737568
2001-01-26,1376.7974987131915
2001-01-29,1375.8565419666872
2001-01-30,1379.0571003197865
2001-01-31,1384.6202847319053
2001-02-01,1373.6160503615474
2001-02-02,1364.479779392913
2001-02-05,1356.6775558083748
2001-02-06,1359.7382256320727
2001-02-07,1346.9626329539408
2001-02-08,1349.7647047152839
2001-02-09,1337.0096658720336
2001-02-12,1350.945868297421
2001-02-13,1346.2272948801228
2001-02-14,1336.0324204359172
2001-02-15,1335.1897786705117
2001-02-16,1317.5915693825036
2001-02-19,1317.171437327146
2001-02-20,1304.3309697442476
2001-02-21,1294.3092214559117
2001-02-22,1287.3535205228236
2001-02-23,1271.6175316487497
2001-02-26,1284.317927142571
2001-02-27,1279.0939656479982
2001-02-28,1285.778133235036
2001-03-01,1271.3305811783284
2001-03-02,1259.230894724101
2001-03-05,1255.8531254441161
2001-03-06,1271.5383800430864
2001-03-07,1278.1632134749386
2001-03-08,1280.2156551846103
2001-03-09,1267.7105750987166
2001-03-12,1238.9964113111591
2001-03-13,1233.428297329109
2001-03-14,1216.7947093776165
2001-03-15,1216.4578991873154
2001-03-16,1201.0073349286972
2001-03-19,1200.4159822594963
2001-03-20,1212.844809555667
2001-03-21,1207.9151606165904
2001-03-22,1162.8782094122134
2001-03-23,1178.0131237775659
2001-03-26,1201.482278502828
2001-03-27,1229.4842507492217
2001-03-28,1221.7733539121784
2001-03-29,1236.7836427146672
2001-03-30,1244.8053234998576
2001-04-02,1250.0371874257773
2001-04-03,1224.5747832977654
2001-04-04,1236.3660838887436
2001-04-05,1252.6056429486412
2001-04-06,1251.2398593387613
2001-04-09,1262.8947587318487
2001-04-10,1274.749931099317
2001-04-11,1268.523872436888
2001-04-12,1273.2351143411988
2001-04-13,1273.2351143411988
2001-04-16,1273.1795223827075
2001-04-17,1276.8159585733608
2001-04-18,1289.6201597371537
2001-04-19,1282.6305549309564
2001-04-20,1274.1469825913382
2001-04-23,1266.5888568224468
2001-04-24,1277.554838806336
2001-04-25,1283.320005728037
2001-04-26,1285.3968106139623
2001-04-27,1291.9177298053721
2001-04-30,1304.3123782229627
2001-05-01,1304.2975519886336
2001-05-02,1306.4025644892415
2001-05-03,1284.3089378003326
2001-05-04,1283.754030783774
2001-05-07,1292.277013232291
2001-05-08,1287.9964755862666
2001-05-09,1277.60200208918
2001-05-10,1286.821744601759
2001-05-11,1287.7015375333267
2001-05-14,1297.5193382070036
2001-05-15,1291.9991023433845
2001-05-16,1287.8229689380412
2001-05-17,1292.595030633312
2001-05-18,1299.9476575690585
2001-05-21,1293.9947053077683
2001-05-22,1305.7859375767903
2001-05-23,1303.0300684382096
2001-05-24,1312.2515233447186
2001-05-25,1304.3681292270903
2001-05-28,1308.0760448950468
2001-05-29,1301.62354585662
2001-05-30,1281.152969618303
2001-05-31,1279.7206574316162
2001-06-01,1279.1057291360132
2001-06-04,1272.056082272577
2001-06-05,1277.3253170932985
2001-06-06,1267.5710837108898
2001-06-07,1274.8492390867636
2001-06-08,1281.4499073825662
2001-06-11,1280.1440375641787
2001-06-12,1267.5867671045864
2001-06-13,1274.4218473383892
2001-06-14,1256.4441203579547
2001-06-15,1248.2501902934491
2001-06-18,1231.2246366020875
2001-06-19,1230.020995907564
2001-06-20,1220.5498202534186
2001-06-21,1211.4558852178243
2001-06-22,1215.3568041702974
2001-06-25,1223.9382686252175
2001-06-26,1209.5780464625386
2001-06-27,1218.578670467315
2001-06-28,1222.6720348367453
2001-06-29,1231.3097615019162
2001-07-02,1249.7397625066294
2001-07-03,1248.009415458284
2001-07-04,1245.0777430532291
2001-07-05,1247.8891895800264
2001-07-06,1226.5445825568606
2001-07-09,1226.5349627864118
2001-07-10,1218.4316379043146
2001-07-11,1206.822517623235
2001-07-12,1202.6079190744117
2001-07-13,1204.2122682896143
2001-07-16,1202.98340449028
2001-07-17,1187.6480130395244
2001-07-18,1174.6948646681528
2001-07-19,1187.9092187573767
2001-07-20,1184.6918720590427
2001-07-23,1190.168392628984
2001-07-24,1187.3717288357454
2001-07-25,1183.5280535596212
2001-07-26,1188.8787175382818
2001-07-27,1198.5178760857418
2001-07-30,1203.904880683815
2001-07-31,1207.593221808754
2001-08-01,1210.6426352690246
2001-08-02,1207.4924956721986
2001-08-03,1206.0095687584073
2001-08-06,1215.1043504452257
2001-08-07,1220.3706646463902
2001-08-08,1217.7506408089212
2001-08-09,1209.2483855666553
2001-08-10,1194.551279575397
2001-08-13,1197.0642771647642
2001-08-14,1202.6241542829962
2001-08-15,1202.585281272558
2001-08-16,1193.7010347203955
2001-08-17,1176.0853612713383
2001-08-20,1172.755875617173
2001-08-21,1175.7600353555108
2001-08-22,1179.1028052108325
2001-08-23,1182.4181245921366
2001-08-24,1194.9488430248143
2001-08-27,1193.3495022707218
2001-08-28,1181.6423381850634
2001-08-29,1187.3888127252615
2001-08-30,1170.0165506235564
2001-08-31,1164.9193520558683
2001-09-03,1155.1440974899378
2001-09-04,1151.5122307218974
2001-09-05,1122.2379599021244
2001-09-06,1094.8941990713479
2001-09-07,1084.2174669795238
2001-09-10,1069.4495074196118
2001-09-11,1000.5428395354614
2001-09-12,998.1508507609717
2001-09-13,1009.4651541179913
2001-09-14,953.0714069862362
2001-09-17,946.2098683277981
2001-09-18,924.1308865277942
2001-09-19,907.6689828154333
2001-09-20,872.1096133910469
2001-09-21,827.4380057564887
2001-09-24,876.5587599886259
2001-09-25,898.8099699547653
2001-09-26,923.3462421761916
2001-09-27,935.9022443671042
2001-09-28,979.2468762078155
2001-10-01,957.2135832769274
2001-10-02,967.0406886297997
2001-10-03,974.9307006690566
2001-10-04,995.112690431226
2001-10-05,975.3169963166616
2001-10-08,983.2880643504079
2001-10-09,981.7719959655255
2001-10-10,1005.4707360813018
2001-10-11,1020.0092815373224
2001-10-12,1010.1101837990665
2001-10-15,995.2199950560102
2001-10-16,1006.2427888952507
2001-10-17,1022.3899332501119
2001-10-18,1017.4332063572376
2001-10-19,997.7804943415515
2001-10-22,1015.3243629079192
2001-10-23,1039.0438550180443
2001-10-24,1043.962483643143
2001-10-25,1023.0688915711494
2001-10-26,1045.9662832654383
2001-10-29,1030.8423864865335
2001-10-30,994.5077144691465
2001-10-31,1011.6317171803934
2001-11-01,1010.1544171414233
2001-11-02,1001.4230996246705
2001-11-05,1019.3670719624837
2001-11-06,1007.5801945724503
2001-11-07,1011.9773595950358
2001-11-08,1029.1699746229615
2001-11-09,1023.3882459106024
2001-11-12,997.1818935412495
2001-11-13,1023.1201103135926
2001-11-14,1026.0815797446062
2001-11-15,1035.5209489499075
2001-11-16,1050.7828724501528
2001-11-19,1078.2589178784249
2001-11-20,1064.215560874946
2001-11-21,1063.7814280317928
2001-11-22,1070.985516424176
2001-11-23,1075.1504593513791
2001-11-26,1070.2139792857304
2001-11-27,1051.120029805462
2001-11-28,1047.3855558666023
2001-11-29,1052.2349244832678
2001-11-30,1049.1798790108537
2001-12-03,1040.5637893336086
2001-12-04,1052.1246022192097
2001-12-05,1083.8642006182497
2001-12-06,1086.5188333708413
2001-12-07,1083.7503061840237
2001-12-10,1065.7295168135624
2001-12-11,1063.9214021390815
2001-12-12,1051.5593148541016
2001-12-13,1029.0021015858542
2001-12-14,1026.531205118783
2001-12-17,1051.4986197416815
2001-12-18,1044.1682196243435
2001-12-19,1034.0788729743585
2001-12-20,1023.8297469934512
2001-12-21,1041.8588294006745
2001-12-24,1041.927324113182
2001-12-25,1041.927324113182
2001-12-26,1041.927020724172
2001-12-27,1059.1259423649344
2001-12-28,1062.6857564061183
2001-12-31,1062.7226966361243
2002-01-01,1062.7341379991362
2002-01-02,1054.512450045783
2002-01-03,1073.2926067365258
2002-01-04,1068.6618317764483
2002-01-07,1064.6028878909458
2002-01-08,1071.1687445985415
2002-01-09,1073.656593157037
2002-01-10,1056.7192692040028
2002-01-11,1062.5111166391252
2002-01-14,1040.657997276054
2002-01-15,1052.0346946080522
2002-01-16,1042.419327945171
2002-01-17,1054.6333912356906
2002-01-18,1058.3457241629603
2002-01-21,1048.8766860818816
2002-01-22,1053.9691017862135
2002-01-23,1058.9623620319576
2002-01-24,1064.800852253658
2002-01-25,1072.4128372798984
2002-01-28,1082.8932163800007
2002-01-29,1079.1426623015577
2002-01-30,1073.8913836326312
2002-01-31,1081.7715695796428
2002-02-01,1081.3465418985156
2002-02-04,1066.9839463639255
2002-02-05,1049.677693692219
2002-02-06,1033.430756775475
2002-02-07,1035.9715419118756
2002-02-08,1040.8185057287214
2002-02-11,1036.068973900332
2002-02-12,1030.3673163653234
2002-02-13,1043.5808263463562
2002-02-14,1054.418036448055
2002-02-15,1045.1625971460005
2002-02-18,1041.1505583871021
2002-02-19,1018.7891087094968
2002-02-20,1017.3475118517993
2002-02-21,1027.6007635921287
2002-02-22,1020.6340807871894
2002-02-25,1027.5726664731403
2002-02-26,1033.3863358052868
2002-02-27,1062.6141371735307
2002-02-28,1065.8276064967465
2002-03-01,1073.2401564590166
2002-03-04,1096.414566829041
2002-03-05,1091.3626022650317
2002-03-06,1100.7817825148193
2002-03-07,1098.5712029500248
2002-03-08,1111.4632778003788
2002-03-11,1108.6621964865003
2002-03-12,1103.006067652804
2002-03-13,1113.82381361626
2002-03-14,1118.0426329346503
2002-03-15,1123.6762881777536
2002-03-18,1121.1756415712462
2002-03-19,1130.9871019239476
2002-03-20,1120.4977164381123
2002-03-21,1123.1973990012527
2002-03-22,1128.4148604159084
2002-03-25,1119.3849844548292
2002-03-26,1122.936888762726
2002-03-27,1123.2947143724612
2002-03-28,1142.71791197211
2002-03-29,1142.7236711640533
2002-04-01,1142.6821296650178
2002-04-02,1138.4533724759199
2002-04-03,1141.3674469131552
2002-04-04,1128.9484993620742
2002-04-05,1129.9769899595658
2002-04-08,1109.6448335356952
2002-04-09,1117.0778020401744
2002-04-10,1127.2643504269504
2002-04-11,1117.4084527357563
2002-04-12,1124.4763492731404
2002-04-15,1126.6715270068626
2002-04-16,1148.0225649276172
2002-04-17,1144.8715360158926
2002-04-18,1143.4504390132784
2002-04-19,1151.4115430500951
2002-04-22,1147.133781617108
2002-04-23,1145.2040072133718
2002-04-24,1147.913471307984
2002-04-25,1133.9549573773195
2002-04-26,1127.2195836876988
2002-04-29,1126.245730085359
2002-04-30,1123.2037675793847
2002-05-01,1123.1638155535663
2002-05-02,1105.8675714701835
2002-05-03,1100.2681099983204
2002-05-06,1097.0302339951756
2002-05-07,1088.360062163914
2002-05-08,1104.3728736250196
2002-05-09,1091.513832713864
2002-05-10,1080.5256084519292
2002-05-13,1096.0189289085577
2002-05-14,1111.4004514177861
2002-05-15,1111.6483825306657
2002-05-16,1111.955989343902
2002-05-17,1109.6534242327882
2002-05-20,1098.5471291911401
2002-05-21,1099.5835985955987
2002-05-22,1093.384705787861
2002-05-23,1090.2833697981312
2002-05-24,1082.993376007423
