Date,CANADA IMI VALUE WEIGHTED
1999-08-04,1220.967934361358
1999-08-05,1204.398271310408
1999-08-06,1197.7203698856501
1999-08-09,1202.441828687533
1999-08-10,1189.3430680959284
1999-08-11,1223.985101253196
1999-08-12,1233.2053445532595
1999-08-13,1260.5121974660565
1999-08-16,1263.9389753362607
1999-08-17,1272.8432003491441
1999-08-18,1267.6937325301274
1999-08-19,1259.8748034711996
1999-08-20,1257.5026585661838
1999-08-23,1273.1428044607733
1999-08-24,1276.8576660008898
1999-08-25,1288.9086380153917
1999-08-26,1277.1119924803634
1999-08-27,1274.9614987676737
1999-08-30,1267.8220531265936
1999-08-31,1243.400757877418
1999-09-01,1246.0895686916358
1999-09-02,1215.770004066546
1999-09-03,1245.7757728818817
1999-09-06,1249.3109646794724
1999-09-07,1252.1028559550448
1999-09-08,1254.7133983282893
1999-09-09,1275.56242033677
1999-09-10,1296.6970607412159
1999-09-13,1304.6866978215342
1999-09-14,1299.8583838580862
1999-09-15,1293.3665226527032
1999-09-16,1281.4042111397675
1999-09-17,1289.6760272063627
1999-09-20,1284.0137507308898
1999-09-21,1257.7350486718128
1999-09-22,1248.2623798764507
1999-09-23,1241.7843354853826
1999-09-24,1225.095582364314
1999-09-27,1249.4194203150892
1999-09-28,1244.8490512158505
1999-09-29,1231.5965172641736
1999-09-30,1233.7163854667701
1999-10-01,1223.7610024375376
1999-10-04,1232.8854235309832
1999-10-05,1230.3636829901116
1999-10-06,1229.3719547815338
1999-10-07,1231.3841588610123
1999-10-08,1247.2228460264764
1999-10-11,1246.559620820085
1999-10-12,1233.1294043070106
1999-10-13,1211.2397592268842
1999-10-14,1199.3763822419312
1999-10-15,1172.8987220792296
1999-10-18,1173.045671229443
1999-10-19,1182.1629263809102
1999-10-20,1196.1417902030503
1999-10-21,1194.8529644875164
1999-10-22,1226.306737056914
1999-10-25,1229.1144076813491
1999-10-26,1240.5906687040044
1999-10-27,1236.9799741283887
1999-10-28,1251.6510283056114
1999-10-29,1276.9781718233446
1999-11-01,1280.7928209781173
1999-11-02,1276.0259194642742
1999-11-03,1274.8052859796999
1999-11-04,1280.1727903348283
1999-11-05,1292.5722077213786
1999-11-08,1287.3182869215902
1999-11-09,1282.2156586364404
1999-11-10,1288.1443581433546
1999-11-11,1312.8652761520464
1999-11-12,1335.5400280245196
1999-11-15,1343.2111746764629
1999-11-16,1334.2424325697168
1999-11-17,1326.48393828062
1999-11-18,1338.8698533154113
1999-11-19,1347.7656178604454
1999-11-22,1332.282342569866
1999-11-23,1343.370486292287
1999-11-24,1362.8654086265637
1999-11-25,1374.2433955331524
1999-11-26,1390.417586822406
1999-11-29,1372.865455171862
1999-11-30,1344.4232298646702
1999-12-01,1350.6503009118096
1999-12-02,1360.1433492472254
1999-12-03,1376.427746873831
1999-12-06,1354.4813350173033
1999-12-07,1354.9353755799418
1999-12-08,1336.7225763426948
1999-12-09,1351.204590372398
1999-12-10,1362.467441556465
1999-12-13,1369.5057807549751
1999-12-14,1366.9338864728156
1999-12-15,1378.892949328544
1999-12-16,1369.3241897455584
1999-12-17,1388.0762820782988
1999-12-20,1387.583001256231
1999-12-21,1391.1488010100018
1999-12-22,1394.5344263663628
1999-12-23,1400.450918471127
1999-12-24,1415.1402611108676
1999-12-27,1431.407073575695
1999-12-28,1449.321280766292
1999-12-29,1454.8897411344456
1999-12-30,1451.2649511203078
1999-12-31,1448.9030980475611
2000-01-03,1437.5362049112252
2000-01-04,1385.507790276112
2000-01-05,1377.6860167042328
2000-01-06,1380.1966224579153
2000-01-07,1407.3341401159983
2000-01-10,1425.0873454905557
2000-01-11,1396.7725612124398
2000-01-12,1395.9565390201362
2000-01-13,1403.6315003965415
2000-01-14,1416.361644623695
2000-01-17,1446.4095355717686
2000-01-18,1453.3911339666713
2000-01-19,1445.8355163414649
2000-01-20,1442.935242586882
2000-01-21,1433.338428701394
2000-01-24,1417.3663764521216
2000-01-25,1423.462330475153
2000-01-26,1449.131630366221
2000-01-27,1489.879231603747
2000-01-28,1468.5293130747896
2000-01-31,1467.959412994672
2000-02-01,1495.1620917909304
2000-02-02,1504.4268508686798
2000-02-03,1503.5240177170867
2000-02-04,1525.537827899944
2000-02-07,1526.4574451610295
2000-02-08,1517.6517281757017
2000-02-09,1503.595591686889
2000-02-10,1514.2945281529708
2000-02-11,1497.6943017122364
2000-02-14,1521.6657545266405
2000-02-15,1518.7899672510994
2000-02-16,1532.7561326768423
2000-02-17,1529.075443503955
2000-02-18,1514.304579988571
2000-02-21,1509.8523741917193
2000-02-22,1458.6104314812492
2000-02-23,1462.5461345670938
2000-02-24,1462.79990340338
2000-02-25,1500.9147446574261
2000-02-28,1536.6920658408474
2000-02-29,1524.3816885127203
2000-03-01,1549.2207501270398
2000-03-02,1561.131143006616
2000-03-03,1558.9168654527193
2000-03-06,1557.230489532636
2000-03-07,1547.1569840267964
2000-03-08,1517.1597759341369
2000-03-09,1515.5686080066732
2000-03-10,1526.9607934084397
2000-03-13,1531.2989925714044
2000-03-14,1526.0692052573293
2000-03-15,1516.4226079658622
2000-03-16,1541.7084091819781
2000-03-17,1538.5040177126557
2000-03-20,1553.1451521504912
2000-03-21,1564.283930207234
2000-03-22,1600.393086291165
2000-03-23,1596.0842514914043
2000-03-24,1602.5457729575955
2000-03-27,1603.9939881549192
2000-03-28,1598.7286077591878
2000-03-29,1608.5156395054469
2000-03-30,1588.1444589469504
2000-03-31,1593.0612386192522
2000-04-03,1609.96063870081
2000-04-04,1587.9373629059567
2000-04-05,1573.4044774447575
2000-04-06,1611.6125866380276
2000-04-07,1589.864889578988
2000-04-10,1600.4363326596133
2000-04-11,1593.7031339466937
2000-04-12,1601.775504799471
2000-04-13,1604.4842927360505
2000-04-14,1519.5066849082716
2000-04-17,1545.1430494861115
2000-04-18,1583.152334506134
2000-04-19,1605.7817661907243
2000-04-20,1608.5733585920589
2000-04-21,1608.5324111091684
2000-04-24,1596.2591884173846
2000-04-25,1645.8848441515731
2000-04-26,1673.4518818622146
2000-04-27,1683.8310159676364
2000-04-28,1679.8644381965878
2000-05-01,1703.320466628947
2000-05-02,1706.190688529829
2000-05-03,1723.005948821875
2000-05-04,1718.8301619335116
2000-05-05,1730.3223683841902
2000-05-08,1707.59238942652
2000-05-09,1704.9021393703372
2000-05-10,1684.2553503566255
2000-05-11,1708.7760828852777
2000-05-12,1707.535059594185
2000-05-15,1712.020871529502
2000-05-16,1757.7186237354
2000-05-17,1767.3922930941224
2000-05-18,1761.0509307670702
2000-05-19,1754.3668957203824
2000-05-22,1727.7988777322296
2000-05-23,1694.4075682194843
2000-05-24,1702.3620856663597
2000-05-25,1680.4329693682498
2000-05-26,1647.0401089761258
2000-05-29,1657.7835126051968
2000-05-30,1664.3398471490577
2000-05-31,1671.4413029796717
2000-06-01,1698.7088130405161
2000-06-02,1705.724343266438
2000-06-05,1704.5132162646678
2000-06-06,1660.576223775146
2000-06-07,1660.969467445998
2000-06-08,1685.578632372817
2000-06-09,1706.1861897195474
2000-06-12,1702.3181234412734
2000-06-13,1677.07576376395
2000-06-14,1698.4175382220478
2000-06-15,1705.0016103796693
2000-06-16,1689.015543300827
2000-06-19,1712.7768957932603
2000-06-20,1716.020195774058
2000-06-21,1729.4709901414944
2000-06-22,1729.4059864158207
2000-06-23,1735.153247602216
2000-06-26,1728.3805189977124
2000-06-27,1714.5311975025045
2000-06-28,1711.210901117968
2000-06-29,1684.1253875429632
2000-06-30,1672.9845801053864
2000-07-03,1688.2348089598158
2000-07-04,1697.317918381199
2000-07-05,1680.652957613061
2000-07-06,1681.100966251833
2000-07-07,1706.678109349053
2000-07-10,1697.319761016053
2000-07-11,1712.0657617190627
2000-07-12,1740.4146581277666
2000-07-13,1752.8455580898456
2000-07-14,1744.4781560871722
2000-07-17,1753.7527099049908
2000-07-18,1757.3809176893883
2000-07-19,1769.689859040949
2000-07-20,1770.8190143636295
2000-07-21,1763.0673658646783
2000-07-24,1773.0750261302344
2000-07-25,1761.2022431676494
2000-07-26,1760.8492602467863
2000-07-27,1758.2272381958624
2000-07-28,1747.2946157294975
2000-07-31,1734.085296089636
2000-08-01,1734.3725738784342
2000-08-02,1773.185139207681
2000-08-03,1792.6182841651703
2000-08-04,1790.276368228984
2000-08-07,1785.1928314679963
2000-08-08,1823.4378049033924
2000-08-09,1835.4179115169684
2000-08-10,1812.496637426321
2000-08-11,1835.4840250455609
2000-08-14,1853.721015849316
2000-08-15,1834.0800003212694
2000-08-16,1848.496028963043
2000-08-17,1847.2406184980875
2000-08-18,1862.8013078267286
2000-08-21,1866.2363176725466
2000-08-22,1877.7475822347815
2000-08-23,1869.7163888174211
2000-08-24,1858.6813166655622
2000-08-25,1870.9368129638067
2000-08-28,1885.365346329273
2000-08-29,1879.8416129986326
2000-08-30,1906.7552335459968
2000-08-31,1932.366588789311
2000-09-01,1932.278628325233
2000-09-04,1932.0932601089032
2000-09-05,1962.442453083335
2000-09-06,1965.3643390345237
2000-09-07,1971.1456917102178
2000-09-08,1970.608710459025
2000-09-11,1990.4150438904842
2000-09-12,1997.813124988561
2000-09-13,2001.817251097648
2000-09-14,2026.1889200352887
2000-09-15,2023.7309102558493
2000-09-18,2019.7383203175198
2000-09-19,2029.4441727960318
2000-09-20,2041.098230627411
2000-09-21,2002.4845912418932
2000-09-22,1915.559801735918
2000-09-25,1943.5694988774246
2000-09-26,1922.3283414193334
2000-09-27,1902.4287400862659
2000-09-28,1901.6244950125192
2000-09-29,1912.2395627765889
2000-10-02,1903.533156971451
2000-10-03,1923.608908676084
2000-10-04,1948.1183858121328
2000-10-05,1973.8805945950219
2000-10-06,1948.3258816688574
2000-10-09,1945.5513406049954
2000-10-10,1925.8288713250051
2000-10-11,1879.9368377440608
2000-10-12,1873.3873821597617
2000-10-13,1880.2881228530896
2000-10-16,1907.4094383893766
2000-10-17,1859.5376054946084
2000-10-18,1861.9479773265969
2000-10-19,1895.6264929850568
2000-10-20,1920.7839813952935
2000-10-23,1946.4239913132676
2000-10-24,1956.80363232458
2000-10-25,1949.9475697595412
2000-10-26,1946.3799441140613
2000-10-27,1912.2817353134956
2000-10-30,1930.536115443052
2000-10-31,1961.9877877150798
2000-11-01,1935.2839212100275
2000-11-02,1929.70183516264
2000-11-03,1931.6430142286697
2000-11-06,1939.5601388111484
2000-11-07,1934.7052409093765
2000-11-08,1934.6773548670506
2000-11-09,1919.803703883554
2000-11-10,1880.2624161066074
2000-11-13,1866.3573321675576
2000-11-14,1891.54761660138
2000-11-15,1877.597069802553
2000-11-16,1869.3042685506828
2000-11-17,1869.9957148770054
2000-11-20,1868.9855896885501
2000-11-21,1878.208984287538
2000-11-22,1864.838022642919
2000-11-23,1878.4899422446206
2000-11-24,1908.5650941965562
2000-11-27,1906.0613521197236
2000-11-28,1881.3164173759224
2000-11-29,1849.3602708899543
2000-11-30,1824.613957951899
2000-12-01,1838.6708523815105
2000-12-04,1809.0889688814486
2000-12-05,1848.4761261092433
2000-12-06,1853.7168655103553
2000-12-07,1849.1063035979212
2000-12-08,1907.6433191936258
2000-12-11,1940.1035756214292
2000-12-12,1918.2378441983
2000-12-13,1901.5582248171988
2000-12-14,1863.3221784323152
2000-12-15,1831.926777253993
2000-12-18,1838.3564873844678
2000-12-19,1849.0229716556748
2000-12-20,1792.3072695757237
2000-12-21,1782.1317750756198
2000-12-22,1789.8506725646832
2000-12-25,1789.870913866802
2000-12-26,1783.8031592081363
2000-12-27,1801.1822078339264
2000-12-28,1828.8573944044106
2000-12-29,1822.1221520292795
2001-01-01,1822.054768693963
2001-01-02,1774.050377974236
2001-01-03,1795.6099541437666
2001-01-04,1784.8767984951521
2001-01-05,1755.5895609310596
2001-01-08,1766.7010516267842
2001-01-09,1769.7031361464026
2001-01-10,1770.5115341464589
2001-01-11,1773.262742053443
2001-01-12,1758.485755205236
2001-01-15,1777.9335323911698
2001-01-16,1784.2772747380889
2001-01-17,1799.1418630159912
2001-01-18,1751.1810574268804
2001-01-19,1789.1901985489794
2001-01-22,1802.2405174886294
2001-01-23,1812.9920230158514
2001-01-24,1842.1250209222317
2001-01-25,1854.6113639146613
2001-01-26,1849.361276452429
2001-01-29,1876.623046023162
2001-01-30,1879.3736382935347
2001-01-31,1866.1293830367347
2001-02-01,1860.6814820856198
2001-02-02,1886.2758584865874
2001-02-05,1876.6606760230484
2001-02-06,1888.1965542327223
2001-02-07,1869.3871768607416
2001-02-08,1892.775595974217
2001-02-09,1878.20093094187
2001-02-12,1861.743724259308
2001-02-13,1873.7709336131036
2001-02-14,1869.705832493432
2001-02-15,1900.104097469435
2001-02-16,1838.3163565089026
2001-02-19,1829.841657251818
2001-02-20,1830.1498562892587
2001-02-21,1781.4957887917608
2001-02-22,1803.9076172549417
2001-02-23,1785.1251024505927
2001-02-26,1816.3558966444907
2001-02-27,1799.9085496224461
2001-02-28,1798.1942458780688
2001-03-01,1774.0566994963524
2001-03-02,1751.7545131908057
2001-03-05,1787.434399811674
2001-03-06,1799.6809825727048
2001-03-07,1811.5306806854276
2001-03-08,1800.1783708548858
2001-03-09,1787.7038733993911
2001-03-12,1762.5712047754314
2001-03-13,1794.1047399920426
2001-03-14,1776.8782541479823
2001-03-15,1779.6679242371024
2001-03-16,1764.0195741957864
2001-03-19,1791.6464728176088
2001-03-20,1769.0693600102047
2001-03-21,1745.7102447233901
2001-03-22,1752.358622217397
2001-03-23,1739.6805825670751
2001-03-26,1763.970989562607
2001-03-27,1762.4699068157959
2001-03-28,1749.4678867422756
2001-03-29,1753.1293195838314
2001-03-30,1779.962211230188
2001-04-02,1796.0477618210525
2001-04-03,1750.9954939527574
2001-04-04,1728.6802383426973
2001-04-05,1751.1004982420495
2001-04-06,1740.0814678522195
2001-04-09,1757.2860998720575
2001-04-10,1821.9155385695783
2001-04-11,1819.886446456757
2001-04-12,1805.7309069147834
2001-04-13,1805.7616471861056
2001-04-16,1821.9332451274727
2001-04-17,1840.471084516786
2001-04-18,1887.2419391319872
2001-04-19,1872.3316173124517
2001-04-20,1853.3084253655377
2001-04-23,1840.069568357373
2001-04-24,1834.7789911654172
2001-04-25,1848.324526563846
2001-04-26,1848.2174909518117
2001-04-27,1870.620839876319
2001-04-30,1875.8114984856138
2001-05-01,1869.632352107817
2001-05-02,1879.4609047486404
2001-05-03,1865.9363257553691
2001-05-04,1868.2024778067143
2001-05-07,1877.5078504704363
2001-05-08,1888.3235805903867
2001-05-09,1904.4255836403158
2001-05-10,1930.4459765498564
2001-05-11,1923.7404137966041
2001-05-14,1926.2273751799494
2001-05-15,1932.4751689095071
2001-05-16,1950.5451370085348
2001-05-17,1978.2306901080365
2001-05-18,1994.4195089237696
2001-05-21,2001.2417381869984
2001-05-22,2020.6027738011421
2001-05-23,2026.6233095792334
2001-05-24,2034.9428421706232
2001-05-25,2027.8119670783192
2001-05-28,2021.9925184680474
2001-05-29,2035.1097668346222
2001-05-30,2003.9834272035732
2001-05-31,2037.2534403969596
2001-06-01,2078.3214784649936
2001-06-04,2088.7255313676737
2001-06-05,2076.951307009344
2001-06-06,2079.2338448403607
2001-06-07,2076.9782383646466
2001-06-08,2072.1783337875872
2001-06-11,2086.957475439722
2001-06-12,2061.1797514900964
2001-06-13,2048.0966842638436
2001-06-14,2007.241871552568
2001-06-15,1969.4954642529758
2001-06-18,1942.0287952659264
2001-06-19,1948.0422915393945
2001-06-20,1955.8078208130667
2001-06-21,1959.7849839010291
2001-06-22,1964.2090959201794
2001-06-25,1949.8793271192192
2001-06-26,1932.884563397377
2001-06-27,1919.7324938891632
2001-06-28,1950.325943142574
2001-06-29,1994.6699137771616
2001-07-02,1998.4114073544129
2001-07-03,2012.3360177486043
2001-07-04,2005.391177541391
2001-07-05,2017.297419224936
2001-07-06,1972.0622963063774
2001-07-09,1964.667907023601
2001-07-10,1935.3699375358767
2001-07-11,1913.0544384954944
2001-07-12,1953.4814286504866
2001-07-13,1963.3715898746418
2001-07-16,1927.0754516517477
2001-07-17,1951.1009414612513
2001-07-18,1898.8004558315395
2001-07-19,1902.5085951891408
2001-07-20,1891.5666983432793
2001-07-23,1895.4286931757524
2001-07-24,1881.8355802348578
2001-07-25,1880.2585936546297
2001-07-26,1882.0183806400514
2001-07-27,1906.1404018959372
2001-07-30,1902.8401879809894
2001-07-31,1917.0139765768683
2001-08-01,1909.7580024208896
2001-08-02,1906.1238230247052
2001-08-03,1900.1615067639486
2001-08-06,1921.861203899723
2001-08-07,1933.0391487766537
2001-08-08,1913.7138403766673
2001-08-09,1888.6170161850016
2001-08-10,1858.716169278734
2001-08-13,1852.0312681374626
2001-08-14,1849.073838696102
2001-08-15,1818.340043302071
2001-08-16,1823.7410982272158
2001-08-17,1790.9600009747887
2001-08-20,1801.263540435584
2001-08-21,1789.4049469200877
2001-08-22,1790.3979607472052
2001-08-23,1808.8268816117222
2001-08-24,1832.3387576434252
2001-08-27,1843.1111834298474
2001-08-28,1829.2624996989387
2001-08-29,1804.4654133657746
2001-08-30,1789.8280612418168
2001-08-31,1779.1868766425616
2001-09-03,1781.3900796972912
2001-09-04,1830.364586453437
2001-09-05,1827.9842601265755
2001-09-06,1820.4864125453619
2001-09-07,1774.5981530847503
2001-09-10,1777.5725335691568
2001-09-11,1687.6417774830204
2001-09-12,1705.330662649786
2001-09-13,1709.904080307327
2001-09-14,1635.9184883024507
2001-09-17,1644.1183669990737
2001-09-18,1624.3361911035245
2001-09-19,1579.195938247895
2001-09-20,1541.9288931772678
2001-09-21,1555.573909836723
2001-09-24,1588.2996847416057
2001-09-25,1582.9664270715696
2001-09-26,1575.2372455432967
2001-09-27,1576.5307525852609
2001-09-28,1627.4166660573915
2001-10-01,1615.6894962383865
2001-10-02,1627.1512960094726
2001-10-03,1632.028218729701
2001-10-04,1641.2603827426396
2001-10-05,1633.1578148289423
2001-10-08,1635.2371857529317
2001-10-09,1630.645730514317
2001-10-10,1652.0018251850706
2001-10-11,1694.465059240342
2001-10-12,1678.0727508218126
2001-10-15,1668.8479125795745
2001-10-16,1674.436221173529
2001-10-17,1657.7448966235288
2001-10-18,1642.4577685481195
2001-10-19,1650.559107192382
2001-10-22,1658.3907180749793
2001-10-23,1672.1097205881867
2001-10-24,1660.8042205348631
2001-10-25,1657.1470179072157
2001-10-26,1679.6057025006169
2001-10-29,1634.5186127370469
2001-10-30,1607.270394407568
2001-10-31,1624.8447389064565
2001-11-01,1629.2690338406674
2001-11-02,1642.5792932646661
2001-11-05,1667.427500642178
2001-11-06,1679.5259333476206
2001-11-07,1677.5201025917386
2001-11-08,1687.0219380183814
2001-11-09,1693.9242469134965
2001-11-12,1696.2827030641115
2001-11-13,1750.6555787010593
2001-11-14,1756.4209332841842
2001-11-15,1748.622402949639
2001-11-16,1751.1972884554818
2001-11-19,1792.1666112010168
2001-11-20,1767.7153702967607
2001-11-21,1760.6872481181033
2001-11-22,1765.9658648701288
2001-11-23,1783.615455059795
2001-11-26,1781.885524167351
2001-11-27,1782.3202533154742
2001-11-28,1763.4302223685231
2001-11-29,1776.319890154382
2001-11-30,1767.7413662946317
2001-12-03,1760.3479630570766
2001-12-04,1778.6961335193819
2001-12-05,1826.3915418190857
2001-12-06,1811.5076857270478
2001-12-07,1819.1086917271828
2001-12-10,1805.568472543516
2001-12-11,1799.347177837513
2001-12-12,1808.7383382536923
2001-12-13,1778.2271992845579
2001-12-14,1765.5475357944645
2001-12-17,1784.8742851006866
2001-12-18,1793.065834891547
2001-12-19,1782.46821322802
2001-12-20,1773.15703221509
2001-12-21,1795.5266863982856
2001-12-24,1806.4595929983002
2001-12-25,1806.4563766408855
2001-12-26,1804.405321385337
2001-12-27,1812.787881124864
2001-12-28,1831.9515829693466
2001-12-31,1817.0277913261143
2002-01-01,1816.9775327588466
2002-01-02,1777.7335334342288
2002-01-03,1811.6856127831034
2002-01-04,1836.949265727819
2002-01-07,1850.7024777468648
2002-01-08,1832.8740886550497
2002-01-09,1835.8519981725833
2002-01-10,1811.283919120372
2002-01-11,1819.4267631791322
2002-01-14,1794.1452332167169
2002-01-15,1810.2026372940413
2002-01-16,1812.6022132169685
2002-01-17,1809.5772164003677
2002-01-18,1790.7754902161298
2002-01-21,1785.8561619250902
2002-01-22,1793.271420589609
2002-01-23,1802.678824843508
2002-01-24,1833.3604044437216
2002-01-25,1856.1834896972266
2002-01-28,1856.4879517941554
2002-01-29,1868.14942567472
2002-01-30,1861.5278794737326
2002-01-31,1889.8718656054436
2002-02-01,1896.4752967416769
2002-02-04,1859.8428397315893
2002-02-05,1834.1204379170983
2002-02-06,1821.2880419468058
2002-02-07,1816.5433006213348
2002-02-08,1828.5246835367916
2002-02-11,1842.3409760288246
2002-02-12,1829.5815721149402
2002-02-13,1843.56567448831
2002-02-14,1846.6235860227703
2002-02-15,1837.2541237292128
2002-02-18,1852.9547050238302
2002-02-19,1836.0548870014534
2002-02-20,1829.3951237791225
2002-02-21,1823.8697957499535
2002-02-22,1810.4039752452481
2002-02-25,1835.9820808386849
2002-02-26,1845.0396460996435
2002-02-27,1872.708525918115
2002-02-28,1880.6573823773945
2002-03-01,1910.855364689957
2002-03-04,1943.9062421592912
2002-03-05,1938.6719318579314
2002-03-06,1955.0712259589031
2002-03-07,1956.170828635699
2002-03-08,1946.02628971514
2002-03-11,1944.7446577501125
2002-03-12,1939.1347934172152
2002-03-13,1931.7406474556367
2002-03-14,1906.8911911188466
2002-03-15,1923.7024568578042
2002-03-18,1936.2662945281158
2002-03-19,1948.4691055041083
2002-03-20,1944.4282673569542
2002-03-21,1935.0610149830823
2002-03-22,1945.2849828766127
2002-03-25,1916.2251498565402
2002-03-26,1913.0428186927245
2002-03-27,1939.0312985338528
2002-03-28,1942.0291907793448
2002-03-29,1941.8694876951943
2002-04-01,1929.4833360203081
2002-04-02,1931.6065315338265
2002-04-03,1929.172109904892
2002-04-04,1911.737712550864
2002-04-05,1925.2649990310788
2002-04-08,1921.749064226796
2002-04-09,1917.2662097764605
2002-04-10,1932.6691919438051
2002-04-11,1905.5666214329844
2002-04-12,1920.9999039553752
2002-04-15,1924.059789807892
2002-04-16,1951.2483242119108
2002-04-17,1952.7893170875566
2002-04-18,1936.5060764790103
2002-04-19,1959.3187303883722
2002-04-22,1939.2176511759217
2002-04-23,1914.5847873597106
2002-04-24,1915.588576981048
2002-04-25,1901.7597298570622
2002-04-26,1890.783534673271
2002-04-29,1872.9983464227782
2002-04-30,1892.0011724471328
2002-05-01,1892.9826718149643
2002-05-02,1904.0704656526214
2002-05-03,1878.2010745991488
2002-05-06,1849.689802882312
2002-05-07,1853.127578613621
2002-05-08,1892.413654488438
2002-05-09,1880.4197029739694
2002-05-10,1876.4744612140737
2002-05-13,1891.6507517546593
2002-05-14,1928.2316004348372
2002-05-15,1916.826705409467
2002-05-16,1922.7831549455598
2002-05-17,1906.0936090988346
2002-05-20,1907.6452958096445
2002-05-21,1910.5601441288907
2002-05-22,1882.6504493734117
2002-05-23,1912.570638394055
